date,FITB,KBE
2010-01-04,10.12,21.71
2010-01-05,10.39,22.18
2010-01-06,10.45,22.47
2010-01-07,11.08,23.41
2010-01-08,11.09,23.32
2010-01-11,11.2,23.33
2010-01-12,10.99,22.94
2010-01-13,11.52,23.33
2010-01-14,11.77,23.68
2010-01-15,11.36,23.16
2010-01-19,11.39,23.4
2010-01-20,11.31,23.71
2010-01-21,12.02,23.67
2010-01-22,12.1,22.96
2010-01-25,12.49,23.0
2010-01-26,11.71,22.57
2010-01-27,12.18,23.19
2010-01-28,12.26,23.3
2010-01-29,12.44,23.09
2010-02-01,12.5,23.42
2010-02-02,12.48,23.47
2010-02-03,12.0,22.95
2010-02-04,11.22,21.98
2010-02-05,11.26,22.24
2010-02-08,11.39,21.91
2010-02-09,11.47,22.18
2010-02-10,11.69,22.34
2010-02-11,11.87,22.38
2010-02-12,11.61,22.23
2010-02-16,12.08,22.81
2010-02-17,12.05,22.83
2010-02-18,11.92,22.85
2010-02-19,12.23,23.15
2010-02-22,12.55,23.59
2010-02-23,12.27,23.1
2010-02-24,12.69,23.56
2010-02-25,12.2,23.4
2010-02-26,12.21,23.51
2010-03-01,12.24,23.43
2010-03-02,12.66,23.58
2010-03-03,12.54,23.55
2010-03-04,12.33,23.55
2010-03-05,12.73,24.14
2010-03-08,12.61,24.2
2010-03-09,12.62,24.35
2010-03-10,12.96,24.91
2010-03-11,13.28,25.3
2010-03-12,13.15,25.05
2010-03-15,13.38,25.12
2010-03-16,13.45,25.57
2010-03-17,13.7,26.02
2010-03-18,13.44,25.61
2010-03-19,13.3,25.37
2010-03-22,13.43,25.66
2010-03-23,13.46,25.89
2010-03-24,13.58,26.01
2010-03-25,13.41,26.07
2010-03-26,13.2,26.01
2010-03-29,13.31,25.89
2010-03-30,13.265,25.73
2010-03-31,13.56,25.81
2010-04-01,13.59,25.99
2010-04-05,13.95,26.61
2010-04-06,14.35,27.19
2010-04-07,14.3,27.08
2010-04-08,14.27,27.36
2010-04-09,14.1,27.48
2010-04-12,14.36,27.79
2010-04-13,14.33,27.49
2010-04-14,14.94,28.4
2010-04-15,14.9,28.17
2010-04-16,14.2,27.26
2010-04-19,14.24,27.47
2010-04-20,14.8,28.23
2010-04-21,15.15,28.43
2010-04-22,14.96,28.69
2010-04-23,15.12,28.72
2010-04-26,14.515,27.89
2010-04-27,14.05,27.07
2010-04-28,14.44,27.42
2010-04-29,14.87,28.02
2010-04-30,14.915,27.66
2010-05-03,15.36,28.12
2010-05-04,14.56,27.35
2010-05-05,14.59,27.35
2010-05-06,13.61,26.11
2010-05-07,13.31,25.7
2010-05-10,14.38,27.25
2010-05-11,14.61,27.4
2010-05-12,15.0,27.77
2010-05-13,14.8,27.3
2010-05-14,14.08,26.52
2010-05-17,13.98,26.48
2010-05-18,13.43,25.45
2010-05-19,13.3,25.33
2010-05-20,12.51,24.13
2010-05-21,13.19,25.06
2010-05-24,12.57,24.24
2010-05-25,12.83,24.45
2010-05-26,12.51,24.36
2010-05-27,13.26,25.37
2010-05-28,13.0,24.77
2010-06-01,12.4,24.22
2010-06-02,13.05,24.95
2010-06-03,13.13,24.77
2010-06-04,12.5025,23.67
2010-06-07,12.32,23.16
2010-06-08,12.67,23.63
2010-06-09,12.67,23.43
2010-06-10,13.37,24.34
2010-06-11,13.36,24.3
2010-06-14,13.53,24.13
2010-06-15,14.0,24.8
2010-06-16,14.05,24.74
2010-06-17,13.62,24.7
2010-06-18,13.58,24.84
2010-06-21,13.53,24.82
2010-06-22,13.51,24.48
2010-06-23,13.51,24.3
2010-06-24,13.2,23.74
2010-06-25,13.37,24.41
2010-06-28,13.51,24.34
2010-06-29,12.95,23.28
2010-06-30,12.29,22.89
2010-07-01,12.16,22.69
2010-07-02,11.82,22.34
2010-07-06,12.04,22.58
2010-07-07,12.92,23.87
2010-07-08,13.09,23.94
2010-07-09,13.48,24.5
2010-07-12,13.27,24.59
2010-07-13,13.69,25.29
2010-07-14,13.34,24.91
2010-07-15,13.25,24.79
2010-07-16,12.17,23.4
2010-07-19,11.9,23.34
2010-07-20,11.78,23.32
2010-07-21,11.28,22.785
2010-07-22,12.45,23.6
2010-07-23,12.29,23.76
2010-07-26,12.82,24.37
2010-07-27,13.14,24.53
2010-07-28,12.76,24.24
2010-07-29,12.82,24.21
2010-07-30,12.71,24.19
2010-08-02,13.42,24.91
2010-08-03,13.3,24.59
2010-08-04,13.29,24.54
2010-08-05,13.06,24.42
2010-08-06,12.69,24.1
2010-08-09,13.02,24.19
2010-08-10,13.0025,24.05
2010-08-11,12.38,23.02
2010-08-12,12.16,22.89
2010-08-13,12.13,22.86
2010-08-16,12.19,22.83
2010-08-17,12.07,22.85
2010-08-18,12.11,22.93
2010-08-19,11.68,22.37
2010-08-20,11.56,22.29
2010-08-23,11.6,22.14
2010-08-24,11.035,21.67
2010-08-25,10.98,21.56
2010-08-26,10.95,21.45
2010-08-27,11.18,21.91
2010-08-30,10.85,21.39
2010-08-31,11.04,21.6
2010-09-01,11.66,22.47
2010-09-02,11.72,22.73
2010-09-03,11.93,23.13
2010-09-07,11.38,22.49
2010-09-08,11.6,22.79
2010-09-09,11.96,23.16
2010-09-10,12.09,23.17
2010-09-13,12.51,23.83
2010-09-14,12.485,23.56
2010-09-15,12.47,23.56
2010-09-16,12.22,23.42
2010-09-17,12.23,23.23
2010-09-20,12.39,23.76
2010-09-21,12.275,23.45
2010-09-22,12.04,23.04
2010-09-23,11.72,22.63
2010-09-24,12.2375,23.27
2010-09-27,11.9075,22.91
2010-09-28,12.015,22.99
2010-09-29,11.9025,22.88
2010-09-30,12.03,22.95
2010-10-01,11.9,23.17
2010-10-04,11.9,23.09
2010-10-05,12.51,23.77
2010-10-06,12.28,23.68
2010-10-07,12.52,23.58
2010-10-08,12.38,23.53
2010-10-11,12.28,23.52
2010-10-12,12.755,23.83
2010-10-13,12.7,23.66
2010-10-14,12.34,23.04
2010-10-15,12.13,22.46
2010-10-18,12.54,22.97
2010-10-19,12.375,22.89
2010-10-20,12.4,22.72
2010-10-21,12.8,22.765
2010-10-22,12.86,22.81
2010-10-25,12.62,22.595
2010-10-26,12.785,22.63
2010-10-27,12.87,22.67
2010-10-28,12.72,22.61
2010-10-29,12.56,22.59
2010-11-01,12.38,22.48
2010-11-02,12.44,22.43
2010-11-03,13.05,22.85
2010-11-04,13.4,23.62
2010-11-05,13.03,24.19
2010-11-08,13.05,24.05
2010-11-09,12.87,23.63
2010-11-10,13.235,24.0175
2010-11-11,13.235,23.875
2010-11-12,12.87,23.35
2010-11-15,13.02,23.5
2010-11-16,12.68,23.11
2010-11-17,12.39,22.72
2010-11-18,12.08,22.88
2010-11-19,12.26,22.88
2010-11-22,12.12,22.49
2010-11-23,11.78,22.1
2010-11-24,12.06,22.35
2010-11-26,11.86,22.15
2010-11-29,12.03,22.41
2010-11-30,11.95,22.26
2010-12-01,12.265,22.76
2010-12-02,13.05,23.65
2010-12-03,13.2725,23.89
2010-12-06,13.02,23.78
2010-12-07,13.08,23.79
2010-12-08,13.93,24.44
2010-12-09,14.24,25.05
2010-12-10,14.57,25.31
2010-12-13,14.49,25.2
2010-12-14,14.27,24.81
2010-12-15,14.16,24.54
2010-12-16,13.92,24.59
2010-12-17,14.07,24.88
2010-12-20,14.16,25.0
2010-12-21,14.3,25.49
2010-12-22,14.71,26.0671
2010-12-23,14.39,25.7
2010-12-27,14.74,25.97
2010-12-28,15.04,26.1
2010-12-29,14.77,26.01
2010-12-30,14.64,25.93
2010-12-31,14.68,25.91
2011-01-03,14.78,26.5
2011-01-04,14.73,26.4225
2011-01-05,14.96,26.81
2011-01-06,14.62,26.48
2011-01-07,14.675,26.23
2011-01-10,14.4325,26.19
2011-01-11,14.55,26.32
2011-01-12,14.76,26.7225
2011-01-13,14.62,26.55
2011-01-14,14.95,27.14
2011-01-18,14.86,26.89
2011-01-19,14.61,26.22
2011-01-20,14.22,26.18
2011-01-21,14.6,26.61
2011-01-24,14.34,26.34
2011-01-25,14.4325,26.3075
2011-01-26,14.57,26.16
2011-01-27,14.79,26.46
2011-01-28,14.64,26.04
2011-01-31,14.87,26.32
2011-02-01,15.52,26.96
2011-02-02,15.455,26.8075
2011-02-03,15.4025,26.8975
2011-02-04,15.39,26.905
2011-02-07,15.36,27.285
2011-02-08,15.39,27.4975
2011-02-09,15.07,27.19
2011-02-10,15.18,27.08
2011-02-11,15.46,27.6175
2011-02-14,15.51,27.62
2011-02-15,15.45,27.52
2011-02-16,15.38,27.62
2011-02-17,15.09,27.38
2011-02-18,14.9925,27.415
2011-02-22,14.495,26.47
2011-02-23,14.45,26.42
2011-02-24,14.3,26.245
2011-02-25,14.6,26.63
2011-02-28,14.6,26.5
2011-03-01,13.95,25.92
2011-03-02,13.87,25.87
2011-03-03,14.09,26.375
2011-03-04,13.9,25.98
2011-03-07,13.6,25.78
2011-03-08,13.7,26.48
2011-03-09,13.87,26.49
2011-03-10,13.69,25.88
2011-03-11,13.89,26.12
2011-03-14,13.9,25.9
2011-03-15,13.57,25.69
2011-03-16,13.4,25.3
2011-03-17,13.81,25.65
2011-03-18,14.03,25.81
2011-03-21,14.0175,25.815
2011-03-22,13.85,25.68
2011-03-23,13.8,25.52
2011-03-24,13.78,25.6
2011-03-25,13.85,25.71
2011-03-28,13.78,25.63
2011-03-29,13.93,25.69
2011-03-30,13.81,25.9
2011-03-31,13.885,25.82
2011-04-01,13.99,26.04
2011-04-04,13.97,26.03
2011-04-05,13.89,26.03
2011-04-06,14.07,26.43
2011-04-07,13.865,26.3
2011-04-08,13.7,26.08
2011-04-11,13.73,26.025
2011-04-12,13.66,25.99
2011-04-13,13.6,25.7
2011-04-14,13.645,25.46
2011-04-15,13.8,25.4
2011-04-18,13.53,25.1
2011-04-19,13.36,25.11
2011-04-20,13.32,24.99
2011-04-21,13.16,25.09
2011-04-25,12.92,25.1
2011-04-26,13.04,25.3
2011-04-27,13.32,25.56
2011-04-28,13.43,25.68
2011-04-29,13.27,25.61
2011-05-02,13.05,25.54
2011-05-03,13.4,25.75
2011-05-04,13.15,25.55
2011-05-05,12.82,25.19
2011-05-06,12.99,25.21
2011-05-09,12.8,25.16
2011-05-10,12.98,25.38
2011-05-11,12.82,25.15
2011-05-12,12.71,25.08
2011-05-13,12.49,24.63
2011-05-16,12.47,24.669
2011-05-17,12.79,25.07
2011-05-18,12.9,25.14
2011-05-19,13.0,25.16
2011-05-20,12.72,24.75
2011-05-23,12.39,24.38
2011-05-24,12.48,24.35
2011-05-25,12.61,24.335
2011-05-26,12.73,24.42
2011-05-27,12.93,24.77
2011-05-31,13.06,24.95
2011-06-01,12.34,23.93
2011-06-02,12.37,23.97
2011-06-03,12.39,23.75
2011-06-06,12.14,23.26
2011-06-07,12.3,23.235
2011-06-08,12.29,23.1
2011-06-09,12.33,23.38
2011-06-10,12.245,23.28
2011-06-13,12.28,23.52
2011-06-14,12.465,23.65
2011-06-15,12.32,23.27
2011-06-16,12.28,23.37
2011-06-17,12.55,23.56
2011-06-20,12.545,23.43
2011-06-21,12.67,23.69
2011-06-22,12.405,23.48
2011-06-23,12.09,23.24
2011-06-24,12.18,22.99
2011-06-27,12.28,23.32
2011-06-28,12.415,23.36
2011-06-29,12.71,23.94
2011-06-30,12.75,23.99
2011-07-01,12.97,24.44
2011-07-05,12.91,24.17
2011-07-06,12.65,24.0
2011-07-07,12.9,24.4
2011-07-08,12.56,24.03
2011-07-11,12.17,23.34
2011-07-12,12.02,23.285
2011-07-13,12.17,23.35
2011-07-14,12.02,23.08
2011-07-15,12.05,23.07
2011-07-18,11.99,22.7
2011-07-19,12.2,22.99
2011-07-20,12.33,23.29
2011-07-21,12.76,23.85
2011-07-22,12.81,23.77
2011-07-25,13.0,23.65
2011-07-26,12.92,23.58
2011-07-27,12.7,23.02
2011-07-28,12.67,23.0
2011-07-29,12.65,22.88
2011-08-01,12.515,22.84
2011-08-02,11.91,22.09
2011-08-03,12.13,22.24
2011-08-04,11.36,21.09
2011-08-05,11.26,20.62
2011-08-08,9.98,18.45
2011-08-09,10.55,19.7001
2011-08-10,9.42,18.1
2011-08-11,9.86,19.14
2011-08-12,9.55,18.8
2011-08-15,10.15,19.53
2011-08-16,10.09,19.15
2011-08-17,10.25,19.28
2011-08-18,9.6,18.22
2011-08-19,9.28,17.68
2011-08-22,9.25,17.48
2011-08-23,9.76,18.15
2011-08-24,10.1,18.77
2011-08-25,9.735,18.77
2011-08-26,10.05,18.99
2011-08-29,10.51,19.83
2011-08-30,10.46,19.69
2011-08-31,10.62,19.9
2011-09-01,10.18,19.33
2011-09-02,9.62,18.44
2011-09-06,9.75,18.15
2011-09-07,10.45,19.19
2011-09-08,10.12,18.7
2011-09-09,9.81,18.07
2011-09-12,9.93,18.38
2011-09-13,10.35,18.59
2011-09-14,10.51,18.92
2011-09-15,10.7,19.37
2011-09-16,10.67,19.21
2011-09-19,10.47,18.67
2011-09-20,10.38,18.62
2011-09-21,9.77,17.57
2011-09-22,9.6,17.09
2011-09-23,9.84,17.38
2011-09-26,10.52,18.29
2011-09-27,10.45,18.29
2011-09-28,10.09,17.65
2011-09-29,10.46,18.25
2011-09-30,10.1,17.54
2011-10-03,9.8,16.73
2011-10-04,10.64,17.47
2011-10-05,10.625,17.67
2011-10-06,11.11,18.46
2011-10-07,10.58,17.7
2011-10-10,10.97,18.61
2011-10-11,10.91,18.75
2011-10-12,11.51,19.34
2011-10-13,11.23,18.78
2011-10-14,11.34,18.91
2011-10-17,10.62,18.17
2011-10-18,11.21,19.25
2011-10-19,10.66,18.7
2011-10-20,11.63,19.03
2011-10-21,11.66,19.36
2011-10-24,12.01,19.79
2011-10-25,11.69,19.13
2011-10-26,12.0,19.5
2011-10-27,12.49,20.49
2011-10-28,12.31,20.4
2011-10-31,12.01,19.76
2011-11-01,11.39,18.78
2011-11-02,11.83,19.41
2011-11-03,12.01,19.84
2011-11-04,12.01,19.57
2011-11-07,12.25,19.78
2011-11-08,12.49,20.25
2011-11-09,11.73,19.07
2011-11-10,12.01,19.26
2011-11-11,12.18,19.69
2011-11-14,11.87,19.18
2011-11-15,11.96,19.28
2011-11-16,11.98,19.05
2011-11-17,11.81,18.78
2011-11-18,11.89,18.86
2011-11-21,11.52,18.32
2011-11-22,11.35,18.13
2011-11-23,10.94,17.56
2011-11-25,10.97,17.63
2011-11-28,11.36,18.09
2011-11-29,11.22,18.02
2011-11-30,12.09,19.21
2011-12-01,11.95,19.06
2011-12-02,12.12,19.31
2011-12-05,12.56,19.71
2011-12-06,12.32,19.52
2011-12-07,12.39,19.69
2011-12-08,11.97,19.01
2011-12-09,12.51,19.48
2011-12-12,12.23,19.14
2011-12-13,11.91,18.82
2011-12-14,11.8,18.73
2011-12-15,11.97,18.87
2011-12-16,12.07,18.88
2011-12-19,11.84,18.43
2011-12-20,12.19,19.16
2011-12-21,12.49,19.4
2011-12-22,12.915,19.94
2011-12-23,12.84,19.97
2011-12-27,12.75,19.95
2011-12-28,12.575,19.66
2011-12-29,12.91,19.96
2011-12-30,12.72,19.83
2012-01-03,13.08,20.29
2012-01-04,13.09,20.41
2012-01-05,13.47,20.8
2012-01-06,13.49,20.79
2012-01-09,13.415,21.12
2012-01-10,13.85,21.39
2012-01-11,13.75,21.56
2012-01-12,13.83,21.61
2012-01-13,14.03,21.56
2012-01-17,13.735,21.37
2012-01-18,13.75,21.54
2012-01-19,13.56,21.5
2012-01-20,13.17,21.72
2012-01-23,13.4,21.73
2012-01-24,13.43,21.59
2012-01-25,13.49,21.71
2012-01-26,13.08,21.19
2012-01-27,13.23,21.27
2012-01-30,12.99,21.11
2012-01-31,13.005,21.11
2012-02-01,13.14,21.42
2012-02-02,13.23,21.51
2012-02-03,13.59,22.17
2012-02-06,13.49,22.01
2012-02-07,13.53,22.05
2012-02-08,13.61,22.22
2012-02-09,13.52,22.18
2012-02-10,13.345,21.9
2012-02-13,13.5,22.07
2012-02-14,13.3,21.92
2012-02-15,13.36,21.9
2012-02-16,13.63,22.33
2012-02-17,13.8,22.45
2012-02-21,13.91,22.39
2012-02-22,13.59,21.91
2012-02-23,13.81,22.16
2012-02-24,13.6,22.07
2012-02-27,13.58,22.33
2012-02-28,13.62,22.36
2012-02-29,13.61,22.28
2012-03-01,13.72,22.44
2012-03-02,13.61,22.29
2012-03-05,13.31,22.11
2012-03-06,12.935,21.56
2012-03-07,13.3,21.9
2012-03-08,13.475,22.18
2012-03-09,13.76,22.47
2012-03-12,13.58,22.42
2012-03-13,14.16,23.31
2012-03-14,14.28,23.58
2012-03-15,14.47,24.18
2012-03-16,14.33,24.24
2012-03-19,14.5,24.44
2012-03-20,14.5,24.4
2012-03-21,14.24,24.25
2012-03-22,14.085,23.84
2012-03-23,14.135,23.95
2012-03-26,14.3,24.27
2012-03-27,14.0,23.97
2012-03-28,14.1,24.18
2012-03-29,14.03,23.93
2012-03-30,14.045,23.85
2012-04-02,14.44,24.02
2012-04-03,14.58,24.1
2012-04-04,14.475,23.72
2012-04-05,14.62,23.55
2012-04-09,14.31,23.11
2012-04-10,13.9,22.62
2012-04-11,14.255,23.06
2012-04-12,14.475,23.455
2012-04-13,14.02,22.73
2012-04-16,14.11,22.94
2012-04-17,14.36,23.37
2012-04-18,14.16,23.13
2012-04-19,13.725,22.99
2012-04-20,13.95,22.98
2012-04-23,13.81,22.84
2012-04-24,13.95,23.06
2012-04-25,14.31,23.34
2012-04-26,14.37,23.53
2012-04-27,14.39,23.58
2012-04-30,14.225,23.25
2012-05-01,14.4,23.46
2012-05-02,14.4,23.35
2012-05-03,14.45,23.21
2012-05-04,13.99,22.84
2012-05-07,14.39,23.06
2012-05-08,14.21,22.96
2012-05-09,13.99,22.67
2012-05-10,14.19,22.87
2012-05-11,14.07,22.75
2012-05-14,13.76,22.28
2012-05-15,13.58,22.03
2012-05-16,13.55,21.8
2012-05-17,13.29,21.45
2012-05-18,13.345,21.22
2012-05-21,13.38,21.42
2012-05-22,13.45,21.64
2012-05-23,13.59,21.8
2012-05-24,13.57,21.87
2012-05-25,13.52,21.8
2012-05-29,13.52,22.06
2012-05-30,13.23,21.52
2012-05-31,13.35,21.7
2012-06-01,12.52,20.63
2012-06-04,12.09,20.25
2012-06-05,12.23,20.38
2012-06-06,12.665,20.85
2012-06-07,12.74,20.99
2012-06-08,12.93,21.27
2012-06-11,12.71,20.78
2012-06-12,12.86,21.07
2012-06-13,12.775,20.96
2012-06-14,13.04,21.25
2012-06-15,13.18,21.46
2012-06-18,12.95,21.36
2012-06-19,13.13,21.75
2012-06-20,13.12,21.81
2012-06-21,13.04,21.3
2012-06-22,13.265,21.59
2012-06-25,12.72,21.1
2012-06-26,12.87,21.22
2012-06-27,12.98,21.52
2012-06-28,13.02,21.56
2012-06-29,13.4,22.04
2012-07-02,13.495,22.19
2012-07-03,13.5,22.32
2012-07-05,13.42,22.1
2012-07-06,13.38,21.97
2012-07-09,13.31,21.74
2012-07-10,13.11,21.55
2012-07-11,13.41,21.74
2012-07-12,13.34,21.54
2012-07-13,13.69,22.12
2012-07-16,13.645,22.07
2012-07-17,13.92,22.33
2012-07-18,13.77,22.14
2012-07-19,13.8,21.87
2012-07-20,13.64,21.44
2012-07-23,13.51,21.12
2012-07-24,13.69,21.19
2012-07-25,13.75,21.28
2012-07-26,14.14,21.51
2012-07-27,14.235,21.82
2012-07-30,14.02,21.77
2012-07-31,13.82,21.72
2012-08-01,13.79,21.63
2012-08-02,13.67,21.4
2012-08-03,14.07,21.98
2012-08-06,13.98,21.98
2012-08-07,14.23,22.21
2012-08-08,14.3,22.28
2012-08-09,14.32,22.24
2012-08-10,14.29,22.19
2012-08-13,14.32,22.21
2012-08-14,14.245,22.22
2012-08-15,14.29,22.33
2012-08-16,14.33,22.45
2012-08-17,14.4,22.6
2012-08-20,14.37,22.61
2012-08-21,14.39,22.63
2012-08-22,14.81,22.54
2012-08-23,14.63,22.27
2012-08-24,14.81,22.37
2012-08-27,14.91,22.49
2012-08-28,14.93,22.51
2012-08-29,15.12,22.72
2012-08-30,15.08,22.58
2012-08-31,15.14,22.59
2012-09-04,15.05,22.74
2012-09-05,14.92,22.7
2012-09-06,15.055,23.25
2012-09-07,15.31,23.51
2012-09-10,15.195,23.38
2012-09-11,15.18,23.53
2012-09-12,15.27,23.71
2012-09-13,15.61,24.19
2012-09-14,15.78,24.63
2012-09-17,15.74,24.2
2012-09-18,15.645,24.06
2012-09-19,15.6,24.13
2012-09-20,15.59,23.94
2012-09-21,15.575,23.77
2012-09-24,15.665,23.88
2012-09-25,15.555,23.53
2012-09-26,15.36,23.39
2012-09-27,15.485,23.59
2012-09-28,15.505,23.48
2012-10-01,15.485,23.51
2012-10-02,15.46,23.6
2012-10-03,15.705,23.92
2012-10-04,15.985,24.33
2012-10-05,15.99,24.36
2012-10-08,15.98,24.27
2012-10-09,15.86,24.04
2012-10-10,15.82,24.08
2012-10-11,15.89,24.24
2012-10-12,15.27,23.65
2012-10-15,15.37,23.74
2012-10-16,15.0,23.5
2012-10-17,15.13,23.85
2012-10-18,15.12,23.8597
2012-10-19,15.0199,23.7
2012-10-22,15.04,23.78
2012-10-23,14.69,23.5
2012-10-24,14.57,23.49
2012-10-25,14.64,23.68
2012-10-26,14.49,23.52
2012-10-31,14.525,23.65
2012-11-01,14.555,23.91
2012-11-02,14.38,23.68
2012-11-05,14.32,23.62
2012-11-06,14.59,23.95
2012-11-07,14.12,23.09
2012-11-08,14.04,22.8884
2012-11-09,14.16,22.91
2012-11-12,14.225,22.91
2012-11-13,14.0,22.67
2012-11-14,13.805,22.29
2012-11-15,14.0,22.33
2012-11-16,14.1,22.5
2012-11-19,14.475,22.9
2012-11-20,14.6,23.07
2012-11-21,14.58,23.02
2012-11-23,14.89,23.45
2012-11-26,14.725,23.35
2012-11-27,14.545,23.16
2012-11-28,14.67,23.2
2012-11-29,14.66,23.26
2012-11-30,14.64,23.27
2012-12-03,14.41,23.17
2012-12-04,14.14,22.98
2012-12-05,14.36,23.19
2012-12-06,14.335,23.21
2012-12-07,14.535,23.36
2012-12-10,14.555,23.4003
2012-12-11,14.53,23.49
2012-12-12,14.62,23.56
2012-12-13,14.51,23.42
2012-12-14,14.36,23.29
2012-12-17,14.665,23.85
2012-12-18,15.08,24.259
2012-12-19,14.95,24.1799
2012-12-20,15.14,24.4
2012-12-21,15.12,23.93
2012-12-24,15.04,23.83
2012-12-26,15.135,23.76
2012-12-27,15.08,23.67
2012-12-28,14.99,23.56
2012-12-31,15.2,23.83
2013-01-02,15.77,24.57
2013-01-03,15.63,24.64
2013-01-04,15.69,25.03
2013-01-07,15.58,24.97
2013-01-08,15.44,24.85
2013-01-09,15.41,24.73
2013-01-10,15.7,24.97
2013-01-11,15.47,24.76
2013-01-14,15.35,24.8
2013-01-15,15.41,24.93
2013-01-16,15.55,25.0
2013-01-17,16.29,25.2
2013-01-18,16.379,25.12
2013-01-22,16.5,25.34
2013-01-23,16.37,25.21
2013-01-24,16.39,25.3
2013-01-25,16.37,25.34
2013-01-28,16.18,25.33
2013-01-29,16.27,25.38
2013-01-30,16.33,25.49
2013-01-31,16.29,25.48
2013-02-01,16.49,25.85
2013-02-04,16.2,25.6
2013-02-05,16.51,25.94
2013-02-06,16.59,26.01
2013-02-07,16.47,26.02
2013-02-08,16.61,26.09
2013-02-11,16.5,26.18
2013-02-12,16.56,26.39
2013-02-13,16.11,26.38
2013-02-14,16.13,26.31
2013-02-15,16.045,26.22
2013-02-19,15.96,26.42
2013-02-20,15.83,26.06
2013-02-21,15.6,25.75
2013-02-22,15.8,26.04
2013-02-25,15.53,25.41
2013-02-26,15.56,25.57
2013-02-27,15.72,25.91
2013-02-28,15.84,26.0
2013-03-01,15.825,26.0
2013-03-04,16.02,26.23
2013-03-05,16.02,26.35
2013-03-06,16.03,26.46
2013-03-07,16.23,26.75
2013-03-08,16.34,26.85
2013-03-11,16.35,27.06
2013-03-12,16.25,26.91
2013-03-13,16.39,27.04
2013-03-14,16.37,27.23
2013-03-15,16.61,27.17
2013-03-18,16.48,26.92
2013-03-19,16.51,26.9
2013-03-20,16.52,27.12
2013-03-21,16.37,26.88
2013-03-22,16.29,26.93
2013-03-25,16.35,26.91
2013-03-26,16.41,27.05
2013-03-27,16.37,26.98
2013-03-28,16.31,26.93
2013-04-01,16.14,26.65
2013-04-02,16.16,26.5
2013-04-03,15.99,26.11
2013-04-04,15.95,26.24
2013-04-05,16.02,26.24
2013-04-08,16.22,26.46
2013-04-09,16.39,26.58
2013-04-10,16.63,27.0
2013-04-11,16.86,26.95
2013-04-12,16.49,26.62
2013-04-15,16.08,25.93
2013-04-16,16.15,26.22
2013-04-17,15.8,25.71
2013-04-18,15.92,25.46
2013-04-19,16.4,25.78
2013-04-22,16.245,25.77
2013-04-23,16.47,26.09
2013-04-24,16.72,26.41
2013-04-25,16.83,26.47
2013-04-26,16.76,26.3
2013-04-29,16.83,26.42
2013-04-30,17.03,26.4
2013-05-01,16.75,26.07
2013-05-02,16.86,26.32
2013-05-03,17.1,26.55
2013-05-06,17.3,26.87
2013-05-07,17.51,27.21
2013-05-08,17.62,27.3
2013-05-09,17.57,27.18
2013-05-10,17.71,27.34
2013-05-13,17.7,27.38
2013-05-14,17.91,27.8
2013-05-15,18.08,28.0
2013-05-16,18.02,27.93
2013-05-17,18.25,28.32
2013-05-20,18.39,28.46
2013-05-21,18.3,28.44
2013-05-22,18.0,28.02
2013-05-23,18.1,27.96
2013-05-24,18.25,28.04
2013-05-28,18.43,28.37
2013-05-29,18.47,28.33
2013-05-30,18.53,28.72
2013-05-31,18.2,28.34
2013-06-03,18.2,28.24
2013-06-04,17.92,28.0
2013-06-05,17.71,27.59
2013-06-06,18.07,27.9
2013-06-07,18.42,28.29
2013-06-10,18.6,28.53
2013-06-11,18.34,28.15
2013-06-12,18.32,27.82
2013-06-13,18.45,28.23
2013-06-14,18.31,27.87
2013-06-17,18.29,28.02
2013-06-18,18.4,28.25
2013-06-19,18.1,28.06
2013-06-20,17.78,27.91
2013-06-21,17.7,27.98
2013-06-24,17.46,27.61
2013-06-25,17.88,28.22
2013-06-26,17.925,28.38
2013-06-27,18.1,28.84
2013-06-28,18.05,28.72
2013-07-01,18.28,29.1
2013-07-02,18.48,29.26
2013-07-03,18.37,29.33
2013-07-05,18.67,30.1
2013-07-08,18.58,30.21
2013-07-09,18.8,30.3
2013-07-10,18.79,29.99
2013-07-11,18.81,29.72
2013-07-12,18.981,30.07
2013-07-15,18.99,30.28
2013-07-16,18.86,29.95
2013-07-17,18.99,30.17
2013-07-18,18.945,30.8
2013-07-19,19.015,30.89
2013-07-22,19.34,31.2
2013-07-23,19.42,31.48
2013-07-24,19.59,31.6
2013-07-25,19.37,31.47
2013-07-26,19.37,31.34
2013-07-29,19.21,31.08
2013-07-30,19.26,31.2
2013-07-31,19.24,31.24
2013-08-01,19.6,31.98
2013-08-02,19.69,31.96
2013-08-05,19.58,31.9
2013-08-06,19.36,31.55
2013-08-07,19.22,31.31
2013-08-08,19.225,31.42
2013-08-09,19.3,31.3
2013-08-12,19.27,31.26
2013-08-13,19.09,31.26
2013-08-14,19.14,31.26
2013-08-15,19.04,30.93
2013-08-16,19.16,31.05
2013-08-19,19.01,30.69
2013-08-20,19.06,31.12
2013-08-21,18.93,30.89
2013-08-22,19.18,31.38
2013-08-23,19.2,31.21
2013-08-26,18.99,30.98
2013-08-27,18.43,29.94
2013-08-28,18.35,30.1
2013-08-29,18.39,30.24
2013-08-30,18.29,29.89
2013-09-03,18.31,29.87
2013-09-04,18.36,30.07
2013-09-05,18.53,30.31
2013-09-06,18.47,30.16
2013-09-09,18.38,30.29
2013-09-10,18.5,30.57
2013-09-11,18.58,30.45
2013-09-12,18.49,30.24
