date,PTEN,XES
1/20/2017,27.58,232.59995
1/23/2017,26.42,226.79993
1/24/2017,27,230.70008
1/25/2017,28.53,236.19996
1/26/2017,28.28,233.39997
1/27/2017,28.32,229.90006
1/30/2017,27.4,221.60004
1/31/2017,28.04,224.60007
2/1/2017,28.44,225.09995
2/2/2017,27.75,223.39997
2/3/2017,28.27,230.59998
2/6/2017,27.84,223.69996
2/7/2017,27.07,220.20005
2/8/2017,27.29,219.90006
2/9/2017,27.84,222.20002
2/10/2017,27.89,224.70002
2/13/2017,28.62,224.90006
2/14/2017,29.47,230.20005
2/15/2017,28.55,225.50004
2/16/2017,27.76,221.10001
2/17/2017,27.43,217.70005
2/21/2017,27.66,220.89997
2/22/2017,27.06,218.00004
2/23/2017,27.57,218.99994
2/24/2017,26.69,213.99994
2/27/2017,27.9,218.80005
2/28/2017,27.62,214.10004
3/1/2017,28.38,220.09995
3/2/2017,27.65,214.29993
3/3/2017,27.82,212.5
3/6/2017,27.67,210.70008
3/7/2017,26.81,206.99997
3/8/2017,25.43,198.80005
3/9/2017,25.19,195.39994
3/10/2017,25.24,196.10001
3/13/2017,25.54,196.00007
3/14/2017,25.01,191.4
3/15/2017,26.21,198.60001
3/16/2017,26.01,196.79993
3/17/2017,25.68,195.89997
3/20/2017,25.37,194.66507
3/21/2017,24.91,191.69999
3/22/2017,24.57,190.80002
3/23/2017,24.49,190.70008
3/24/2017,23.99,189.60007
3/27/2017,23.06,187.79999
3/28/2017,23.45,193.80005
3/29/2017,23.91,198.09998
3/30/2017,24.29,198.30002
3/31/2017,24.27,200.89997
4/3/2017,24.16,198.00004
4/4/2017,24.35,199.70002
4/5/2017,24.66,197.89994
4/6/2017,25.29,202.20002
4/7/2017,24.84,199.40003
4/10/2017,25.54,203.9
4/11/2017,25.61,203.60001
4/12/2017,24.95,198.39997
4/13/2017,23.8,191.79993
4/17/2017,23.66,191.79993
4/18/2017,23.39,190.39994
4/19/2017,22.72,184.40003
4/20/2017,22.45,184.79996
4/21/2017,22.49,182.5
4/24/2017,22.33,182.10007
4/25/2017,22.61,185.39994
4/26/2017,23,186.69999
4/27/2017,21.93,180.09995
4/28/2017,21.645,177.5
5/1/2017,21.95,174.79996
5/2/2017,21.59,172.70005
5/3/2017,21.59,172.70005
5/4/2017,20.69,165.89997
5/5/2017,21.77,174.29993
5/8/2017,21.53,173.50007
5/9/2017,21.27,172.40006
5/10/2017,21.69,177.59995
5/11/2017,21.24,175.80002
5/12/2017,20.76,171.4
5/15/2017,21.71,175.20005
5/16/2017,21.81,175
5/17/2017,21.62,170.70008
5/18/2017,22.08,172.79999
5/19/2017,22.82,177.79999
5/22/2017,22.47,176.99997
5/23/2017,21.98,176.49994
5/24/2017,22.06,173.00004
5/25/2017,20.99,162.79999
5/26/2017,21.52,163.09998
5/30/2017,21.23,160.59998
5/31/2017,21.32,160.59998
6/1/2017,21.73,163.30002
6/2/2017,21.19,161.00007
6/5/2017,21.43,161.79993
6/6/2017,21.53,164.40003
6/7/2017,19.47,155.3
6/8/2017,19.89,155.90001
6/9/2017,20.63,161.4
6/12/2017,20.75,163.39997
6/13/2017,21.37,167.79999
6/14/2017,20.22,160
6/15/2017,19.97,156.5
6/16/2017,20.41,158.6
6/19/2017,20.4,158.2
6/20/2017,19.72,154.1
6/21/2017,19.45,146.80001
6/22/2017,19.52,147
6/23/2017,19.65,149.5
6/26/2017,19.79,150
6/27/2017,19.93,150.50001
6/28/2017,20.02,152.60001
6/29/2017,20.12,155.3
6/30/2017,20.19,154.70001
7/3/2017,20.88,161.19996
7/5/2017,20.22,154.5
7/6/2017,19.68,150.10001
7/7/2017,19.78,147.5
7/10/2017,20.02,151.1
7/11/2017,20.28,153.10001
7/12/2017,20.01,152.3
7/13/2017,20.43,156.40001
7/14/2017,20.47,158.6
7/17/2017,20.11,159
7/18/2017,20.23,157.70001
7/19/2017,21.51,165.70008
7/20/2017,20.78,160.59998
7/21/2017,19.75,155.7
7/24/2017,19.18,153.00001
7/25/2017,19.74,155.8
7/26/2017,19.75,156.70001
7/27/2017,19.43,157.3
7/28/2017,19.51,155
7/31/2017,19.34,153.2
8/1/2017,19.27,150.8
8/2/2017,19.68,151.2
8/3/2017,19.22,152.3
8/4/2017,19.09,152.4
8/7/2017,18.32,146.9
8/8/2017,17.79,144
8/9/2017,17.29,141.2
8/10/2017,16.87,138.3
8/11/2017,16.83,138.2
8/14/2017,16.64,137
8/15/2017,16.25,134.30001
8/16/2017,15.53,131.30001
8/17/2017,15.44,129.60001
8/18/2017,15.63,131.70001
8/21/2017,15.4,129.60001
8/22/2017,15.41,131.5
8/23/2017,15.63,133.00001
8/24/2017,15.26,132
8/25/2017,15.85,134.8
8/28/2017,15.61,133.2
8/29/2017,15.69,135.10001
8/30/2017,15.8,134.20001
8/31/2017,15.97,135
9/1/2017,15.94,137.8
9/5/2017,17,141.40001
9/6/2017,17.41,143.90001
9/7/2017,17.47,143.80001
9/8/2017,17,140.3
9/11/2017,17.57,143.00001
9/12/2017,17.86,147.5
9/13/2017,18.14,151.80001
9/14/2017,18.45,152.70001
9/15/2017,18.66,151.40001
9/18/2017,18.71,153.3
9/19/2017,18.68,153.40001
9/20/2017,19.49,157.8
9/21/2017,19.36,155.20001
9/22/2017,19.53,157.10001
9/25/2017,20.47,162.40006
9/26/2017,20.52,164.60007
9/27/2017,20.77,165.09995
9/28/2017,20.84,165.59998
9/29/2017,20.94,165.80002
10/2/2017,20.83,163.69996
10/3/2017,20.76,163.60001
10/4/2017,20.81,163.09998
10/5/2017,21.3,165.05005
10/6/2017,20.75,160.89997
10/9/2017,21.04,161.60004
10/10/2017,20.95,160.89997
10/11/2017,21.31,161.19996
10/12/2017,20.53,157.9
10/13/2017,20.49,158.7
10/16/2017,20.42,158.3
10/17/2017,20.23,156.5
10/18/2017,19.52,153.00001
10/19/2017,18.93,150.90001
10/20/2017,18.92,149.9
10/23/2017,18.52,146.6
10/24/2017,18.33,147.20001
10/25/2017,17.97,146.00001
10/26/2017,19.09,146.30001
10/27/2017,19.76,148.80001
10/30/2017,19.75,151.30001
10/31/2017,19.78,154.5
11/1/2017,19.95,155.3
11/2/2017,19.925,155.20001
11/3/2017,20.26,157.70001
11/6/2017,21.02,165.50004
11/7/2017,20.83,164.79996
11/8/2017,20.68,164.79996
11/9/2017,20.88,166.4
11/10/2017,20.84,165.39994
11/13/2017,20.58,161.69999
11/14/2017,19.92,154.30001
11/15/2017,19.74,152.10001
11/16/2017,19.63,151.70001
11/17/2017,20.02,155.10001
11/20/2017,20.26,154.30001
11/21/2017,20.08,154.30001
11/22/2017,20.46,156.70001
11/24/2017,20.49,156.30001
11/27/2017,19.87,153.3
11/28/2017,20.09,154.4
11/29/2017,20.49,154.8
11/30/2017,21.59,158.40001
12/1/2017,21.98,164.60007
12/4/2017,21.84,164.60007
12/5/2017,21.26,161.10001
12/6/2017,21,155.3
12/7/2017,21.57,156.5
12/8/2017,21.62,157.8
12/11/2017,22.29,160.09995
12/12/2017,21.92,161.00007
12/13/2017,21.31,159.20001
12/14/2017,20.62,156.5
12/15/2017,20.59,155.10001
12/18/2017,21.01,159.30001
12/19/2017,21.48,159.30001
12/20/2017,22.3,163.69996
12/21/2017,22.97,169.40003
12/22/2017,22.59,168.9
12/26/2017,22.98,172.59995
12/27/2017,22.95,171.4
12/28/2017,22.66,170.70008
12/29/2017,23.01,171.30005
1/2/2018,23.18,174.60007
1/3/2018,23.47,178.9
1/4/2018,23.62,182.79999
1/5/2018,23.69,182.29996
1/8/2018,24.3,186.49994
1/9/2018,23.57,184.40003
1/10/2018,23.81,185.29999
1/11/2018,24.7,191.10001
1/12/2018,24.7,191.90003
1/16/2018,24.04,186.90003
1/17/2018,24.27,187.89994
1/18/2018,23.88,183.39997
1/19/2018,24.48,185.29999
1/22/2018,24.35,189.49997
1/23/2018,24.52,189.19999
1/24/2018,24.02,186.99997
1/25/2018,24.22,184.40003
1/26/2018,24.57,183.80005
1/29/2018,24.25,179.29993
1/30/2018,24.04,176.90003
1/31/2018,23.62,175.20005
2/1/2018,24.56,178.50007
2/2/2018,23.04,169.60007
2/5/2018,22.17,162.89994
2/6/2018,22.96,166.00007
2/7/2018,21.83,159.70001
2/8/2018,18.71,151.00001
2/9/2018,18.04,148.6
2/12/2018,18.15,151.70001
2/13/2018,17.8,149.4
2/14/2018,18.3,153.3
2/15/2018,18.41,152.60001
2/16/2018,18.09,153.6
2/20/2018,17.96,152.4
2/21/2018,17.93,150.10001
2/22/2018,18.87,153.00001
2/23/2018,19.59,157
2/26/2018,19.8,156.70001
2/27/2018,18.98,152.9
2/28/2018,18.07,146.70001
3/1/2018,18.43,147.20001
3/2/2018,18.8,149.1
3/5/2018,19.22,152.70001
3/6/2018,19.38,153.2
3/7/2018,19.02,151.40001
3/8/2018,19.46,152
3/9/2018,19.93,155.8
3/12/2018,19.72,156.70001
3/13/2018,19.29,154.5
3/14/2018,19.3,153.7
3/15/2018,18.57,149.70001
3/16/2018,18.95,153.10001
3/19/2018,18.6,148.7
3/20/2018,18.82,149.20001
3/21/2018,19.82,156.80001
3/22/2018,18.91,151.6
3/23/2018,18.35,150
3/26/2018,18.18,150.20001
3/27/2018,17.46,145.10001
3/28/2018,17.19,141.70001
3/29/2018,17.51,145.60001
4/2/2018,16.94,141.40001
4/3/2018,17.3,144.70001
4/4/2018,17.23,145.3
4/5/2018,17.82,150.90001
4/6/2018,17.56,146.9
4/9/2018,17.67,145.8
4/10/2018,18.67,155.20001
4/11/2018,19.27,160.59998
4/12/2018,19.45,162.5
4/13/2018,20.01,163.50007
4/16/2018,20.01,163.60001
4/17/2018,20.19,164.60007
4/18/2018,20.62,169.49997
4/19/2018,20.3,168.60001
4/20/2018,19.99,167.40006
4/23/2018,20.05,169.40003
4/24/2018,19.64,168.9
4/25/2018,19.86,170.09995
4/26/2018,21.11,173.09998
4/27/2018,21.13,171.30005
4/30/2018,21.42,170.70008
5/1/2018,21.5,168.99994
5/2/2018,21.83,171.30005
5/3/2018,21.72,169.10004
5/4/2018,21.91,171.10001
5/7/2018,22.07,172.89994
5/8/2018,22.45,175.50004
5/9/2018,22.25,180.29999
5/10/2018,22.62,180.29999
5/11/2018,22.59,179.10004
5/14/2018,22.82,180.50004
5/15/2018,22.98,182.40006
5/16/2018,23.25,185
5/17/2018,23.63,188.80005
5/18/2018,23.01,187.59995
5/21/2018,23.07,188.50007
5/22/2018,22.44,185.39994
5/23/2018,22.28,182.79999
5/24/2018,22,179.40003
5/25/2018,21,171.60004
5/29/2018,20.78,171.79993
5/30/2018,21.36,176.90003
5/31/2018,20.68,173.00004
6/1/2018,19.5,171.90003
6/4/2018,18.92,169.29993
6/5/2018,19.18,170.70008
6/6/2018,19.12,171.49994
6/7/2018,19.8,175.70008
6/8/2018,18.69,171.10001
6/11/2018,18.68,170.29999
6/12/2018,18.7,169.29993
6/13/2018,18.95,168.69996
6/14/2018,18.69,166.99997
6/15/2018,17.9,162.20002
6/18/2018,17.78,164.40003
6/19/2018,17.92,165.09995
6/20/2018,18.18,165.70008
6/21/2018,17.86,161.4
6/22/2018,18.06,167.79999
6/25/2018,17.62,162.79999
6/26/2018,17.91,166.30005
6/27/2018,18.69,170.59998
6/28/2018,18.29,169.60007
6/29/2018,18,169.60007
7/2/2018,17.35,164.40003
7/3/2018,17.81,166.30005
7/5/2018,17.75,166.69999
7/6/2018,18.08,169.10004
7/9/2018,18.79,173.80005
7/10/2018,18.7,174.90006
7/11/2018,17.7,170
7/12/2018,17.46,169.70002
7/13/2018,17.28,170.89997
7/16/2018,17.22,167.79999
7/17/2018,17.07,167.79999
7/18/2018,17.09,166.79993
7/19/2018,16.96,166.00007
7/20/2018,16.9,164.79996
7/23/2018,15.96,161.79993
7/24/2018,16.2,161.99997
7/25/2018,16.19,161.90003
7/26/2018,16.04,165
7/27/2018,16.97,166.99997
7/30/2018,17.08,170.70008
7/31/2018,17.2,170.50004
8/1/2018,17.19,168.20008
8/2/2018,16.74,168.50007
8/3/2018,16.71,166.79993
8/6/2018,16.69,167.59995
8/7/2018,16.8,168.60001
8/8/2018,16.82,168.69996
8/9/2018,16.68,166.4
8/10/2018,16.92,168.39997
8/13/2018,16.83,163.69996
8/14/2018,17.15,163.9
8/15/2018,16.41,155.50001
8/16/2018,16.55,156.5
8/17/2018,16.99,158.00001
8/20/2018,17.31,160.89997
8/21/2018,17.71,163.69996
8/22/2018,17.79,166.00007
8/23/2018,17.45,164.70002
8/24/2018,17.48,166.00007
8/27/2018,17.75,166.49994
8/28/2018,17.5,164.90006
8/29/2018,17.71,166.60004
8/30/2018,17.31,162.89994
8/31/2018,17.13,162.40006
9/4/2018,17.25,160.50004
9/5/2018,16.46,156.9
9/6/2018,16.16,151.9
9/7/2018,16.05,152.8
9/10/2018,16.18,153.6
9/11/2018,16.92,157.3
9/12/2018,17.58,160.89997
9/13/2018,17.35,158.80001
9/14/2018,17.63,160.80002
9/17/2018,17,158.50001
9/18/2018,17.46,161.60004
9/19/2018,17.89,163.80005
9/20/2018,17.89,164.40003
9/21/2018,17.89,166.10001
9/24/2018,17.7,168.00004
9/25/2018,17.71,169.60007
9/26/2018,17.29,165.70008
9/27/2018,17.09,166.69999
9/28/2018,17.11,167.20002
10/1/2018,17.82,168.80005
10/2/2018,17.69,168.80005
10/3/2018,17.83,171.90003
10/4/2018,17.65,170.20005
10/5/2018,17.82,170.29999
10/8/2018,17.86,171.30005
10/9/2018,17.95,174.49997
10/10/2018,16.75,163.9
10/11/2018,16.49,159.8
10/12/2018,16.53,160.59998
10/15/2018,16.82,161.79993
10/16/2018,16.95,163.60001
10/17/2018,16.58,160.70008
10/18/2018,16.28,154.5
10/19/2018,16.17,153.40001
10/22/2018,15.72,151.00001
10/23/2018,14.9,143.90001
10/24/2018,13.94,135.7
10/25/2018,15.29,137.9
10/26/2018,16.19,138.7
10/29/2018,15.67,132.9
10/30/2018,16.23,136.5
10/31/2018,16.64,135.90001
11/1/2018,16.52,136.6
11/2/2018,16.26,137.4
11/5/2018,17.17,139.8
11/6/2018,16.94,139.60001
11/7/2018,16.93,142.10001
11/8/2018,16.46,137.5
11/9/2018,16.13,135.20001
11/12/2018,15.57,128.80001
11/13/2018,14.69,123.90001
11/14/2018,14.78,124.60001
11/15/2018,15.09,128.00001
11/16/2018,15.37,128.6
11/19/2018,15.49,129.8
11/20/2018,14.42,122.9
11/21/2018,14.64,125.10001
11/23/2018,14.08,120.20001
11/26/2018,14.79,121.70001
11/27/2018,14.63,120.7
11/28/2018,14.9,122.5
11/29/2018,14.74,122
11/30/2018,13.88,118.6
12/3/2018,14.55,122.60001
12/4/2018,13.62,115.3
12/6/2018,12.82,109.8
12/7/2018,13.01,108.2
12/10/2018,12.57,104.30001
12/11/2018,12.6,103.3
12/12/2018,13.2,105.8
12/13/2018,12.65,103.10001
12/14/2018,12.29,98.900004
12/17/2018,12.1,97.9
12/18/2018,11.68,95.699997
12/19/2018,10.79,91.599999
12/20/2018,10.29,88.100005
12/21/2018,10,85.8
12/24/2018,9.67,83.3
12/26/2018,10.46,88.999997
12/27/2018,10.29,88.100005
12/28/2018,10.31,89.799996
12/31/2018,10.35,90.100003
1/2/2019,10.61,92.299996
1/3/2019,10.88,93.000002
1/4/2019,11.46,98.400002
1/7/2019,11.7,102.9
1/8/2019,11.8,103.10001
1/9/2019,12.68,106.70001
1/10/2019,12.77,107.10001
1/11/2019,12.72,106.2
1/14/2019,12.77,105.8
1/15/2019,12.76,107
1/16/2019,12.62,106.80001
1/17/2019,12.51,108.10001
1/18/2019,12.86,111.5
1/22/2019,12.15,107.10001
1/23/2019,11.46,104.4
1/24/2019,11.73,107.4
1/25/2019,12,111.30001
1/28/2019,11.64,108.3
1/29/2019,11.8,108.3
1/30/2019,12.15,110.4
1/31/2019,12.13,109.60001
2/1/2019,12.58,112.70001
2/4/2019,12.89,115.60001
2/5/2019,12.75,115.3
2/6/2019,12.73,115.20001
2/7/2019,12.8,110.60001
2/8/2019,12.68,109.4
2/11/2019,13.06,111.40001
2/12/2019,13.47,112.8
2/13/2019,13.58,112.8
2/14/2019,13.77,113.90001
2/15/2019,14.41,117
2/19/2019,14.46,117.9
2/20/2019,14.32,120.10001
2/21/2019,13.89,116.30001
2/22/2019,13.98,115.7
2/25/2019,14.18,116.2
2/26/2019,13.62,114.30001
2/27/2019,13.57,115.3
2/28/2019,13.26,113.50001
3/1/2019,13.51,116.1
3/4/2019,13.76,117.20001
3/5/2019,13.46,115.3
3/6/2019,12.97,111.00001
3/7/2019,12.94,108.80001
3/8/2019,12.76,106.40001
3/11/2019,13.19,109.70001
3/12/2019,13.59,112.4
3/13/2019,13.92,114.5
3/14/2019,14.08,115
3/15/2019,13.9,114.20001
3/18/2019,14.42,118.7
3/19/2019,14.29,117.4
3/20/2019,14.56,119
3/21/2019,14.67,119.30001
3/22/2019,13.84,112.9
3/25/2019,14.09,112.8
3/26/2019,14.36,114.60001
3/27/2019,14.09,113.7
3/28/2019,14.31,115.8
3/29/2019,14.02,115.50001
4/1/2019,14.45,119.5
4/2/2019,14.27,118.2
4/3/2019,13.96,116.40001
4/4/2019,14.44,117.70001
4/5/2019,15.05,121.2
4/8/2019,15.32,121.80001
4/9/2019,15.2,119.8
4/10/2019,15.39,120.90001
4/11/2019,15.12,120.3
4/12/2019,15.2,120
4/15/2019,14.93,119.30001
4/16/2019,15.64,122.3
4/17/2019,15.49,121.9
4/18/2019,15.38,120.4
4/22/2019,16.16,124.70001
4/23/2019,15.83,125.50001
4/24/2019,15.14,119.60001
4/25/2019,14.8,117
4/26/2019,14.28,116.30001
4/29/2019,14.08,115.7
4/30/2019,13.59,111.5
5/1/2019,12.8,108.00001
5/2/2019,13.07,107
5/3/2019,13.57,109.70001
5/6/2019,13.72,110.4
5/7/2019,13.27,107.5
5/8/2019,12.91,106.30001
5/9/2019,12.87,106.00001
5/10/2019,12.47,104.8
5/13/2019,12.11,98.999997
5/14/2019,12.78,102.4
5/15/2019,12.82,103.6
5/16/2019,13.06,104.60001
5/17/2019,12.44,100.8
5/20/2019,12.28,99.700003
5/21/2019,12.43,101.00001
5/22/2019,12.04,96.899996
5/23/2019,11.41,91.000004
5/24/2019,11.04,89.899998
5/28/2019,10.92,89.600001
5/29/2019,11.29,89.700003
5/30/2019,11.13,88.3
5/31/2019,10.63,86.300002
6/3/2019,11.03,88.199997
6/4/2019,10.9,89.399996
6/5/2019,10.46,87.600003
6/6/2019,10.78,87.700005
6/7/2019,10.89,88.800002
6/10/2019,10.99,89.099999
6/11/2019,10.82,89.600001
6/12/2019,10.31,84.899998
6/13/2019,11.03,88.000002
6/14/2019,11.09,84.600001
6/17/2019,11.31,87.200003
6/18/2019,11.51,89.099999
6/19/2019,11.74,90.299998
6/20/2019,11.93,93.900004
6/21/2019,11.99,93.800002
6/24/2019,12.01,91.499997
6/25/2019,11.82,91.400004
6/26/2019,12.14,93.999997
6/27/2019,11.72,93.800002
6/28/2019,11.51,96.099997
7/1/2019,11.82,96.999999
7/2/2019,11.16,93.3
7/3/2019,11.17,92.9
7/5/2019,11.46,93.999997
7/8/2019,11.52,93.999997
7/9/2019,11.49,93.000002
7/10/2019,11.73,96.400004
7/11/2019,11.56,95.699997
7/12/2019,11.61,95.699997
7/15/2019,11.01,93.000002
7/16/2019,10.68,91.300002
7/17/2019,10.6,88.500004
7/18/2019,10.6,87.5
7/19/2019,10.77,88.800002
7/22/2019,10.94,90.699997
7/23/2019,11.3,92.299996
7/24/2019,11.24,92.200003
7/25/2019,10.42,88.3
7/26/2019,10.59,88.199997
7/29/2019,10.25,85.200005
7/30/2019,11.56,91.099997
7/31/2019,11.63,92.299996
8/1/2019,10.43,85.8
8/2/2019,10.33,82.600003
8/5/2019,9.99,79.600001
8/6/2019,9.71,78.400002
8/7/2019,9.69,77.399998
8/8/2019,9.75,78.199997
8/9/2019,9.17,75.200005
8/12/2019,8.92,74.399996
8/13/2019,8.97,74.399996
8/14/2019,8.54,69.899998
8/15/2019,8.47,68.800002
8/16/2019,8.58,71.700001
8/19/2019,8.76,74.300004
8/20/2019,8.38,73.400002
8/21/2019,8.55,73.500004
8/22/2019,8.36,72.5
8/23/2019,7.9,68.599997
8/26/2019,8.08,69.200001
8/27/2019,8.15,68.500004
8/28/2019,8.57,70.4
8/29/2019,8.88,72.700005
8/30/2019,8.65,71.800004
9/3/2019,8.44,70.699997
9/4/2019,8.46,72.5
9/5/2019,8.96,75.900002
9/6/2019,8.97,75.900002
9/9/2019,9.63,80.699997
9/10/2019,9.65,81.999999
9/11/2019,9.59,82.799998
9/12/2019,8.98,81.300002
9/13/2019,9.11,81.800004
9/16/2019,11.02,89.499999
9/17/2019,9.86,84.499999
9/18/2019,9.73,81.499997
9/19/2019,9.64,80.200005
9/20/2019,9.67,80.200005
9/23/2019,9.71,80.699997
9/24/2019,9.03,76.400004
9/25/2019,9.1,76.000004
9/26/2019,8.93,74.200001
9/27/2019,8.63,72.9
9/30/2019,8.55,72.399998
10/1/2019,8.36,69.399996
10/2/2019,8.14,67.9
10/3/2019,8.285,68.900004
10/4/2019,8.285,67.9
10/7/2019,8.01,67.600003
10/8/2019,7.91,66.400004
10/9/2019,7.83,66.199999
10/10/2019,7.88,67.399998
10/11/2019,8.255,70.699997
10/14/2019,8.15,70
10/15/2019,7.975,70
10/16/2019,7.84,69.600001
10/17/2019,7.78,68.800002
10/18/2019,7.83,67.5
10/21/2019,8.3,69.399996
10/22/2019,8.56,70.900002
10/23/2019,8.63,71.300002
10/24/2019,8.56,69.700003
10/25/2019,9.19,71.000004
10/28/2019,8.91,70.500002
10/29/2019,9.19,71.499997
10/30/2019,8.47,68.3
10/31/2019,8.32,66.999999
11/1/2019,8.93,70.299998
11/4/2019,9.73,73.800002
11/5/2019,9.39,73.000002
11/6/2019,8.9,70.900002
11/7/2019,9.06,71.499997
11/8/2019,9.15,71.599999
11/11/2019,9.13,71.000004
11/12/2019,9.04,69.700003
11/13/2019,8.58,68.000002
11/14/2019,8.47,66.999999
11/15/2019,8.76,68.800002
11/18/2019,8.57,66.800004
11/19/2019,8.47,65.699997
11/20/2019,8.48,65.8
11/21/2019,8.86,67.399998
11/22/2019,9.02,67.799998
11/25/2019,9.16,70.200005
11/26/2019,8.73,68.199997
11/27/2019,9.18,69.700003
11/29/2019,8.94,68.500004
12/2/2019,9.15,68.699999
12/3/2019,8.95,66.899996
12/4/2019,9.3,69.700003
12/5/2019,9.04,69.399996
12/6/2019,9.76,72.700005
12/9/2019,9.83,73.100005
12/10/2019,9.98,73.100005
12/11/2019,10.08,73.900004
12/12/2019,10.38,76.400004
12/13/2019,10.05,75.8
12/16/2019,10.15,76.800004
12/17/2019,10.095,77.100001
12/18/2019,10,78.3
12/19/2019,10.05,79.899998
12/20/2019,10.08,78.900004
12/23/2019,10.66,81.499997
12/24/2019,10.52,81.599999
12/26/2019,10.5,81.599999
12/27/2019,10.4,80.200005
12/30/2019,10.51,81.499997
12/31/2019,10.5,80.900002
1/2/2020,10.49,81.099997
1/3/2020,10.57,82.700005
1/6/2020,10.94,84.399996
1/7/2020,10.61,82.100001
1/8/2020,10.3,79.399996
1/9/2020,10.2,79.799996
1/10/2020,10.08,78.800002
1/13/2020,10.09,78.199997
1/14/2020,10.14,78.3
1/15/2020,10.025,76.899996
1/16/2020,10.04,77.700005
1/17/2020,9.95,76.899996
1/21/2020,9.64,74.300004
1/22/2020,9.26,73.000002
1/23/2020,8.95,71.599999
1/24/2020,8.49,69.099999
1/27/2020,7.99,66.300002
1/28/2020,8.06,67.100001
1/29/2020,7.87,66.300002
1/30/2020,8.04,67.299996
1/31/2020,7.94,65.200005
2/3/2020,7.98,64.899998
2/4/2020,7.91,66.099997
2/5/2020,8.43,69.499999
2/6/2020,7.05,67.100001
2/7/2020,7.38,66.599999
2/10/2020,7.33,65
2/11/2020,7.47,66.099997
2/12/2020,7.66,67.299996
2/13/2020,7.47,66.700001
2/14/2020,7.49,66.800004
2/18/2020,7.34,65.8
2/19/2020,7.38,66.999999
2/20/2020,7.53,67.200003
2/21/2020,7.32,64.499999
2/24/2020,6.63,59.399996
2/25/2020,6.29,57.100001
2/26/2020,6.03,55.500002
2/27/2020,5.61,52.200003
2/28/2020,5.73,53.699999
3/2/2020,5.735,54.499999
3/3/2020,5.41,52.200003
3/4/2020,5.37,51.899996
3/5/2020,5.2,48.599997
3/6/2020,4.3,42.700005
3/9/2020,2.38,28.3
3/10/2020,2.3,28.699999
3/11/2020,2.11,25.8
3/12/2020,2.12,22.700005
3/13/2020,2.46,26.099997
3/16/2020,2.28,22.799998
3/17/2020,2.49,23.000002
3/18/2020,2.07,20
3/19/2020,2.17,21.899996
3/20/2020,2.21,21.999999
3/23/2020,2.2,21.300002
3/24/2020,2.62,24.499999
3/25/2020,2.71,23.999997
3/26/2020,2.55,24.600001
3/27/2020,2.3,23.000002
3/30/2020,2.14,22.100007
3/31/2020,2.35,22.679993
4/1/2020,1.89,20.990006
4/2/2020,1.88,22.990006
4/3/2020,1.7,22.300004
4/6/2020,1.93,23.770005
4/7/2020,2.08,24.240006
4/8/2020,2.32,26.380005
4/9/2020,2.31,27.080002
4/13/2020,2.33,26.979996
4/14/2020,2.25,26.679993
4/15/2020,2.07,24.809998
4/16/2020,1.84,22.789994
4/17/2020,2.06,24.580002
4/20/2020,2.07,23.940003
4/21/2020,2.22,23.419999
4/22/2020,2.3,23.960007
4/23/2020,2.89,26.39
4/24/2020,2.59,25.970002
4/27/2020,2.66,25.64
4/28/2020,2.82,26.690003
4/29/2020,3.6,30.339997
4/30/2020,3.69,29.220002
5/1/2020,3.26,27.169999
5/4/2020,3.2,27.679993
5/5/2020,3.01,27.179993
5/6/2020,2.84,25.89
5/7/2020,2.93,26.699997
5/8/2020,3.36,29.14
5/11/2020,3.35,28.64
5/12/2020,3.4,28.839997
5/13/2020,3.15,26.460007
5/14/2020,3.19,26.75
5/15/2020,3.27,26.770005
5/18/2020,3.79,30.270005
5/19/2020,3.58,28.729996
5/20/2020,3.88,30.820008
5/21/2020,3.89,30.800004
5/22/2020,3.55,30.059998
5/26/2020,3.885,32.110001
5/27/2020,4.17,33.229996
5/28/2020,4.28,33.399994
5/29/2020,3.69,32.479996
6/1/2020,3.79,32.699997
6/2/2020,4.19,34.229996
6/3/2020,4.44,34.949997
6/4/2020,5.17,37.190003
6/5/2020,5.79,42.210007
6/8/2020,6.16,47.570008
6/9/2020,5.5,43.899994
6/10/2020,5.16,40.559998
6/11/2020,4.16,34.589997
6/12/2020,4.46,36.610001
6/15/2020,4.57,36.860001
6/16/2020,4.805,37.479996
6/17/2020,4.37,35.610001
6/18/2020,4.52,35.630005
6/19/2020,4.34,35.020005
6/22/2020,4.31,34.869996
6/23/2020,4.21,35.050004
6/24/2020,3.69,32.300004
6/25/2020,3.88,33.440003
6/26/2020,3.57,31.729996
6/29/2020,3.46,32.5
6/30/2020,3.47,33.070008
7/1/2020,3.255,32.320008
7/2/2020,3.36,32.690003
7/6/2020,3.5,33.600007
7/7/2020,3.345,32.320008
7/8/2020,3.53,32.589997
7/9/2020,3.32,30.649994
7/10/2020,3.39,31.490006
7/13/2020,3.26,30.720002
7/14/2020,3.53,32.350007
7/15/2020,3.66,34.179993
7/16/2020,3.5,33.630005
7/17/2020,3.32,33.080002
7/20/2020,3.4,32.940003
7/21/2020,3.84,35.520005
7/22/2020,3.665,34.649994
7/23/2020,3.94,36.059998
7/24/2020,3.925,35.740006
7/27/2020,4.16,36.029999
7/28/2020,4.01,34.850007
7/29/2020,4.07,35.720002
7/30/2020,3.95,34.830002
7/31/2020,3.875,34.080002
8/3/2020,3.95,34.990006
8/4/2020,4.2,36.089997
8/5/2020,4.345,37.699997
