date,CSCO,XLK
2021-02-03,45.77,133.49001
2021-02-04,47.25,135.62
2021-02-05,48.08,135.32001
2021-02-08,48.94,136.74001
2021-02-09,48.5,136.58
2021-02-10,47.24,136.38
2021-02-11,47.58,137.88
2021-02-12,47.29,138.59
2021-02-16,46.51,138.14
2021-02-17,46.25,136.92
2021-02-18,46.34,136.25
2021-02-19,45.68,136.05
2021-02-22,45.43,133.05
2021-02-23,45.51,132.67999
2021-02-24,45.74,134.71001
2021-02-25,45.52,130.0
2021-02-26,44.87,130.69
2021-03-01,45.92,134.89999
2021-03-02,45.515,132.75999
2021-03-03,45.13,129.42
2021-03-04,44.56,126.56
2021-03-05,46.25,128.95
2021-03-08,47.51,125.83
2021-03-09,47.89,130.11
2021-03-10,48.29,129.59
2021-03-11,48.8,132.36
2021-03-12,48.82,131.41
2021-03-15,49.41,132.81
2021-03-16,49.67,133.81
2021-03-17,49.42,133.7
2021-03-18,48.8,129.99001
2021-03-19,48.98,129.60001
2021-03-22,50.3,131.87
2021-03-23,50.01,131.05
2021-03-24,49.65,129.46001
2021-03-25,50.51,129.38
2021-03-26,52.57,132.67
2021-03-29,52.52,131.98
2021-03-30,51.77,130.73
2021-03-31,51.71,132.81
2021-04-01,51.98,135.48
2021-04-05,52.41,138.28
2021-04-06,52.025,137.69
2021-04-07,51.77,138.42
2021-04-08,51.91,140.42
2021-04-09,52.09,141.77
2021-04-12,51.57,141.09
2021-04-13,51.66,142.42
2021-04-14,51.37,140.91
2021-04-15,51.64,143.33
2021-04-16,52.8,143.3
2021-04-19,52.85,142.11
2021-04-20,51.79,140.85001
2021-04-21,51.93,142.27
2021-04-22,51.5,140.60001
2021-04-23,51.91,142.7
2021-04-26,51.64,143.42999
2021-04-27,51.37,143.08
2021-04-28,51.11,141.75
2021-04-29,51.46,141.63
2021-04-30,50.91,139.7
2021-05-03,51.17,139.31
2021-05-04,50.71,136.81
2021-05-05,51.13,136.48
2021-05-06,52.44,137.85001
2021-05-07,53.43,139.03
2021-05-10,53.16,135.52
2021-05-11,52.83,135.11
2021-05-12,51.6,131.31
2021-05-13,52.49,133.05
2021-05-14,52.9,135.98
2021-05-17,52.94,134.98
2021-05-18,52.93,133.89999
2021-05-19,52.47,134.37
2021-05-20,52.85,136.94
2021-05-21,52.43,136.19
2021-05-24,53.39,138.61
2021-05-25,53.31,138.64999
2021-05-26,52.91,138.64
2021-05-27,52.92,137.91
2021-05-28,52.9,138.39999
2021-06-01,52.62,137.72
2021-06-02,52.96,138.67
2021-06-03,53.33,137.38
2021-06-04,54.07,140.02
2021-06-07,53.92,139.99001
2021-06-08,54.13,140.0
2021-06-09,54.02,140.10001
2021-06-10,55.03,141.13
2021-06-11,54.77,141.97
2021-06-14,54.17,143.41
2021-06-15,53.79,142.53
2021-06-16,53.47,141.75999
2021-06-17,53.13,143.39999
2021-06-18,52.07,142.09
2021-06-21,53.18,143.35001
2021-06-22,53.26,144.64999
2021-06-23,52.76,144.49001
2021-06-24,52.78,145.39999
2021-06-25,53.06,145.23
2021-06-28,52.96,146.75
2021-06-29,52.91,147.82001
2021-06-30,53.0,147.66
2021-07-01,53.44,147.91
2021-07-02,53.54,149.86
2021-07-06,52.98,150.42999
2021-07-07,53.26,151.25
2021-07-08,53.26,149.82001
2021-07-09,53.74,151.2
2021-07-12,53.23,151.32001
2021-07-13,53.32,151.94
2021-07-14,54.09,153.06
2021-07-15,53.65,151.8
2021-07-16,53.7,150.3
2021-07-19,53.06,148.23
2021-07-20,53.58,150.42999
2021-07-21,53.88,151.88
2021-07-22,54.54,153.0
2021-07-23,55.23,154.52
2021-07-26,55.47,154.44
2021-07-27,55.28,152.98
2021-07-28,54.77,152.78999
2021-07-29,55.07,153.5
2021-07-30,55.37,153.39999
2021-08-02,55.45,152.85001
2021-08-03,56.25,153.83
2021-08-04,55.69,154.14
2021-08-05,55.76,154.99001
2021-08-06,55.59,154.86
2021-08-09,55.47,154.36
2021-08-10,55.61,153.25
2021-08-11,55.86,153.27
2021-08-12,56.39,154.14999
2021-08-13,56.47,154.99001
2021-08-16,56.28,155.69
2021-08-17,56.01,154.39999
2021-08-18,55.15,152.27
2021-08-19,57.27,153.75999
2021-08-20,58.22,155.74001
2021-08-23,58.54,157.75
2021-08-24,59.32,157.57001
2021-08-25,59.35,157.48
2021-08-26,59.2,156.49001
2021-08-27,59.02,158.0
2021-08-30,59.13,159.7
2021-08-31,59.02,158.86
2021-09-01,59.04,158.89999
2021-09-02,59.53,158.73
2021-09-03,59.42,159.36
2021-09-07,58.88,159.39999
2021-09-08,58.68,158.78999
2021-09-09,58.6,158.19
2021-09-10,57.89,156.63
2021-09-13,58.1,156.67999
2021-09-14,57.87,156.48
2021-09-15,57.56,157.85001
2021-09-16,57.33,157.94
2021-09-17,56.85,155.48
2021-09-20,55.89,152.38
2021-09-21,55.26,152.44
2021-09-22,55.52,154.53
2021-09-23,56.69,156.60001
2021-09-24,56.73,156.71001
2021-09-27,56.22,155.19
2021-09-28,55.52,150.59
2021-09-29,55.48,150.39999
2021-09-30,54.43,149.32001
2021-10-01,55.14,151.57001
2021-10-04,54.23,148.06
2021-10-05,54.69,150.17
2021-10-06,53.94,151.14999
2021-10-07,55.02,152.53
2021-10-08,55.08,151.96001
2021-10-11,54.93,151.12
2021-10-12,54.28,150.34
2021-10-13,54.62,151.25999
2021-10-14,55.65,154.67
2021-10-15,55.25,155.91
2021-10-18,55.19,157.23
2021-10-19,55.74,158.78999
2021-10-20,56.2,158.35001
2021-10-21,55.69,158.96001
2021-10-22,55.11,158.41
2021-10-25,55.14,158.92999
2021-10-26,55.81,159.38
2021-10-27,56.18,159.24001
2021-10-28,56.24,160.84
2021-10-29,55.97,161.53
2021-11-01,56.1,161.28999
2021-11-02,57.62,162.71001
2021-11-03,57.65,163.66
2021-11-04,57.12,166.22
2021-11-05,57.07,167.08
2021-11-08,57.0,167.98
2021-11-09,57.44,167.28999
2021-11-10,57.77,164.53
2021-11-11,56.76,165.3
2021-11-12,56.82,167.31
2021-11-15,57.27,167.14
2021-11-16,57.0,168.89999
2021-11-17,56.76,168.39
2021-11-18,53.63,170.07001
2021-11-19,53.25,171.31
2021-11-22,54.6,169.39999
2021-11-23,55.3,169.00999
2021-11-24,55.54,170.24001
2021-11-26,54.67,165.99001
2021-11-29,55.76,170.14
2021-11-30,54.84,168.72
2021-12-01,55.03,166.41
2021-12-02,56.15,167.94
2021-12-03,56.23,165.13
2021-12-06,56.96,166.7
2021-12-07,58.08,172.52
2021-12-08,57.02,173.31
2021-12-09,57.55,171.44
2021-12-10,59.25,174.88
2021-12-13,58.61,172.28
2021-12-14,57.77,169.45
2021-12-15,59.93,173.94
2021-12-16,60.31,169.00999
2021-12-17,60.46,167.88
2021-12-20,60.36,165.57001
2021-12-21,61.03,169.75999
2021-12-22,61.53,171.98
2021-12-23,62.28,172.94
2021-12-27,63.42,176.64999
2021-12-28,63.53,175.73
2021-12-29,63.96,175.88
2021-12-30,63.62,174.72
2021-12-31,63.37,173.87
2022-01-03,63.16,175.52
2022-01-04,61.25,173.66
2022-01-05,60.28,168.32001
2022-01-06,60.92,167.47
2022-01-07,61.13,165.92999
2022-01-10,61.82,165.96001
2022-01-11,62.37,167.95
2022-01-12,62.12,168.74001
2022-01-13,61.5,164.37
2022-01-14,61.36,165.75999
2022-01-18,59.73,161.78
2022-01-19,58.9,159.52
2022-01-20,58.08,157.46001
2022-01-21,56.68,154.33
2022-01-24,56.9,155.13
2022-01-25,56.11,151.53999
2022-01-26,55.33,152.42999
2022-01-27,54.62,151.38
2022-01-28,55.61,158.0
2022-01-31,55.67,161.97
2022-02-01,55.37,162.39
2022-02-02,56.17,163.71001
2022-02-03,55.2,158.96001
2022-02-04,55.15,159.60001
2022-02-07,55.17,158.53999
2022-02-08,55.34,160.5
2022-02-09,56.29,164.06
2022-02-10,54.87,159.77
2022-02-11,53.9,154.89
2022-02-14,53.18,154.84
2022-02-15,54.27,158.91
2022-02-16,54.25,158.75
2022-02-17,55.77,154.0
2022-02-18,57.21,152.44
2022-02-22,56.3,151.03
2022-02-23,54.44,147.25
2022-02-24,54.73,152.28
2022-02-25,56.04,154.35001
2022-02-28,55.77,154.07001
2022-03-01,54.62,150.99001
2022-03-02,56.15,154.25999
2022-03-03,56.07,152.42
2022-03-04,56.51,149.75
2022-03-07,55.59,144.27
2022-03-08,54.4,143.57001
2022-03-09,55.92,149.25
2022-03-10,54.71,146.64
2022-03-11,54.69,144.06
2022-03-14,54.3,141.39
2022-03-15,55.6,146.14
2022-03-16,55.81,150.89
2022-03-17,56.17,151.96001
2022-03-18,55.97,155.07001
2022-03-21,56.0,154.49001
2022-03-22,56.17,156.71001
2022-03-23,54.48,154.3
2022-03-24,54.5,158.31
2022-03-25,54.97,158.22
2022-03-28,55.14,160.10001
2022-03-29,55.67,163.5
2022-03-30,56.05,161.32001
2022-03-31,55.76,158.92999
2022-04-01,55.66,158.46001
2022-04-04,55.87,161.47
2022-04-05,54.92,158.07001
2022-04-06,54.37,154.33
2022-04-07,54.63,154.57001
2022-04-08,54.28,152.41
2022-04-11,52.88,148.57001
2022-04-12,51.82,147.91
2022-04-13,52.15,150.28999
2022-04-14,51.17,146.64
2022-04-18,51.11,147.12
2022-04-19,51.83,149.88
2022-04-20,53.02,149.74001
2022-04-21,52.78,147.2
2022-04-22,51.36,143.08
2022-04-25,51.94,145.23
2022-04-26,50.9,139.82001
2022-04-27,49.31,141.89
2022-04-28,50.63,147.57001
2022-04-29,48.98,141.42
2022-05-02,49.86,143.57001
2022-05-03,49.92,143.82001
2022-05-04,51.58,148.87
2022-05-05,49.61,141.71001
2022-05-06,49.33,140.57001
2022-05-09,48.96,135.13
2022-05-10,49.55,137.19
2022-05-11,48.65,132.86
2022-05-12,48.29,131.49001
2022-05-13,49.56,135.86
2022-05-16,49.0,134.66
2022-05-17,50.6,138.56
2022-05-18,48.36,132.22
2022-05-19,41.72,130.77
2022-05-20,42.94,131.06
2022-05-23,43.35,134.07001
2022-05-24,43.77,132.08
2022-05-25,44.0,133.62
2022-05-26,44.99,136.83
2022-05-27,45.62,141.46001
2022-05-31,45.05,140.45
2022-06-01,45.23,140.03
2022-06-02,45.79,143.42
2022-06-03,45.25,139.99001
2022-06-06,45.33,140.0
2022-06-07,45.57,141.67
2022-06-08,44.92,140.07001
2022-06-09,44.26,136.33
2022-06-10,43.49,131.09
2022-06-13,43.24,125.28
2022-06-14,42.91,126.07
2022-06-15,43.8,128.73
2022-06-16,43.32,123.49
2022-06-17,43.39,124.62
2022-06-21,44.14,127.46
2022-06-22,43.57,126.92
2022-06-23,42.93,128.82001
2022-06-24,44.1,133.45
2022-06-27,43.77,132.55
2022-06-28,43.06,128.58
2022-06-29,42.88,128.84
2022-06-30,42.64,127.12
2022-07-01,42.6,127.41
2022-07-05,41.96,129.00999
2022-07-06,42.69,130.12
2022-07-07,43.22,132.81
2022-07-08,43.39,132.87
2022-07-11,43.25,131.03999
2022-07-12,42.86,129.25
2022-07-13,42.7,128.91
2022-07-14,42.33,130.09
2022-07-15,43.07,132.38
2022-07-18,42.6,131.10001
2022-07-19,44.03,135.10001
2022-07-20,44.13,137.21001
2022-07-21,44.58,139.14
2022-07-22,44.46,137.22
2022-07-25,44.34,136.35001
2022-07-26,43.83,134.14
2022-07-27,44.64,139.91
2022-07-28,45.62,142.03999
2022-07-29,45.37,144.22
2022-08-01,45.28,143.91
2022-08-02,44.92,142.89
2022-08-03,45.71,146.69
2022-08-04,45.38,147.36
2022-08-05,45.01,147.02
2022-08-08,45.02,145.77
2022-08-09,44.92,144.31
2022-08-10,46.02,148.25
2022-08-11,45.9,147.67
2022-08-12,46.61,150.61
2022-08-15,46.59,151.56
2022-08-16,46.77,151.14999
2022-08-17,46.66,150.07001
2022-08-18,49.37,150.85001
2022-08-19,48.7,148.11
2022-08-22,47.71,143.98
2022-08-23,47.41,143.60001
2022-08-24,47.07,143.69
2022-08-25,47.27,146.12
2022-08-26,45.89,139.88
2022-08-29,45.71,138.03
2022-08-30,45.24,136.59
2022-08-31,44.72,135.25999
2022-09-01,45.29,134.60001
2022-09-02,44.59,132.85001
2022-09-06,44.47,131.97
2022-09-07,45.02,134.08
2022-09-08,45.37,134.53999
2022-09-09,45.77,137.2
2022-09-12,46.4,139.39999
2022-09-13,44.11,132.0
2022-09-14,43.96,132.48
2022-09-15,43.29,129.42999
2022-09-16,43.3,128.71001
2022-09-19,43.3,129.44
2022-09-20,42.58,128.67999
2022-09-21,41.59,126.67
2022-09-22,41.15,125.38
2022-09-23,40.66,123.74
2022-09-26,40.58,122.88
2022-09-27,40.52,123.04
2022-09-28,41.34,124.34
2022-09-29,40.57,121.1
2022-09-30,40.0,118.78
2022-10-03,41.29,122.46
2022-10-04,41.82,126.57
2022-10-05,41.99,126.99
2022-10-06,41.52,125.95
2022-10-07,40.27,120.77
2022-10-10,39.89,118.74
2022-10-11,39.58,116.92
2022-10-12,39.27,116.56
2022-10-13,40.61,120.18
2022-10-14,40.2,116.8
2022-10-17,41.3,120.36
2022-10-18,41.79,121.38
2022-10-19,41.88,121.03
2022-10-20,41.71,121.1
2022-10-21,42.8,124.34
2022-10-24,43.54,126.06
2022-10-25,44.36,128.47
2022-10-26,44.38,125.61
2022-10-27,44.42,124.18
2022-10-28,45.64,129.58
2022-10-31,45.43,127.87
2022-11-01,45.46,126.8
2022-11-02,44.57,122.42
2022-11-03,43.85,118.82
2022-11-04,44.52,120.99
2022-11-07,44.55,123.01
2022-11-08,44.61,124.19
2022-11-09,43.91,120.96
2022-11-10,45.66,130.89999
2022-11-11,44.79,133.14
2022-11-14,44.74,132.0
2022-11-15,44.9,133.60001
2022-11-16,44.39,131.77
2022-11-17,46.59,131.94
2022-11-18,47.79,132.09
2022-11-21,47.62,130.67
2022-11-22,48.38,133.2
2022-11-23,48.57,134.38
2022-11-25,48.4,133.60001
2022-11-28,48.08,130.74001
2022-11-29,48.28,129.46001
2022-11-30,49.72,135.96001
2022-12-01,49.97,136.14999
2022-12-02,49.7,135.36
2022-12-05,49.33,133.11
2022-12-06,48.59,130.25999
2022-12-07,48.18,129.60001
2022-12-08,48.99,131.72
2022-12-09,48.46,130.91
2022-12-12,49.3,133.77
2022-12-13,49.64,135.35001
2022-12-14,49.3,134.21001
2022-12-15,48.15,129.19
2022-12-16,47.81,127.48
2022-12-19,47.4,125.42
2022-12-20,47.37,125.61
2022-12-21,47.66,127.69
2022-12-22,47.32,124.47
2022-12-23,47.48,124.6
2022-12-27,47.53,123.42
2022-12-28,47.07,121.43
2022-12-29,47.5,124.61
2022-12-30,47.64,124.44
2023-01-03,47.94,123.26
2023-01-04,47.55,123.58
2023-01-05,46.88,121.18
2023-01-06,48.32,124.73
2023-01-09,48.58,126.18
2023-01-10,48.81,126.96
2023-01-11,49.21,129.16
2023-01-12,49.0,130.12
2023-01-13,48.88,130.49001
2023-01-17,48.08,131.08
2023-01-18,46.9,129.39
2023-01-19,46.46,127.88
2023-01-20,46.78,131.34
2023-01-23,47.5,134.33
2023-01-24,47.81,134.27
2023-01-25,47.98,133.99001
2023-01-26,48.34,136.13
2023-01-27,48.51,136.7
2023-01-30,48.22,134.09
2023-01-31,48.67,135.96001
2023-02-01,48.57,139.16
2023-02-02,49.32,142.96001
2023-02-03,48.63,141.77
2023-02-06,47.57,140.03999
2023-02-07,47.84,143.53999
2023-02-08,46.96,141.81
2023-02-09,46.73,141.03
2023-02-10,47.26,140.38
2023-02-13,47.86,142.81
2023-02-14,47.7,143.42
2023-02-15,48.45,144.09
2023-02-16,50.99,141.59
2023-02-17,50.77,139.82001
2023-02-21,49.69,136.5
2023-02-22,49.31,136.3
2023-02-23,49.21,138.56
2023-02-24,48.48,136.09
2023-02-27,48.73,136.82001
2023-02-28,48.42,136.52
2023-03-01,48.34,135.52
2023-03-02,48.53,137.19
2023-03-03,49.28,140.14
2023-03-06,49.42,140.81
2023-03-07,48.91,139.06
2023-03-08,49.11,140.21001
2023-03-09,48.81,138.2
2023-03-10,48.56,135.77
2023-03-13,48.41,136.50999
2023-03-14,49.05,139.66
2023-03-15,49.06,139.74001
2023-03-16,50.12,143.66
2023-03-17,50.19,143.46001
2023-03-20,50.94,143.53
2023-03-21,50.67,144.69
2023-03-22,49.46,143.25
2023-03-23,49.73,145.58
2023-03-24,50.51,145.96001
2023-03-27,50.54,144.83
2023-03-28,50.39,144.14999
2023-03-29,51.17,147.17
2023-03-30,51.43,148.88
2023-03-31,52.275,151.00999
2023-04-03,52.31,150.77
2023-04-04,51.82,149.94
2023-04-05,51.82,148.23
2023-04-06,51.27,149.07001
2023-04-10,51.33,148.99001
2023-04-11,50.62,147.59
2023-04-12,50.11,146.75
2023-04-13,50.8,149.48
2023-04-14,50.54,148.64999
2023-04-17,50.28,149.19
2023-04-18,50.31,149.64999
2023-04-19,48.04,149.22
2023-04-20,46.58,148.24001
2023-04-21,47.03,147.75999
2023-04-24,47.39,147.11
2023-04-25,47.09,143.97
2023-04-26,46.54,146.11
2023-04-27,46.56,149.21001
2023-04-28,47.25,150.83
2023-05-01,47.34,150.92
2023-05-02,46.36,149.50999
2023-05-03,45.96,148.25
2023-05-04,45.7,147.53999
2023-05-05,46.25,151.24001
2023-05-08,46.34,151.16
2023-05-09,46.47,150.0
2023-05-10,46.71,151.83
2023-05-11,46.37,151.14999
2023-05-12,46.71,150.95
2023-05-15,47.1,152.2
2023-05-16,46.92,152.36
2023-05-17,47.63,154.39
2023-05-18,48.2,157.55
2023-05-19,49.13,157.48
2023-05-22,48.82,157.78
2023-05-23,48.91,155.45
2023-05-24,48.41,154.31
2023-05-25,49.03,160.23
2023-05-26,49.86,164.78
2023-05-30,50.17,165.66
2023-05-31,49.67,164.28
2023-06-01,49.74,165.95
2023-06-02,50.02,166.89999
2023-06-05,50.21,165.94
2023-06-06,49.81,165.89999
2023-06-07,49.78,163.42
2023-06-08,49.68,165.19
2023-06-09,49.66,166.00999
2023-06-12,50.48,169.62
2023-06-13,50.8,170.64999
2023-06-14,50.96,172.41
2023-06-15,51.93,174.63
2023-06-16,52.07,173.19
2023-06-20,51.55,171.66
2023-06-21,50.85,169.12
2023-06-22,51.12,170.5
2023-06-23,50.33,168.64999
2023-06-26,50.21,167.44
2023-06-27,50.86,170.74001
2023-06-28,50.87,170.84
2023-06-29,51.21,171.14
2023-06-30,51.74,173.86
2023-07-03,51.82,173.49001
2023-07-05,51.51,172.42
2023-07-06,51.11,171.96001
2023-07-07,50.99,171.21001
2023-07-10,51.4,171.66
2023-07-11,52.12,172.03
2023-07-12,50.74,173.98
2023-07-13,51.53,176.25
2023-07-14,50.38,175.99001
2023-07-17,50.81,178.24001
2023-07-18,51.24,180.25999
2023-07-19,52.43,179.81
2023-07-20,52.37,176.22
2023-07-21,52.63,176.13
2023-07-24,53.11,176.44
2023-07-25,53.6,178.46001
2023-07-26,53.22,176.06
2023-07-27,53.0,175.55
2023-07-28,52.09,177.94
2023-07-31,52.04,178.35001
2023-08-01,52.66,178.64999
2023-08-02,52.58,174.23
2023-08-03,53.15,173.52
2023-08-04,52.63,171.16
2023-08-07,53.01,171.64
2023-08-08,53.06,170.32001
2023-08-09,52.99,168.12
2023-08-10,53.37,168.14
2023-08-11,53.79,166.89999
2023-08-14,53.88,169.56
2023-08-15,53.35,167.89
2023-08-16,52.96,166.28999
2023-08-17,54.73,164.71001
2023-08-18,55.04,164.96001
2023-08-21,55.44,168.11
2023-08-22,55.46,167.92
2023-08-23,55.98,170.95
2023-08-24,55.24,167.00999
2023-08-25,55.7,168.71001
2023-08-28,56.2,170.09
2023-08-29,56.56,173.5
2023-08-30,56.81,174.81
2023-08-31,57.35,175.66
2023-09-01,57.84,176.2
2023-09-05,57.26,176.83
2023-09-06,57.16,174.96001
2023-09-07,56.79,172.42999
2023-09-08,56.67,172.78999
2023-09-11,56.84,173.69
2023-09-12,56.39,170.53999
2023-09-13,56.28,170.97
2023-09-14,56.37,172.21001
2023-09-15,56.04,168.89999
2023-09-18,56.11,169.35001
2023-09-19,55.84,169.25999
2023-09-20,55.5,166.60001
2023-09-21,53.34,164.06
2023-09-22,53.57,164.41
2023-09-25,53.48,164.94
2023-09-26,52.71,161.97
2023-09-27,53.2,162.22
2023-09-28,53.88,163.37
2023-09-29,53.76,163.92999
2023-10-02,54.39,165.69
2023-10-03,53.65,162.88
2023-10-04,53.45,164.91
2023-10-05,53.07,165.13
2023-10-06,53.45,168.22
2023-10-09,53.92,169.09
2023-10-10,53.87,169.35001
2023-10-11,53.66,170.92
2023-10-12,53.85,171.08
2023-10-13,53.77,168.63
2023-10-16,54.16,170.25
2023-10-17,53.94,169.46001
2023-10-18,53.77,167.72
2023-10-19,53.32,166.75999
2023-10-20,52.93,163.94
2023-10-23,52.2,164.13
2023-10-24,53.01,165.25999
2023-10-25,52.4,163.31
2023-10-26,51.37,160.19
2023-10-27,51.56,161.12
2023-10-30,51.57,162.85001
2023-10-31,52.13,164.00999
2023-11-01,52.19,167.17999
2023-11-02,52.75,170.00999
2023-11-03,53.01,171.75999
2023-11-06,53.29,172.89
2023-11-07,53.13,174.78
2023-11-08,53.0,175.77
2023-11-09,52.0,174.95
2023-11-10,52.59,179.52
2023-11-13,52.23,178.47
2023-11-14,53.17,182.03999
2023-11-15,53.28,182.27
2023-11-16,48.04,183.17999
2023-11-17,47.755,182.8
2023-11-20,48.27,185.45
2023-11-21,47.8,183.95
2023-11-22,48.08,184.77
2023-11-24,48.36,184.41
2023-11-27,47.93,184.39999
2023-11-28,47.85,184.75
2023-11-29,48.05,184.89
2023-11-30,48.38,185.16
2023-12-01,48.47,185.58
2023-12-04,48.05,183.32001
2023-12-05,47.93,184.42
2023-12-06,47.7,182.86
2023-12-07,48.26,185.08
2023-12-08,48.38,186.66
2023-12-11,49.39,188.28999
2023-12-12,49.33,189.53999
2023-12-13,49.69,191.21001
2023-12-14,49.44,190.74001
2023-12-15,49.87,191.7
2023-12-18,50.24,191.85001
2023-12-19,50.18,192.58
2023-12-20,49.8,189.67
2023-12-21,49.7,191.8
2023-12-22,50.09,192.05
2023-12-26,50.28,192.85001
2023-12-27,50.44,192.84
2023-12-28,50.48,193.07001
2023-12-29,50.52,192.48
