date,MAS,XHB
2010-01-04,14.29,15.32
2010-01-05,14.42,15.43
2010-01-06,14.57,15.51
2010-01-07,15.48,16.15
2010-01-08,15.58,16.22
2010-01-11,15.54,16.17
2010-01-12,15.3,15.95
2010-01-13,15.1,15.98
2010-01-14,15.03,15.94
2010-01-15,15.0,15.63
2010-01-19,15.42,15.86
2010-01-20,14.95,15.55
2010-01-21,14.49,15.23
2010-01-22,13.91,14.95
2010-01-25,13.78,15.11
2010-01-26,13.78,15.1
2010-01-27,13.58,15.15
2010-01-28,13.6,15.15
2010-01-29,13.56,15.11
2010-02-01,13.99,15.16
2010-02-02,14.78,15.89
2010-02-03,14.85,15.68
2010-02-04,14.5,15.19
2010-02-05,14.14,15.02
2010-02-08,14.05,15.17
2010-02-09,14.45,15.45
2010-02-10,14.5,15.39
2010-02-11,13.77,15.76
2010-02-12,13.81,15.88
2010-02-16,14.0,16.17
2010-02-17,13.95,16.0
2010-02-18,13.83,16.04
2010-02-19,13.6,16.08
2010-02-22,13.62,16.15
2010-02-23,13.25,15.74
2010-02-24,13.31,15.72
2010-02-25,13.16,15.72
2010-02-26,13.37,15.91
2010-03-01,13.97,16.25
2010-03-02,14.02,16.15
2010-03-03,14.17,16.32
2010-03-04,14.14,16.26
2010-03-05,14.39,16.57
2010-03-08,14.66,16.81
2010-03-09,14.68,16.73
2010-03-10,14.86,16.76
2010-03-11,15.12,16.87
2010-03-12,15.17,16.82
2010-03-15,15.15,16.81
2010-03-16,15.31,16.96
2010-03-17,15.53,16.93
2010-03-18,15.51,16.86
2010-03-19,15.0,16.54
2010-03-22,15.23,16.8
2010-03-23,15.48,16.94
2010-03-24,15.17,16.9
2010-03-25,15.13,16.88
2010-03-26,15.19,16.96
2010-03-29,15.32,17.01
2010-03-30,15.4,17.03
2010-03-31,15.52,16.82
2010-04-01,15.81,16.98
2010-04-05,16.15,17.3
2010-04-06,16.28,17.17
2010-04-07,15.85,16.92
2010-04-08,15.89,17.27
2010-04-09,16.1,17.44
2010-04-12,16.11,17.66
2010-04-13,16.14,17.76
2010-04-14,16.88,18.31
2010-04-15,17.0,18.12
2010-04-16,16.96,17.86
2010-04-19,17.24,17.88
2010-04-20,17.49,18.17
2010-04-21,17.58,18.61
2010-04-22,18.1,19.31
2010-04-23,18.35,19.64
2010-04-26,18.0,19.5
2010-04-27,15.62,18.68
2010-04-28,16.45,18.92
2010-04-29,16.84,19.47
2010-04-30,16.23,19.1
2010-05-03,16.63,19.51
2010-05-04,15.75,18.86
2010-05-05,15.47,18.36
2010-05-06,14.64,17.66
2010-05-07,13.66,17.1
2010-05-10,15.13,18.39
2010-05-11,15.12,18.38
2010-05-12,15.6,18.89
2010-05-13,15.18,18.34
2010-05-14,14.74,17.96
2010-05-17,14.76,17.94
2010-05-18,14.41,17.63
2010-05-19,14.07,17.36
2010-05-20,13.33,16.62
2010-05-21,13.74,16.74
2010-05-24,13.66,16.58
2010-05-25,13.53,16.71
2010-05-26,13.09,16.78
2010-05-27,13.59,17.42
2010-05-28,13.35,17.22
2010-06-01,12.51,16.58
2010-06-02,12.9,16.86
2010-06-03,12.94,16.9
2010-06-04,12.4,16.03
2010-06-07,11.87,15.43
2010-06-08,11.7,15.38
2010-06-09,11.59,15.42
2010-06-10,12.37,16.13
2010-06-11,12.36,16.12
2010-06-14,12.63,16.23
2010-06-15,13.2,16.59
2010-06-16,12.72,16.41
2010-06-17,12.22,16.02
2010-06-18,12.32,15.82
2010-06-21,12.33,15.61
2010-06-22,11.96,15.23
2010-06-23,12.1,15.41
2010-06-24,11.69,15.11
2010-06-25,11.81,15.15
2010-06-28,11.82,15.12
2010-06-29,11.26,14.49
2010-06-30,10.76,14.32
2010-07-01,10.83,14.19
2010-07-02,10.7,14.02
2010-07-06,10.71,13.88
2010-07-07,11.24,14.51
2010-07-08,11.22,14.54
2010-07-09,11.51,14.88
2010-07-12,11.12,14.66
2010-07-13,11.43,15.23
2010-07-14,11.17,14.91
2010-07-15,11.23,14.95
2010-07-16,10.47,14.24
2010-07-19,10.32,14.2
2010-07-20,10.62,14.73
2010-07-21,10.21,14.51
2010-07-22,10.8,15.04
2010-07-23,11.42,15.42
2010-07-26,11.93,15.82
2010-07-27,10.53,15.27
2010-07-28,10.11,14.84
2010-07-29,10.05,14.94
2010-07-30,10.28,15.07
2010-08-02,10.65,15.46
2010-08-03,10.71,15.06
2010-08-04,10.78,15.02
2010-08-05,10.72,14.89
2010-08-06,10.94,14.99
2010-08-09,11.34,15.41
2010-08-10,11.02,14.96
2010-08-11,10.62,14.43
2010-08-12,10.54,14.188
2010-08-13,10.48,14.15
2010-08-16,10.3,14.11
2010-08-17,10.65,14.49
2010-08-18,10.88,14.81
2010-08-19,10.66,14.39
2010-08-20,10.56,14.35
2010-08-23,10.38,14.05
2010-08-24,10.49,13.96
2010-08-25,10.68,14.37
2010-08-26,10.26,14.14
2010-08-27,10.68,14.55
2010-08-30,10.41,14.19
2010-08-31,10.49,14.1525
2010-09-01,11.01,14.7225
2010-09-02,11.31,15.16
2010-09-03,11.43,15.36
2010-09-07,10.88,14.94
2010-09-08,10.87,15.01
2010-09-09,10.94,15.07
2010-09-10,10.93,15.18
2010-09-13,11.27,15.51
2010-09-14,11.11,15.39
2010-09-15,11.0,15.3
2010-09-16,10.95,15.13
2010-09-17,10.94,15.07
2010-09-20,11.15,15.57
2010-09-21,11.18,15.64
2010-09-22,10.95,15.4
2010-09-23,10.61,15.17
2010-09-24,11.0,15.71
2010-09-27,10.93,15.73
2010-09-28,11.0,15.91
2010-09-29,10.89,15.82
2010-09-30,11.01,15.8
2010-10-01,11.18,15.8
2010-10-04,11.09,15.59
2010-10-05,11.63,15.82
2010-10-06,11.77,15.82
2010-10-07,11.83,15.71
2010-10-08,12.06,15.91
2010-10-11,12.08,15.82
2010-10-12,11.82,15.84
2010-10-13,11.71,15.92
2010-10-14,11.34,15.75
2010-10-15,11.01,15.61
2010-10-18,10.9,15.54
2010-10-19,10.74,15.41
2010-10-20,10.84,15.5
2010-10-21,11.05,15.7
2010-10-22,10.95,15.66
2010-10-25,10.89,15.75
2010-10-26,10.93,15.67
2010-10-27,10.67,15.56
2010-10-28,10.6,15.45
2010-10-29,10.66,15.5
2010-11-01,10.75,15.52
2010-11-02,10.81,15.93
2010-11-03,10.78,15.87
2010-11-04,11.34,16.53
2010-11-05,11.56,16.66
2010-11-08,11.6,16.63
2010-11-09,11.48,16.26
2010-11-10,11.63,16.49
2010-11-11,11.39,16.55
2010-11-12,11.36,16.17
2010-11-15,11.25,15.89
2010-11-16,11.11,15.61
2010-11-17,10.96,15.6
2010-11-18,11.0,15.55
2010-11-19,11.03,15.56
2010-11-22,10.96,15.6
2010-11-23,10.75,15.4
2010-11-24,10.92,15.78
2010-11-26,10.72,15.59
2010-11-29,10.88,15.58
2010-11-30,10.91,15.64
2010-12-01,11.68,16.2
2010-12-02,12.01,16.65
2010-12-03,11.99,16.8
2010-12-06,11.99,16.89
2010-12-07,12.38,16.93
2010-12-08,13.1,16.96
2010-12-09,13.26,17.02
2010-12-10,13.53,17.15
2010-12-13,13.25,17.23
2010-12-14,13.03,17.13
2010-12-15,12.9,17.02
2010-12-16,13.14,17.25
2010-12-17,13.06,17.11
2010-12-20,13.0,17.36
2010-12-21,13.06,17.56
2010-12-22,13.0,17.6525
2010-12-23,12.79,17.46
2010-12-27,12.79,17.61
2010-12-28,12.74,17.43
2010-12-29,12.71,17.42
2010-12-30,12.83,17.43
2010-12-31,12.66,17.39
2011-01-03,13.05,17.65
2011-01-04,12.85,17.3275
2011-01-05,13.14,17.57
2011-01-06,13.52,17.69
2011-01-07,13.77,17.7675
2011-01-10,13.71,17.71
2011-01-11,13.79,17.94
2011-01-12,13.78,18.1325
2011-01-13,13.75,18.02
2011-01-14,14.0,18.3675
2011-01-18,13.64,18.32
2011-01-19,13.21,17.88
2011-01-20,13.34,17.86
2011-01-21,13.28,17.66
2011-01-24,13.36,17.93
2011-01-25,13.38,17.9625
2011-01-26,13.61,18.3125
2011-01-27,13.95,18.33
2011-01-28,13.29,17.81
2011-01-31,13.32,17.69
2011-02-01,13.93,18.0
2011-02-02,13.66,17.76
2011-02-03,13.74,17.6825
2011-02-04,14.02,17.7375
2011-02-07,14.37,18.0175
2011-02-08,14.76,18.355
2011-02-09,14.77,18.48
2011-02-10,14.53,18.42
2011-02-11,14.17,18.47
2011-02-14,14.19,18.35
2011-02-15,12.88,18.12
2011-02-16,12.82,18.46
2011-02-17,13.2,18.73
2011-02-18,13.3,18.6825
2011-02-22,13.06,17.9
2011-02-23,12.72,17.6
2011-02-24,12.74,17.57
2011-02-25,13.19,17.9
2011-02-28,13.59,17.85
2011-03-01,13.08,17.33
2011-03-02,13.18,17.5375
2011-03-03,13.28,17.9025
2011-03-04,13.31,17.74
2011-03-07,13.41,17.51
2011-03-08,13.81,18.1275
2011-03-09,14.01,18.25
2011-03-10,13.6,17.75
2011-03-11,13.87,17.87
2011-03-14,13.64,17.6
2011-03-15,13.69,17.94
2011-03-16,13.66,17.535
2011-03-17,13.61,17.6
2011-03-18,13.95,17.78
2011-03-21,14.28,18.0525
2011-03-22,13.96,17.89
2011-03-23,14.13,17.99
2011-03-24,14.15,18.13
2011-03-25,14.17,18.25
2011-03-28,13.91,18.14
2011-03-29,13.81,18.16
2011-03-30,14.06,18.23
2011-03-31,13.92,18.21
2011-04-01,14.12,18.35
2011-04-04,14.02,18.22
2011-04-05,14.16,18.27
2011-04-06,14.09,18.39
2011-04-07,13.93,18.61
2011-04-08,13.41,18.49
2011-04-11,13.51,18.44
2011-04-12,13.28,18.33
2011-04-13,13.43,18.32
2011-04-14,13.43,18.34
2011-04-15,13.18,18.53
2011-04-18,13.22,18.42
2011-04-19,13.47,18.61
2011-04-20,13.5,18.82
2011-04-21,13.4,18.82
2011-04-25,13.38,18.79
2011-04-26,13.01,18.91
2011-04-27,13.24,19.0
2011-04-28,13.6,19.05
2011-04-29,13.42,19.05
2011-05-02,13.51,18.88
2011-05-03,13.31,18.69
2011-05-04,13.32,18.58
2011-05-05,13.19,18.7
2011-05-06,13.36,18.72
2011-05-09,13.3,18.72
2011-05-10,13.54,18.93
2011-05-11,13.37,18.63
2011-05-12,13.5,18.75
2011-05-13,13.22,18.56
2011-05-16,13.01,18.36
2011-05-17,13.07,18.24
2011-05-18,13.41,18.51
2011-05-19,13.81,18.53
2011-05-20,14.25,18.43
2011-05-23,14.2,18.2
2011-05-24,14.11,18.12
2011-05-25,14.22,18.32
2011-05-26,14.24,18.53
2011-05-27,14.29,18.7
2011-05-31,14.25,18.9
2011-06-01,13.9,18.41
2011-06-02,13.89,18.22
2011-06-03,13.3,17.9
2011-06-06,12.89,17.55
2011-06-07,12.51,17.47
2011-06-08,12.35,17.2
2011-06-09,12.23,17.4
2011-06-10,11.81,17.07
2011-06-13,11.83,17.17
2011-06-14,12.21,17.59
2011-06-15,11.83,17.195
2011-06-16,11.97,17.29
2011-06-17,12.13,17.43
2011-06-20,12.19,17.68
2011-06-21,12.43,18.01
2011-06-22,12.29,17.89
2011-06-23,12.36,18.1
2011-06-24,12.01,17.89
2011-06-27,12.08,17.92
2011-06-28,12.15,18.14
2011-06-29,12.11,18.01
2011-06-30,12.03,18.06
2011-07-01,12.46,18.45
2011-07-05,12.27,18.39
2011-07-06,12.08,18.35
2011-07-07,12.04,18.51
2011-07-08,11.92,18.3
2011-07-11,11.73,17.83
2011-07-12,11.61,17.769
2011-07-13,11.58,17.83
2011-07-14,11.32,17.68
2011-07-15,11.37,17.58
2011-07-18,11.32,17.31
2011-07-19,11.55,17.77
2011-07-20,11.49,17.74
2011-07-21,11.56,17.86
2011-07-22,11.42,17.7
2011-07-25,11.47,17.5
2011-07-26,11.11,17.265
2011-07-27,10.92,16.85
2011-07-28,10.59,16.72
2011-07-29,10.55,16.78
2011-08-01,10.55,16.58
2011-08-02,10.05,15.851
2011-08-03,10.13,15.88
2011-08-04,9.23,14.96
2011-08-05,9.18,14.84
2011-08-08,8.24,13.57
2011-08-09,8.34,14.13
2011-08-10,8.11,13.4
2011-08-11,8.37,14.03
2011-08-12,8.56,14.26
2011-08-15,8.83,14.67
2011-08-16,8.8,14.54
2011-08-17,8.7,14.33
2011-08-18,7.87,13.47
2011-08-19,7.56,13.18
2011-08-22,7.46,13.17
2011-08-23,7.76,13.49
2011-08-24,7.99,13.86
2011-08-25,7.88,13.89
2011-08-26,8.05,14.31
2011-08-29,8.85,15.0
2011-08-30,8.88,15.17
2011-08-31,8.87,15.07
2011-09-01,8.33,14.77
2011-09-02,7.98,14.22
2011-09-06,7.85,14.16
2011-09-07,8.25,14.65
2011-09-08,7.98,14.305
2011-09-09,7.8,13.86
2011-09-12,7.57,14.0
2011-09-13,7.69,14.1
2011-09-14,7.95,14.5
2011-09-15,7.99,14.62
2011-09-16,7.97,14.59
2011-09-19,7.73,14.44
2011-09-20,7.61,14.33
2011-09-21,7.19,13.81
2011-09-22,6.96,13.26
2011-09-23,7.14,13.44
2011-09-26,7.26,13.88
2011-09-27,7.38,14.02
2011-09-28,7.38,13.575
2011-09-29,7.52,13.83
2011-09-30,7.12,13.29
2011-10-03,6.91,12.55
2011-10-04,7.33,13.2
2011-10-05,7.74,13.66
2011-10-06,7.82,14.06
2011-10-07,7.49,13.83
2011-10-10,7.93,14.49
2011-10-11,7.84,14.51
2011-10-12,8.02,14.77
2011-10-13,8.01,14.71
2011-10-14,8.47,15.03
2011-10-17,8.29,14.49
2011-10-18,8.76,15.35
2011-10-19,8.64,15.18
2011-10-20,8.65,15.4
2011-10-21,9.0,16.025
2011-10-24,9.34,16.49
2011-10-25,9.5,16.03
2011-10-26,9.65,16.38
2011-10-27,10.23,16.98
2011-10-28,9.88,16.58
2011-10-31,9.6,16.14
2011-11-01,8.95,15.52
2011-11-02,9.09,15.87
2011-11-03,9.45,16.16
2011-11-04,9.39,16.17
2011-11-07,9.4,16.26
2011-11-08,9.71,16.62
2011-11-09,8.94,15.817
2011-11-10,9.13,16.0
2011-11-11,9.55,16.49
2011-11-14,9.39,16.31
2011-11-15,9.69,16.48
2011-11-16,9.6,16.35
2011-11-17,9.16,16.07
2011-11-18,9.01,15.99
2011-11-21,8.75,15.61
2011-11-22,8.76,15.56
2011-11-23,8.42,15.07
2011-11-25,8.42,14.96
2011-11-28,8.93,15.51
2011-11-29,9.0,15.72
2011-11-30,9.58,16.54
2011-12-01,9.43,16.63
2011-12-02,9.32,16.79
2011-12-05,9.41,17.12
2011-12-06,9.45,17.15
2011-12-07,9.45,17.22
2011-12-08,9.04,16.66
2011-12-09,9.39,17.14
2011-12-12,9.16,16.92
2011-12-13,8.99,16.33
2011-12-14,8.64,15.83
2011-12-15,8.7,16.04
2011-12-16,9.16,16.13
2011-12-19,9.02,15.95
2011-12-20,9.82,16.79
2011-12-21,10.02,17.03
2011-12-22,10.23,17.095
2011-12-23,10.2,17.085
2011-12-27,10.19,17.005
2011-12-28,9.87,16.65
2011-12-29,10.7,17.25
2011-12-30,10.48,17.1
2012-01-03,10.98,17.37
2012-01-04,11.19,17.58
2012-01-05,11.54,18.03
2012-01-06,11.4,17.93
2012-01-09,11.4,18.03
2012-01-10,11.46,18.35
2012-01-11,11.99,18.65
2012-01-12,11.93,18.65
2012-01-13,12.09,18.43
2012-01-17,12.1,18.47
2012-01-18,12.66,19.12
2012-01-19,12.85,19.17
2012-01-20,12.41,18.68
2012-01-23,12.12,18.6
2012-01-24,12.22,18.9
2012-01-25,12.6,19.3
2012-01-26,12.25,19.05
2012-01-27,12.33,19.2
2012-01-30,12.25,18.94
2012-01-31,12.07,18.67
2012-02-01,12.45,19.24
2012-02-02,12.44,19.45
2012-02-03,12.92,20.29
2012-02-06,12.9,20.23
2012-02-07,12.8,20.155
2012-02-08,12.82,20.21
2012-02-09,13.01,20.25
2012-02-10,12.72,19.955
2012-02-13,13.23,20.35
2012-02-14,11.63,20.12
2012-02-15,11.67,19.86
2012-02-16,12.04,20.02
2012-02-17,12.1,20.1
2012-02-21,11.77,19.85
2012-02-22,11.87,19.56
2012-02-23,11.93,19.94
2012-02-24,11.57,19.65
2012-02-27,11.75,19.97
2012-02-28,11.98,19.91
2012-02-29,11.88,20.125
2012-03-01,11.87,20.07
2012-03-02,11.56,19.805
2012-03-05,11.74,19.9
2012-03-06,11.06,19.3
2012-03-07,11.57,19.75
2012-03-08,11.98,20.21
2012-03-09,12.11,20.61
2012-03-12,12.05,20.74
2012-03-13,12.9,21.41
2012-03-14,12.92,21.29
2012-03-15,13.59,21.83
2012-03-16,13.38,21.51
2012-03-19,13.7,21.54
2012-03-20,13.61,21.37
2012-03-21,14.1,21.6
2012-03-22,13.74,21.33
2012-03-23,13.58,21.23
2012-03-26,13.78,21.485
2012-03-27,13.81,21.67
2012-03-28,13.68,21.72
2012-03-29,13.64,21.57
2012-03-30,13.37,21.35
2012-04-02,13.22,21.19
2012-04-03,13.08,21.19
2012-04-04,12.79,20.99
2012-04-05,12.77,20.99
2012-04-09,12.27,20.82
2012-04-10,12.05,19.94
2012-04-11,12.2,20.51
2012-04-12,12.57,21.03
2012-04-13,12.14,20.73
2012-04-16,12.2,20.8
2012-04-17,12.49,21.08
2012-04-18,11.99,20.79
2012-04-19,11.97,20.525
2012-04-20,12.0,20.5
2012-04-23,11.88,20.24
2012-04-24,12.24,20.53
2012-04-25,12.64,20.94
2012-04-26,12.9,21.35
2012-04-27,13.44,21.9
2012-04-30,13.18,21.515
2012-05-01,13.93,21.78
2012-05-02,14.54,22.21
2012-05-03,14.42,21.84
2012-05-04,14.4,21.47
2012-05-07,14.55,21.46
2012-05-08,14.32,21.19
2012-05-09,14.01,21.35
2012-05-10,13.93,21.27
2012-05-11,13.97,21.54
2012-05-14,13.5,21.11
2012-05-15,13.21,21.23
2012-05-16,13.16,21.06
2012-05-17,12.16,19.97
2012-05-18,11.85,19.73
2012-05-21,12.26,20.13
2012-05-22,12.55,20.47
2012-05-23,12.76,20.68
2012-05-24,12.69,20.95
2012-05-25,12.6,21.04
2012-05-29,13.0,21.52
2012-05-30,12.36,20.77
2012-05-31,12.67,20.71
2012-06-01,12.04,19.54
2012-06-04,11.73,19.06
2012-06-05,12.15,19.53
2012-06-06,12.88,19.91
2012-06-07,12.99,19.98
2012-06-08,13.5,20.38
2012-06-11,12.84,19.7
2012-06-12,13.34,20.025
2012-06-13,12.93,19.59
2012-06-14,13.3,20.09
2012-06-15,13.6,20.23
2012-06-18,13.83,20.63
2012-06-19,13.95,20.85
2012-06-20,13.99,20.66
2012-06-21,13.09,19.705
2012-06-22,12.76,19.85
2012-06-25,12.26,19.55
2012-06-26,12.7,19.97
2012-06-27,13.25,20.32
2012-06-28,13.48,20.52
2012-06-29,13.87,21.345
2012-07-02,14.17,21.53
2012-07-03,13.97,21.61
2012-07-05,14.18,21.85
2012-07-06,14.16,21.69
2012-07-09,14.11,21.58
2012-07-10,13.61,21.15
2012-07-11,13.44,20.94
2012-07-12,13.71,21.24
2012-07-13,14.05,21.62
2012-07-16,13.78,21.395
2012-07-17,13.69,21.42
2012-07-18,14.23,21.56
2012-07-19,14.37,21.71
2012-07-20,14.15,21.63
2012-07-23,13.94,21.57
2012-07-24,13.65,21.115
2012-07-25,12.92,20.89
2012-07-26,13.06,21.52
2012-07-27,13.3,21.875
2012-07-30,13.12,21.5
2012-07-31,12.03,21.04
2012-08-01,11.94,20.84
2012-08-02,12.0,20.97
2012-08-03,12.71,21.44
2012-08-06,12.57,21.59
2012-08-07,12.88,21.99
2012-08-08,13.08,22.17
2012-08-09,13.1,22.43
2012-08-10,12.97,22.14
2012-08-13,12.83,22.2
2012-08-14,12.98,22.3
2012-08-15,13.19,22.37
2012-08-16,13.78,23.09
2012-08-17,13.89,23.43
2012-08-20,13.66,23.0
2012-08-21,13.65,22.91
2012-08-22,13.87,23.27
2012-08-23,13.93,23.16
2012-08-24,14.13,23.42
2012-08-27,13.85,23.29
2012-08-28,13.84,23.33
2012-08-29,13.88,23.48
2012-08-30,13.76,23.3
2012-08-31,14.16,23.59
2012-09-04,14.05,23.86
2012-09-05,13.46,23.78
2012-09-06,13.8,24.35
2012-09-07,14.15,24.39
2012-09-10,14.18,24.28
2012-09-11,14.41,24.39
2012-09-12,14.75,24.87
2012-09-13,15.33,25.295
2012-09-14,15.8,25.87
2012-09-17,15.52,25.47
2012-09-18,15.63,25.215
2012-09-19,15.9,25.66
2012-09-20,16.08,25.71
2012-09-21,16.25,25.93
2012-09-24,15.94,25.621
2012-09-25,15.54,25.175
2012-09-26,14.98,24.6
2012-09-27,15.31,25.04
2012-09-28,15.05,24.83
2012-10-01,15.34,24.7
2012-10-02,15.37,24.83
2012-10-03,15.91,25.38
2012-10-04,16.01,25.56
2012-10-05,15.97,25.84
2012-10-08,15.57,25.64
2012-10-09,14.67,25.01
2012-10-10,14.32,24.93
2012-10-11,14.3,24.74
2012-10-12,14.3,24.62
2012-10-15,14.78,25.18
2012-10-16,14.77,25.39
2012-10-17,14.97,25.88
2012-10-18,15.16,26.17
2012-10-19,15.04,26.11
2012-10-22,14.81,26.01
2012-10-23,15.05,25.89
2012-10-24,15.53,25.91
2012-10-25,14.91,25.62
2012-10-26,14.6,25.52
2012-10-31,15.09,26.04
2012-11-01,16.13,26.83
2012-11-02,15.89,26.36
2012-11-05,16.16,26.74
2012-11-06,16.34,26.7
2012-11-07,16.29,26.43
2012-11-08,15.69,25.96
2012-11-09,15.29,25.67
2012-11-12,15.11,25.29
2012-11-13,15.47,25.3
2012-11-14,14.89,24.61
2012-11-15,14.41,24.35
2012-11-16,14.92,24.89
2012-11-19,15.44,25.39
2012-11-20,16.31,25.97
2012-11-21,16.59,26.03
2012-11-23,16.9,26.37
2012-11-26,16.86,26.23
2012-11-27,16.97,26.22
2012-11-28,16.88,26.27
2012-11-29,17.08,26.28
2012-11-30,16.96,26.32
2012-12-03,16.66,26.21
2012-12-04,16.58,26.29
2012-12-05,16.21,25.65
2012-12-06,15.78,25.57
2012-12-07,15.99,25.58
2012-12-10,15.87,25.5487
2012-12-11,15.72,25.43
2012-12-12,16.26,25.85
2012-12-13,16.16,25.8
2012-12-14,16.12,25.6
2012-12-17,16.39,26.34
2012-12-18,16.7,26.89
2012-12-19,16.35,26.77
2012-12-20,16.65,26.86
2012-12-21,16.27,26.45
2012-12-24,16.49,26.29
2012-12-26,16.25,26.03
2012-12-27,16.29,26.03
2012-12-28,16.04,25.9
2012-12-31,16.66,26.6
2013-01-02,17.07,27.31
2013-01-03,17.3,27.39
2013-01-04,17.47,27.61
2013-01-07,17.25,27.42
2013-01-08,17.23,27.51
2013-01-09,17.43,27.75
2013-01-10,17.47,27.73
2013-01-11,17.69,27.77
2013-01-14,17.5,27.66
2013-01-15,17.46,27.87
2013-01-16,17.37,27.64
2013-01-17,17.5,28.15
2013-01-18,17.78,28.21
2013-01-22,17.61,28.31
2013-01-23,17.61,28.53
2013-01-24,17.73,28.84
2013-01-25,18.36,29.11
2013-01-28,18.13,28.81
2013-01-29,18.28,29.1
2013-01-30,18.22,28.82
2013-01-31,18.39,28.82
2013-02-01,18.55,28.75
2013-02-04,18.27,28.41
2013-02-05,18.37,28.63
2013-02-06,18.28,28.59
2013-02-07,17.86,28.31
2013-02-08,17.79,28.42
2013-02-11,17.79,28.38
2013-02-12,20.01,29.24
2013-02-13,20.36,29.26
2013-02-14,20.11,29.15
2013-02-15,20.0,29.08
2013-02-19,19.98,29.02
2013-02-20,18.73,27.73
2013-02-21,18.64,27.59
2013-02-22,18.92,27.94
2013-02-25,18.01,26.97
2013-02-26,18.72,27.77
2013-02-27,19.2,28.37
2013-02-28,19.26,28.3
2013-03-01,19.22,28.39
2013-03-04,19.51,28.75
2013-03-05,20.02,29.19
2013-03-06,19.89,29.2484
2013-03-07,19.96,29.19
2013-03-08,19.94,29.51
2013-03-11,19.85,29.68
2013-03-12,19.56,29.39
2013-03-13,20.19,29.53
2013-03-14,20.27,29.8
2013-03-15,19.96,29.7
2013-03-18,20.22,29.78
2013-03-19,20.41,29.8
2013-03-20,20.94,30.52
2013-03-21,20.54,29.93
2013-03-22,20.6,30.01
2013-03-25,20.55,29.89
2013-03-26,20.64,29.96
2013-03-27,20.5,30.13
2013-03-28,20.25,30.06
2013-04-01,19.89,29.55
2013-04-02,19.64,29.35
2013-04-03,19.2,28.52
2013-04-04,19.23,28.7
2013-04-05,19.28,28.91
2013-04-08,19.6,29.49
2013-04-09,19.59,29.27
2013-04-10,19.83,29.45
2013-04-11,20.16,29.56
2013-04-12,20.11,29.64
2013-04-15,18.65,28.17
2013-04-16,19.33,28.74
2013-04-17,19.0,28.38
2013-04-18,18.79,28.02
2013-04-19,19.27,28.7
2013-04-22,19.21,28.91
2013-04-23,20.03,29.65
2013-04-24,20.31,29.98
2013-04-25,20.35,30.4
2013-04-26,20.62,30.49
2013-04-29,20.42,30.5
