date,PNC,KBE
2021-01-19,156.0,46.31
2021-01-20,156.25999,45.96
2021-01-21,153.69,45.13
2021-01-22,152.57001,45.44
2021-01-25,150.47,45.18
2021-01-26,148.06,44.55
2021-01-27,144.44,43.11
2021-01-28,147.78999,43.86
2021-01-29,143.52,42.73
2021-02-01,145.86,43.49
2021-02-02,150.39999,44.42
2021-02-03,152.2,44.78
2021-02-04,156.67999,46.11
2021-02-05,156.94,46.04
2021-02-08,158.78999,46.92
2021-02-09,158.14,47.37
2021-02-10,160.11,47.4
2021-02-11,159.31,47.09
2021-02-12,162.27,47.47
2021-02-16,169.91,48.57
2021-02-17,167.55,48.52
2021-02-18,166.91,48.0
2021-02-19,170.41,49.39
2021-02-22,170.52,50.26
2021-02-23,173.22,50.75
2021-02-24,178.48,52.22
2021-02-25,173.25999,50.79
2021-02-26,168.36,49.73
2021-03-01,173.07001,51.48
2021-03-02,173.09,51.67
2021-03-03,173.35001,51.69
2021-03-04,172.58,50.98
2021-03-05,176.46001,52.2
2021-03-08,178.82001,53.4
2021-03-09,173.63,52.58
2021-03-10,177.78,53.8
2021-03-11,176.92999,54.1
2021-03-12,181.41,55.06
2021-03-15,178.53,54.65
2021-03-16,176.58,53.92
2021-03-17,178.42999,54.29
2021-03-18,179.86,54.44
2021-03-19,175.78999,53.91
2021-03-22,171.22,52.01
2021-03-23,169.39999,50.41
2021-03-24,170.25,50.17
2021-03-25,177.0,51.59
2021-03-26,179.67999,52.57
2021-03-29,174.49001,51.21
2021-03-30,177.62,52.33
2021-03-31,175.41,51.88
2021-04-01,177.41,52.27
2021-04-05,178.75999,52.38
2021-04-06,177.39999,52.19
2021-04-07,178.25,52.01
2021-04-08,178.11,52.09
2021-04-09,180.21001,52.63
2021-04-12,180.81,52.95
2021-04-13,177.62,52.04
2021-04-14,179.34,52.59
2021-04-15,174.78999,52.42
2021-04-16,178.86,52.83
2021-04-19,177.72,52.63
2021-04-20,171.73,50.76
2021-04-21,175.13,51.87
2021-04-22,173.84,51.21
2021-04-23,178.03999,53.03
2021-04-26,180.24001,53.33
2021-04-27,183.58,53.8
2021-04-28,185.25999,53.77
2021-04-29,189.17,54.41
2021-04-30,186.95,53.63
2021-05-03,188.12,53.95
2021-05-04,193.32001,54.62
2021-05-05,194.61,54.81
2021-05-06,198.17999,54.85
2021-05-07,198.91,54.93
2021-05-10,198.56,54.39
2021-05-11,194.03999,53.89
2021-05-12,190.41,52.53
2021-05-13,196.00999,54.24
2021-05-14,199.38,55.15
2021-05-17,199.03,55.43
2021-05-18,193.91,54.51
2021-05-19,192.89,54.23
2021-05-20,191.05,54.13
2021-05-21,193.48,54.74
2021-05-24,193.99001,54.52
2021-05-25,191.7,53.37
2021-05-26,191.89999,54.19
2021-05-27,194.12,55.02
2021-05-28,194.67999,54.98
2021-06-01,195.82001,55.46
2021-06-02,195.42,54.96
2021-06-03,195.88,55.07
2021-06-04,194.0,55.05
2021-06-07,193.11,55.18
2021-06-08,194.10001,55.23
2021-06-09,190.78999,54.46
2021-06-10,188.75,53.38
2021-06-11,189.2,53.65
2021-06-14,187.11,52.86
2021-06-15,189.27,53.56
2021-06-16,190.11,54.06
2021-06-17,182.45,51.62
2021-06-18,178.33,49.93
2021-06-21,184.14999,51.42
2021-06-22,183.91,51.34
2021-06-23,185.13,51.46
2021-06-24,189.17999,52.19
2021-06-25,193.36,52.86
2021-06-28,191.60001,51.62
2021-06-29,190.47,51.26
2021-06-30,190.75999,51.32
2021-07-01,191.74001,51.84
2021-07-02,192.78999,51.31
2021-07-06,187.96001,49.94
2021-07-07,186.58,49.72
2021-07-08,183.23,48.83
2021-07-09,189.67,50.7
2021-07-12,191.91,50.98
2021-07-13,189.28,49.85
2021-07-14,188.34,49.67
2021-07-15,189.5,50.16
2021-07-16,183.42999,48.9
2021-07-19,177.8,47.2
2021-07-20,181.60001,48.53
2021-07-21,184.87,49.54
2021-07-22,181.72,48.53
2021-07-23,183.02,48.8
2021-07-26,184.52,49.21
2021-07-27,184.27,48.98
2021-07-28,183.75999,49.65
2021-07-29,185.16,50.04
2021-07-30,182.41,49.46
2021-08-02,181.78,49.14
2021-08-03,186.34,49.93
2021-08-04,185.02,49.41
2021-08-05,186.67999,50.35
2021-08-06,190.27,51.83
2021-08-09,190.00999,51.54
2021-08-10,191.7,52.06
2021-08-11,193.89999,52.9
2021-08-12,193.39999,52.71
2021-08-13,190.38,52.3
2021-08-16,189.64999,52.04
2021-08-17,187.75,51.28
2021-08-18,185.56,50.82
2021-08-19,184.34,50.12
2021-08-20,185.82001,50.94
2021-08-23,187.27,51.39
2021-08-24,188.48,51.77
2021-08-25,192.13,52.31
2021-08-26,191.0,51.63
2021-08-27,194.50999,52.85
2021-08-30,190.61,51.77
2021-08-31,191.10001,52.13
2021-09-01,189.48,51.74
2021-09-02,191.71001,51.78
2021-09-03,191.52,51.59
2021-09-07,192.21001,51.35
2021-09-08,191.72,50.8
2021-09-09,192.28,50.96
2021-09-10,191.66,50.42
2021-09-13,194.46001,51.12
2021-09-14,188.35001,50.03
2021-09-15,190.17999,50.75
2021-09-16,189.89999,50.49
2021-09-17,188.92,50.52
2021-09-20,184.67,49.11
2021-09-21,183.97,48.94
2021-09-22,187.67,49.73
2021-09-23,193.61,51.42
2021-09-24,194.5,51.84
2021-09-27,200.2,53.65
2021-09-28,197.72,53.17
2021-09-29,197.44,53.62
2021-09-30,195.64,52.91
2021-10-01,198.31,54.13
2021-10-04,198.09,54.25
2021-10-05,200.49001,54.54
2021-10-06,200.82001,54.43
2021-10-07,201.8,54.85
2021-10-08,202.75999,55.11
2021-10-11,201.05,54.61
2021-10-12,203.3,54.61
2021-10-13,201.75999,54.45
2021-10-14,202.5,55.18
2021-10-15,199.13,55.29
2021-10-18,200.84,55.46
2021-10-19,206.83,55.6
2021-10-20,212.8,56.86
2021-10-21,212.73,56.55
2021-10-22,216.08,56.97
2021-10-25,216.56,57.07
2021-10-26,216.07001,56.64
2021-10-27,212.91,54.79
2021-10-28,213.05,55.57
2021-10-29,211.03,55.34
2021-11-01,210.64,56.97
2021-11-02,210.10001,56.76
2021-11-03,212.7,57.89
2021-11-04,207.71001,57.03
2021-11-05,207.10001,57.56
2021-11-08,208.17,57.6
2021-11-09,207.03999,57.3
2021-11-10,205.41,57.3
2021-11-11,205.60001,57.66
2021-11-12,203.61,57.44
2021-11-15,204.82001,57.6
2021-11-16,205.53,57.56
2021-11-17,202.46001,56.99
2021-11-18,200.91,56.75
2021-11-19,199.36,56.35
2021-11-22,204.14999,57.06
2021-11-23,209.09,57.89
2021-11-24,208.63,57.72
2021-11-26,200.10001,55.06
2021-11-29,200.88,55.08
2021-11-30,197.0,53.67
2021-12-01,195.45,53.01
2021-12-02,201.85001,54.83
2021-12-03,197.73,53.47
2021-12-06,199.96001,54.82
2021-12-07,203.3,55.03
2021-12-08,202.09,54.93
2021-12-09,200.73,54.46
2021-12-10,201.56,54.58
2021-12-13,196.21001,53.29
2021-12-14,198.81,53.7
2021-12-15,198.08,53.99
2021-12-16,201.78999,54.17
2021-12-17,197.24001,52.91
2021-12-20,192.55,51.57
2021-12-21,196.87,53.17
2021-12-22,197.12,53.61
2021-12-23,197.92999,54.07
2021-12-27,201.07001,54.76
2021-12-28,201.17,54.78
2021-12-29,201.24001,54.84
2021-12-30,201.0,54.58
2021-12-31,200.52,54.56
2022-01-03,208.22,55.64
2022-01-04,215.89,57.14
2022-01-05,212.39,56.71
2022-01-06,220.57001,58.64
2022-01-07,223.73,59.28
2022-01-10,222.45,59.28
2022-01-11,223.84,59.63
2022-01-12,224.92999,59.79
2022-01-13,226.45,60.04
2022-01-14,222.2,60.41
2022-01-18,216.88,59.22
2022-01-19,208.52,57.57
2022-01-20,206.89999,56.24
2022-01-21,200.96001,55.12
2022-01-24,204.11,55.7
2022-01-25,204.2,55.82
2022-01-26,206.00999,55.45
2022-01-27,204.96001,54.28
2022-01-28,208.22,54.58
2022-01-31,205.99001,55.03
2022-02-01,209.74001,55.87
2022-02-02,210.87,55.73
2022-02-03,208.00999,55.38
2022-02-04,210.35001,56.37
2022-02-07,209.7,56.7
2022-02-08,211.36,58.15
2022-02-09,210.75999,57.76
2022-02-10,210.63,57.65
2022-02-11,207.36,57.29
2022-02-14,204.57001,56.79
2022-02-15,207.19,58.2
2022-02-16,208.59,58.35
2022-02-17,201.3,56.52
2022-02-18,201.17,56.52
2022-02-22,203.08,56.09
2022-02-23,199.00999,55.17
2022-02-24,195.61,54.26
2022-02-25,202.67,56.58
2022-02-28,199.25,56.62
2022-03-01,187.19,53.78
2022-03-02,193.7,56.03
2022-03-03,191.59,55.65
2022-03-04,184.87,53.61
2022-03-07,178.7,51.35
2022-03-08,181.60001,51.63
2022-03-09,186.75,53.43
2022-03-10,184.96001,53.24
2022-03-11,182.14999,53.18
2022-03-14,183.36,53.43
2022-03-15,185.24001,53.59
2022-03-16,192.39,55.24
2022-03-17,193.07001,54.66
2022-03-18,192.97,54.59
2022-03-21,193.00999,53.94
2022-03-22,197.37,54.87
2022-03-23,192.67,53.18
2022-03-24,193.25,53.65
2022-03-25,196.47,54.5
2022-03-28,194.71001,54.07
2022-03-29,194.06,54.95
2022-03-30,190.73,53.44
2022-03-31,184.45,52.35
2022-04-01,181.14,51.88
2022-04-04,182.81,51.62
2022-04-05,182.39,50.97
2022-04-06,180.96001,50.1
2022-04-07,181.38,49.48
2022-04-08,184.7,49.52
2022-04-11,183.98,49.66
2022-04-12,179.75,49.15
2022-04-13,178.44,49.84
2022-04-14,175.0,49.37
2022-04-18,175.75,49.56
2022-04-19,178.05,51.07
2022-04-20,179.64,51.47
2022-04-21,177.58,50.57
2022-04-22,173.25,49.3
2022-04-25,172.5,49.38
2022-04-26,169.46001,47.91
2022-04-27,170.42999,47.9
2022-04-28,171.08,48.59
2022-04-29,166.10001,47.06
2022-05-02,167.53999,47.72
2022-05-03,169.66,48.5
2022-05-04,173.72,49.81
2022-05-05,168.87,48.3
2022-05-06,166.62,47.77
2022-05-09,163.67,46.96
2022-05-10,161.84,46.34
2022-05-11,159.83,45.5
2022-05-12,159.3,45.5
2022-05-13,157.44,46.08
2022-05-16,155.27,45.64
2022-05-17,160.42999,47.41
2022-05-18,155.92999,46.28
2022-05-19,154.75,45.92
2022-05-20,155.98,45.92
2022-05-23,162.17,47.08
2022-05-24,163.25999,46.73
2022-05-25,167.63,47.41
2022-05-26,172.95,48.53
2022-05-27,175.05,49.27
2022-05-31,175.41,49.2
2022-06-01,172.44,48.55
2022-06-02,175.50999,49.48
2022-06-03,173.3,48.81
2022-06-06,173.08,49.02
2022-06-07,173.2,49.47
2022-06-08,169.89999,48.65
2022-06-09,163.0,47.19
2022-06-10,158.33,45.56
2022-06-13,155.53,44.06
2022-06-14,155.66,44.25
2022-06-15,156.50999,44.53
2022-06-16,151.48,42.82
2022-06-17,154.09,43.41
2022-06-21,156.49001,43.85
2022-06-22,156.61,43.88
2022-06-23,155.8,43.44
2022-06-24,162.84,45.0
2022-06-27,161.45,44.94
2022-06-28,159.75,44.66
2022-06-29,157.37,44.29
2022-06-30,157.77,43.88
2022-07-01,161.3,44.62
2022-07-05,161.09,44.78
2022-07-06,160.03,44.44
2022-07-07,162.31,44.98
2022-07-08,161.38,44.85
2022-07-11,160.22,44.39
2022-07-12,157.09,44.46
2022-07-13,154.31,43.79
2022-07-14,150.96001,43.11
2022-07-15,153.42,44.65
2022-07-18,154.67,44.82
2022-07-19,160.19,46.22
2022-07-20,160.14999,46.79
2022-07-21,161.61,46.97
2022-07-22,161.75999,46.5
2022-07-25,164.7,47.19
2022-07-26,161.72,46.74
2022-07-27,163.0,47.72
2022-07-28,162.89999,47.91
2022-07-29,165.94,48.55
2022-08-01,166.06,48.64
2022-08-02,163.31,48.04
2022-08-03,165.35001,48.65
2022-08-04,164.08,48.37
2022-08-05,167.03999,48.81
2022-08-08,166.03999,48.81
2022-08-09,165.92,48.94
2022-08-10,169.46001,50.19
2022-08-11,171.94,50.87
2022-08-12,174.63,51.63
2022-08-15,173.92999,51.82
2022-08-16,175.03999,52.32
2022-08-17,173.34,51.72
2022-08-18,173.5,51.88
2022-08-19,170.78999,50.96
2022-08-22,166.46001,49.71
2022-08-23,166.49001,49.55
2022-08-24,167.39999,49.43
2022-08-25,168.89999,50.21
2022-08-26,162.19,48.83
2022-08-29,160.12,48.14
2022-08-30,159.3,48.02
2022-08-31,158.0,47.68
2022-09-01,158.45,47.3
2022-09-02,157.25,46.99
2022-09-06,156.37,46.27
2022-09-07,159.61,47.2
2022-09-08,162.85001,48.2
2022-09-09,164.34,48.91
2022-09-12,166.28,49.45
2022-09-13,160.85001,47.81
2022-09-14,162.41,47.88
2022-09-15,165.05,48.39
2022-09-16,163.83,47.92
2022-09-19,165.31,48.38
2022-09-20,163.83,48.03
2022-09-21,158.45,47.41
2022-09-22,154.67,46.32
2022-09-23,151.92,45.49
2022-09-26,148.74001,44.92
2022-09-27,148.03,44.47
2022-09-28,151.59,45.27
2022-09-29,150.73,44.52
2022-09-30,149.42,44.29
2022-10-03,153.8,45.45
2022-10-04,160.64,47.51
2022-10-05,159.23,47.14
2022-10-06,155.71001,46.63
2022-10-07,151.34,45.56
2022-10-10,150.85001,45.34
2022-10-11,147.67999,45.08
2022-10-12,146.12,44.96
2022-10-13,152.97,46.85
2022-10-14,149.7,46.2
2022-10-17,155.85001,47.44
2022-10-18,156.16,47.57
2022-10-19,151.7,46.54
2022-10-20,147.98,45.11
2022-10-21,156.37,45.79
2022-10-24,160.44,46.56
2022-10-25,163.22,47.32
2022-10-26,161.72,47.24
2022-10-27,161.0,47.3
2022-10-28,162.87,48.53
2022-10-31,161.83,48.55
2022-11-01,161.81,48.62
2022-11-02,158.73,47.51
2022-11-03,153.31,47.03
2022-11-04,156.5,48.14
2022-11-07,156.7,48.49
2022-11-08,158.66,48.41
2022-11-09,155.55,47.57
2022-11-10,163.85001,49.99
2022-11-11,165.75999,49.79
2022-11-14,163.28999,48.95
2022-11-15,164.14,49.24
2022-11-16,161.64999,48.46
2022-11-17,158.8,47.79
2022-11-18,161.16,48.17
2022-11-21,162.66,48.4
2022-11-22,164.98,49.0
2022-11-23,166.5,49.0
2022-11-25,167.64999,49.36
2022-11-28,162.61,48.27
2022-11-29,164.37,48.64
2022-11-30,168.25999,49.52
2022-12-01,164.8,49.18
2022-12-02,164.23,48.97
2022-12-05,153.11,46.67
2022-12-06,151.86,46.19
2022-12-07,155.10001,46.19
2022-12-08,154.34,46.3
2022-12-09,154.08,46.1
2022-12-12,156.7,46.55
2022-12-13,154.03,46.01
2022-12-14,149.62,45.25
2022-12-15,150.17999,44.42
2022-12-16,150.39,44.06
2022-12-19,150.16,43.77
2022-12-20,151.67999,43.99
2022-12-21,153.89999,44.79
2022-12-22,154.28999,44.51
2022-12-23,155.02,44.79
2022-12-27,155.96001,44.82
2022-12-28,155.86,44.47
2022-12-29,157.83,45.39
2022-12-30,157.94,45.15
2023-01-03,159.52,44.97
2023-01-04,163.73,45.48
2023-01-05,159.37,45.04
2023-01-06,164.21001,46.25
2023-01-09,164.28,45.96
2023-01-10,164.94,46.3
2023-01-11,165.84,46.7
2023-01-12,168.82001,47.15
2023-01-13,164.0,47.27
2023-01-17,161.85001,47.09
2023-01-18,152.07001,45.7
2023-01-19,148.02,45.6
2023-01-20,154.87,46.82
2023-01-23,159.34,47.45
2023-01-24,158.42,46.99
2023-01-25,160.17999,47.21
2023-01-26,161.92999,47.72
2023-01-27,163.17,47.99
2023-01-30,162.86,47.52
2023-01-31,165.42999,48.77
2023-02-01,164.78999,49.39
2023-02-02,166.17,50.42
2023-02-03,165.39,50.38
2023-02-06,163.0,49.83
2023-02-07,162.94,50.43
2023-02-08,161.56,50.05
2023-02-09,158.88,49.27
2023-02-10,159.34,49.27
2023-02-13,160.98,49.77
2023-02-14,161.13,49.63
2023-02-15,160.0,49.94
2023-02-16,158.3,49.29
2023-02-17,158.59,49.48
2023-02-21,155.48,48.21
2023-02-22,156.3,48.06
2023-02-23,158.10001,48.32
2023-02-24,158.49001,48.3
2023-02-27,157.7,48.34
2023-02-28,157.92,48.26
2023-03-01,155.21001,48.02
2023-03-02,150.24001,47.21
2023-03-03,152.89,47.91
2023-03-06,152.67999,47.6
2023-03-07,145.72,46.19
2023-03-08,145.13,46.01
2023-03-09,137.87,42.66
2023-03-10,137.16,40.88
2023-03-13,130.06,36.81
2023-03-14,130.53,37.52
2023-03-15,125.05,36.76
2023-03-16,130.12,37.89
2023-03-17,123.72,35.78
2023-03-20,127.35,36.08
2023-03-21,131.62,37.98
2023-03-22,124.4,36.02
2023-03-23,122.13,35.12
2023-03-24,124.15,35.91
2023-03-27,125.02,36.7
2023-03-28,126.86,36.68
2023-03-29,128.92,37.22
2023-03-30,127.03,36.66
2023-03-31,127.1,37.07
2023-04-03,125.0,36.76
2023-04-04,122.83,36.03
2023-04-05,121.43,35.8
2023-04-06,121.88,36.21
2023-04-10,122.2,36.46
2023-04-11,122.31,36.72
2023-04-12,119.7,36.39
2023-04-13,121.41,36.9
2023-04-14,121.85,36.49
2023-04-17,125.09,37.32
2023-04-18,124.76,36.82
2023-04-19,128.37,37.95
2023-04-20,125.6,37.32
2023-04-21,123.38,36.87
2023-04-24,124.27,36.7
2023-04-25,123.7,35.35
2023-04-26,127.85,35.5
2023-04-27,128.02,36.14
2023-04-28,130.25,36.63
2023-05-01,122.0,35.82
2023-05-02,119.14,33.96
2023-05-03,116.65,33.41
2023-05-04,113.64,31.9
2023-05-05,116.18,33.65
2023-05-08,116.99,33.27
2023-05-09,115.7,33.09
2023-05-10,113.97,32.85
2023-05-11,112.7,32.34
2023-05-12,111.58,32.34
2023-05-15,113.67,33.26
2023-05-16,111.59,32.75
2023-05-17,119.25,34.78
2023-05-18,120.15,35.01
2023-05-19,118.48,34.44
2023-05-22,120.42,35.25
2023-05-23,121.49,35.48
2023-05-24,120.25,34.86
2023-05-25,118.99,34.63
2023-05-26,118.78,35.01
2023-05-30,118.85,35.05
2023-05-31,115.83,34.07
2023-06-01,119.74,34.78
2023-06-02,123.58,36.57
2023-06-05,123.28,35.77
2023-06-06,126.38,37.33
2023-06-07,127.56,38.23
2023-06-08,128.86,37.93
2023-06-09,128.92999,37.55
2023-06-12,127.41,37.26
2023-06-13,128.86,38.04
2023-06-14,126.52,37.14
2023-06-15,128.78999,37.78
2023-06-16,128.47,37.36
2023-06-20,126.46,36.67
2023-06-21,126.66,36.24
2023-06-22,123.44,35.27
2023-06-23,123.03,34.81
2023-06-26,123.73,35.16
2023-06-27,124.01,35.7
2023-06-28,123.56,35.57
2023-06-29,125.68,36.2
2023-06-30,125.95,36.0
2023-07-03,127.53,36.69
2023-07-05,126.34,36.24
2023-07-06,123.88,35.66
2023-07-07,125.61,36.35
2023-07-10,125.36,36.63
2023-07-11,126.49,37.14
2023-07-12,127.23,37.8
2023-07-13,129.78999,38.45
2023-07-14,125.79,37.71
2023-07-17,127.16,38.36
2023-07-18,130.35001,39.71
2023-07-19,132.37,40.8
2023-07-20,133.99001,40.75
2023-07-21,134.25999,40.26
2023-07-24,135.60001,41.07
2023-07-25,133.53999,40.56
2023-07-26,136.00999,42.07
2023-07-27,133.12,41.44
2023-07-28,135.5,41.94
2023-07-31,136.89,41.96
2023-08-01,135.42999,41.54
2023-08-02,134.12,41.32
2023-08-03,133.02,41.77
2023-08-04,131.46001,41.89
2023-08-07,132.39999,42.33
2023-08-08,130.05,41.77
2023-08-09,127.35,41.19
2023-08-10,128.09,41.17
2023-08-11,129.94,41.33
2023-08-14,127.28,40.69
2023-08-15,123.6,39.43
2023-08-16,122.73,38.96
2023-08-17,123.5,38.92
2023-08-18,123.2,38.95
2023-08-21,122.93,38.68
2023-08-22,119.02,37.72
2023-08-23,119.41,38.23
2023-08-24,117.67,38.34
2023-08-25,117.74,38.18
2023-08-28,118.41,38.66
2023-08-29,120.59,39.13
2023-08-30,120.48,38.94
2023-08-31,120.73,39.06
2023-09-01,122.22,39.84
2023-09-05,120.49,39.11
2023-09-06,118.36,38.29
2023-09-07,115.77,37.82
2023-09-08,116.93,38.17
2023-09-11,118.02,38.12
2023-09-12,124.85,38.51
2023-09-13,123.61,38.08
2023-09-14,126.97,38.69
2023-09-15,126.35,38.55
2023-09-18,124.68,37.75
2023-09-19,124.19,37.6
2023-09-20,123.95,37.28
2023-09-21,122.17,36.74
2023-09-22,120.85,36.55
2023-09-25,122.62,36.99
2023-09-26,121.59,36.37
2023-09-27,121.81,36.22
2023-09-28,122.83,36.61
2023-09-29,122.77,36.85
2023-10-02,120.02,36.05
2023-10-03,119.78,35.32
2023-10-04,120.1,35.62
2023-10-05,120.38,36.18
2023-10-06,120.32,36.31
2023-10-09,120.86,36.35
2023-10-10,122.23,36.86
2023-10-11,122.74,36.98
2023-10-12,121.32,36.49
2023-10-13,118.14,35.98
2023-10-16,118.13,36.81
2023-10-17,119.13,37.53
2023-10-18,115.69,36.58
2023-10-19,115.66,36.14
2023-10-20,111.82,34.87
2023-10-23,109.71,34.75
2023-10-24,111.28,34.67
2023-10-25,111.29,34.5
2023-10-26,114.36,35.41
2023-10-27,111.24,34.67
2023-10-30,112.89,35.12
2023-10-31,114.47,35.32
2023-11-01,113.46,35.49
2023-11-02,119.85,37.25
2023-11-03,123.21,38.45
2023-11-06,121.55,37.91
2023-11-07,120.78,37.59
2023-11-08,120.26,37.21
2023-11-09,119.36,36.66
2023-11-10,120.43,36.97
2023-11-13,119.6,36.98
2023-11-14,126.66,39.29
2023-11-15,128.96001,39.82
2023-11-16,129.34,39.37
2023-11-17,130.25999,39.94
2023-11-20,130.34,39.9
2023-11-21,127.97,39.21
2023-11-22,127.95,39.4
2023-11-24,128.7,39.5
2023-11-27,128.85001,39.37
2023-11-28,129.59,39.38
2023-11-29,132.38,40.18
2023-11-30,133.96001,40.35
2023-12-01,139.0,42.04
2023-12-04,140.78999,42.56
2023-12-05,138.66,41.98
2023-12-06,139.36,41.97
2023-12-07,139.77,42.69
2023-12-08,140.67,43.16
2023-12-11,141.0,43.14
2023-12-12,140.85001,42.94
2023-12-13,146.32001,45.06
2023-12-14,153.31,47.03
2023-12-15,152.33,46.4
2023-12-18,151.41,45.73
2023-12-19,154.60001,46.31
2023-12-20,149.67,45.32
2023-12-21,151.77,45.76
2023-12-22,152.47,45.97
2023-12-26,154.10001,46.58
2023-12-27,155.0,46.54
2023-12-28,155.63,46.62
2023-12-29,154.85001,46.02
