date,PG,XLP
2013-09-17,79.83,41.23
2013-09-18,80.295,41.72
2013-09-19,80.12,41.53
2013-09-20,79.39,40.98
2013-09-23,79.28,40.8
2013-09-24,78.62,40.61
2013-09-25,77.72,40.269
2013-09-26,78.05,40.48
2013-09-27,77.21,40.23
2013-09-30,75.59,39.8
2013-10-01,76.16,40.04
2013-10-02,75.93,39.955
2013-10-03,75.84,39.75
2013-10-04,76.02,39.81
2013-10-07,75.65,39.68
2013-10-08,76.33,39.68
2013-10-09,76.95,39.71
2013-10-10,77.89,40.45
2013-10-11,78.48,40.57
2013-10-14,78.74,40.74
2013-10-15,77.6,40.37
2013-10-16,78.34,40.97
2013-10-17,79.42,41.43
2013-10-18,79.41,41.49
2013-10-21,78.97,41.4
2013-10-22,80.38,41.92
2013-10-23,80.91,42.0
2013-10-24,80.61,41.92
2013-10-25,80.0,42.02
2013-10-28,81.3,42.57
2013-10-29,82.46,42.94
2013-10-30,81.52,42.57
2013-10-31,80.75,42.345
2013-11-01,81.15,42.51
2013-11-04,81.33,42.55
2013-11-05,81.43,42.63
2013-11-06,82.81,43.09
2013-11-07,82.32,42.46
2013-11-08,82.51,42.67
2013-11-11,82.26,42.535
2013-11-12,82.8,42.61
2013-11-13,83.5,42.97
2013-11-14,84.32,43.28
2013-11-15,84.84,43.33
2013-11-18,84.57,43.195
2013-11-19,84.34,43.04
2013-11-20,84.69,42.86
2013-11-21,84.67,42.935
2013-11-22,84.95,43.16
2013-11-25,85.41,43.09
2013-11-26,84.64,43.05
2013-11-27,84.28,43.08
2013-11-29,84.22,43.01
2013-12-02,83.34,42.78
2013-12-03,83.83,42.99
2013-12-04,83.35,42.89
2013-12-05,82.69,42.5
2013-12-06,84.52,43.08
2013-12-09,84.78,43.23
2013-12-10,83.65,42.86
2013-12-11,84.02,42.93
2013-12-12,82.3,42.34
2013-12-13,82.37,42.27
2013-12-16,81.69,42.26
2013-12-17,80.91,42.06
2013-12-18,82.38,42.76
2013-12-19,81.9,42.68
2013-12-20,81.84,42.55
2013-12-23,81.31,42.51
2013-12-24,81.31,42.57
2013-12-26,81.76,42.74
2013-12-27,82.01,42.84
2013-12-30,82.0,42.95
2013-12-31,81.41,42.98
2014-01-02,80.54,42.45
2014-01-03,80.45,42.37
2014-01-06,80.64,42.21
2014-01-07,81.42,42.44
2014-01-08,80.24,42.12
2014-01-09,80.42,42.34
2014-01-10,80.3,42.4
2014-01-13,80.01,42.16
2014-01-14,80.87,42.38
2014-01-15,80.79,42.39
2014-01-16,80.56,42.4
2014-01-17,79.88,42.07
2014-01-21,80.18,42.23
2014-01-22,79.23,42.23
2014-01-23,78.24,41.86
2014-01-24,79.18,41.48
2014-01-27,78.47,41.31
2014-01-28,79.11,41.63
2014-01-29,77.64,40.9
2014-01-30,76.87,40.96
2014-01-31,76.62,40.76
2014-02-03,75.7,39.88
2014-02-04,76.09,40.09
2014-02-05,76.45,40.12
2014-02-06,76.9,40.55
2014-02-07,77.31,40.93
2014-02-10,78.03,41.09
2014-02-11,78.84,41.57
2014-02-12,77.49,41.39
2014-02-13,77.8,41.6
2014-02-14,79.4,41.84
2014-02-18,77.97,41.6
2014-02-19,78.14,41.51
2014-02-20,77.92,41.69
2014-02-21,77.97,41.6
2014-02-24,77.86,41.75
2014-02-25,78.12,41.91
2014-02-26,77.86,41.87
2014-02-27,78.19,42.06
2014-02-28,78.66,42.35
2014-03-03,77.48,42.12
2014-03-04,78.45,42.69
2014-03-05,77.82,42.55
2014-03-06,78.06,42.54
2014-03-07,78.38,42.66
2014-03-10,78.53,42.7
2014-03-11,78.95,42.68
2014-03-12,79.24,42.77
2014-03-13,79.19,42.56
2014-03-14,78.98,42.58
2014-03-17,79.84,42.83
2014-03-18,79.77,42.92
2014-03-19,78.78,42.59
2014-03-20,78.32,42.74
2014-03-21,77.88,42.5
2014-03-24,79.3,42.46
2014-03-25,79.81,42.77
2014-03-26,79.5,42.67
2014-03-27,79.65,42.64
2014-03-28,79.76,42.75
2014-03-31,80.6,43.06
2014-04-01,80.34,42.99
2014-04-02,80.13,43.04
2014-04-03,80.1,43.09
2014-04-04,79.77,42.95
2014-04-07,80.49,42.99
2014-04-08,81.35,43.21
2014-04-09,81.49,43.4
2014-04-10,81.09,42.97
2014-04-11,80.76,42.75
2014-04-14,80.81,43.09
2014-04-15,80.84,43.2
2014-04-16,81.65,43.62
2014-04-17,81.76,43.63
2014-04-21,81.56,43.65
2014-04-22,81.25,43.63
2014-04-23,80.36,43.56
2014-04-24,81.15,43.73
2014-04-25,81.41,43.79
2014-04-28,82.94,44.29
2014-04-29,82.44,44.1
2014-04-30,82.55,44.24
2014-05-01,82.34,44.2
2014-05-02,81.92,44.2
2014-05-05,81.7,44.1
2014-05-06,81.13,43.82
2014-05-07,82.09,44.24
2014-05-08,82.16,44.3
2014-05-09,82.39,44.51
2014-05-12,81.73,44.55
2014-05-13,81.61,44.64
2014-05-14,81.17,44.4
2014-05-15,80.53,44.01
2014-05-16,80.33,44.28
2014-05-19,79.93,44.19
2014-05-20,80.23,44.03
2014-05-21,80.49,44.28
2014-05-22,80.65,44.21
2014-05-23,80.52,44.28
2014-05-27,80.08,44.4
2014-05-28,80.1,44.34
2014-05-29,80.4,44.69
2014-05-30,80.79,45.04
2014-06-02,80.36,44.93
2014-06-03,79.93,44.77
2014-06-04,79.86,44.93
2014-06-05,80.11,45.11
2014-06-06,80.03,45.23
2014-06-09,80.09,45.16
2014-06-10,80.15,45.16
2014-06-11,80.06,45.04
2014-06-12,79.76,44.72
2014-06-13,79.64,44.71
2014-06-16,79.69,44.88
2014-06-17,79.58,44.88
2014-06-18,79.79,45.41
2014-06-19,80.24,45.67
2014-06-20,79.93,45.22
2014-06-23,79.52,44.97
2014-06-24,79.01,44.81
2014-06-25,79.32,44.74
2014-06-26,78.62,44.58
2014-06-27,79.02,44.655
2014-06-30,78.59,44.62
2014-07-01,79.28,44.72
2014-07-02,79.56,44.84
2014-07-03,79.98,45.09
2014-07-07,80.19,45.16
2014-07-08,80.56,45.07
2014-07-09,81.67,45.27
2014-07-10,81.61,45.2
2014-07-11,81.16,45.26
2014-07-14,81.32,45.42
2014-07-15,81.26,45.02
2014-07-16,80.94,45.03
2014-07-17,80.4,44.75
2014-07-18,80.55,45.2
2014-07-21,80.28,44.99
2014-07-22,80.1,44.91
2014-07-23,79.99,44.85
2014-07-24,80.26,44.97
2014-07-25,79.56,44.79
2014-07-28,79.26,44.56
2014-07-29,78.65,44.36
2014-07-30,78.16,43.89
2014-07-31,77.32,43.1399
2014-08-01,79.65,43.47
2014-08-04,79.22,43.61
2014-08-05,79.41,43.42
2014-08-06,81.09,43.79
2014-08-07,80.14,43.43
2014-08-08,80.95,43.87
2014-08-11,81.48,44.18
2014-08-12,81.42,44.15
2014-08-13,81.48,44.28
2014-08-14,81.95,44.46
2014-08-15,81.78,44.52
2014-08-18,82.44,44.78
2014-08-19,82.69,44.9
2014-08-20,82.81,44.87
2014-08-21,83.28,44.95
2014-08-22,83.39,44.84
2014-08-25,83.54,45.09
2014-08-26,83.38,45.06
2014-08-27,83.31,45.08
2014-08-28,83.03,45.1
2014-08-29,83.11,45.13
2014-09-02,82.98,45.15
2014-09-03,82.9,45.18
2014-09-04,83.7,45.32
2014-09-05,83.77,45.58
2014-09-08,83.32,45.24
2014-09-09,82.99,45.13
2014-09-10,83.64,45.35
2014-09-11,83.49,45.37
2014-09-12,83.26,45.05
2014-09-15,83.87,45.27
2014-09-16,84.08,45.61
2014-09-17,84.16,45.51
2014-09-18,84.19,45.6
2014-09-19,84.47,45.43
2014-09-22,84.81,45.35
2014-09-23,84.44,44.95
2014-09-24,85.24,45.53
2014-09-25,84.33,44.93
2014-09-26,84.58,45.1
2014-09-29,84.44,45.09
2014-09-30,83.74,45.11
2014-10-01,83.14,44.825
2014-10-02,83.05,44.91
2014-10-03,83.79,45.44
2014-10-06,83.57,45.46
2014-10-07,83.16,45.19
2014-10-08,84.18,45.85
2014-10-09,83.66,45.39
2014-10-10,84.69,45.61
2014-10-13,83.37,44.98
2014-10-14,83.55,44.96
2014-10-15,82.95,44.42
2014-10-16,82.24,44.09
2014-10-17,83.27,44.63
2014-10-20,84.18,45.27
2014-10-21,84.61,45.46
2014-10-22,84.23,45.56
2014-10-23,83.23,45.53
2014-10-24,85.16,45.91
2014-10-27,85.95,46.02
2014-10-28,86.47,46.2
2014-10-29,86.54,46.12
2014-10-30,86.94,46.41
2014-10-31,87.27,46.71
2014-11-03,87.38,46.89
2014-11-04,88.64,47.14
2014-11-05,89.0,47.47
2014-11-06,88.9,47.57
2014-11-07,89.13,47.74
2014-11-10,89.45,47.95
2014-11-11,89.67,47.86
2014-11-12,89.48,47.86
2014-11-13,88.6,48.03
2014-11-14,88.11,47.76
2014-11-17,87.84,48.08
2014-11-18,87.95,48.26
2014-11-19,88.73,48.46
2014-11-20,88.47,48.25
2014-11-21,88.6,48.45
2014-11-24,88.11,48.42
2014-11-25,88.8,48.46
2014-11-26,88.88,48.68
2014-11-28,90.43,49.3
2014-12-01,90.08,48.975
2014-12-02,91.07,49.15
2014-12-03,90.0,48.8
2014-12-04,90.58,48.76
2014-12-05,90.38,48.85
2014-12-08,90.76,48.75
2014-12-09,90.71,48.59
2014-12-10,90.0,48.13
2014-12-11,90.41,48.53
2014-12-12,89.55,47.91
2014-12-15,89.2,47.59
2014-12-16,89.36,47.41
2014-12-17,90.7,48.1
2014-12-18,92.0,49.02
2014-12-19,92.05,48.62
2014-12-22,92.6,49.09
2014-12-23,93.29,49.43
2014-12-24,93.14,49.38
2014-12-26,93.46,49.46
2014-12-29,92.64,49.31
2014-12-30,92.4,49.09
2014-12-31,91.09,48.49
2015-01-02,90.44,48.35
2015-01-05,90.01,48.01
2015-01-06,89.6,47.95
2015-01-07,90.07,48.77
2015-01-08,91.1,49.51
2015-01-09,90.25,49.11
2015-01-12,89.92,48.96
2015-01-13,90.3,48.95
2015-01-14,89.99,48.8
2015-01-15,89.86,48.88
2015-01-16,91.25,49.27
2015-01-20,91.19,49.47
2015-01-21,90.73,49.71
2015-01-22,91.62,50.21
2015-01-23,90.08,49.65
2015-01-26,89.58,49.65
2015-01-27,86.49,49.08
2015-01-28,85.15,48.51
2015-01-29,85.67,48.9
2015-01-30,84.29,48.02
2015-02-02,85.12,48.59
2015-02-03,85.95,49.02
2015-02-04,85.79,49.04
2015-02-05,86.7,49.29
2015-02-06,85.61,49.07
2015-02-09,85.05,48.7
2015-02-10,85.39,49.27
2015-02-11,85.64,49.5
2015-02-12,86.03,49.73
2015-02-13,85.9,49.5
2015-02-17,85.49,49.51
2015-02-18,86.26,49.78
2015-02-19,85.21,49.46
2015-02-20,84.87,49.6
2015-02-23,85.39,49.74
2015-02-24,85.5,49.91
2015-02-25,85.46,49.74
2015-02-26,85.17,49.81
2015-02-27,85.13,50.01
2015-03-02,85.41,50.1
2015-03-03,85.16,49.91
2015-03-04,84.35,49.56
2015-03-05,84.63,49.73
2015-03-06,82.66,48.76
2015-03-09,83.09,49.03
2015-03-10,81.54,48.33
2015-03-11,81.39,47.96
2015-03-12,82.09,48.66
2015-03-13,81.83,48.28
2015-03-16,83.56,48.87
2015-03-17,82.85,48.52
2015-03-18,83.75,48.85
2015-03-19,83.38,48.63
2015-03-20,84.74,48.94
2015-03-23,84.86,49.02
2015-03-24,83.92,48.74
2015-03-25,83.01,48.62
2015-03-26,82.15,48.41
2015-03-27,82.31,48.71
2015-03-30,82.72,49.2
2015-03-31,81.94,48.74
2015-04-01,82.32,48.8
2015-04-02,82.43,49.13
2015-04-06,83.04,49.52
2015-04-07,82.39,49.29
2015-04-08,82.77,49.37
2015-04-09,82.89,49.51
2015-04-10,83.35,49.6
2015-04-13,83.43,49.37
2015-04-14,83.6,49.48
2015-04-15,83.51,49.34
2015-04-16,83.5,49.52
2015-04-17,82.53,49.06
2015-04-20,82.87,49.23
2015-04-21,83.08,49.32
2015-04-22,83.09,49.35
2015-04-23,80.95,49.18
2015-04-24,81.0,49.19
2015-04-27,80.6,48.92
2015-04-28,80.42,48.97
2015-04-29,79.85,48.53
2015-04-30,79.51,48.37
2015-05-01,80.29,48.81
2015-05-04,80.35,48.88
2015-05-05,80.07,48.49
2015-05-06,80.4,48.64
2015-05-07,80.2,48.76
2015-05-08,80.96,49.17
2015-05-11,80.27,48.97
2015-05-12,79.95,48.86
2015-05-13,79.7,48.84
2015-05-14,80.57,49.59
2015-05-15,81.05,49.75
2015-05-18,80.74,49.59
2015-05-19,80.83,49.46
2015-05-20,80.48,49.35
2015-05-21,80.41,49.46
2015-05-22,79.95,49.25
2015-05-26,79.14,48.86
2015-05-27,79.39,49.17
2015-05-28,79.33,49.1
2015-05-29,78.39,48.79
2015-06-01,78.85,48.79
2015-06-02,78.54,48.66
2015-06-03,78.56,48.63
2015-06-04,78.15,48.28
2015-06-05,77.43,47.59
2015-06-08,77.71,47.57
2015-06-09,78.9,47.8
2015-06-10,79.54,48.27
2015-06-11,79.41,48.25
2015-06-12,78.87,48.06
2015-06-15,78.12,47.71
2015-06-16,79.1,48.23
2015-06-17,80.08,48.49
2015-06-18,80.82,49.03
2015-06-19,80.54,48.66
2015-06-22,80.45,48.85
2015-06-23,79.79,48.64
2015-06-24,79.51,48.42
2015-06-25,79.39,48.33
2015-06-26,79.34,48.43
2015-06-29,78.32,47.68
2015-06-30,78.24,47.6
2015-07-01,79.72,48.21
2015-07-02,79.93,48.17
2015-07-06,80.05,48.13
2015-07-07,81.72,49.12
2015-07-08,80.99,48.57
2015-07-09,80.66,48.61
2015-07-10,80.95,49.18
2015-07-13,81.91,49.64
2015-07-14,82.04,49.72
2015-07-15,82.15,49.59
2015-07-16,82.3,50.1
2015-07-17,82.24,50.07
2015-07-20,82.19,50.16
2015-07-21,81.63,50.04
2015-07-22,80.83,50.15
2015-07-23,80.7,49.96
2015-07-24,80.29,49.68
2015-07-27,79.97,49.65
2015-07-28,80.23,50.21
2015-07-29,80.62,50.38
2015-07-30,77.39,50.21
2015-07-31,76.7,50.31
2015-08-03,76.4,50.38
2015-08-04,75.91,50.38
2015-08-05,75.77,50.82
2015-08-06,75.74,50.44
2015-08-07,75.48,50.16
2015-08-10,76.38,50.35
2015-08-11,76.22,50.17
2015-08-12,76.39,50.2
2015-08-13,75.78,50.0
2015-08-14,75.62,50.16
2015-08-17,75.53,50.21
2015-08-18,75.13,49.96
2015-08-19,74.12,49.5
2015-08-20,73.91,49.05
2015-08-21,71.84,47.71
2015-08-24,69.14,46.05
2015-08-25,68.42,45.7
2015-08-26,70.9,47.05
2015-08-27,71.48,47.74
2015-08-28,71.21,47.64
2015-08-31,70.67,47.31
2015-09-01,68.9,46.34
2015-09-02,69.81,46.97
2015-09-03,69.93,47.29
2015-09-04,68.76,46.52
2015-09-08,69.98,47.49
2015-09-09,68.48,46.71
2015-09-10,68.32,46.79
2015-09-11,68.42,47.1
2015-09-14,68.06,46.95
2015-09-15,69.45,47.51
2015-09-16,70.1,48.05
2015-09-17,70.24,48.05
2015-09-18,69.94,47.19
2015-09-21,70.65,47.54
2015-09-22,70.19,47.02
2015-09-23,70.26,47.1
2015-09-24,71.36,47.18
2015-09-25,72.67,47.48
2015-09-28,71.77,46.78
2015-09-29,72.28,46.76
2015-09-30,71.94,47.19
2015-10-01,71.95,47.19
2015-10-02,72.42,47.84
2015-10-05,73.22,48.66
2015-10-06,73.4,48.33
2015-10-07,73.72,48.77
2015-10-08,74.4,49.35
2015-10-09,74.48,49.46
2015-10-12,74.33,49.59
2015-10-13,74.11,49.29
2015-10-14,74.21,48.72
2015-10-15,74.27,49.16
2015-10-16,74.9,49.63
2015-10-19,75.16,49.85
2015-10-20,74.43,49.82
2015-10-21,73.59,49.83
2015-10-22,74.85,50.82
2015-10-23,77.03,50.74
2015-10-26,77.49,50.64
2015-10-27,77.29,50.71
2015-10-28,76.51,50.42
2015-10-29,77.02,50.44
2015-10-30,76.38,49.88
2015-11-02,76.6,50.18
2015-11-03,77.05,49.94
2015-11-04,77.06,49.73
2015-11-05,76.39,49.72
2015-11-06,75.57,49.18
2015-11-09,75.4,48.85
2015-11-10,75.77,48.98
2015-11-11,75.96,48.91
2015-11-12,74.66,48.25
2015-11-13,73.96,47.83
2015-11-16,75.3,48.65
2015-11-17,75.07,48.63
2015-11-18,75.9,49.3
2015-11-19,76.22,49.429
2015-11-20,75.82,49.08
2015-11-23,75.97,49.51
2015-11-24,76.45,49.64
2015-11-25,75.9,49.77
2015-11-27,75.7,49.96
2015-11-30,74.84,49.42
2015-12-01,75.94,49.84
2015-12-02,75.79,49.59
2015-12-03,75.74,49.33
2015-12-04,77.83,50.44
2015-12-07,78.37,50.58
2015-12-08,77.75,50.45
2015-12-09,77.7,49.97
2015-12-10,77.79,50.03
2015-12-11,77.78,49.48
2015-12-14,78.29,49.97
2015-12-15,79.68,50.29
2015-12-16,80.99,51.26
2015-12-17,80.29,50.6
2015-12-18,78.13,49.34
2015-12-21,78.95,49.9
2015-12-22,79.6,50.55
2015-12-23,79.92,50.92
2015-12-24,79.79,50.87
2015-12-28,79.92,50.8
2015-12-29,80.36,51.24
2015-12-30,80.07,51.06
2015-12-31,79.41,50.49
2016-01-04,78.37,49.85
2016-01-05,78.62,50.17
2016-01-06,77.86,50.0
2016-01-07,77.18,49.4
2016-01-08,75.97,49.02
2016-01-11,76.67,49.48
2016-01-12,76.51,49.75
2016-01-13,75.85,48.84
2016-01-14,76.15,49.07
2016-01-15,74.98,48.3
2016-01-19,76.73,48.88
2016-01-20,75.83,48.27
2016-01-21,76.72,48.46
2016-01-22,77.36,49.29
2016-01-25,76.85,48.85
2016-01-26,78.81,49.29
2016-01-27,78.8,49.25
2016-01-28,79.82,49.75
2016-01-29,81.69,50.76
2016-02-01,81.12,50.93
2016-02-02,80.22,50.28
2016-02-03,81.1,50.17
2016-02-04,80.7,49.71
2016-02-05,81.2,49.63
2016-02-08,82.62,49.5
2016-02-09,82.64,49.83
2016-02-10,81.62,49.77
2016-02-11,79.9,49.37
2016-02-12,80.99,50.07
2016-02-16,81.47,50.47
2016-02-17,82.45,50.99
2016-02-18,81.98,50.76
2016-02-19,81.79,50.84
2016-02-22,82.13,51.09
2016-02-23,81.81,51.08
2016-02-24,81.56,51.24
2016-02-25,82.34,51.82
2016-02-26,81.1,51.09
2016-02-29,80.29,50.92
2016-03-01,81.23,51.41
2016-03-02,82.55,51.56
2016-03-03,82.84,51.82
2016-03-04,83.49,52.04
2016-03-07,83.1,51.72
2016-03-08,83.06,51.87
2016-03-09,82.96,52.26
2016-03-10,82.28,52.28
2016-03-11,81.75,52.45
2016-03-14,81.17,52.42
2016-03-15,81.31,52.55
2016-03-16,81.34,52.67
2016-03-17,82.75,52.99
2016-03-18,83.15,52.65
2016-03-21,83.32,52.68
2016-03-22,82.74,52.37
2016-03-23,82.82,52.38
2016-03-24,82.89,52.32
2016-03-28,82.62,52.6
2016-03-29,82.8,52.99
2016-03-30,82.68,53.34
2016-03-31,82.31,53.06
2016-04-01,83.53,53.62
2016-04-04,83.21,53.64
2016-04-05,83.16,53.28
2016-04-06,83.81,53.7
2016-04-07,83.24,53.12
2016-04-08,83.2,53.41
2016-04-11,82.73,53.03
2016-04-12,82.83,53.36
2016-04-13,82.46,52.95
2016-04-14,82.01,52.71
2016-04-15,82.3,53.035
2016-04-18,82.83,53.34
2016-04-19,83.28,53.31
2016-04-20,81.55,52.59
2016-04-21,80.8,51.77
2016-04-22,80.95,51.96
2016-04-25,81.41,52.32
2016-04-26,79.55,52.11
2016-04-27,79.89,52.36
2016-04-28,79.76,52.41
2016-04-29,80.12,52.3
2016-05-02,80.97,52.9
2016-05-03,81.1,52.8
2016-05-04,81.6,52.96
2016-05-05,81.3,52.97
2016-05-06,82.13,53.24
2016-05-09,82.12,53.53
2016-05-10,82.48,54.06
2016-05-11,82.15,53.63
2016-05-12,82.41,53.92
2016-05-13,81.23,53.24
2016-05-16,81.63,53.58
2016-05-17,80.62,52.53
2016-05-18,79.85,51.92
2016-05-19,80.19,52.43
2016-05-20,80.02,52.16
2016-05-23,80.2,52.21
2016-05-24,80.97,52.65
2016-05-25,81.48,52.73
2016-05-26,81.22,52.94
2016-05-27,81.43,53.0
2016-05-31,81.04,52.66
2016-06-01,81.79,53.2
2016-06-02,81.95,53.22
2016-06-03,82.47,53.56
2016-06-06,82.77,53.62
2016-06-07,82.32,53.56
2016-06-08,82.65,53.88
2016-06-09,83.17,54.09
2016-06-10,83.2,54.13
2016-06-13,82.57,53.68
2016-06-14,83.35,53.89
2016-06-15,82.95,53.73
2016-06-16,83.41,54.01
2016-06-17,83.13,53.47
2016-06-20,83.04,53.64
2016-06-21,83.41,53.78
2016-06-22,83.57,53.81
2016-06-23,84.21,54.14
2016-06-24,82.26,53.1
2016-06-27,81.23,52.985
2016-06-28,82.46,53.32
2016-06-29,83.91,53.94
2016-06-30,84.67,55.15
2016-07-01,84.78,54.89
2016-07-05,85.44,55.2
2016-07-06,85.03,55.25
2016-07-07,84.83,55.1408
2016-07-08,85.77,55.69
2016-07-11,85.75,55.7
2016-07-12,85.75,55.4
2016-07-13,85.89,55.71
2016-07-14,85.87,55.7
2016-07-15,86.01,55.7
2016-07-18,85.93,55.64
2016-07-19,86.17,55.6
2016-07-20,85.32,55.4
2016-07-21,85.26,55.24
2016-07-22,85.72,55.5
2016-07-25,85.8,55.44
2016-07-26,85.27,55.01
2016-07-27,84.46,54.19
2016-07-28,84.81,54.43
2016-07-29,85.59,54.7
2016-08-01,86.41,54.76
2016-08-02,86.76,54.68
2016-08-03,85.97,54.38
2016-08-04,86.05,54.5
2016-08-05,85.78,54.59
2016-08-08,85.76,54.53
2016-08-09,85.99,54.7
2016-08-10,86.31,54.9
2016-08-11,86.73,54.9
2016-08-12,87.04,55.09
2016-08-15,87.02,54.95
2016-08-16,86.58,54.71
2016-08-17,86.96,54.86
2016-08-18,87.44,55.05
2016-08-19,87.31,54.92
2016-08-22,86.85,55.0
2016-08-23,87.4,54.89
2016-08-24,87.31,54.8
2016-08-25,87.9,54.59
2016-08-26,87.58,54.31
2016-08-29,88.3,54.63
2016-08-30,87.54,54.31
2016-08-31,87.31,54.38
2016-09-01,88.31,54.4
2016-09-02,88.2,54.82
2016-09-06,88.64,54.9392
2016-09-07,87.95,54.46
2016-09-08,87.78,54.16
2016-09-09,86.24,52.69
2016-09-12,88.25,53.68
2016-09-13,87.05,53.02
2016-09-14,87.01,52.86
2016-09-15,88.06,53.29
2016-09-16,88.05,52.79
2016-09-19,88.37,52.68
2016-09-20,88.58,52.82
2016-09-21,87.8,53.11
2016-09-22,88.99,53.58
2016-09-23,87.76,53.34
2016-09-26,87.85,52.89
2016-09-27,88.36,53.11
2016-09-28,89.46,53.2
2016-09-29,88.23,52.68
2016-09-30,89.75,53.21
2016-10-03,88.66,52.87
2016-10-04,88.35,52.42
2016-10-05,88.85,52.37
2016-10-06,89.22,52.47
2016-10-07,90.0,52.33
2016-10-10,89.06,52.33
2016-10-11,88.54,52.06
2016-10-12,88.57,52.35
2016-10-13,88.24,52.36
2016-10-14,88.43,52.37
2016-10-17,87.83,52.12
2016-10-18,87.45,52.28
2016-10-19,85.54,51.98
2016-10-20,84.93,51.95
2016-10-21,84.33,52.23
2016-10-24,84.1,52.57
2016-10-25,86.97,52.76
2016-10-26,87.4,52.69
2016-10-27,86.58,52.45
2016-10-28,86.84,52.67
2016-10-31,86.8,52.8
2016-11-01,86.85,52.57
2016-11-02,86.74,52.44
2016-11-03,86.6,52.08
2016-11-04,85.08,51.61
2016-11-07,86.56,52.48
2016-11-08,87.46,52.7
2016-11-09,85.93,51.98
2016-11-10,82.96,50.59
2016-11-11,83.58,50.54
2016-11-14,83.0,50.45
2016-11-15,83.62,50.76
2016-11-16,83.19,50.77
2016-11-17,83.07,50.68
2016-11-18,82.0,50.5
2016-11-21,82.64,50.84
2016-11-22,82.76,51.1
2016-11-23,82.68,50.82
2016-11-25,83.46,51.22
2016-11-28,83.07,51.33
2016-11-29,82.89,51.4
2016-11-30,82.46,50.58
2016-12-01,81.86,50.25
2016-12-02,82.4,50.57
2016-12-05,82.99,50.63
2016-12-06,82.91,50.78
2016-12-07,84.18,51.51
2016-12-08,83.5,51.3
2016-12-09,84.37,52.04
2016-12-12,85.13,52.25
2016-12-13,85.18,52.49
2016-12-14,84.37,51.92
2016-12-15,84.68,52.14
2016-12-16,84.68,52.05
2016-12-19,84.71,52.15
2016-12-20,84.57,52.05
2016-12-21,84.28,52.04
2016-12-22,84.47,51.96
2016-12-23,84.96,52.06
2016-12-27,84.6,52.05
2016-12-28,84.07,51.73
2016-12-29,84.35,51.97
2016-12-30,84.08,51.71
2017-01-03,84.2,51.9
2017-01-04,84.5,51.9
2017-01-05,85.06,52.07
2017-01-06,85.03,52.12
2017-01-09,84.4,51.7
2017-01-10,83.49,51.44
2017-01-11,83.75,51.54
2017-01-12,83.84,51.49
2017-01-13,84.01,51.52
2017-01-17,85.21,52.25
2017-01-18,84.93,52.43
2017-01-19,84.7,52.24
2017-01-20,87.45,52.58
2017-01-23,86.96,52.56
2017-01-24,87.86,52.91
2017-01-25,87.16,52.9
2017-01-26,86.6,52.67
2017-01-27,86.72,52.38
2017-01-30,86.75,52.34
2017-01-31,87.6,52.59
2017-02-01,87.33,52.18
2017-02-02,87.76,52.66
2017-02-03,87.41,53.0
2017-02-06,87.4,52.71
2017-02-07,88.01,53.14
2017-02-08,88.33,53.36
2017-02-09,88.67,53.58
2017-02-10,87.97,53.62
2017-02-13,88.31,53.62
2017-02-14,87.86,53.63
2017-02-15,91.12,54.12
2017-02-16,90.79,54.19
2017-02-17,91.09,54.46
2017-02-21,91.67,54.95
2017-02-22,91.44,54.96
2017-02-23,91.13,55.09
2017-02-24,91.05,55.28
2017-02-27,90.89,55.03
2017-02-28,91.07,55.1
2017-03-01,91.66,55.36
2017-03-02,90.91,55.35
2017-03-03,90.5,55.14
2017-03-06,90.37,54.9
