date,F,XLY
2021-06-14,14.87,173.25999
2021-06-15,15.0,172.34
2021-06-16,15.02,172.42
2021-06-17,14.77,173.07001
2021-06-18,14.52,172.16
2021-06-21,14.78,173.23
2021-06-22,14.91,174.86
2021-06-23,15.42,176.21001
2021-06-24,15.26,176.81
2021-06-25,15.19,177.92999
2021-06-28,14.96,177.97
2021-06-29,15.01,178.41
2021-06-30,14.86,178.55
2021-07-01,14.91,179.56
2021-07-02,14.93,181.14
2021-07-06,14.5,181.35001
2021-07-07,14.23,181.25
2021-07-08,14.06,180.8
2021-07-09,14.48,182.49001
2021-07-12,14.61,183.74001
2021-07-13,14.42,181.53999
2021-07-14,14.25,181.21001
2021-07-15,14.01,180.23
2021-07-16,13.61,178.00999
2021-07-19,13.28,175.97
2021-07-20,13.91,179.22
2021-07-21,14.19,180.87
2021-07-22,13.91,181.64999
2021-07-23,13.82,183.27
2021-07-26,14.03,184.63
2021-07-27,13.79,182.75999
2021-07-28,13.86,182.17
2021-07-29,14.39,184.22
2021-07-30,13.95,180.42999
2021-08-02,13.91,180.95
2021-08-03,14.02,182.28999
2021-08-04,13.32,180.52
2021-08-05,13.71,182.25
2021-08-06,13.8,181.00999
2021-08-09,13.75,180.75999
2021-08-10,13.82,181.47
2021-08-11,13.93,182.0
2021-08-12,13.9,182.08
2021-08-13,13.59,181.56
2021-08-16,13.46,180.72
2021-08-17,12.99,176.42999
2021-08-18,13.0,177.06
2021-08-19,12.67,175.92999
2021-08-20,12.57,177.62
2021-08-23,12.73,179.91
2021-08-24,13.08,181.17999
2021-08-25,13.17,181.88
2021-08-26,12.9,180.2
2021-08-27,13.31,181.84
2021-08-30,13.05,183.21001
2021-08-31,13.03,183.64999
2021-09-01,13.11,183.64
2021-09-02,13.01,183.63
2021-09-03,12.89,183.52
2021-09-07,12.95,184.06
2021-09-08,13.03,184.27
2021-09-09,12.76,184.03
2021-09-10,12.68,182.89999
2021-09-13,12.99,183.35001
2021-09-14,12.86,182.74001
2021-09-15,13.22,183.92
2021-09-16,13.4,184.75999
2021-09-17,13.55,184.11
2021-09-20,12.82,179.64
2021-09-21,12.77,179.91
2021-09-22,13.23,182.36
2021-09-23,13.71,184.21001
2021-09-24,13.78,184.89999
2021-09-27,14.16,185.89
2021-09-28,14.31,182.31
2021-09-29,14.3,182.49001
2021-09-30,14.16,179.45
2021-10-01,14.16,180.8
2021-10-04,14.35,179.37
2021-10-05,14.29,180.09
2021-10-06,14.12,180.66
2021-10-07,14.89,183.47
2021-10-08,15.12,182.63
2021-10-11,15.09,181.89
2021-10-12,15.64,183.33
2021-10-13,15.51,184.23
2021-10-14,15.45,186.16
2021-10-15,15.7,189.00999
2021-10-18,15.56,191.32001
2021-10-19,15.42,190.78
2021-10-20,16.04,190.64
2021-10-21,16.55,193.44
2021-10-22,16.28,192.75
2021-10-25,16.0,197.53
2021-10-26,15.94,197.56
2021-10-27,15.51,198.0
2021-10-28,16.86,200.63
2021-10-29,17.08,201.14999
2021-11-01,17.95,204.84
2021-11-02,18.01,203.46001
2021-11-03,18.63,207.12
2021-11-04,19.42,209.91
2021-11-05,19.29,211.25999
2021-11-08,20.15,208.27
2021-11-09,20.12,204.42
2021-11-10,19.36,203.66
2021-11-11,19.55,203.11
2021-11-12,19.5,203.78999
2021-11-15,19.86,203.62
2021-11-16,19.79,206.83
2021-11-17,19.96,208.14999
2021-11-18,19.56,210.50999
2021-11-19,19.39,211.42
2021-11-22,20.48,210.89
2021-11-23,20.2,209.36
2021-11-24,20.25,209.78999
2021-11-26,19.75,204.07001
2021-11-29,19.67,207.24001
2021-11-30,19.19,204.44
2021-12-01,19.58,200.75
2021-12-02,19.87,203.61
2021-12-03,19.14,199.64999
2021-12-06,19.22,201.92999
2021-12-07,19.96,206.64
2021-12-08,19.81,207.16
2021-12-09,19.57,203.57001
2021-12-10,21.45,204.99001
2021-12-13,20.43,199.71001
2021-12-14,20.05,198.55
2021-12-15,20.19,201.07001
2021-12-16,20.35,196.63
2021-12-17,19.77,195.28999
2021-12-20,19.42,191.85001
2021-12-21,19.61,196.82001
2021-12-22,20.14,200.41
2021-12-23,20.25,203.19
2021-12-27,20.8,205.17
2021-12-28,20.76,205.25999
2021-12-29,20.56,205.67
2021-12-30,20.47,204.92999
2021-12-31,20.77,204.44
2022-01-03,21.77,210.31
2022-01-04,24.31,209.03
2022-01-05,23.66,203.39
2022-01-06,24.46,202.86
2022-01-07,24.44,199.48
2022-01-10,23.85,198.25999
2022-01-11,24.35,200.17
2022-01-12,24.47,201.49001
2022-01-13,25.02,197.44
2022-01-14,25.19,196.52
2022-01-18,24.38,192.8
2022-01-19,22.45,189.32001
2022-01-20,21.65,185.87
2022-01-21,20.65,180.42
2022-01-24,20.39,182.59
2022-01-25,19.98,179.5
2022-01-26,19.91,178.63
2022-01-27,19.55,174.3
2022-01-28,19.54,178.10001
2022-01-31,20.3,184.95
2022-02-01,20.66,186.07001
2022-02-02,20.63,184.96001
2022-02-03,19.89,179.3
2022-02-04,17.96,184.39999
2022-02-07,17.89,184.02
2022-02-08,17.72,186.61
2022-02-09,18.35,189.08
2022-02-10,18.08,185.82001
2022-02-11,17.55,180.48
2022-02-14,17.46,181.50999
2022-02-15,18.08,185.57001
2022-02-16,18.01,186.10001
2022-02-17,17.54,181.12
2022-02-18,18.04,180.0
2022-02-22,17.29,174.75
2022-02-23,16.95,168.91
2022-02-24,17.15,172.77
2022-02-25,17.83,176.19
2022-02-28,17.56,177.42999
2022-03-01,16.7,174.74001
2022-03-02,18.1,178.41
2022-03-03,17.6,174.37
2022-03-04,16.85,171.60001
2022-03-07,15.97,163.19
2022-03-08,16.03,163.53
2022-03-09,16.37,168.78999
2022-03-10,16.33,169.99001
2022-03-11,16.04,166.72
2022-03-14,15.74,163.94
2022-03-15,16.06,169.42999
2022-03-16,16.58,175.21001
2022-03-17,16.58,178.13
2022-03-18,16.86,181.88
2022-03-21,16.48,180.08
2022-03-22,17.09,184.55
2022-03-23,16.68,182.25999
2022-03-24,16.83,183.67999
2022-03-25,16.47,183.36
2022-03-28,16.67,188.25
2022-03-29,17.75,191.53
2022-03-30,17.27,188.62
2022-03-31,16.91,185.0
2022-04-01,16.65,185.23
2022-04-04,16.66,189.39
2022-04-05,15.82,184.95
2022-04-06,15.39,180.23
2022-04-07,14.96,181.14999
2022-04-08,15.05,179.48
2022-04-11,15.28,176.14999
2022-04-12,15.36,176.53999
2022-04-13,15.51,180.92999
2022-04-14,15.48,178.39999
2022-04-18,15.67,178.94
2022-04-19,16.15,184.13
2022-04-20,16.05,181.75999
2022-04-21,15.7,180.0
2022-04-22,15.13,175.82001
2022-04-25,15.19,177.09
2022-04-26,14.71,168.13
2022-04-27,14.85,168.14999
2022-04-28,14.62,171.60001
2022-04-29,14.16,162.88
2022-05-02,14.27,165.25999
2022-05-03,14.56,164.85001
2022-05-04,14.98,169.69
2022-05-05,14.53,160.17999
2022-05-06,14.21,158.14999
2022-05-09,13.37,151.41
2022-05-10,13.35,150.96001
2022-05-11,12.83,145.55
2022-05-12,12.44,146.55
2022-05-13,13.5,152.32001
2022-05-16,13.05,149.03
2022-05-17,13.53,152.78999
2022-05-18,12.78,142.8
2022-05-19,12.85,142.89999
2022-05-20,12.5,140.41
2022-05-23,12.83,141.46001
2022-05-24,12.42,137.82001
2022-05-25,12.71,141.71001
2022-05-26,13.12,148.66
2022-05-27,13.63,153.75999
2022-05-31,13.68,154.53999
2022-06-01,13.55,152.92999
2022-06-02,13.89,157.61
2022-06-03,13.5,153.0
2022-06-06,13.46,154.53
2022-06-07,13.74,154.14999
2022-06-08,13.53,153.24001
2022-06-09,13.28,150.47
2022-06-10,12.75,144.47
2022-06-13,11.81,137.8
2022-06-14,12.2,137.69
2022-06-15,12.27,141.56
2022-06-16,11.25,134.63
2022-06-17,11.23,136.10001
2022-06-21,11.46,139.67
2022-06-22,11.48,139.39999
2022-06-23,11.56,141.59
2022-06-24,12.01,146.99001
2022-06-27,12.04,145.45
2022-06-28,11.81,139.64
2022-06-29,11.52,139.53
2022-06-30,11.13,137.48
2022-07-01,11.32,140.00999
2022-07-05,11.2,143.14
2022-07-06,11.06,142.67
2022-07-07,11.65,146.35001
2022-07-08,11.62,146.37
2022-07-11,11.29,142.36
2022-07-12,11.56,141.5
2022-07-13,11.51,142.66
2022-07-14,11.39,142.53999
2022-07-15,11.88,144.84
2022-07-18,11.96,145.25999
2022-07-19,12.59,149.71001
2022-07-20,12.73,152.17
2022-07-21,13.0,155.64999
2022-07-22,12.82,154.75
2022-07-25,12.84,153.42
2022-07-26,12.54,148.48
2022-07-27,13.19,154.10001
2022-07-28,14.0,156.75
2022-07-29,14.69,162.83
2022-08-01,15.34,163.64
2022-08-02,15.16,162.52
2022-08-03,15.69,166.48
2022-08-04,15.37,167.16
2022-08-05,15.3,164.31
2022-08-08,15.78,165.05
2022-08-09,15.19,162.42
2022-08-10,15.5,167.0
2022-08-11,15.83,166.14999
2022-08-12,16.18,169.91
2022-08-15,16.32,171.08
2022-08-16,16.43,172.97
2022-08-17,16.03,171.11
2022-08-18,16.15,171.06
2022-08-19,15.88,167.53
2022-08-22,15.08,162.88
2022-08-23,15.32,163.34
2022-08-24,15.52,164.03999
2022-08-25,15.93,166.0
2022-08-26,15.41,159.67999
2022-08-29,15.57,158.83
2022-08-30,15.45,157.06
2022-08-31,15.24,155.50999
2022-09-01,15.19,156.92999
2022-09-02,15.16,155.49001
2022-09-06,15.03,155.17
2022-09-07,15.43,159.92999
2022-09-08,15.47,161.42
2022-09-09,15.42,164.48
2022-09-12,15.54,166.60001
2022-09-13,14.74,158.00999
2022-09-14,14.66,160.03999
2022-09-15,14.89,159.22
2022-09-16,14.72,157.94
2022-09-19,14.93,159.84
2022-09-20,13.09,157.13
2022-09-21,13.05,153.41
2022-09-22,12.77,149.87
2022-09-23,12.31,146.42
2022-09-26,11.99,146.09
2022-09-27,11.91,146.55
2022-09-28,12.18,150.50999
2022-09-29,11.47,145.31
2022-09-30,11.2,142.45
2022-10-03,11.47,142.59
2022-10-04,12.36,147.57001
2022-10-05,12.51,146.7
2022-10-06,12.36,145.66
2022-10-07,12.2,140.64999
2022-10-10,11.36,139.78
2022-10-11,11.56,138.64
2022-10-12,11.54,139.0
2022-10-13,11.77,140.52
2022-10-14,11.67,135.27
2022-10-17,11.83,140.75999
2022-10-18,12.03,142.7
2022-10-19,12.13,141.10001
2022-10-20,11.77,138.37
2022-10-21,12.19,142.39999
2022-10-24,12.48,142.99001
2022-10-25,12.83,146.57001
2022-10-26,12.82,145.39
2022-10-27,13.0,144.83
2022-10-28,13.26,144.96001
2022-10-31,13.37,144.03
2022-11-01,13.4,142.57001
2022-11-02,13.06,137.17999
2022-11-03,13.26,136.36
2022-11-04,13.51,137.5
2022-11-07,13.7,136.53999
2022-11-08,13.72,136.2
2022-11-09,13.31,132.03999
2022-11-10,14.18,141.69
2022-11-11,14.5,145.09
2022-11-14,14.06,142.78999
2022-11-15,14.3,144.74001
2022-11-16,13.9,142.53
2022-11-17,13.91,140.8
2022-11-18,13.99,140.99001
2022-11-21,13.95,138.95
2022-11-22,14.07,140.52
2022-11-23,14.03,142.55
2022-11-25,14.08,142.63
2022-11-28,13.73,141.75
2022-11-29,13.75,141.3
2022-11-30,13.9,146.17
2022-12-01,14.08,146.14999
2022-12-02,13.86,145.96001
2022-12-05,13.38,141.75
2022-12-06,13.28,139.53999
2022-12-07,13.1,138.7
2022-12-08,13.12,140.03999
2022-12-09,13.18,139.42999
2022-12-12,13.46,139.78
2022-12-13,13.57,139.78
2022-12-14,13.48,138.74001
2022-12-15,13.03,136.46001
2022-12-16,12.12,133.91
2022-12-19,11.69,131.39999
2022-12-20,11.47,129.87
2022-12-21,11.78,131.94
2022-12-22,11.31,128.55
2022-12-23,11.36,129.42999
2022-12-27,11.2,127.33
2022-12-28,10.95,126.26
2022-12-29,11.54,129.50999
2022-12-30,11.63,129.16
2023-01-03,11.68,128.39
2023-01-04,12.01,130.25
2023-01-05,12.25,129.03999
2023-01-06,12.58,132.07001
2023-01-09,12.69,132.87
2023-01-10,12.84,134.53999
2023-01-11,13.22,138.17
2023-01-12,13.43,138.39999
2023-01-13,12.72,139.7
2023-01-17,12.67,139.8
2023-01-18,12.41,137.98
2023-01-19,12.18,135.69
2023-01-20,12.4,138.98
2023-01-23,12.8,141.14999
2023-01-24,12.74,140.99001
2023-01-25,12.79,141.71001
2023-01-26,12.92,144.61
2023-01-27,13.27,147.89
2023-01-30,12.89,145.37
2023-01-31,13.51,148.7
2023-02-01,13.79,151.52
2023-02-02,14.32,156.16
2023-02-03,13.23,151.35001
2023-02-06,13.14,151.13
2023-02-07,13.45,151.48
2023-02-08,13.42,150.19
2023-02-09,13.49,149.91
2023-02-10,12.73,148.14999
2023-02-13,13.09,150.32001
2023-02-14,12.97,152.12
2023-02-15,12.93,153.89999
2023-02-16,12.91,150.53999
2023-02-17,12.89,150.57001
2023-02-21,12.2,145.53999
2023-02-22,12.21,146.28
2023-02-23,12.07,146.16
2023-02-24,11.88,143.86
2023-02-27,12.06,145.64
2023-02-28,12.07,145.53999
2023-03-01,12.32,143.71001
2023-03-02,12.55,143.23
2023-03-03,13.08,146.31
2023-03-06,12.98,145.24001
2023-03-07,12.83,143.25999
2023-03-08,12.98,143.0
2023-03-09,12.45,139.59
2023-03-10,12.1,138.2
2023-03-13,12.03,138.49001
2023-03-14,11.93,140.84
2023-03-15,11.71,140.63
2023-03-16,11.82,143.17
2023-03-17,11.3,141.34
2023-03-20,11.18,141.52
2023-03-21,11.72,145.42999
2023-03-22,11.48,142.19
2023-03-23,11.42,142.03999
2023-03-24,11.51,141.58
2023-03-27,11.52,141.87
2023-03-28,11.6,141.7
2023-03-29,12.05,144.39
2023-03-30,12.29,145.64999
2023-03-31,12.6,149.53999
2023-04-03,12.68,148.17
2023-04-04,12.72,147.92999
2023-04-05,12.43,144.89999
2023-04-06,12.33,144.92999
2023-04-10,12.72,145.57001
2023-04-11,12.87,145.8
2023-04-12,12.67,143.53999
2023-04-13,12.46,146.71001
2023-04-14,12.52,146.89999
2023-04-17,12.68,147.94
2023-04-18,12.73,148.17999
2023-04-19,12.22,148.03999
2023-04-20,11.87,145.75999
2023-04-21,11.81,147.37
2023-04-24,12.16,147.35001
2023-04-25,11.77,144.42999
2023-04-26,11.54,143.69
2023-04-27,11.61,147.48
2023-04-28,11.88,147.86
2023-05-01,12.06,146.39999
2023-05-02,11.8,146.55
2023-05-03,11.79,145.39
2023-05-04,11.56,144.27
2023-05-05,11.99,147.19
2023-05-08,12.02,147.69
2023-05-09,11.86,147.64999
2023-05-10,11.89,148.39999
2023-05-11,11.87,149.09
2023-05-12,11.67,147.83
2023-05-15,11.64,148.02
2023-05-16,11.25,147.42
2023-05-17,11.5,150.49001
2023-05-18,11.64,152.83
2023-05-19,11.65,151.55
2023-05-22,11.63,151.08
2023-05-23,11.73,149.7
2023-05-24,11.33,149.14999
2023-05-25,11.38,148.48
2023-05-26,12.09,151.97
2023-05-30,12.59,152.99001
2023-05-31,12.0,151.61
2023-06-01,12.11,153.39999
2023-06-02,12.39,157.0
2023-06-05,12.59,157.47
2023-06-06,12.93,159.11
2023-06-07,13.59,158.03
2023-06-08,13.58,160.37
2023-06-09,13.74,161.2
2023-06-12,13.78,163.97
2023-06-13,14.13,165.67
2023-06-14,14.2,165.55
2023-06-15,14.45,166.63
2023-06-16,14.42,166.38
2023-06-20,14.22,167.28999
2023-06-21,14.02,165.28
2023-06-22,14.19,167.39
2023-06-23,14.02,165.45
2023-06-26,14.11,163.33
2023-06-27,14.41,166.84
2023-06-28,14.79,167.5
2023-06-29,14.95,167.67999
2023-06-30,15.13,169.81
2023-07-03,15.24,171.86
2023-07-05,15.35,171.92999
2023-07-06,14.98,169.16
2023-07-07,14.98,169.37
2023-07-10,15.07,169.89
2023-07-11,15.23,171.31
2023-07-12,15.22,172.85001
2023-07-13,15.19,174.47
2023-07-14,14.98,174.92
2023-07-17,14.09,175.63
2023-07-18,14.17,176.35001
2023-07-19,14.1,176.97
2023-07-20,14.03,170.94
2023-07-21,13.93,170.98
2023-07-24,13.96,172.10001
2023-07-25,13.58,171.7
2023-07-26,13.67,171.66
2023-07-27,13.73,169.88
2023-07-28,13.26,172.75999
2023-07-31,13.21,173.74001
2023-08-01,13.42,171.77
2023-08-02,13.04,168.69
2023-08-03,13.1,169.09
2023-08-04,12.89,171.55
2023-08-07,12.94,173.31
2023-08-08,12.88,171.92999
2023-08-09,12.73,169.89
2023-08-10,12.16,170.3
2023-08-11,12.14,169.72
2023-08-14,12.2,170.24001
2023-08-15,11.98,167.92
2023-08-16,11.81,165.84
2023-08-17,11.83,163.03
2023-08-18,11.96,162.66
2023-08-21,11.97,164.53
2023-08-22,11.87,164.77
2023-08-23,11.96,166.09
2023-08-24,11.75,162.84
2023-08-25,11.91,164.66
2023-08-28,11.9,165.32001
2023-08-29,12.05,169.45
2023-08-30,12.03,170.17999
2023-08-31,12.13,170.71001
2023-09-01,12.14,169.67
2023-09-05,12.09,169.78999
2023-09-06,12.07,168.28
2023-09-07,11.96,168.75
2023-09-08,12.3,168.75
2023-09-11,12.22,173.28999
2023-09-12,12.45,171.72
2023-09-13,12.64,173.08
2023-09-14,12.62,174.78
2023-09-15,12.61,171.78999
2023-09-18,12.34,169.62
2023-09-19,12.56,168.77
2023-09-20,12.36,167.09
2023-09-21,12.2,162.53
2023-09-22,12.43,160.92999
2023-09-25,12.58,161.92
2023-09-26,12.43,158.97
2023-09-27,12.39,158.36
2023-09-28,12.56,160.13
2023-09-29,12.42,160.98
2023-10-02,12.31,161.11
2023-10-03,12.07,157.19
2023-10-04,11.99,160.28999
2023-10-05,11.9,159.49001
2023-10-06,12.0,160.61
2023-10-09,12.07,160.78
2023-10-10,12.2,162.53999
2023-10-11,12.25,163.12
2023-10-12,12.0,161.34
2023-10-13,11.81,158.97
2023-10-16,11.93,161.53999
2023-10-17,12.04,161.92
2023-10-18,11.75,158.12
2023-10-19,11.53,154.08
2023-10-20,11.64,151.69
2023-10-23,11.48,151.87
2023-10-24,11.39,153.49001
2023-10-25,11.54,150.39
2023-10-26,11.35,148.03999
2023-10-27,9.96,149.59
2023-10-30,9.77,150.96001
2023-10-31,9.75,152.10001
2023-11-01,9.91,153.98
2023-11-02,10.14,158.0
2023-11-03,10.56,160.22
2023-11-06,10.31,160.42
2023-11-07,10.17,162.21001
2023-11-08,10.05,161.78
2023-11-09,9.7,158.75999
2023-11-10,9.86,161.39999
2023-11-13,9.82,162.09
2023-11-14,10.4,167.55
2023-11-15,10.47,167.75
2023-11-16,10.16,166.03
2023-11-17,10.27,167.14
2023-11-20,10.34,168.0
2023-11-21,10.19,167.57001
2023-11-22,10.26,168.08
2023-11-24,10.4,168.24001
2023-11-27,10.34,168.50999
2023-11-28,10.37,169.48
2023-11-29,10.59,169.02
2023-11-30,10.26,168.78
2023-12-01,10.58,171.09
2023-12-04,10.7,170.44
2023-12-05,10.6,170.74001
2023-12-06,10.69,170.99001
2023-12-07,10.82,172.39999
2023-12-08,11.01,173.19
2023-12-11,11.07,173.64999
2023-12-12,11.16,174.19
2023-12-13,11.24,176.47
2023-12-14,12.08,178.84
2023-12-15,12.02,179.21001
2023-12-18,11.93,180.0
2023-12-19,12.02,181.41
2023-12-20,11.8,178.10001
2023-12-21,12.34,180.81
2023-12-22,12.35,179.48
2023-12-26,12.45,180.24001
2023-12-27,12.39,180.86
2023-12-28,12.34,179.92
2023-12-29,12.19,178.81
