date,LAZ,KCE
2022-04-22,34.41,83.39
2022-04-25,34.85,84.2
2022-04-26,33.47,81.25
2022-04-27,33.49,81.22
2022-04-28,34.15,82.28
2022-04-29,32.77,78.92
2022-05-02,33.79,80.146
2022-05-03,34.0,80.93
2022-05-04,34.6,82.9
2022-05-05,34.04,79.59
2022-05-06,32.8,78.2503
2022-05-09,32.87,75.79
2022-05-10,33.05,75.62
2022-05-11,32.01,74.0
2022-05-12,31.92,74.68
2022-05-13,32.18,77.03
2022-05-16,32.33,76.38
2022-05-17,33.99,78.87
2022-05-18,32.91,76.03
2022-05-19,33.07,76.36
2022-05-20,33.74,77.285
2022-05-23,33.71,78.1804
2022-05-24,33.57,77.4388
2022-05-25,34.47,78.67
2022-05-26,34.65,80.7605
2022-05-27,35.57,82.68
2022-05-31,35.26,82.02
2022-06-01,35.02,80.56
2022-06-02,36.12,82.6634
2022-06-03,35.19,81.31
2022-06-06,36.01,81.86
2022-06-07,36.47,82.2414
2022-06-08,35.62,80.6383
2022-06-09,35.03,78.9734
2022-06-10,33.14,76.05
2022-06-13,31.74,72.79
2022-06-14,31.9,72.7481
2022-06-15,32.59,73.88
2022-06-16,31.26,71.31
2022-06-17,31.06,71.76
2022-06-21,31.58,72.92
2022-06-22,31.34,72.9158
2022-06-23,32.15,73.93
2022-06-24,34.0,76.6289
2022-06-27,33.23,76.15
2022-06-28,33.4,75.2321
2022-06-29,33.01,73.95
2022-06-30,32.41,72.93
2022-07-01,32.44,73.75
2022-07-05,33.33,75.1541
2022-07-06,33.27,74.2016
2022-07-07,34.64,75.53
2022-07-08,34.66,75.152
2022-07-11,33.27,73.7648
2022-07-12,33.59,73.6546
2022-07-13,32.67,72.86
2022-07-14,32.11,72.1971
2022-07-15,33.52,74.43
2022-07-18,32.91,73.9574
2022-07-19,34.48,76.5878
2022-07-20,35.15,77.8194
2022-07-21,35.23,78.6696
2022-07-22,35.11,78.29
2022-07-25,34.59,78.1232
2022-07-26,34.03,76.8841
2022-07-27,34.61,78.4834
2022-07-28,36.59,80.54
2022-07-29,37.67,81.6226
2022-08-01,37.83,81.4349
2022-08-02,37.83,81.05
2022-08-03,38.66,82.9734
2022-08-04,38.21,83.6863
2022-08-05,37.27,83.6876
2022-08-08,37.59,84.24
2022-08-09,37.27,83.3209
2022-08-10,38.85,85.6896
2022-08-11,39.1,85.9042
2022-08-12,39.66,87.69
2022-08-15,39.08,87.86
2022-08-16,39.26,87.94
2022-08-17,38.94,87.2799
2022-08-18,38.98,87.3964
2022-08-19,38.06,84.89
2022-08-22,37.16,83.1036
2022-08-23,37.52,82.96
2022-08-24,37.58,83.335
2022-08-25,38.68,84.48
2022-08-26,36.85,81.6977
2022-08-29,36.39,80.7795
2022-08-30,36.26,80.2334
2022-08-31,36.35,80.0624
2022-09-01,36.19,79.9
2022-09-02,35.76,78.9496
2022-09-06,35.89,79.23
2022-09-07,36.79,80.6617
2022-09-08,37.35,81.965
2022-09-09,38.1,83.62
2022-09-12,38.49,84.19
2022-09-13,36.51,80.7005
2022-09-14,36.77,80.49
2022-09-15,37.22,80.2471
2022-09-16,36.05,79.2511
2022-09-19,37.08,79.65
2022-09-20,36.09,78.2113
2022-09-21,35.69,77.2321
2022-09-22,35.29,75.6
2022-09-23,33.47,73.71
2022-09-26,32.95,72.8942
2022-09-27,31.96,72.23
2022-09-28,32.68,73.64
2022-09-29,31.85,72.0786
2022-09-30,31.83,71.57
2022-10-03,32.41,73.49
2022-10-04,34.45,76.9129
2022-10-05,33.99,76.5244
2022-10-06,33.02,75.89
2022-10-07,32.41,73.5462
2022-10-10,32.18,73.2901
2022-10-11,31.84,72.224
2022-10-12,31.28,72.1101
2022-10-13,32.75,74.07
2022-10-14,31.94,71.56
2022-10-17,32.94,73.52
2022-10-18,33.55,74.4323
2022-10-19,33.0,73.3
2022-10-20,32.74,72.39
2022-10-21,34.25,74.52
2022-10-24,34.5,75.2
2022-10-25,34.5,76.9323
2022-10-26,36.2,77.5102
2022-10-27,37.17,78.1664
2022-10-28,38.55,80.1225
2022-10-31,37.71,79.5015
2022-11-01,37.51,80.04
2022-11-02,36.87,78.9587
2022-11-03,35.24,77.7952
2022-11-04,34.97,79.4491
2022-11-07,35.63,80.39
2022-11-08,35.52,80.88
2022-11-09,34.86,79.1713
2022-11-10,38.1,84.9
2022-11-11,38.84,86.26
2022-11-14,38.81,84.27
2022-11-15,38.72,85.31
2022-11-16,37.71,83.9393
2022-11-17,36.84,82.8335
2022-11-18,36.59,83.0504
2022-11-21,36.54,83.2154
2022-11-22,36.74,84.22
2022-11-23,36.94,84.4974
2022-11-25,36.75,84.7092
2022-11-28,36.21,83.0105
2022-11-29,36.47,83.2251
2022-11-30,36.61,85.2
2022-12-01,36.91,85.6126
2022-12-02,36.75,85.64
2022-12-05,34.64,83.6858
2022-12-06,34.05,82.74
2022-12-07,35.62,82.3758
2022-12-08,35.91,82.5299
2022-12-09,35.88,82.1361
2022-12-12,37.75,82.9969
2022-12-13,38.6,83.89
2022-12-14,38.8,82.55
2022-12-15,36.33,80.3062
2022-12-16,35.97,79.56
2022-12-19,35.46,78.15
2022-12-20,35.78,78.35
2022-12-21,36.82,79.86
2022-12-22,35.4,78.49
2022-12-23,35.62,78.83
2022-12-27,35.25,78.42
2022-12-28,34.7,77.6081
2022-12-29,35.23,79.5134
2022-12-30,34.67,78.85
2023-01-03,35.01,79.48
2023-01-04,35.89,80.8166
2023-01-05,35.62,79.9811
2023-01-06,36.57,82.0651
2023-01-09,36.74,83.2299
2023-01-10,37.21,84.5
2023-01-11,38.24,85.63
2023-01-12,38.09,86.4426
2023-01-13,38.65,87.0046
2023-01-17,39.0,87.15
2023-01-18,38.99,86.46
2023-01-19,38.88,85.0874
2023-01-20,39.99,86.83
2023-01-23,40.13,87.6099
2023-01-24,39.57,87.2189
2023-01-25,39.91,87.1694
2023-01-26,40.69,88.0285
2023-01-27,40.89,88.8505
2023-01-30,40.37,87.8602
2023-01-31,40.08,89.34
2023-02-01,41.16,90.64
2023-02-02,40.85,92.85
2023-02-03,40.42,92.52
2023-02-06,39.08,91.12
2023-02-07,38.75,91.8853
2023-02-08,38.21,91.1589
2023-02-09,37.77,89.5692
2023-02-10,37.82,89.9423
2023-02-13,38.29,91.4
2023-02-14,37.85,91.26
2023-02-15,37.87,92.21
2023-02-16,37.19,91.17
2023-02-17,37.68,91.2002
2023-02-21,36.25,88.47
2023-02-22,36.42,88.25
2023-02-23,36.98,88.4001
2023-02-24,36.8,87.1744
2023-02-27,37.22,87.6044
2023-02-28,37.36,88.1966
2023-03-01,38.25,87.9025
2023-03-02,38.0,87.73
2023-03-03,38.02,89.02
2023-03-06,37.63,88.2821
2023-03-07,37.0,86.7926
2023-03-08,37.37,87.3
2023-03-09,35.94,84.2716
2023-03-10,34.29,80.3098
2023-03-13,33.18,78.7741
2023-03-14,33.2,80.81
2023-03-15,32.5,79.8086
2023-03-16,33.41,81.4128
2023-03-17,32.72,80.14
2023-03-20,33.43,80.3219
2023-03-21,34.51,82.8782
2023-03-22,33.76,80.83
2023-03-23,33.5,80.2499
2023-03-24,32.73,79.7781
2023-03-27,33.09,80.5899
2023-03-28,32.31,80.5654
2023-03-29,32.62,81.62
2023-03-30,32.2,81.48
2023-03-31,33.11,83.07
2023-04-03,32.56,82.2637
2023-04-04,31.77,81.23
2023-04-05,31.51,80.3436
2023-04-06,31.34,80.6142
2023-04-10,31.27,81.0039
2023-04-11,32.04,82.08
2023-04-12,32.29,81.8403
2023-04-13,32.73,82.8926
2023-04-14,33.86,83.2869
2023-04-17,34.32,83.61
2023-04-18,34.55,84.1201
2023-04-19,34.84,84.64
2023-04-20,34.7,83.9953
2023-04-21,35.25,83.8897
2023-04-24,34.78,83.4
2023-04-25,33.81,81.3
2023-04-26,32.4,79.9621
2023-04-27,32.31,80.83
2023-04-28,31.3,81.7048
2023-05-01,31.17,81.0928
2023-05-02,30.22,79.09
2023-05-03,29.81,78.02
2023-05-04,29.36,76.3862
2023-05-05,28.88,78.7396
2023-05-08,28.82,78.5397
2023-05-09,28.82,78.4836
2023-05-10,28.89,78.8694
2023-05-11,28.53,78.4675
2023-05-12,28.65,78.1339
2023-05-15,28.79,78.9153
2023-05-16,28.24,77.9612
2023-05-17,28.56,79.4473
2023-05-18,28.72,79.8296
2023-05-19,28.26,79.5991
2023-05-22,29.1,80.5183
2023-05-23,29.08,79.7046
2023-05-24,28.48,78.6755
2023-05-25,28.15,78.8081
2023-05-26,28.76,79.8025
2023-05-30,28.93,80.0069
2023-05-31,28.69,79.08
2023-06-01,29.1,79.9639
2023-06-02,30.78,82.1778
2023-06-05,30.07,81.5822
2023-06-06,30.36,82.7552
2023-06-07,30.92,83.7
2023-06-08,30.64,84.1
2023-06-09,30.32,83.9331
2023-06-12,30.09,83.2565
2023-06-13,30.94,84.55
2023-06-14,31.32,84.97
2023-06-15,32.22,86.213
2023-06-16,32.1,85.415
2023-06-20,32.67,84.5998
2023-06-21,32.37,83.85
2023-06-22,31.63,82.5841
2023-06-23,30.58,81.69
2023-06-26,30.38,81.82
2023-06-27,30.83,83.11
2023-06-28,31.24,83.46
2023-06-29,31.53,84.6417
2023-06-30,32.0,84.8837
2023-07-03,32.73,85.6873
2023-07-05,31.75,84.51
2023-07-06,31.48,83.5006
2023-07-07,31.85,84.1488
2023-07-10,31.75,84.9883
2023-07-11,32.74,86.6224
2023-07-12,34.12,87.8889
2023-07-13,34.81,90.07
2023-07-14,34.3,89.2222
2023-07-17,34.58,89.8899
2023-07-18,34.75,91.66
2023-07-19,35.73,92.6362
2023-07-20,36.22,92.499
2023-07-21,35.76,92.2
2023-07-24,35.84,92.55
2023-07-25,36.41,92.6005
2023-07-26,36.0,92.72
2023-07-27,35.97,91.28
2023-07-28,35.61,91.52
2023-07-31,35.1,91.65
2023-08-01,34.86,91.442
2023-08-02,34.4,90.38
2023-08-03,34.03,90.28
2023-08-04,33.59,90.1634
2023-08-07,33.92,91.1759
2023-08-08,33.31,89.9322
2023-08-09,33.36,89.13
2023-08-10,34.34,89.1389
2023-08-11,34.56,89.0735
2023-08-14,34.4,88.9012
2023-08-15,33.52,87.4821
2023-08-16,33.44,87.1
2023-08-17,33.39,86.9343
2023-08-18,33.47,87.0694
2023-08-21,32.56,86.9538
2023-08-22,31.91,86.3262
2023-08-23,32.42,87.421
2023-08-24,32.62,87.0
2023-08-25,32.63,87.28
2023-08-28,33.63,88.27
2023-08-29,34.55,89.69
2023-08-30,35.09,89.87
2023-08-31,34.74,89.81
2023-09-01,35.07,90.3781
2023-09-05,33.58,89.2
2023-09-06,33.06,88.79
2023-09-07,32.83,88.7898
2023-09-08,33.05,89.46
2023-09-11,32.66,89.7031
2023-09-12,33.29,90.01
2023-09-13,33.02,89.665
2023-09-14,33.17,90.69
2023-09-15,33.5,90.6783
2023-09-18,33.4,90.25
2023-09-19,32.96,89.768
2023-09-20,32.77,89.2064
2023-09-21,31.63,87.63
2023-09-22,31.44,87.01
2023-09-25,31.18,87.2147
2023-09-26,30.35,85.7432
2023-09-27,30.53,85.94
2023-09-28,31.03,87.156
2023-09-29,31.01,86.7571
2023-10-02,30.24,85.821
2023-10-03,29.36,83.7184
2023-10-04,29.3,84.62
2023-10-05,29.57,85.4474
2023-10-06,29.67,86.26
2023-10-09,29.74,86.4813
2023-10-10,29.96,86.72
2023-10-11,30.75,86.84
2023-10-12,29.7,85.3
2023-10-13,29.46,84.6
2023-10-16,29.68,85.6377
2023-10-17,30.3,86.221
2023-10-18,29.44,84.1889
2023-10-19,28.72,82.6575
2023-10-20,28.47,81.74
2023-10-23,28.23,81.5
2023-10-24,28.75,82.0037
2023-10-25,27.55,80.4077
2023-10-26,28.47,81.4047
2023-10-27,28.69,80.2992
2023-10-30,28.48,81.5756
2023-10-31,27.77,82.0817
2023-11-01,27.91,82.79
2023-11-02,28.18,84.8936
2023-11-03,28.75,86.71
2023-11-06,28.31,85.97
2023-11-07,28.5,85.93
2023-11-08,28.49,85.69
2023-11-09,27.92,85.33
2023-11-10,27.05,86.07
2023-11-13,26.4,85.6164
2023-11-14,27.6,88.0957
2023-11-15,27.92,88.62
2023-11-16,26.91,88.01
2023-11-17,26.82,88.63
2023-11-20,26.8,88.9591
2023-11-21,26.65,88.67
2023-11-22,27.32,89.36
2023-11-24,27.57,89.73
2023-11-27,28.6,89.59
2023-11-28,28.91,89.4633
2023-11-29,29.57,90.549
2023-11-30,29.98,91.3
2023-12-01,30.23,92.64
2023-12-04,31.09,93.55
2023-12-05,30.87,93.12
2023-12-06,31.19,92.91
2023-12-07,31.78,93.52
2023-12-08,32.51,94.57
2023-12-11,32.01,94.88
2023-12-12,32.31,95.419
2023-12-13,33.33,97.42
2023-12-14,34.95,100.304
2023-12-15,34.92,99.8647
2023-12-18,34.45,99.37
2023-12-19,35.1,100.6918
2023-12-20,34.86,99.24
2023-12-21,34.87,100.6746
2023-12-22,34.56,101.146
2023-12-26,34.79,101.8734
2023-12-27,35.21,102.67
2023-12-28,34.98,102.8064
2023-12-29,34.8,101.9717
