date,PHM,XHB
2017-05-23,22.92,37.63
2017-05-24,23.08,37.76
2017-05-25,22.89,37.65
2017-05-26,22.84,37.51
2017-05-30,22.67,37.44
2017-05-31,22.67,37.49
2017-06-01,23.08,37.9
2017-06-02,23.71,38.26
2017-06-05,23.4,38.01
2017-06-06,23.44,37.74
2017-06-07,23.59,37.8
2017-06-08,23.42,37.87
2017-06-09,23.44,38.04
2017-06-12,23.47,38.28
2017-06-13,24.12,38.7
2017-06-14,24.28,38.96
2017-06-15,24.08,38.7
2017-06-16,24.01,38.5
2017-06-19,24.16,38.9
2017-06-20,24.23,38.74
2017-06-21,24.28,38.62
2017-06-22,24.04,38.51
2017-06-23,24.15,38.26
2017-06-26,24.19,38.51
2017-06-27,24.07,38.19
2017-06-28,24.49,38.61
2017-06-29,24.06,38.09
2017-06-30,24.53,38.53
2017-07-03,24.49,38.53
2017-07-05,24.64,38.58
2017-07-06,24.41,38.06
2017-07-07,24.94,38.63
2017-07-10,25.07,38.74
2017-07-11,24.67,38.46
2017-07-12,24.39,38.63
2017-07-13,24.37,38.81
2017-07-14,24.36,38.84
2017-07-17,24.36,38.85
2017-07-18,24.16,38.6
2017-07-19,24.46,38.93
2017-07-20,24.29,38.46
2017-07-21,24.31,38.68
2017-07-24,24.42,38.47
2017-07-25,24.54,38.65
2017-07-26,24.29,38.64
2017-07-27,24.36,38.7
2017-07-28,24.35,38.41
2017-07-31,24.42,38.35
2017-08-01,24.89,38.69
2017-08-02,25.2,38.67
2017-08-03,25.29,38.55
2017-08-04,25.6,38.85
2017-08-07,25.46,38.98
2017-08-08,25.31,38.92
2017-08-09,25.31,38.75
2017-08-10,24.78,37.94
2017-08-11,24.84,38.13
2017-08-14,25.39,38.57
2017-08-15,25.53,38.22
2017-08-16,25.92,38.39
2017-08-17,25.44,37.77
2017-08-18,25.28,37.44
2017-08-21,25.4,37.52
2017-08-22,25.27,37.66
2017-08-23,24.94,37.33
2017-08-24,24.91,37.23
2017-08-25,25.31,37.51
2017-08-28,25.3,37.51
2017-08-29,25.31,37.46
2017-08-30,25.51,37.74
2017-08-31,25.82,38.18
2017-09-01,25.87,38.36
2017-09-05,25.65,38.24
2017-09-06,25.63,38.4
2017-09-07,25.42,38.31
2017-09-08,25.76,38.85
2017-09-11,26.17,38.88
2017-09-12,26.47,39.47
2017-09-13,26.19,39.03
2017-09-14,26.37,38.89
2017-09-15,26.29,38.77
2017-09-18,26.33,38.68
2017-09-19,26.23,38.7
2017-09-20,25.66,38.37
2017-09-21,25.65,38.38
2017-09-22,25.88,38.47
2017-09-25,26.17,38.65
2017-09-26,26.33,38.99
2017-09-27,26.53,39.3
2017-09-28,26.97,39.59
2017-09-29,27.33,39.82
2017-10-02,27.37,40.04
2017-10-03,27.51,40.33
2017-10-04,27.63,40.56
2017-10-05,27.2,40.44
2017-10-06,27.23,40.49
2017-10-09,27.15,40.43
2017-10-10,26.85,40.36
2017-10-11,26.97,40.39
2017-10-12,27.09,40.31
2017-10-13,27.07,40.3
2017-10-16,27.11,40.29
2017-10-17,27.32,40.28
2017-10-18,27.33,40.28
2017-10-19,27.78,40.72
2017-10-20,28.0,41.19
2017-10-23,27.9,41.23
2017-10-24,28.68,41.44
2017-10-25,29.23,40.84
2017-10-26,29.76,41.17
2017-10-27,30.07,41.18
2017-10-30,29.79,41.1
2017-10-31,30.23,41.36
2017-11-01,30.41,41.45
2017-11-02,30.09,40.42
2017-11-03,30.31,40.41
2017-11-06,30.5,40.7
2017-11-07,30.44,40.51
2017-11-08,30.91,40.96
2017-11-09,31.07,40.83
2017-11-10,31.15,40.85
2017-11-13,31.57,41.0
2017-11-14,31.77,41.3
2017-11-15,31.73,41.03
2017-11-16,31.9,41.47
2017-11-17,32.25,41.56
2017-11-20,32.45,41.79
2017-11-21,32.73,42.17
2017-11-22,32.84,42.19
2017-11-24,33.15,42.23
2017-11-27,32.79,42.19
2017-11-28,33.24,42.99
2017-11-29,33.81,43.57
2017-11-30,34.13,43.83
2017-12-01,33.94,43.64
2017-12-04,34.44,44.14
2017-12-05,33.49,43.42
2017-12-06,33.1,42.96
2017-12-07,33.59,43.29
2017-12-08,34.1,43.61
2017-12-11,33.81,43.33
2017-12-12,33.69,43.21
2017-12-13,33.32,43.36
2017-12-14,33.05,43.04
2017-12-15,33.43,43.28
2017-12-18,33.84,43.97
2017-12-19,33.37,43.83
2017-12-20,33.54,44.19
2017-12-21,33.77,44.24
2017-12-22,33.37,44.15
2017-12-26,33.56,44.37
2017-12-27,33.52,44.38
2017-12-28,33.72,44.55
2017-12-29,33.25,44.26
2018-01-02,33.37,44.45
2018-01-03,34.27,45.13
2018-01-04,33.83,45.02
2018-01-05,34.54,45.42
2018-01-08,34.44,45.59
2018-01-09,34.65,45.55
2018-01-10,33.67,45.02
2018-01-11,34.52,45.85
2018-01-12,34.48,46.21
2018-01-16,33.76,45.67
2018-01-17,34.4,46.3
2018-01-18,34.15,46.07
2018-01-19,34.6,46.58
2018-01-22,35.15,46.75
2018-01-23,34.93,46.74
2018-01-24,34.81,46.73
2018-01-25,34.26,46.25
2018-01-26,34.52,46.31
2018-01-29,33.43,45.42
2018-01-30,32.72,45.04
2018-01-31,31.83,44.75
2018-02-01,31.46,44.45
2018-02-02,30.7,43.17
2018-02-05,29.35,41.47
2018-02-06,30.16,42.59
2018-02-07,29.91,42.65
2018-02-08,28.67,41.0
2018-02-09,28.71,41.22
2018-02-12,29.18,41.87
2018-02-13,29.0,41.81
2018-02-14,29.46,42.51
2018-02-15,29.5,42.75
2018-02-16,29.74,42.94
2018-02-20,29.47,42.41
2018-02-21,29.34,42.26
2018-02-22,29.19,42.11
2018-02-23,29.27,42.48
2018-02-26,29.34,42.44
2018-02-27,28.5,41.49
2018-02-28,28.07,40.54
2018-03-01,28.72,40.15
2018-03-02,28.95,40.26
2018-03-05,29.31,40.7
2018-03-06,29.9,41.36
2018-03-07,29.62,41.2
2018-03-08,29.52,41.2
2018-03-09,30.04,42.04
2018-03-12,30.18,42.09
2018-03-13,30.44,42.17
2018-03-14,29.55,41.68
2018-03-15,28.97,41.32
2018-03-16,29.38,41.54
2018-03-19,29.1,41.17
2018-03-20,28.93,40.99
2018-03-21,29.39,41.43
2018-03-22,29.0,40.59
2018-03-23,28.65,39.89
2018-03-26,29.17,40.93
2018-03-27,29.23,40.31
2018-03-28,29.08,40.23
2018-03-29,29.49,40.79
2018-04-02,28.57,39.5
2018-04-03,28.68,40.04
2018-04-04,30.5,41.36
2018-04-05,30.81,41.76
2018-04-06,30.03,40.81
2018-04-09,29.86,40.48
2018-04-10,29.83,40.87
2018-04-11,29.55,40.6
2018-04-12,29.11,40.06
2018-04-13,29.29,39.99
2018-04-16,29.57,40.36
2018-04-17,29.87,40.71
2018-04-18,29.95,40.95
2018-04-19,28.76,39.93
2018-04-20,28.54,39.48
2018-04-23,28.82,39.6
2018-04-24,29.65,39.1
2018-04-25,30.53,39.33
2018-04-26,31.07,39.67
2018-04-27,31.06,39.76
2018-04-30,30.36,38.96
2018-05-01,30.88,39.47
2018-05-02,30.56,39.02
2018-05-03,30.89,39.12
2018-05-04,30.98,39.57
2018-05-07,31.01,39.59
2018-05-08,31.17,39.68
2018-05-09,30.76,39.25
2018-05-10,31.05,39.53
2018-05-11,31.32,39.73
2018-05-14,30.96,39.62
2018-05-15,29.3,38.79
2018-05-16,29.41,38.98
2018-05-17,29.58,39.32
2018-05-18,29.91,39.67
2018-05-21,29.9,39.83
2018-05-22,29.48,39.04
2018-05-23,30.01,39.52
2018-05-24,30.12,39.5
2018-05-25,30.47,39.87
2018-05-29,30.68,39.88
2018-05-30,30.25,39.92
2018-05-31,30.25,39.28
2018-06-01,30.36,39.38
2018-06-04,30.37,39.85
2018-06-05,30.72,40.11
2018-06-06,31.15,40.36
2018-06-07,31.35,40.56
2018-06-08,32.56,41.33
2018-06-11,32.26,41.39
2018-06-12,32.98,41.88
2018-06-13,30.78,40.86
2018-06-14,30.8,41.0
2018-06-15,30.37,40.88
2018-06-18,29.62,40.51
2018-06-19,29.43,40.42
2018-06-20,29.38,40.5
2018-06-21,29.17,40.09
2018-06-22,28.78,39.85
2018-06-25,28.24,39.36
2018-06-26,28.61,39.67
2018-06-27,28.17,39.23
2018-06-28,28.35,39.23
2018-06-29,28.75,39.55
2018-07-02,28.87,39.52
2018-07-03,28.85,39.64
2018-07-05,29.17,40.13
2018-07-06,29.31,40.24
2018-07-09,29.64,40.78
2018-07-10,29.5,40.71
2018-07-11,29.39,40.36
2018-07-12,29.63,40.49
2018-07-13,29.65,40.72
2018-07-16,30.13,40.55
2018-07-17,30.92,41.14
2018-07-18,30.97,41.08
2018-07-19,31.29,41.46
2018-07-20,31.11,41.0
2018-07-23,30.82,40.55
2018-07-24,30.14,39.85
2018-07-25,28.98,39.11
2018-07-26,28.98,39.37
2018-07-27,28.13,39.17
2018-07-30,28.14,39.14
2018-07-31,28.49,39.62
2018-08-01,28.77,39.38
2018-08-02,28.56,39.37
2018-08-03,28.64,39.49
2018-08-06,28.72,39.59
2018-08-07,29.36,39.97
2018-08-08,29.42,39.73
2018-08-09,29.33,39.84
2018-08-10,28.74,39.33
2018-08-13,27.65,38.63
2018-08-14,27.85,39.05
2018-08-15,27.74,39.05
2018-08-16,28.05,39.24
2018-08-17,28.09,39.47
2018-08-20,28.13,39.6
2018-08-21,29.67,40.62
2018-08-22,29.38,40.49
2018-08-23,28.75,40.47
2018-08-24,28.55,40.39
2018-08-27,28.97,40.63
2018-08-28,28.44,40.45
2018-08-29,28.33,40.33
2018-08-30,27.91,39.99
2018-08-31,27.95,40.02
2018-09-04,28.0,40.15
2018-09-05,28.52,40.48
2018-09-06,28.07,40.36
2018-09-07,26.9,40.0
2018-09-10,26.89,40.31
2018-09-11,27.11,40.45
2018-09-12,27.47,40.63
2018-09-13,26.84,40.23
2018-09-14,27.02,40.37
2018-09-17,26.65,40.09
2018-09-18,26.94,40.24
2018-09-19,26.69,40.22
2018-09-20,26.39,40.1
2018-09-21,26.26,39.91
2018-09-24,25.69,39.39
2018-09-25,25.9,39.31
2018-09-26,25.53,38.96
2018-09-27,24.98,38.67
2018-09-28,24.77,38.44
2018-10-01,24.51,38.3
2018-10-02,24.64,38.08
2018-10-03,24.09,37.94
2018-10-04,23.79,37.46
2018-10-05,23.86,37.18
2018-10-08,24.2,37.27
2018-10-09,23.86,36.2
2018-10-10,23.57,35.54
2018-10-11,23.31,34.98
2018-10-12,22.89,34.86
2018-10-15,22.94,34.85
2018-10-16,23.62,35.63
2018-10-17,22.82,34.95
2018-10-18,22.44,34.2
2018-10-19,21.58,33.63
2018-10-22,20.88,33.27
2018-10-23,22.4,33.81
2018-10-24,22.14,32.64
2018-10-25,23.16,33.59
2018-10-26,23.93,32.59
2018-10-29,23.42,32.18
2018-10-30,24.9,33.8
2018-10-31,24.57,33.99
2018-11-01,24.66,35.11
2018-11-02,24.27,34.96
2018-11-05,24.74,35.33
2018-11-06,24.89,35.23
2018-11-07,25.1,35.45
2018-11-08,24.23,35.05
2018-11-09,24.44,34.65
2018-11-12,24.01,34.21
2018-11-13,24.39,34.63
2018-11-14,24.54,34.27
2018-11-15,24.11,33.97
2018-11-16,24.97,34.21
2018-11-19,25.22,34.09
2018-11-20,25.33,33.96
2018-11-21,25.66,34.42
2018-11-23,25.92,34.53
2018-11-26,26.19,34.88
2018-11-27,26.4,34.83
2018-11-28,26.74,35.69
2018-11-29,26.73,35.42
2018-11-30,26.52,35.51
2018-12-03,26.82,36.07
2018-12-04,25.63,34.39
2018-12-06,26.65,34.69
2018-12-07,26.23,34.26
2018-12-10,25.56,33.68
2018-12-11,25.75,33.43
2018-12-12,26.15,33.85
2018-12-13,25.81,33.52
2018-12-14,25.61,33.14
2018-12-17,25.64,32.72
2018-12-18,26.47,33.17
2018-12-19,25.8,32.76
2018-12-20,25.8,32.41
2018-12-21,25.13,31.44
2018-12-24,24.68,30.74
2018-12-26,25.85,32.2
2018-12-27,26.0,32.41
2018-12-28,26.04,32.37
2018-12-31,25.99,32.52
2019-01-02,26.24,32.81
2019-01-03,25.94,32.41
2019-01-04,27.2,33.66
2019-01-07,28.21,34.42
2019-01-08,28.34,34.69
2019-01-09,28.95,35.42
2019-01-10,28.61,35.34
2019-01-11,28.58,35.39
2019-01-14,27.86,35.14
2019-01-15,28.07,35.07
2019-01-16,27.37,34.72
2019-01-17,26.85,34.96
2019-01-18,26.59,35.28
2019-01-22,26.33,34.67
2019-01-23,26.71,34.53
2019-01-24,26.7,35.03
2019-01-25,26.96,35.22
2019-01-28,27.03,35.35
2019-01-29,27.25,35.74
2019-01-30,27.24,36.03
2019-01-31,27.81,36.68
2019-02-01,27.35,36.59
2019-02-04,26.79,36.82
2019-02-05,27.35,37.02
2019-02-06,26.47,36.64
2019-02-07,26.89,36.96
2019-02-08,26.61,37.01
2019-02-11,26.5,37.2
2019-02-12,27.31,38.51
2019-02-13,27.19,38.36
2019-02-14,26.91,38.29
2019-02-15,27.12,38.68
2019-02-19,27.04,38.87
2019-02-20,27.14,38.72
2019-02-21,27.6,38.88
2019-02-22,27.98,39.21
2019-02-25,27.56,39.05
2019-02-26,27.44,38.84
2019-02-27,27.09,38.85
2019-02-28,27.0,38.37
2019-03-01,26.74,38.62
2019-03-04,27.68,38.89
2019-03-05,26.88,38.38
2019-03-06,26.77,38.08
2019-03-07,27.53,38.08
2019-03-08,27.58,38.08
2019-03-11,28.2,38.48
2019-03-12,28.01,38.53
2019-03-13,27.52,38.36
2019-03-14,27.09,38.15
2019-03-15,26.87,37.97
2019-03-18,26.67,38.21
2019-03-19,26.24,37.8
2019-03-20,25.8,37.57
2019-03-21,26.3,38.32
2019-03-22,26.58,37.68
2019-03-25,27.21,38.17
2019-03-26,27.38,38.2
2019-03-27,28.78,38.57
2019-03-28,28.3,38.56
2019-03-29,27.96,38.55
2019-04-01,27.89,38.93
2019-04-02,27.77,38.91
2019-04-03,27.77,39.2
2019-04-04,28.59,39.75
2019-04-05,28.94,40.33
2019-04-08,28.83,40.39
2019-04-09,28.57,39.81
2019-04-10,28.92,40.2
2019-04-11,29.41,40.47
2019-04-12,29.39,40.59
2019-04-15,29.5,40.63
2019-04-16,29.76,40.83
2019-04-17,30.04,40.88
2019-04-18,30.39,41.08
2019-04-22,30.22,40.77
2019-04-23,31.35,41.23
2019-04-24,31.86,40.87
2019-04-25,31.67,40.26
2019-04-26,31.46,40.48
2019-04-29,31.33,40.73
2019-04-30,31.46,40.66
2019-05-01,31.29,40.6
2019-05-02,31.7,41.02
2019-05-03,31.78,41.54
2019-05-06,31.74,41.22
2019-05-07,31.47,40.52
2019-05-08,31.08,40.23
2019-05-09,31.53,40.28
2019-05-10,31.54,40.42
2019-05-13,31.26,39.52
2019-05-14,32.07,40.09
2019-05-15,31.93,40.2
2019-05-16,32.33,40.5
2019-05-17,32.48,40.04
2019-05-20,31.86,39.65
2019-05-21,32.27,40.38
2019-05-22,32.12,39.8
2019-05-23,31.59,39.26
2019-05-24,32.12,39.77
2019-05-28,31.68,39.18
2019-05-29,31.26,38.67
2019-05-30,31.53,38.94
2019-05-31,31.0,38.36
2019-06-03,31.69,38.91
2019-06-04,31.94,40.08
2019-06-05,32.06,40.32
2019-06-06,31.81,40.43
2019-06-07,32.75,40.68
2019-06-10,32.73,40.86
2019-06-11,32.5,40.69
2019-06-12,32.16,40.65
2019-06-13,32.5,41.34
2019-06-14,32.85,41.47
2019-06-17,32.66,41.17
2019-06-18,32.9,41.36
2019-06-19,32.21,41.13
2019-06-20,32.73,41.6
2019-06-21,31.9,41.1
2019-06-24,32.15,40.97
2019-06-25,31.38,40.48
2019-06-26,31.16,40.58
2019-06-27,31.55,41.2
2019-06-28,31.62,41.68
2019-07-01,32.12,42.02
2019-07-02,32.46,42.02
2019-07-03,32.68,42.34
2019-07-05,31.94,42.07
2019-07-08,32.32,41.92
2019-07-09,31.99,41.63
2019-07-10,32.65,41.8
2019-07-11,32.69,41.75
2019-07-12,33.57,42.52
2019-07-15,33.14,42.47
2019-07-16,33.58,42.82
2019-07-17,33.48,42.42
2019-07-18,33.44,42.37
2019-07-19,33.23,41.97
2019-07-22,33.48,41.7
2019-07-23,30.69,41.48
2019-07-24,30.9,41.68
2019-07-25,31.86,41.98
2019-07-26,31.86,41.66
2019-07-29,31.47,41.22
2019-07-30,32.1,41.99
2019-07-31,31.51,41.65
2019-08-01,31.85,41.11
2019-08-02,31.34,40.9
2019-08-05,31.11,40.14
2019-08-06,30.93,40.7
2019-08-07,31.84,41.04
2019-08-08,32.51,41.63
2019-08-09,32.07,41.1
2019-08-12,31.48,40.56
2019-08-13,32.25,41.16
2019-08-14,31.66,40.05
2019-08-15,31.4,40.05
2019-08-16,32.07,40.61
2019-08-19,32.51,41.25
2019-08-20,32.65,41.44
2019-08-21,32.89,42.05
2019-08-22,33.16,42.13
2019-08-23,32.7,40.94
2019-08-26,33.19,41.18
2019-08-27,33.39,40.93
2019-08-28,33.42,41.38
2019-08-29,33.68,41.86
2019-08-30,33.8,42.05
2019-09-03,33.99,41.28
2019-09-04,34.46,41.84
2019-09-05,34.25,42.3
2019-09-06,34.57,42.41
2019-09-09,34.76,42.79
2019-09-10,34.26,43.06
2019-09-11,34.77,43.66
2019-09-12,35.07,43.67
2019-09-13,35.25,43.62
2019-09-16,35.2,43.3
2019-09-17,35.41,43.39
2019-09-18,34.91,43.41
2019-09-19,35.46,43.34
2019-09-20,35.68,43.07
2019-09-23,35.66,43.12
2019-09-24,36.02,43.05
2019-09-25,36.19,43.48
2019-09-26,36.18,43.65
2019-09-27,35.92,43.54
2019-09-30,36.55,44.08
2019-10-01,36.43,43.47
2019-10-02,36.22,42.76
2019-10-03,36.17,42.9
2019-10-04,37.09,43.59
2019-10-07,36.75,43.45
2019-10-08,36.62,43.01
2019-10-09,36.9,43.16
2019-10-10,36.95,43.35
2019-10-11,36.89,43.95
2019-10-14,37.06,43.96
2019-10-15,37.31,44.48
2019-10-16,38.23,44.84
2019-10-17,38.24,45.26
2019-10-18,38.3,45.42
2019-10-21,38.19,45.4
2019-10-22,39.43,45.57
2019-10-23,39.83,45.39
2019-10-24,41.03,45.75
2019-10-25,40.41,46.0
2019-10-28,39.47,45.68
2019-10-29,39.0,45.43
2019-10-30,39.57,45.56
2019-10-31,39.24,45.53
2019-11-01,40.03,46.07
2019-11-04,38.15,45.71
2019-11-05,38.28,45.45
2019-11-06,38.83,45.68
2019-11-07,38.05,45.17
2019-11-08,38.18,45.22
2019-11-11,38.8,45.59
2019-11-12,38.77,45.74
2019-11-13,39.24,45.78
2019-11-14,39.35,45.97
2019-11-15,38.91,45.68
2019-11-18,39.49,45.88
2019-11-19,39.38,45.38
2019-11-20,39.64,45.39
2019-11-21,38.98,45.09
2019-11-22,38.88,45.24
2019-11-25,39.44,45.73
2019-11-26,40.09,46.42
2019-11-27,39.82,46.3
2019-11-29,39.65,45.92
2019-12-02,39.14,45.3
2019-12-03,39.37,44.95
2019-12-04,39.39,45.34
2019-12-05,40.2,45.79
2019-12-06,40.06,45.99
2019-12-09,40.16,45.87
2019-12-10,40.27,45.6
2019-12-11,40.71,46.0
2019-12-12,39.63,45.92
2019-12-13,40.38,45.79
2019-12-16,40.02,45.89
2019-12-17,39.55,45.79
2019-12-18,38.92,45.58
2019-12-19,38.6,45.4
2019-12-20,39.62,45.76
2019-12-23,38.9,45.41
2019-12-24,39.15,45.69
2019-12-26,38.98,45.64
2019-12-27,38.79,45.55
2019-12-30,38.8,45.44
2019-12-31,38.8,45.51
2020-01-02,38.68,45.65
2020-01-03,39.02,45.41
2020-01-06,39.31,45.75
2020-01-07,39.57,45.54
2020-01-08,39.93,45.98
2020-01-09,39.81,46.08
2020-01-10,39.99,46.14
2020-01-13,40.43,46.52
2020-01-14,40.94,46.69
2020-01-15,41.31,47.25
2020-01-16,41.66,47.61
2020-01-17,41.79,47.6
2020-01-21,42.54,47.98
2020-01-22,42.88,48.17
2020-01-23,43.85,48.74
2020-01-24,43.71,48.1
2020-01-27,44.3,47.71
2020-01-28,46.84,48.64
2020-01-29,46.01,48.2
2020-01-30,45.68,48.14
2020-01-31,44.65,46.98
2020-02-03,44.66,47.28
2020-02-04,44.08,47.5
2020-02-05,45.27,48.43
2020-02-06,45.49,48.23
2020-02-07,46.1,47.92
2020-02-10,46.66,48.36
2020-02-11,46.98,48.81
2020-02-12,46.7,49.04
2020-02-13,46.69,48.99
2020-02-14,46.69,49.21
2020-02-18,46.65,48.88
2020-02-19,46.55,48.92
2020-02-20,46.67,49.23
2020-02-21,46.41,48.97
2020-02-24,45.25,47.76
2020-02-25,43.35,46.07
2020-02-26,42.07,44.94
2020-02-27,41.74,43.81
2020-02-28,40.2,42.66
2020-03-02,41.55,44.19
2020-03-03,42.19,43.8
2020-03-04,44.42,45.97
2020-03-05,42.96,44.33
2020-03-06,41.5,43.17
2020-03-09,38.63,39.55
2020-03-10,39.63,41.06
2020-03-11,35.34,37.97
2020-03-12,30.49,33.66
2020-03-13,30.53,35.19
2020-03-16,24.08,28.72
2020-03-17,23.09,28.63
2020-03-18,19.46,25.7
2020-03-19,19.53,26.99
2020-03-20,19.77,25.6
2020-03-23,17.74,24.72
2020-03-24,22.08,28.54
2020-03-25,24.22,30.57
2020-03-26,25.71,31.92
2020-03-27,24.52,30.61
2020-03-30,23.76,30.81
2020-03-31,22.32,29.79
2020-04-01,20.8,27.34
2020-04-02,19.79,27.24
2020-04-03,18.92,26.48
2020-04-06,21.7,29.82
2020-04-07,23.03,30.58
2020-04-08,25.52,32.56
2020-04-09,26.34,33.8
2020-04-13,24.8,32.28
2020-04-14,25.68,33.18
2020-04-15,23.88,31.33
2020-04-16,24.27,31.24
2020-04-17,25.52,32.74
2020-04-20,24.31,31.69
2020-04-21,24.18,30.99
2020-04-22,24.07,31.33
2020-04-23,23.87,31.68
2020-04-24,25.64,32.66
2020-04-27,27.24,34.4
2020-04-28,28.99,35.73
2020-04-29,30.29,37.56
2020-04-30,28.27,36.05
2020-05-01,27.24,35.37
2020-05-04,27.27,35.54
2020-05-05,27.8,36.24
2020-05-06,27.63,36.1
2020-05-07,28.18,36.51
2020-05-08,29.88,37.94
2020-05-11,29.42,37.35
2020-05-12,28.09,36.06
2020-05-13,27.18,34.82
2020-05-14,27.59,35.58
2020-05-15,27.72,36.13
2020-05-18,31.13,39.0
2020-05-19,31.39,38.5
2020-05-20,31.43,38.87
2020-05-21,32.69,39.5
2020-05-22,33.31,39.97
2020-05-26,34.34,41.53
2020-05-27,36.45,43.31
2020-05-28,34.41,41.9
2020-05-29,33.97,42.15
2020-06-01,34.33,42.24
2020-06-02,34.75,42.88
2020-06-03,35.98,44.25
2020-06-04,35.01,43.98
2020-06-05,36.72,45.6
2020-06-08,36.67,45.69
2020-06-09,35.84,45.15
2020-06-10,36.32,44.61
2020-06-11,32.91,41.23
2020-06-12,33.89,41.96
2020-06-15,35.72,43.32
2020-06-16,36.53,44.52
2020-06-17,36.4,44.45
2020-06-18,35.61,43.82
2020-06-19,34.67,43.24
2020-06-22,35.07,43.58
2020-06-23,35.12,44.08
2020-06-24,33.84,42.51
2020-06-25,32.58,42.46
2020-06-26,31.93,41.78
2020-06-29,33.5,43.24
2020-06-30,34.03,43.9
2020-07-01,32.98,43.25
2020-07-02,32.88,43.44
2020-07-06,34.1,44.52
2020-07-07,33.92,44.12
2020-07-08,35.27,45.05
2020-07-09,33.88,43.9
2020-07-10,35.01,44.43
2020-07-13,33.89,43.81
2020-07-14,35.45,45.23
2020-07-15,36.18,46.45
2020-07-16,36.75,46.97
2020-07-17,37.3,47.06
2020-07-20,37.58,47.08
2020-07-21,37.7,47.19
2020-07-22,39.44,48.6
2020-07-23,41.29,48.55
2020-07-24,42.62,48.49
2020-07-27,44.24,49.92
2020-07-28,43.49,48.73
2020-07-29,44.7,50.06
2020-07-30,43.87,49.85
2020-07-31,43.6,49.61
2020-08-03,44.03,50.27
2020-08-04,44.14,50.1
2020-08-05,44.51,50.66
2020-08-06,44.72,50.68
2020-08-07,44.26,51.01
2020-08-10,45.16,51.75
2020-08-11,44.37,51.59
2020-08-12,45.44,52.33
2020-08-13,45.52,52.41
2020-08-14,45.07,52.41
2020-08-17,46.43,53.38
2020-08-18,46.61,53.22
2020-08-19,46.17,53.12
2020-08-20,46.34,52.9
2020-08-21,47.48,53.71
2020-08-24,47.62,54.31
2020-08-25,47.18,54.04
2020-08-26,46.29,54.06
2020-08-27,45.75,53.4
2020-08-28,45.32,53.43
2020-08-31,44.59,52.75
2020-09-01,46.05,53.9
2020-09-02,46.14,54.29
2020-09-03,44.19,52.03
2020-09-04,43.21,51.31
2020-09-08,43.19,51.04
2020-09-09,44.6,52.29
2020-09-10,44.5,51.87
2020-09-11,45.3,52.49
2020-09-14,45.67,53.44
2020-09-15,45.05,53.35
2020-09-16,46.72,54.2
2020-09-17,45.46,53.81
2020-09-18,44.98,53.16
2020-09-21,44.61,52.08
2020-09-22,45.87,53.09
2020-09-23,43.84,51.5
2020-09-24,44.35,51.83
2020-09-25,44.01,51.97
2020-09-28,45.76,53.63
2020-09-29,45.27,53.22
2020-09-30,46.29,53.88
2020-10-01,47.46,54.69
2020-10-02,47.53,55.1
2020-10-05,47.72,55.85
2020-10-06,46.62,54.8
2020-10-07,47.13,55.51
2020-10-08,48.97,56.63
2020-10-09,48.98,56.94
2020-10-12,49.48,57.31
2020-10-13,48.37,57.23
2020-10-14,48.28,57.16
2020-10-15,48.9,57.57
2020-10-16,47.75,57.32
2020-10-19,46.42,56.19
2020-10-20,46.98,56.54
2020-10-21,45.24,55.48
2020-10-22,42.64,54.99
2020-10-23,43.99,55.82
2020-10-26,42.41,54.01
2020-10-27,41.33,53.39
2020-10-28,41.94,52.63
2020-10-29,41.41,52.67
2020-10-30,40.76,51.98
2020-11-02,42.15,53.8
2020-11-03,43.15,54.9
2020-11-04,46.32,56.37
2020-11-05,46.02,57.21
2020-11-06,44.11,56.71
2020-11-09,40.64,53.51
2020-11-10,42.57,54.74
2020-11-11,42.82,55.56
2020-11-12,41.71,54.72
2020-11-13,42.93,56.05
2020-11-16,42.87,56.93
2020-11-17,43.01,57.05
2020-11-18,43.73,56.8
2020-11-19,43.63,57.22
2020-11-20,43.67,57.15
2020-11-23,45.19,58.42
2020-11-24,43.98,58.22
2020-11-25,44.61,58.03
2020-11-27,44.36,57.92
2020-11-30,43.63,57.23
2020-12-01,42.66,56.91
2020-12-02,41.55,55.8
2020-12-03,43.17,56.9
2020-12-04,42.06,56.73
2020-12-07,43.62,57.12
2020-12-08,42.04,56.61
2020-12-09,42.08,56.91
2020-12-10,42.16,56.78
2020-12-11,42.35,56.54
2020-12-14,42.12,56.51
2020-12-15,42.42,57.74
2020-12-16,42.5,57.66
2020-12-17,44.78,59.09
2020-12-18,45.1,59.41
2020-12-21,44.75,59.04
2020-12-22,45.41,59.16
2020-12-23,44.29,58.75
2020-12-24,45.2,59.37
2020-12-28,44.47,58.41
2020-12-29,44.15,57.93
2020-12-30,44.09,58.15
2020-12-31,43.12,57.64
2021-01-04,42.21,56.77
2021-01-05,41.07,57.0
2021-01-06,40.85,58.27
2021-01-07,42.49,59.65
2021-01-08,41.53,58.65
2021-01-11,42.08,59.45
2021-01-12,42.66,60.42
2021-01-13,42.56,60.31
2021-01-14,42.42,60.6
2021-01-15,42.7,60.49
2021-01-19,44.01,61.11
2021-01-20,46.69,62.73
2021-01-21,47.56,63.17
2021-01-22,48.89,63.56
2021-01-25,48.98,63.47
2021-01-26,47.63,62.6
2021-01-27,47.25,61.43
2021-01-28,44.57,61.41
2021-01-29,43.5,60.3
2021-02-01,44.77,61.24
2021-02-02,45.97,61.84
2021-02-03,46.36,61.69
