date,STT,KCE
2013-09-13,68.05,43.4059
2013-09-16,68.83,43.81
2013-09-17,69.1,44.2
2013-09-18,69.03,44.26
2013-09-19,68.63,44.13
2013-09-20,67.64,43.54
2013-09-23,66.59,43.15
2013-09-24,66.49,43.05
2013-09-25,66.73,43.09
2013-09-26,66.97,43.04
2013-09-27,66.21,42.98
2013-09-30,65.75,42.7
2013-10-01,66.7,43.1052
2013-10-02,65.94,42.6945
2013-10-03,65.75,42.35
2013-10-04,66.42,42.78
2013-10-07,65.95,42.17
2013-10-08,64.71,41.33
2013-10-09,64.78,41.63
2013-10-10,67.11,42.79
2013-10-11,67.22,43.2
2013-10-14,67.27,43.4
2013-10-15,67.03,43.18
2013-10-16,68.53,43.7703
2013-10-17,69.52,44.39
2013-10-18,69.77,44.89
2013-10-21,69.81,44.82
2013-10-22,67.54,44.85
2013-10-23,67.64,44.76
2013-10-24,67.94,45.24
2013-10-25,68.74,45.59
2013-10-28,68.58,45.58
2013-10-29,70.26,45.94
2013-10-30,70.23,45.68
2013-10-31,70.07,45.41
2013-11-01,70.35,45.3601
2013-11-04,70.92,45.57
2013-11-05,70.8,45.52
2013-11-06,71.18,45.9
2013-11-07,69.85,44.96
2013-11-08,71.86,46.14
2013-11-11,71.81,46.36
2013-11-12,69.9,46.03
2013-11-13,70.88,46.52
2013-11-14,70.62,46.73
2013-11-15,70.64,46.85
2013-11-18,70.99,46.9247
2013-11-19,70.9,46.57
2013-11-20,71.08,46.7
2013-11-21,72.05,47.43
2013-11-22,72.7,47.76
2013-11-25,72.11,47.85
2013-11-26,72.55,47.93
2013-11-27,72.34,48.04
2013-11-29,72.61,48.1399
2013-12-02,72.89,47.86
2013-12-03,71.5,47.5
2013-12-04,70.83,47.56
2013-12-05,70.16,47.25
2013-12-06,71.23,47.99
2013-12-09,71.82,48.18
2013-12-10,71.35,47.99
2013-12-11,70.37,47.34
2013-12-12,70.21,47.33
2013-12-13,69.73,47.51
2013-12-16,70.02,48.3
2013-12-17,69.59,48.13
2013-12-18,71.43,49.47
2013-12-19,71.03,49.15
2013-12-20,71.55,49.48
2013-12-23,72.21,49.89
2013-12-24,72.23,49.97
2013-12-26,72.73,50.1
2013-12-27,72.96,49.91
2013-12-30,72.66,49.78
2013-12-31,73.39,50.1
2014-01-02,73.16,49.54
2014-01-03,74.7,50.02
2014-01-06,74.69,49.94
2014-01-07,75.24,50.33
2014-01-08,75.05,50.23
2014-01-09,75.35,50.2699
2014-01-10,74.88,50.18
2014-01-13,72.93,49.35
2014-01-14,73.47,49.86
2014-01-15,74.32,50.61
2014-01-16,73.72,50.61
2014-01-17,73.5,50.5
2014-01-21,74.17,50.82
2014-01-22,75.15,51.22
2014-01-23,72.76,50.21
2014-01-24,69.52,48.45
2014-01-27,68.3,47.43
2014-01-28,68.88,48.19
2014-01-29,67.6,47.25
2014-01-30,68.24,47.87
2014-01-31,66.95,47.28
2014-02-03,64.6,45.43
2014-02-04,65.46,46.27
2014-02-05,64.34,45.77
2014-02-06,65.92,46.32
2014-02-07,68.23,46.99
2014-02-10,68.16,47.2878
2014-02-11,68.75,47.67
2014-02-12,68.8,47.95
2014-02-13,68.5,48.34
2014-02-14,68.81,48.05
2014-02-18,68.22,48.57
2014-02-19,68.05,47.81
2014-02-20,67.82,48.13
2014-02-21,68.52,48.09
2014-02-24,69.07,48.67
2014-02-25,67.87,48.07
2014-02-26,67.41,47.87
2014-02-27,67.39,48.2936
2014-02-28,65.67,48.4
2014-03-03,65.2,47.76
2014-03-04,66.41,49.06
2014-03-05,66.5,49.035
2014-03-06,67.73,49.27
2014-03-07,68.14,49.329
2014-03-10,68.2,49.39
2014-03-11,66.83,48.8524
2014-03-12,66.16,48.89
2014-03-13,64.48,48.3401
2014-03-14,64.73,48.08
2014-03-17,65.44,48.68
2014-03-18,65.34,49.075
2014-03-19,66.15,48.81
2014-03-20,68.0,49.94
2014-03-21,68.81,49.3
2014-03-24,70.21,49.18
2014-03-25,70.16,48.951
2014-03-26,68.64,48.63
2014-03-27,68.49,48.0499
2014-03-28,68.99,48.18
2014-03-31,69.55,49.02
2014-04-01,69.57,49.486
2014-04-02,69.28,49.879
2014-04-03,69.49,49.17
2014-04-04,68.25,47.6
2014-04-07,66.52,46.53
2014-04-08,65.92,46.71
2014-04-09,67.07,47.25
2014-04-10,65.15,45.9201
2014-04-11,63.76,45.03
2014-04-14,64.44,45.3101
2014-04-15,64.35,45.64
2014-04-16,64.91,46.45
2014-04-17,65.53,46.85
2014-04-21,65.0,46.8
2014-04-22,65.36,47.51
2014-04-23,65.91,47.57
2014-04-24,65.73,47.38
2014-04-25,63.79,46.58
2014-04-28,63.49,46.06
2014-04-29,64.34,46.7
2014-04-30,64.56,47.2
2014-05-01,64.6,47.18
2014-05-02,65.36,47.32
2014-05-05,64.13,47.15
2014-05-06,63.55,46.27
2014-05-07,64.25,46.81
2014-05-08,64.96,46.82
2014-05-09,64.86,46.76
2014-05-12,65.86,47.85
2014-05-13,65.59,47.49
2014-05-14,64.87,46.8
2014-05-15,63.21,45.58
2014-05-16,63.19,45.62
2014-05-19,63.81,46.2
2014-05-20,63.23,45.48
2014-05-21,64.27,46.18
2014-05-22,64.69,46.54
2014-05-23,64.49,46.78
2014-05-27,65.17,47.17
2014-05-28,64.83,46.93
2014-05-29,65.01,47.04
2014-05-30,65.27,46.92
2014-06-02,65.07,47.01
2014-06-03,65.79,47.16
2014-06-04,66.32,47.61
2014-06-05,66.43,48.12
2014-06-06,67.0,48.67
2014-06-09,67.21,48.9
2014-06-10,66.96,48.53
2014-06-11,66.48,48.09
2014-06-12,66.23,47.89
2014-06-13,66.26,47.89
2014-06-16,66.09,47.9
2014-06-17,67.73,48.84
2014-06-18,67.82,49.15
2014-06-19,67.22,48.86
2014-06-20,67.8,49.17
2014-06-23,68.03,49.24
2014-06-24,67.55,48.6
2014-06-25,68.03,48.93
2014-06-26,67.67,48.7
2014-06-27,66.82,48.91
2014-06-30,67.26,49.23
2014-07-01,67.66,49.48
2014-07-02,68.1,49.2
2014-07-03,68.84,49.75
2014-07-07,68.54,49.29
2014-07-08,67.79,48.4899
2014-07-09,68.15,48.38
2014-07-10,67.7,47.86
2014-07-11,67.61,47.94
2014-07-14,68.58,48.166
2014-07-15,69.11,48.14
2014-07-16,69.42,48.08
2014-07-17,69.12,47.686
2014-07-18,69.9,48.21
2014-07-21,69.75,48.07
2014-07-22,70.07,48.44
2014-07-23,70.29,48.54
2014-07-24,71.56,48.899
2014-07-25,71.45,48.44
2014-07-28,71.25,48.47
2014-07-29,71.02,48.96
2014-07-30,71.86,48.95
2014-07-31,70.44,47.645
2014-08-01,69.96,47.21
2014-08-04,70.47,47.23
2014-08-05,69.62,46.83
2014-08-06,70.32,47.237
2014-08-07,69.69,46.81
2014-08-08,70.36,47.35
2014-08-11,70.3,47.59
2014-08-12,69.77,47.42
2014-08-13,69.99,47.68
2014-08-14,70.17,47.77
2014-08-15,69.63,47.61
2014-08-18,70.19,48.226
2014-08-19,70.2,48.19
2014-08-20,70.44,48.54
2014-08-21,70.77,48.83
2014-08-22,70.92,48.964
2014-08-25,71.75,49.45
2014-08-26,72.2,49.94
2014-08-27,71.61,49.39
2014-08-28,71.67,49.2
2014-08-29,72.03,49.452
2014-09-02,72.39,49.76
2014-09-03,72.31,49.6352
2014-09-04,72.43,49.239
2014-09-05,72.66,49.228
2014-09-08,72.69,49.41
2014-09-09,71.55,48.87
2014-09-10,72.19,49.23
2014-09-11,72.92,49.238
2014-09-12,74.08,49.35
2014-09-15,74.3,48.88
2014-09-16,74.3,49.05
2014-09-17,74.81,49.482
2014-09-18,75.73,49.94
2014-09-19,74.84,49.152
2014-09-22,74.47,48.46
2014-09-23,73.94,48.12
2014-09-24,74.94,48.32
2014-09-25,73.86,47.71
2014-09-26,74.31,48.69
2014-09-29,73.61,48.265
2014-09-30,73.61,48.0
2014-10-01,72.5,47.19
2014-10-02,72.66,47.5
2014-10-03,73.59,47.9439
2014-10-06,73.51,47.789
2014-10-07,71.27,46.63
2014-10-08,71.93,47.52
2014-10-09,69.11,46.03
2014-10-10,68.04,45.206
2014-10-13,66.9,44.873
2014-10-14,67.23,44.509
2014-10-15,65.81,44.66
2014-10-16,66.19,45.04
2014-10-17,67.38,45.46
2014-10-20,67.42,45.628
2014-10-21,68.97,46.66
2014-10-22,67.9,45.92
2014-10-23,68.94,46.6
2014-10-24,71.88,46.96
2014-10-27,72.36,46.8999
2014-10-28,72.95,47.6
2014-10-29,73.82,47.85
2014-10-30,73.55,47.9
2014-10-31,75.46,48.94
2014-11-03,75.86,48.8
2014-11-04,76.58,48.6999
2014-11-05,77.22,49.11
2014-11-06,77.85,49.1099
2014-11-07,77.81,49.08
2014-11-10,78.12,49.2
2014-11-11,77.68,49.34
2014-11-12,77.45,49.51
2014-11-13,76.48,49.53
2014-11-14,76.07,49.27
2014-11-17,75.67,48.91
2014-11-18,75.86,49.18
2014-11-19,75.88,48.9299
2014-11-20,76.2,49.02
2014-11-21,76.57,49.3
2014-11-24,77.21,49.54
2014-11-25,77.19,49.71
2014-11-26,76.87,49.642
2014-11-28,76.73,49.49
2014-12-01,76.02,48.97
2014-12-02,77.42,49.36
2014-12-03,78.35,49.9
2014-12-04,78.28,49.88
2014-12-05,79.28,50.59
2014-12-08,79.72,50.748
2014-12-09,79.6,50.8201
2014-12-10,78.38,49.73
2014-12-11,78.2,49.8
2014-12-12,75.24,48.42
2014-12-15,75.42,48.15
2014-12-16,74.89,47.64
2014-12-17,76.86,49.4139
2014-12-18,79.47,50.39
2014-12-19,79.73,50.5
2014-12-22,79.66,50.4
2014-12-23,80.33,50.97
2014-12-24,80.07,51.0437
2014-12-26,79.9,51.11
2014-12-29,79.91,51.0
2014-12-30,79.21,50.91
2014-12-31,78.5,50.86
2015-01-02,78.35,50.46
2015-01-05,77.05,49.18
2015-01-06,74.85,48.07
2015-01-07,75.55,48.74
2015-01-08,77.15,49.25
2015-01-09,76.03,48.82
2015-01-12,75.37,48.13
2015-01-13,75.19,48.16
2015-01-14,73.35,47.3402
2015-01-15,72.78,46.75
2015-01-16,73.66,46.39
2015-01-20,73.2,46.4296
2015-01-21,74.74,46.69
2015-01-22,77.09,48.15
2015-01-23,72.4,47.96
2015-01-26,73.28,48.37
2015-01-27,72.54,47.88
2015-01-28,71.28,46.87
2015-01-29,71.8,47.196
2015-01-30,71.51,46.53
2015-02-02,72.98,47.34
2015-02-03,74.62,48.34
2015-02-04,73.77,48.13
2015-02-05,74.69,49.01
2015-02-06,76.12,49.53
2015-02-09,76.16,49.1601
2015-02-10,77.27,49.59
2015-02-11,76.99,49.5
2015-02-12,77.39,50.0199
2015-02-13,76.93,50.37
2015-02-17,77.27,50.77
2015-02-18,76.25,50.24
2015-02-19,76.54,50.51
2015-02-20,77.63,50.8899
2015-02-23,77.1,50.54
2015-02-24,78.21,51.14
2015-02-25,76.91,50.95
2015-02-26,74.81,50.72
2015-02-27,74.45,50.09
2015-03-02,75.57,50.54
2015-03-03,75.37,50.23
2015-03-04,75.13,49.975
2015-03-05,74.67,50.35
2015-03-06,72.81,50.3
2015-03-09,73.57,50.34
2015-03-10,71.34,49.63
2015-03-11,72.42,50.03
2015-03-12,73.67,50.952
2015-03-13,73.41,50.344
2015-03-16,74.9,51.298
2015-03-17,75.56,51.22
2015-03-18,75.13,51.02
2015-03-19,74.83,50.57
2015-03-20,76.24,51.33
2015-03-23,75.57,51.29
2015-03-24,74.75,51.0614
2015-03-25,73.27,50.13
2015-03-26,73.65,50.25
2015-03-27,73.47,49.93
2015-03-30,73.88,50.516
2015-03-31,73.53,50.31
2015-04-01,73.45,50.36
2015-04-02,73.97,50.56
2015-04-06,74.65,50.59
2015-04-07,75.2,50.16
2015-04-08,75.78,50.52
2015-04-09,76.22,50.65
2015-04-10,76.35,50.2899
2015-04-13,76.65,50.7445
2015-04-14,76.39,50.28
2015-04-15,76.53,50.671
2015-04-16,76.44,50.82
2015-04-17,75.68,50.02
2015-04-20,76.28,50.4964
2015-04-21,76.67,50.56
2015-04-22,77.93,50.98
2015-04-23,78.19,51.14
2015-04-24,76.36,50.9517
2015-04-27,76.93,50.84
2015-04-28,77.48,51.02
2015-04-29,77.65,50.8
2015-04-30,77.12,50.55
2015-05-01,77.65,50.39
2015-05-04,78.74,50.87
2015-05-05,78.75,50.27
2015-05-06,78.01,49.9
2015-05-07,78.17,50.373
2015-05-08,78.75,50.6
2015-05-11,78.02,50.561
2015-05-12,77.76,50.1988
2015-05-13,78.0,50.1556
2015-05-14,77.72,50.5999
2015-05-15,77.85,50.25
2015-05-18,78.69,50.9068
2015-05-19,79.11,50.82
2015-05-20,78.95,50.82
2015-05-21,78.9,50.7855
2015-05-22,78.62,50.63
2015-05-26,77.61,50.3399
2015-05-27,78.47,50.91
2015-05-28,79.12,50.9996
2015-05-29,77.93,50.695
2015-06-01,77.44,50.62
2015-06-02,77.15,50.95
2015-06-03,78.35,51.65
2015-06-04,77.33,51.22
2015-06-05,78.52,51.83
2015-06-08,78.79,51.7672
2015-06-09,79.15,51.4899
2015-06-10,80.68,52.1199
2015-06-11,80.84,52.26
2015-06-12,80.64,51.99
2015-06-15,79.82,51.83
2015-06-16,79.84,52.1199
2015-06-17,79.49,52.16
2015-06-18,79.91,52.38
2015-06-19,78.95,52.09
2015-06-22,79.52,52.42
2015-06-23,79.9,52.48
2015-06-24,79.76,51.98
2015-06-25,78.66,51.8
2015-06-26,78.98,51.99
2015-06-29,76.29,50.39
2015-06-30,77.0,50.76
2015-07-01,77.43,50.91
2015-07-02,77.01,50.9
2015-07-06,76.62,50.43
2015-07-07,76.63,50.47
2015-07-08,74.6,49.27
2015-07-09,74.95,49.5891
2015-07-10,75.97,50.24
2015-07-13,77.22,50.9201
2015-07-14,77.54,51.03
2015-07-15,77.99,51.1068
2015-07-16,79.3,51.64
2015-07-17,79.38,51.42
2015-07-20,79.8,51.327
2015-07-21,79.95,51.0618
2015-07-22,80.82,51.11
2015-07-23,79.71,50.76
2015-07-24,75.38,50.02
2015-07-27,74.83,49.39
2015-07-28,76.17,49.7404
2015-07-29,76.42,50.22
2015-07-30,77.15,50.29
2015-07-31,76.56,50.496
2015-08-03,77.19,50.4699
2015-08-04,78.15,50.56
2015-08-05,78.1,50.28
2015-08-06,78.35,49.62
2015-08-07,78.51,49.42
2015-08-10,79.53,50.27
2015-08-11,78.43,49.44
2015-08-12,77.21,48.87
2015-08-13,77.55,49.0497
2015-08-14,78.47,49.2532
2015-08-17,78.13,49.35
2015-08-18,78.38,49.1601
2015-08-19,77.95,48.55
2015-08-20,75.92,47.07
2015-08-21,73.88,45.6994
2015-08-24,69.46,43.72
2015-08-25,68.09,43.46
2015-08-26,70.77,44.11
2015-08-27,72.94,44.95
2015-08-28,73.11,45.1896
2015-08-31,71.92,45.02
2015-09-01,69.68,43.26
2015-09-02,70.82,43.53
2015-09-03,71.45,43.66
2015-09-04,70.03,43.13
2015-09-08,72.22,44.21
2015-09-09,71.26,43.72
2015-09-10,71.62,43.75
2015-09-11,71.52,43.7
2015-09-14,71.3,43.57
2015-09-15,71.93,44.18
2015-09-16,72.09,44.7063
2015-09-17,71.49,44.31
2015-09-18,69.0,42.85
2015-09-21,69.84,43.34
2015-09-22,68.61,42.7416
2015-09-23,68.56,42.69
2015-09-24,67.73,42.3699
2015-09-25,68.74,42.64
2015-09-28,66.39,41.04
2015-09-29,66.62,40.8
2015-09-30,67.21,41.48
2015-10-01,67.11,41.33
2015-10-02,67.12,41.31
2015-10-05,68.67,42.56
2015-10-06,68.11,42.24
2015-10-07,69.02,42.91
2015-10-08,69.45,42.93
2015-10-09,68.77,42.71
2015-10-12,69.11,42.55
2015-10-13,67.71,41.96
2015-10-14,66.64,41.55
2015-10-15,68.51,42.79
2015-10-16,68.51,43.17
2015-10-19,67.82,42.81
2015-10-20,68.26,43.1
2015-10-21,67.19,42.3448
2015-10-22,69.27,43.5
2015-10-23,67.14,44.2405
2015-10-26,66.92,44.03
2015-10-27,67.47,43.3091
2015-10-28,70.34,44.95
2015-10-29,69.78,44.52
2015-10-30,69.0,44.495
2015-11-02,70.32,45.59
2015-11-03,71.25,45.88
2015-11-04,71.27,45.55
2015-11-05,72.46,46.0121
2015-11-06,73.62,46.92
2015-11-09,72.42,46.09
2015-11-10,71.43,45.8
2015-11-11,71.65,45.87
2015-11-12,70.62,45.28
2015-11-13,69.96,44.57
2015-11-16,70.59,45.13
2015-11-17,70.98,45.0
2015-11-18,72.88,46.05
2015-11-19,72.62,46.04
2015-11-20,72.78,46.2
2015-11-23,72.62,46.13
2015-11-24,72.34,46.17
2015-11-25,72.82,46.56
2015-11-27,72.8,46.685
2015-11-30,72.58,46.668
2015-12-01,72.43,46.933
2015-12-02,72.36,46.4298
2015-12-03,71.34,45.5
2015-12-04,73.69,46.43
2015-12-07,72.52,45.68
2015-12-08,70.96,45.14
2015-12-09,68.83,44.3
2015-12-10,69.05,44.68
2015-12-11,66.12,42.82
2015-12-14,65.73,42.23
2015-12-15,67.41,43.34
2015-12-16,68.61,44.1
2015-12-17,66.4,43.39
2015-12-18,64.73,42.19
2015-12-21,65.77,42.51
2015-12-22,66.4,43.02
2015-12-23,67.16,43.801
2015-12-24,67.14,43.77
2015-12-28,67.17,43.72
2015-12-29,67.65,44.08
2015-12-30,66.57,43.61
2015-12-31,66.36,43.6
2016-01-04,65.14,42.47
2016-01-05,65.24,42.24
2016-01-06,63.07,41.04
2016-01-07,60.22,39.4399
2016-01-08,58.65,38.67
2016-01-11,58.44,38.6
2016-01-12,59.35,38.66
2016-01-13,56.81,36.946
2016-01-14,57.44,37.71
2016-01-15,54.97,36.54
2016-01-19,55.54,36.52
2016-01-20,55.13,36.0356
2016-01-21,54.43,35.66
2016-01-22,55.83,36.82
2016-01-25,54.22,35.72
2016-01-26,55.93,36.44
2016-01-27,51.91,35.96
2016-01-28,51.98,35.81
2016-01-29,55.73,36.6801
2016-02-01,54.79,36.49
2016-02-02,52.97,34.91
2016-02-03,53.78,34.85
2016-02-04,55.11,35.66
2016-02-05,54.42,35.06
2016-02-08,53.57,33.91
2016-02-09,53.4,33.79
2016-02-10,53.73,34.18
2016-02-11,52.38,33.0
2016-02-12,54.68,33.7415
2016-02-16,56.64,34.86
2016-02-17,56.58,35.65
2016-02-18,55.58,35.2601
2016-02-19,56.19,35.13
2016-02-22,56.82,35.652
2016-02-23,55.63,35.08
2016-02-24,54.18,34.74
2016-02-25,54.74,35.43
2016-02-26,55.41,36.25
2016-02-29,54.78,36.0101
2016-03-01,57.14,37.3301
2016-03-02,57.69,37.5932
2016-03-03,58.05,38.1816
2016-03-04,58.67,38.63
2016-03-07,58.5,38.58
2016-03-08,57.28,37.77
2016-03-09,56.99,37.67
2016-03-10,56.57,37.53
2016-03-11,57.95,38.91
2016-03-14,57.76,38.73
2016-03-15,56.75,37.94
2016-03-16,56.85,38.22
2016-03-17,57.4,39.16
2016-03-18,59.05,39.36
2016-03-21,59.94,39.3401
2016-03-22,59.36,39.18
2016-03-23,59.64,38.53
2016-03-24,58.75,38.2
2016-03-28,58.41,38.15
2016-03-29,58.49,38.73
2016-03-30,58.52,39.12
2016-03-31,58.52,38.94
2016-04-01,58.95,39.28
2016-04-04,58.8,38.67
2016-04-05,57.61,37.9075
2016-04-06,58.2,38.2499
2016-04-07,56.18,36.89
2016-04-08,56.27,36.96
2016-04-11,56.57,37.3399
2016-04-12,57.49,38.05
2016-04-13,59.74,39.75
2016-04-14,60.08,39.89
2016-04-15,59.57,39.54
2016-04-18,59.89,39.79
2016-04-19,60.26,40.1501
2016-04-20,61.75,40.9199
2016-04-21,61.19,41.02
2016-04-22,61.89,41.42
2016-04-25,61.41,40.92
2016-04-26,62.48,41.15
2016-04-27,63.93,41.25
2016-04-28,62.81,40.13
2016-04-29,62.3,39.83
2016-05-02,62.91,40.06
2016-05-03,61.06,39.09
2016-05-04,60.02,38.48
2016-05-05,59.74,38.38
2016-05-06,59.76,38.51
2016-05-09,59.8,38.58
2016-05-10,61.11,39.4901
2016-05-11,60.38,38.8601
2016-05-12,60.03,38.85
2016-05-13,59.23,38.17
2016-05-16,59.71,38.44
2016-05-17,59.69,38.3
2016-05-18,61.5,39.274
2016-05-19,60.72,38.69
2016-05-20,61.43,39.32
2016-05-23,61.25,39.39
2016-05-24,62.55,40.38
2016-05-25,63.68,40.97
2016-05-26,62.87,40.73
2016-05-27,63.33,41.2
2016-05-31,63.06,41.27
2016-06-01,62.96,41.22
2016-06-02,63.0,41.18
2016-06-03,61.01,40.33
2016-06-06,62.55,41.0
2016-06-07,61.77,40.68
2016-06-08,61.54,40.6
2016-06-09,60.29,39.95
2016-06-10,59.18,38.99
2016-06-13,59.11,38.66
2016-06-14,58.22,37.87
2016-06-15,57.91,38.1
2016-06-16,57.55,38.0401
2016-06-17,57.94,37.9111
2016-06-20,58.65,38.43
2016-06-21,58.78,38.37
2016-06-22,58.49,38.41
2016-06-23,60.27,39.52
2016-06-24,54.99,36.26
2016-06-27,50.79,34.01
2016-06-28,51.27,34.4848
2016-06-29,52.16,35.4387
2016-06-30,53.92,36.16
2016-07-01,53.84,35.98
2016-07-05,52.6,35.05
2016-07-06,52.12,35.28
2016-07-07,52.04,35.58
2016-07-08,53.23,36.48
2016-07-11,53.61,36.9388
2016-07-12,54.71,38.05
2016-07-13,54.81,37.79
2016-07-14,56.22,38.36
2016-07-15,56.91,38.5324
2016-07-18,57.62,38.8333
2016-07-19,57.46,38.61
2016-07-20,57.77,38.94
2016-07-21,57.3,38.74
2016-07-22,58.24,39.031
2016-07-25,57.79,38.866
2016-07-26,58.32,38.97
2016-07-27,63.75,39.1499
2016-07-28,65.45,39.235
2016-07-29,65.78,39.2199
2016-08-01,65.94,38.99
2016-08-02,65.33,38.295
2016-08-03,65.85,39.054
2016-08-04,65.79,39.1367
2016-08-05,67.95,40.1673
2016-08-08,68.18,40.1247
2016-08-09,67.81,39.9501
2016-08-10,67.69,39.77
2016-08-11,68.5,40.0499
2016-08-12,68.24,39.7748
2016-08-15,69.21,40.34
2016-08-16,68.99,40.2166
2016-08-17,69.09,40.1667
2016-08-18,69.05,40.3166
2016-08-19,69.02,40.39
2016-08-22,68.97,40.23
2016-08-23,69.32,40.5757
2016-08-24,69.02,40.4264
2016-08-25,69.04,40.3178
2016-08-26,69.07,40.6186
2016-08-29,69.63,40.87
2016-08-30,70.34,41.3
2016-08-31,70.24,41.1948
2016-09-01,70.12,40.8
2016-09-02,70.63,41.14
2016-09-06,70.37,40.9042
2016-09-07,70.57,41.21
2016-09-08,70.54,41.36
2016-09-09,69.7,40.56
2016-09-12,70.65,41.25
2016-09-13,69.18,40.39
2016-09-14,69.42,40.253
2016-09-15,70.37,41.06
2016-09-16,69.29,40.428
2016-09-19,69.02,40.57
2016-09-20,69.97,40.47
2016-09-21,71.07,40.84
2016-09-22,71.04,41.075
2016-09-23,70.62,40.8788
2016-09-26,69.33,39.97
2016-09-27,70.08,40.07
2016-09-28,70.44,40.21
2016-09-29,68.59,39.91
2016-09-30,69.63,40.51
2016-10-03,69.82,40.49
2016-10-04,71.35,40.4587
2016-10-05,72.7,41.1001
2016-10-06,72.5,41.0367
2016-10-07,72.26,40.8399
2016-10-10,71.84,40.9196
2016-10-11,70.34,40.28
2016-10-12,70.63,40.24
2016-10-13,68.76,39.79
2016-10-14,69.01,40.01
2016-10-17,68.63,39.608
2016-10-18,69.77,39.905
2016-10-19,70.53,40.22
2016-10-20,71.03,40.006
2016-10-21,70.88,40.105
2016-10-24,71.43,40.235
2016-10-25,70.89,39.88
2016-10-26,70.19,39.8696
2016-10-27,70.81,39.55
2016-10-28,70.48,39.39
2016-10-31,70.21,39.27
2016-11-01,70.67,39.02
2016-11-02,69.98,38.55
2016-11-03,70.35,38.8
2016-11-04,70.39,39.04
2016-11-07,72.34,39.62
2016-11-08,72.26,39.59
2016-11-09,75.54,41.507
2016-11-10,76.74,42.6208
2016-11-11,76.45,42.882
2016-11-14,78.51,43.7
2016-11-15,79.25,43.8679
2016-11-16,77.88,43.6865
2016-11-17,78.52,44.17
2016-11-18,78.5,44.3192
2016-11-21,78.59,44.53
2016-11-22,78.01,44.5568
2016-11-23,78.28,44.919
2016-11-25,78.44,44.8894
2016-11-28,76.86,44.36
2016-11-29,77.01,44.3708
2016-11-30,78.8,44.77
2016-12-01,80.39,45.26
2016-12-02,78.44,44.8129
2016-12-05,79.16,45.2347
2016-12-06,79.61,45.5766
2016-12-07,79.92,46.36
2016-12-08,81.44,46.9672
2016-12-09,80.53,46.8682
2016-12-12,80.23,46.29
2016-12-13,80.06,46.2275
2016-12-14,79.38,45.85
2016-12-15,80.09,46.0
2016-12-16,78.62,45.27
2016-12-19,78.32,45.3099
2016-12-20,79.01,45.93
2016-12-21,78.86,45.73
2016-12-22,79.0,45.25
2016-12-23,78.69,45.32
2016-12-27,79.0,45.51
2016-12-28,78.4,44.925
2016-12-29,77.66,44.82
2016-12-30,77.72,44.88
2017-01-03,79.25,45.397
2017-01-04,82.27,46.5
2017-01-05,81.68,46.1
2017-01-06,82.44,46.41
2017-01-09,81.37,45.8
2017-01-10,81.3,45.9005
2017-01-11,82.85,45.95
2017-01-12,82.09,45.76
2017-01-13,82.93,46.0452
2017-01-17,80.2,45.1775
2017-01-18,80.15,45.417
2017-01-19,78.75,45.3281
2017-01-20,79.01,45.54
2017-01-23,78.56,45.53
2017-01-24,80.52,46.1705
2017-01-25,77.8,46.438
2017-01-26,76.58,46.1901
2017-01-27,76.0,45.88
2017-01-30,76.2,45.9
2017-01-31,76.2,45.945
2017-02-01,76.34,46.19
2017-02-02,75.97,45.7999
2017-02-03,77.54,46.6
2017-02-06,77.32,46.59
2017-02-07,77.5,46.64
2017-02-08,77.35,46.2889
2017-02-09,77.94,46.92
2017-02-10,78.11,47.1012
2017-02-13,79.29,47.4701
2017-02-14,81.45,47.709
2017-02-15,81.91,48.2177
2017-02-16,80.76,47.95
2017-02-17,80.67,48.07
2017-02-21,80.53,48.36
2017-02-22,80.21,48.3545
2017-02-23,79.82,48.29
2017-02-24,78.95,48.085
2017-02-27,79.21,48.312
2017-02-28,79.71,47.71
2017-03-01,81.65,48.66
2017-03-02,80.37,48.0
2017-03-03,80.22,48.0264
2017-03-06,79.62,47.68
2017-03-07,79.6,47.45
2017-03-08,79.92,47.45
2017-03-09,79.91,47.48
2017-03-10,79.91,47.52
2017-03-13,79.54,47.667
2017-03-14,79.14,47.42
2017-03-15,79.66,47.94
2017-03-16,80.61,48.3908
2017-03-17,78.61,47.4
2017-03-20,77.76,47.1
2017-03-21,76.31,46.018
2017-03-22,76.79,45.83
2017-03-23,77.27,45.9359
2017-03-24,77.21,45.8079
2017-03-27,78.11,45.4374
2017-03-28,79.4,46.2293
2017-03-29,79.31,46.0583
2017-03-30,80.04,46.7099
2017-03-31,79.61,46.736
2017-04-03,78.82,46.35
2017-04-04,78.69,46.0808
2017-04-05,78.61,46.25
2017-04-06,78.88,46.0666
2017-04-07,78.78,46.01
2017-04-10,78.42,45.826
2017-04-11,78.32,45.7453
2017-04-12,77.73,45.567
2017-04-13,77.3,45.28
2017-04-17,78.48,45.5074
2017-04-18,77.71,45.7958
2017-04-19,77.87,45.9578
2017-04-20,78.32,46.5201
2017-04-21,77.7,46.3496
2017-04-24,79.79,47.03
2017-04-25,80.62,47.1
2017-04-26,83.55,47.215
2017-04-27,84.73,47.074
2017-04-28,83.9,46.9019
2017-05-01,83.94,46.8209
2017-05-02,83.35,46.77
2017-05-03,83.78,46.96
2017-05-04,83.72,46.9477
2017-05-05,83.6,46.7411
2017-05-08,83.39,46.69
2017-05-09,83.45,46.81
2017-05-10,83.56,47.0328
2017-05-11,82.83,46.6312
