date,T,XLK
2010-01-04,28.58,23.27
2010-01-05,28.44,23.24
2010-01-06,27.61,22.98
2010-01-07,27.3,22.89
2010-01-08,27.1,23.04
2010-01-11,26.97,22.95
2010-01-12,26.96,22.7
2010-01-13,26.64,22.92
2010-01-14,26.19,22.98
2010-01-15,25.79,22.66
2010-01-19,26.2,23.05
2010-01-20,25.83,22.68
2010-01-21,25.67,22.44
2010-01-22,25.39,21.66
2010-01-25,25.58,21.84
2010-01-26,25.33,21.78
2010-01-27,25.62,21.96
2010-01-28,25.54,21.33
2010-01-29,25.36,20.959
2010-02-01,25.38,21.2
2010-02-02,25.69,21.41
2010-02-03,25.58,21.46
2010-02-04,25.03,20.86
2010-02-05,25.24,21.07
2010-02-08,24.98,20.98
2010-02-09,25.26,21.16
2010-02-10,25.12,21.1
2010-02-11,25.19,21.32
2010-02-12,25.07,21.36
2010-02-16,25.32,21.68
2010-02-17,25.4,21.74
2010-02-18,25.24,21.88
2010-02-19,25.1,21.82
2010-02-22,25.02,21.78
2010-02-23,24.83,21.51
2010-02-24,24.91,21.72
2010-02-25,24.77,21.66
2010-02-26,24.81,21.69
2010-03-01,25.0,21.97
2010-03-02,24.88,21.94
2010-03-03,24.89,21.95
2010-03-04,24.96,22.04
2010-03-05,24.99,22.31
2010-03-08,25.28,22.43
2010-03-09,25.56,22.53
2010-03-10,25.52,22.68
2010-03-11,25.6,22.77
2010-03-12,25.62,22.75
2010-03-15,25.78,22.73
2010-03-16,25.85,22.9
2010-03-17,25.9,22.97
2010-03-18,26.06,23.0
2010-03-19,26.24,22.79
2010-03-22,26.4,22.96
2010-03-23,26.55,23.18
2010-03-24,26.26,23.07
2010-03-25,26.15,23.11
2010-03-26,26.24,23.0
2010-03-29,26.51,23.07
2010-03-30,25.95,23.17
2010-03-31,25.84,23.1
2010-04-01,26.11,23.06
2010-04-05,26.31,23.33
2010-04-06,26.31,23.35
2010-04-07,25.65,23.26
2010-04-08,26.02,23.3
2010-04-09,26.44,23.48
2010-04-12,26.38,23.53
2010-04-13,26.2,23.6
2010-04-14,26.24,23.94
2010-04-15,26.24,24.05
2010-04-16,25.93,23.73
2010-04-19,26.38,23.78
2010-04-20,26.66,23.91
2010-04-21,26.34,23.96
2010-04-22,26.27,24.02
2010-04-23,26.25,24.08
2010-04-26,26.27,24.05
2010-04-27,25.95,23.58
2010-04-28,25.91,23.65
2010-04-29,26.14,23.89
2010-04-30,26.06,23.389
2010-05-03,26.28,23.71
2010-05-04,25.9,23.03
2010-05-05,25.77,22.93
2010-05-06,25.14,22.24
2010-05-07,25.1,21.75
2010-05-10,25.67,22.75
2010-05-11,25.64,22.6
2010-05-12,25.82,23.19
2010-05-13,25.74,22.85
2010-05-14,25.4,22.41
2010-05-17,25.77,22.52
2010-05-18,25.59,22.18
2010-05-19,25.57,22.01
2010-05-20,24.96,21.31
2010-05-21,24.85,21.47
2010-05-24,24.43,21.37
2010-05-25,24.32,21.31
2010-05-26,24.13,21.1
2010-05-27,24.63,21.82
2010-05-28,24.3,21.64
2010-06-01,24.33,21.43
2010-06-02,24.78,21.91
2010-06-03,24.8,22.13
2010-06-04,24.17,21.42
2010-06-07,24.32,21.11
2010-06-08,24.97,21.15
2010-06-09,24.9,21.04
2010-06-10,25.44,21.55
2010-06-11,25.29,21.74
2010-06-14,25.17,21.7
2010-06-15,25.54,22.27
2010-06-16,25.52,22.33
2010-06-17,25.57,22.41
2010-06-18,25.43,22.33
2010-06-21,25.44,22.17
2010-06-22,25.36,21.98
2010-06-23,25.44,21.94
2010-06-24,25.05,21.5
2010-06-25,24.79,21.475
2010-06-28,24.95,21.52
2010-06-29,24.46,20.72
2010-06-30,24.19,20.4
2010-07-01,24.34,20.32
2010-07-02,24.29,20.29
2010-07-06,24.41,20.49
2010-07-07,24.33,21.15
2010-07-08,24.57,21.28
2010-07-09,24.83,21.39
2010-07-12,24.84,21.49
2010-07-13,24.95,21.8
2010-07-14,24.96,21.93
2010-07-15,25.0,22.0
2010-07-16,24.69,21.3725
2010-07-19,24.88,21.58
2010-07-20,24.79,21.72
2010-07-21,24.92,21.46
2010-07-22,25.51,22.04
2010-07-23,25.54,22.19
2010-07-26,25.96,22.32
2010-07-27,26.15,22.39
2010-07-28,26.2,22.21
2010-07-29,26.02,22.01
2010-07-30,25.94,21.92
2010-08-02,26.59,22.38
2010-08-03,26.69,22.26
2010-08-04,26.64,22.44
2010-08-05,26.74,22.34
2010-08-06,26.54,22.28
2010-08-09,26.86,22.43
2010-08-10,27.01,22.2
2010-08-11,26.55,21.67
2010-08-12,26.66,21.37
2010-08-13,26.72,21.27
2010-08-16,26.65,21.31
2010-08-17,26.97,21.54
2010-08-18,27.28,21.66
2010-08-19,26.97,21.4
2010-08-20,26.45,21.35
2010-08-23,26.49,21.16
2010-08-24,26.72,20.87
2010-08-25,26.89,21.0
2010-08-26,26.7,20.79
2010-08-27,26.94,21.04
2010-08-30,26.63,20.76
2010-08-31,27.03,20.69
2010-09-01,27.35,21.22
2010-09-02,27.4,21.41
2010-09-03,27.44,21.73
2010-09-07,27.27,21.55
2010-09-08,27.39,21.67
2010-09-09,27.81,21.73
2010-09-10,27.83,21.74
2010-09-13,27.93,22.13
2010-09-14,27.93,22.22
2010-09-15,28.01,22.36
2010-09-16,28.11,22.49
2010-09-17,28.17,22.53
2010-09-20,28.54,22.86
2010-09-21,28.61,22.82
2010-09-22,28.59,22.71
2010-09-23,28.51,22.68
2010-09-24,28.58,23.12
2010-09-27,28.87,23.13
2010-09-28,28.92,23.16
2010-09-29,28.71,23.11
2010-09-30,28.6,23.02
2010-10-01,28.81,23.03
2010-10-04,28.86,22.84
2010-10-05,29.36,23.29
2010-10-06,28.62,23.18
2010-10-07,28.25,23.18
2010-10-08,28.22,23.31
2010-10-11,28.32,23.35
2010-10-12,28.39,23.49
2010-10-13,28.47,23.68
2010-10-14,28.5,23.69
2010-10-15,28.33,24.09
2010-10-18,28.62,24.25
2010-10-19,28.21,23.82
2010-10-20,28.61,24.02
2010-10-21,28.34,24.04
2010-10-22,28.29,24.11
2010-10-25,28.36,24.18
2010-10-26,28.31,24.24
2010-10-27,28.35,24.31
2010-10-28,28.5,24.31
2010-10-29,28.52,24.35
2010-11-01,28.72,24.37
2010-11-02,28.94,24.61
2010-11-03,29.06,24.75
2010-11-04,29.44,25.12
2010-11-05,29.27,25.1
2010-11-08,29.18,25.12
2010-11-09,29.18,25.05
2010-11-10,29.05,25.07
2010-11-11,28.83,24.685
2010-11-12,28.46,24.34
2010-11-15,28.63,24.27
2010-11-16,28.24,23.83
2010-11-17,27.96,23.84
2010-11-18,28.44,24.24
2010-11-19,28.32,24.31
2010-11-22,28.29,24.45
2010-11-23,28.03,24.09
2010-11-24,28.14,24.49
2010-11-26,27.98,24.25
2010-11-29,27.7,24.19
2010-11-30,27.79,23.95
2010-12-01,28.28,24.46
2010-12-02,28.55,24.75
2010-12-03,28.49,24.805
2010-12-06,28.3,24.81
2010-12-07,28.54,24.84
2010-12-08,28.63,25.05
2010-12-09,28.82,25.07
2010-12-10,28.89,25.185
2010-12-13,28.78,25.14
2010-12-14,29.34,25.18
2010-12-15,29.13,25.08
2010-12-16,29.23,25.12
2010-12-17,29.21,25.08
2010-12-20,29.13,25.1
2010-12-21,29.07,25.25
2010-12-22,29.13,25.22
2010-12-23,29.2,25.21
2010-12-27,29.25,25.26
2010-12-28,29.23,25.23
2010-12-29,29.31,25.28
2010-12-30,29.33,25.22
2010-12-31,29.38,25.19
2011-01-03,29.67,25.47
2011-01-04,29.88,25.57
2011-01-05,29.98,25.72
2011-01-06,29.15,25.87
2011-01-07,28.85,25.75
2011-01-10,28.34,25.7725
2011-01-11,27.91,25.73
2011-01-12,28.04,25.96
2011-01-13,28.08,25.94
2011-01-14,28.43,26.17
2011-01-18,28.33,26.1975
2011-01-19,28.33,26.01
2011-01-20,28.23,25.87
2011-01-21,28.33,25.72
2011-01-24,28.48,26.08
2011-01-25,28.76,26.2
2011-01-26,28.73,26.35
2011-01-27,28.13,26.44
2011-01-28,27.49,25.83
2011-01-31,27.52,25.99
2011-02-01,27.87,26.43
2011-02-02,27.67,26.4775
2011-02-03,27.99,26.52
2011-02-04,27.97,26.69
2011-02-07,27.96,26.8225
2011-02-08,27.91,26.9325
2011-02-09,27.97,26.88
2011-02-10,28.24,26.76
2011-02-11,28.47,26.9025
2011-02-14,28.46,26.94
2011-02-15,28.24,26.84
2011-02-16,28.3,26.9875
2011-02-17,28.5,27.04
2011-02-18,28.57,27.0
2011-02-22,28.2,26.34
2011-02-23,28.03,26.03
2011-02-24,27.92,26.12
2011-02-25,28.13,26.45
2011-02-28,28.38,26.56
2011-03-01,28.08,26.05
2011-03-02,28.17,26.21
2011-03-03,28.13,26.63
2011-03-04,27.9175,26.415
2011-03-07,27.9,26.08
2011-03-08,28.45,26.2975
2011-03-09,28.79,26.19
2011-03-10,28.61,25.7
2011-03-11,28.46,25.8
2011-03-14,28.19,25.68
2011-03-15,27.81,25.3
2011-03-16,27.33,24.6825
2011-03-17,27.74,24.94
2011-03-18,27.94,24.9
2011-03-21,28.26,25.3225
2011-03-22,28.1,25.28
2011-03-23,28.14,25.42
2011-03-24,28.54,25.8175
2011-03-25,28.85,25.88
2011-03-28,29.36,25.82
2011-03-29,30.05,26.0
2011-03-30,30.71,26.11
2011-03-31,30.61,26.0625
2011-04-01,30.62,26.01
2011-04-04,30.77,25.92
2011-04-05,30.7,25.88
2011-04-06,30.47,26.07
2011-04-07,30.54,26.08
2011-04-08,30.71,25.93
2011-04-11,30.66,25.89
2011-04-12,30.47,25.68
2011-04-13,30.18,25.84
2011-04-14,30.29,25.79
2011-04-15,30.65,25.74
2011-04-18,30.31,25.51
2011-04-19,30.31,25.58
2011-04-20,30.13,26.119
2011-04-21,30.68,26.35
2011-04-25,30.55,26.37
2011-04-26,30.94,26.59
2011-04-27,31.42,26.75
2011-04-28,31.37,26.76
2011-04-29,31.12,26.74
2011-05-02,31.21,26.64
2011-05-03,31.86,26.65
2011-05-04,31.79,26.57
2011-05-05,31.22,26.43
2011-05-06,31.26,26.48
2011-05-09,31.35,26.59
2011-05-10,31.69,26.83
2011-05-11,31.38,26.59
2011-05-12,31.64,26.79
2011-05-13,31.41,26.46
2011-05-16,31.06,26.08
2011-05-17,31.12,26.08
2011-05-18,31.2,26.27
2011-05-19,31.4,26.32
2011-05-20,31.32,26.169
2011-05-23,31.08,25.8
2011-05-24,31.16,25.72
2011-05-25,31.0,25.8
2011-05-26,31.11,25.97
2011-05-27,31.29,26.1
2011-05-31,31.56,26.46
2011-06-01,31.17,25.91
2011-06-02,30.97,25.93
2011-06-03,30.65,25.54
2011-06-06,30.36,25.35
2011-06-07,30.31,25.27
2011-06-08,30.34,25.1
2011-06-09,30.33,25.12
2011-06-10,30.34,24.77
2011-06-13,30.55,24.79
2011-06-14,30.79,25.1
2011-06-15,30.35,24.63
2011-06-16,30.43,24.57
2011-06-17,30.77,24.445
2011-06-20,30.96,24.5425
2011-06-21,31.11,24.98
2011-06-22,30.88,24.8
2011-06-23,30.72,24.97
2011-06-24,30.44,24.54
2011-06-27,30.76,24.87
2011-06-28,31.02,25.18
2011-06-29,31.26,25.38
2011-06-30,31.41,25.7
2011-07-01,31.68,26.12
2011-07-05,31.63,26.16
2011-07-06,31.23,26.28
2011-07-07,31.23,26.6
2011-07-08,31.14,26.47
2011-07-11,30.8,26.03
2011-07-12,30.77,25.8
2011-07-13,30.82,25.86
2011-07-14,30.58,25.64
2011-07-15,30.31,25.92
2011-07-18,30.12,25.83
2011-07-19,30.33,26.45
2011-07-20,30.23,26.37
2011-07-21,30.28,26.49
2011-07-22,30.32,26.72
2011-07-25,29.91,26.65
2011-07-26,29.94,26.77
2011-07-27,29.96,26.06
2011-07-28,29.26,26.02
2011-07-29,29.26,25.81
2011-08-01,29.52,25.79
2011-08-02,29.18,25.25
2011-08-03,29.5,25.51
2011-08-04,28.78,24.48
2011-08-05,28.93,24.33
2011-08-08,27.7,22.96
2011-08-09,28.85,24.01
2011-08-10,27.88,23.07
2011-08-11,28.44,23.95
2011-08-12,28.22,24.121
2011-08-15,28.81,24.55
2011-08-16,28.79,24.37
2011-08-17,29.17,24.26
2011-08-18,28.46,23.08
2011-08-19,27.99,22.52
2011-08-22,28.45,22.64
2011-08-23,28.98,23.47
2011-08-24,29.43,23.68
2011-08-25,29.06,23.34
2011-08-26,29.04,23.8
2011-08-29,29.26,24.4
2011-08-30,29.62,24.5
2011-08-31,28.48,24.44
2011-09-01,28.27,24.17
2011-09-02,28.05,23.62
2011-09-06,27.83,23.51
2011-09-07,28.13,24.12
2011-09-08,27.96,24.0
2011-09-09,27.54,23.49
2011-09-12,27.88,23.77
2011-09-13,28.12,24.05
2011-09-14,28.26,24.41
2011-09-15,28.54,24.8
2011-09-16,28.94,24.98
2011-09-19,28.58,24.92
2011-09-20,28.85,24.86
2011-09-21,28.3,24.49
2011-09-22,27.75,23.73
2011-09-23,27.85,24.0
2011-09-26,28.34,24.3
2011-09-27,28.67,24.61
2011-09-28,28.55,24.26
2011-09-29,28.84,24.21
2011-09-30,28.52,23.6
2011-10-03,28.16,23.07
2011-10-04,28.31,23.54
2011-10-05,28.31,24.03
2011-10-06,28.41,24.39
2011-10-07,28.44,24.3
2011-10-10,29.17,25.05
2011-10-11,28.77,25.16
2011-10-12,28.99,25.27
2011-10-13,29.1,25.55
2011-10-14,29.17,26.0
2011-10-17,29.02,25.59
2011-10-18,29.21,25.82
2011-10-19,29.09,25.32
2011-10-20,28.99,25.21
2011-10-21,29.13,25.53
2011-10-24,28.88,25.93
2011-10-25,28.41,25.52
2011-10-26,28.75,25.63
2011-10-27,29.47,26.39
2011-10-28,29.74,26.48
2011-10-31,29.31,26.01
2011-11-01,28.7,25.29
2011-11-02,29.08,25.6
2011-11-03,29.44,26.21
2011-11-04,29.16,26.05
2011-11-07,29.44,26.21
2011-11-08,29.46,26.51
2011-11-09,28.91,25.59
2011-11-10,29.16,25.67
2011-11-11,29.42,26.16
2011-11-14,29.19,25.96
2011-11-15,29.25,26.31
2011-11-16,28.78,25.92
2011-11-17,28.61,25.42
2011-11-18,28.64,25.21
2011-11-21,28.36,24.77
2011-11-22,28.08,24.73
2011-11-23,27.55,24.14
2011-11-25,27.41,24.01
2011-11-28,27.95,24.8
2011-11-29,28.06,24.67
2011-11-30,28.98,25.62
2011-12-01,28.84,25.76
2011-12-02,28.96,25.74
2011-12-05,29.15,26.03
2011-12-06,29.17,26.02
2011-12-07,29.4,26.05
2011-12-08,28.86,25.64
2011-12-09,29.03,26.04
2011-12-12,29.01,25.71
2011-12-13,29.04,25.47
2011-12-14,28.81,25.08
2011-12-15,28.79,25.02
2011-12-16,28.85,24.98
2011-12-19,28.74,24.74
2011-12-20,29.12,25.435
2011-12-21,29.3,25.02
2011-12-22,29.66,25.31
2011-12-23,29.87,25.56
2011-12-27,30.04,25.6
2011-12-28,29.95,25.34
2011-12-29,30.17,25.53
2011-12-30,30.24,25.45
2012-01-03,30.38,25.81
2012-01-04,30.43,25.88
2012-01-05,30.4,25.96
2012-01-06,29.68,25.97
2012-01-09,29.66,25.93
2012-01-10,29.76,26.02
2012-01-11,29.99,26.1
2012-01-12,30.12,26.23
2012-01-13,30.07,26.08
2012-01-17,30.25,26.2
2012-01-18,30.33,26.58
2012-01-19,30.42,26.77
2012-01-20,30.51,26.8
2012-01-23,30.4,26.89
2012-01-24,30.09,26.87
2012-01-25,30.21,27.08
2012-01-26,29.45,26.9
2012-01-27,29.16,26.9
2012-01-30,29.34,26.98
2012-01-31,29.41,27.03
2012-02-01,29.6,27.3
2012-02-02,29.79,27.37
2012-02-03,29.95,27.715
2012-02-06,29.97,27.73
2012-02-07,30.04,27.8
2012-02-08,30.02,27.97
2012-02-09,29.99,28.24
2012-02-10,29.84,28.03
2012-02-13,30.04,28.21
2012-02-14,30.07,28.26
2012-02-15,29.87,28.11
2012-02-16,30.02,28.52
2012-02-17,30.01,28.52
2012-02-21,30.34,28.64
2012-02-22,30.28,28.54
2012-02-23,30.46,28.65
2012-02-24,30.34,28.82
2012-02-27,30.36,28.87
2012-02-28,30.53,29.08
2012-02-29,30.59,28.945
2012-03-01,30.63,29.12
2012-03-02,30.87,29.08
2012-03-05,30.99,28.83
2012-03-06,30.725,28.545
2012-03-07,30.88,28.76
2012-03-08,31.0,29.05
2012-03-09,31.18,29.18
2012-03-12,31.44,29.22
2012-03-13,31.63,29.8
2012-03-14,31.45,29.91
2012-03-15,31.64,29.99
2012-03-16,31.59,29.88
2012-03-19,31.65,30.1
2012-03-20,31.79,30.07
2012-03-21,31.84,30.06
2012-03-22,31.71,29.99
2012-03-23,31.52,29.985
2012-03-26,31.79,30.43
2012-03-27,31.64,30.42
2012-03-28,31.36,30.31
2012-03-29,31.21,30.25
2012-03-30,31.23,30.16
2012-04-02,31.45,30.48
2012-04-03,31.43,30.46
2012-04-04,31.57,30.1
2012-04-05,30.94,30.17
2012-04-09,30.64,29.96
2012-04-10,30.13,29.535
2012-04-11,30.45,29.71
2012-04-12,30.84,30.075
2012-04-13,30.54,29.61
2012-04-16,30.61,29.3
2012-04-17,30.89,29.94
2012-04-18,30.75,29.69
2012-04-19,30.74,29.39
2012-04-20,30.86,29.28
2012-04-23,30.61,29.05
2012-04-24,31.72,28.99
2012-04-25,31.74,29.805
2012-04-26,32.44,30.04
2012-04-27,32.67,30.03
2012-04-30,32.91,29.82
2012-05-01,33.06,29.92
2012-05-02,33.04,29.94
2012-05-03,33.11,29.69
2012-05-04,32.86,29.07
2012-05-07,33.0,28.99
2012-05-08,33.04,28.885
2012-05-09,32.81,28.89
2012-05-10,33.13,28.67
2012-05-11,33.59,28.69
2012-05-14,33.53,28.44
2012-05-15,33.35,28.36
2012-05-16,33.19,28.13
2012-05-17,33.29,27.73
2012-05-18,33.66,27.47
2012-05-21,33.63,28.15
2012-05-22,33.54,28.06
2012-05-23,33.36,28.09
2012-05-24,33.64,27.93
2012-05-25,33.69,27.87
2012-05-29,33.94,28.24
2012-05-30,33.84,28.06
2012-05-31,34.17,27.93
2012-06-01,33.9,27.2
2012-06-04,34.15,27.36
2012-06-05,34.06,27.525
2012-06-06,34.56,28.155
2012-06-07,34.16,28.02
2012-06-08,34.55,28.33
2012-06-11,34.59,27.93
2012-06-12,34.98,28.21
2012-06-13,34.98,28.04
2012-06-14,35.69,28.18
2012-06-15,35.71,28.37
2012-06-18,35.63,28.58
2012-06-19,35.47,28.8
2012-06-20,35.41,28.85
2012-06-21,35.03,28.165
2012-06-22,35.17,28.48
2012-06-25,34.95,27.9
2012-06-26,34.98,28.01
2012-06-27,35.19,28.18
2012-06-28,35.39,27.95
2012-06-29,35.66,28.725
2012-07-02,36.2,28.89
2012-07-03,36.0,29.12
2012-07-05,35.77,29.12
2012-07-06,35.44,28.69
2012-07-09,35.54,28.63
2012-07-10,35.44,28.31
2012-07-11,35.26,28.18
2012-07-12,34.87,27.9
2012-07-13,35.35,28.27
2012-07-16,35.42,28.24
2012-07-17,35.82,28.35
2012-07-18,36.19,28.84
2012-07-19,35.48,29.09
2012-07-20,35.29,28.755
2012-07-23,35.38,28.48
2012-07-24,34.63,28.19
2012-07-25,35.33,28.08
2012-07-26,36.3,28.51
2012-07-27,37.14,29.13
2012-07-30,37.43,29.14
2012-07-31,37.92,29.26
2012-08-01,37.64,29.16
2012-08-02,37.54,28.97
2012-08-03,37.58,29.54
2012-08-06,37.61,29.75
2012-08-07,37.44,29.95
2012-08-08,37.43,29.96
2012-08-09,37.23,30.06
2012-08-10,37.49,30.13
2012-08-13,37.39,30.22
2012-08-14,37.25,30.16
2012-08-15,37.1,30.17
2012-08-16,37.24,30.58
2012-08-17,37.17,30.75
2012-08-20,36.89,30.78
2012-08-21,36.59,30.58
2012-08-22,36.56,30.63
2012-08-23,36.56,30.38
2012-08-24,36.95,30.57
2012-08-27,36.87,30.6
2012-08-28,36.64,30.53
2012-08-29,36.82,30.59
2012-08-30,36.69,30.25
2012-08-31,36.64,30.49
2012-09-04,36.81,30.49
2012-09-05,36.93,30.46
2012-09-06,37.44,31.14
2012-09-07,37.3,31.09
2012-09-10,37.42,30.76
2012-09-11,37.62,30.84
2012-09-12,37.72,31.01
2012-09-13,38.15,31.43
2012-09-14,37.26,31.58
2012-09-17,37.6,31.61
2012-09-18,37.66,31.63
2012-09-19,37.76,31.66
2012-09-20,37.94,31.6
2012-09-21,38.08,31.51
2012-09-24,38.25,31.31
2012-09-25,38.06,30.87
2012-09-26,38.08,30.65
2012-09-27,37.99,31.045
2012-09-28,37.7,30.825
2012-10-01,37.75,30.76
2012-10-02,37.81,30.8
2012-10-03,38.17,30.96
2012-10-04,38.34,31.05
2012-10-05,37.86,30.89
2012-10-08,37.66,30.57
2012-10-09,37.14,30.18
2012-10-10,36.92,30.06
2012-10-11,36.26,29.94
2012-10-12,35.63,29.92
2012-10-15,35.21,30.07
2012-10-16,35.4,30.48
2012-10-17,35.72,30.32
2012-10-18,36.02,29.965
2012-10-19,35.32,29.29
2012-10-22,35.26,29.49
2012-10-23,35.0,29.17
2012-10-24,34.71,29.0
2012-10-25,34.5,28.94
2012-10-26,34.63,28.99
2012-10-31,34.59,28.8705
2012-11-01,35.09,29.34
2012-11-02,34.93,28.96
2012-11-05,34.83,29.12
2012-11-06,34.8,29.25
2012-11-07,33.6382,28.52
2012-11-08,33.2,28.11
2012-11-09,33.54,28.24
2012-11-12,33.87,28.195
2012-11-13,33.95,28.06
2012-11-14,33.78,27.775
2012-11-15,33.42,27.62
2012-11-16,33.14,27.66
2012-11-19,33.82,28.415
2012-11-20,33.68,28.3
2012-11-21,33.85,28.39
2012-11-23,34.36,28.85
2012-11-26,33.97,28.975
2012-11-27,33.62,28.8487
2012-11-28,33.62,29.02
2012-11-29,33.93,29.16
2012-11-30,34.13,29.13
2012-12-03,34.14,29.09
2012-12-04,33.92,29.035
2012-12-05,33.91,28.75
2012-12-06,33.65,28.915
2012-12-07,33.735,28.77
2012-12-10,33.73,28.84
2012-12-11,34.15,29.23
2012-12-12,34.49,29.18
2012-12-13,34.32,28.97
2012-12-14,34.01,28.69
2012-12-17,34.23,29.04
2012-12-18,34.34,29.47
2012-12-19,33.91,29.32
2012-12-20,34.17,29.37
2012-12-21,33.67,28.95
2012-12-24,33.74,28.87
2012-12-26,33.78,28.71
2012-12-27,33.66,28.68
2012-12-28,33.32,28.36
2012-12-31,33.71,28.85
2013-01-02,35.0,29.81
2013-01-03,35.02,29.62
2013-01-04,35.23,29.5
2013-01-07,35.39,29.4612
2013-01-08,34.35,29.35
2013-01-09,34.24,29.4
2013-01-10,34.37,29.55
2013-01-11,34.27,29.59
2013-01-14,34.02,29.4
2013-01-15,33.76,29.21
2013-01-16,33.26,29.31
2013-01-17,33.2,29.43
2013-01-18,33.44,29.39
2013-01-22,33.61,29.47
2013-01-23,33.78,29.78
2013-01-24,33.75,29.27
2013-01-25,34.02,29.3
2013-01-28,34.13,29.4
2013-01-29,34.68,29.44
2013-01-30,34.48,29.35
2013-01-31,34.79,29.4
2013-02-01,35.51,29.73
2013-02-04,35.23,29.34
2013-02-05,35.35,29.68
2013-02-06,35.43,29.67
2013-02-07,35.27,29.67
2013-02-08,35.27,29.93
2013-02-11,35.23,29.99
2013-02-12,35.6,29.89
2013-02-13,35.42,29.88
2013-02-14,35.29,29.802
2013-02-15,35.36,29.78
2013-02-19,35.67,29.975
2013-02-20,35.47,29.57
2013-02-21,35.43,29.33
2013-02-22,35.68,29.69
2013-02-25,35.19,29.27
2013-02-26,35.49,29.442
2013-02-27,35.85,29.69
2013-02-28,35.91,29.63
2013-03-01,36.01,29.68
2013-03-04,36.23,29.77
2013-03-05,36.6,30.18
2013-03-06,36.29,30.16
2013-03-07,36.39,30.23
2013-03-08,36.68,30.29
2013-03-11,36.6,30.36
2013-03-12,36.72,30.25
2013-03-13,36.6,30.23
2013-03-14,36.86,30.445
2013-03-15,36.43,30.2
2013-03-18,36.15,30.21
2013-03-19,36.14,30.17
2013-03-20,36.19,30.32
2013-03-21,36.15,29.975
2013-03-22,36.43,30.172
2013-03-25,36.39,30.1
2013-03-26,36.74,30.29
2013-03-27,36.62,30.21
2013-03-28,36.69,30.27
2013-04-01,37.25,30.07
2013-04-02,37.57,30.19
2013-04-03,37.28,29.95
2013-04-04,37.91,29.96
2013-04-05,38.02,29.73
2013-04-08,37.62,29.86
2013-04-09,37.76,30.07
2013-04-10,38.18,30.6
2013-04-11,38.54,30.5
2013-04-12,38.59,30.365
2013-04-15,37.95,29.87
2013-04-16,37.94,30.24
2013-04-17,37.78,29.62
2013-04-18,37.74,29.31
2013-04-19,38.28,29.35
2013-04-22,38.73,29.575
2013-04-23,39.0,29.9
2013-04-24,37.04,29.95
2013-04-25,37.28,30.05
2013-04-26,37.04,30.04
2013-04-29,37.3,30.47
2013-04-30,37.46,30.8
2013-05-01,37.56,30.53
2013-05-02,37.56,30.92
2013-05-03,37.34,31.21
2013-05-06,37.09,31.36
2013-05-07,37.52,31.34
2013-05-08,37.83,31.59
2013-05-09,37.33,31.5
2013-05-10,37.36,31.59
2013-05-13,37.0,31.51
2013-05-14,37.23,31.61
2013-05-15,37.53,31.71
2013-05-16,37.38,31.88
2013-05-17,37.44,32.2
2013-05-20,37.22,32.2
2013-05-21,36.94,32.1
2013-05-22,36.62,31.75
2013-05-23,36.74,31.74
2013-05-24,36.75,31.69
2013-05-28,36.18,31.84
2013-05-29,35.91,31.76
2013-05-30,35.5,31.96
2013-05-31,34.99,31.66
2013-06-03,35.07,31.82
2013-06-04,35.67,31.68
2013-06-05,35.26,31.37
2013-06-06,35.81,31.44
2013-06-07,35.45,31.73
2013-06-10,35.99,31.8
2013-06-11,35.76,31.47
2013-06-12,35.62,31.26
2013-06-13,36.3,31.615
2013-06-14,35.91,31.38
2013-06-17,35.76,31.67
2013-06-18,36.17,31.92
2013-06-19,35.25,31.55
2013-06-20,34.35,30.85
2013-06-21,34.47,30.51
2013-06-24,34.46,30.14
2013-06-25,35.03,30.39
2013-06-26,35.33,30.57
2013-06-27,35.63,30.72
2013-06-28,35.4,30.585
2013-07-01,35.3,30.75
2013-07-02,35.53,30.8
2013-07-03,35.62,30.98
2013-07-05,35.83,31.18
2013-07-08,35.58,31.16
2013-07-09,35.6,31.28
2013-07-10,35.39,31.38
2013-07-11,35.87,31.91
2013-07-12,35.81,31.93
2013-07-15,35.55,32.02
2013-07-16,35.88,32.045
2013-07-17,35.96,32.07
2013-07-18,35.74,31.99
2013-07-19,35.81,31.445
2013-07-22,35.58,31.54
2013-07-23,35.81,31.411
2013-07-24,35.4,31.62
2013-07-25,35.46,31.64
2013-07-26,35.6,31.73
2013-07-29,35.88,31.68
2013-07-30,35.42,31.84
2013-07-31,35.27,31.73
2013-08-01,35.72,32.07
2013-08-02,35.77,32.21
2013-08-05,35.67,32.28
2013-08-06,35.48,32.11
2013-08-07,35.59,32.03
2013-08-08,35.29,32.135
2013-08-09,34.8,31.97
2013-08-12,34.92,32.18
2013-08-13,34.72,32.4
2013-08-14,34.77,32.37
2013-08-15,34.35,31.85
2013-08-16,34.18,31.815
2013-08-19,33.79,31.72
2013-08-20,33.87,31.77
2013-08-21,33.48,31.7
2013-08-22,33.82,31.84
2013-08-23,34.29,32.07
2013-08-26,33.82,31.92
2013-08-27,33.69,31.36
2013-08-28,33.58,31.38
2013-08-29,33.65,31.55
2013-08-30,33.83,31.4
2013-09-03,33.32,31.431
2013-09-04,33.74,31.735
2013-09-05,33.34,31.75
2013-09-06,33.41,31.77
2013-09-09,33.63,32.15
2013-09-10,33.97,32.35
2013-09-11,33.97,32.2
2013-09-12,34.375,32.225
2013-09-13,34.32,32.255
