date,ODP,XRT
2021-02-03,44.65,77.42
2021-02-04,46.75,77.16
2021-02-05,46.77,78.86
2021-02-08,47.5,80.07
2021-02-09,45.19,79.64
2021-02-10,45.13,79.58
2021-02-11,45.58,80.01
2021-02-12,44.25,80.01
2021-02-16,43.97,79.67
2021-02-17,43.78,79.05
2021-02-18,44.18,77.99
2021-02-19,45.0,79.15
2021-02-22,45.39,79.22
2021-02-23,45.51,78.0
2021-02-24,41.4,82.13
2021-02-25,39.63,79.61
2021-02-26,38.27,79.26
2021-03-01,41.18,83.31
2021-03-02,38.72,81.88
2021-03-03,40.19,81.58
2021-03-04,38.5,80.01
2021-03-05,37.88,81.68
2021-03-08,40.03,86.66
2021-03-09,40.81,90.14
2021-03-10,39.92,91.9
2021-03-11,39.46,92.81
2021-03-12,40.02,94.39
2021-03-15,39.61,93.43
2021-03-16,38.03,91.55
2021-03-17,38.32,92.32
2021-03-18,38.41,89.87
2021-03-19,38.3,90.96
2021-03-22,37.07,90.04
2021-03-23,35.62,87.21
2021-03-24,34.83,84.19
2021-03-25,36.85,86.77
2021-03-26,40.17,88.75
2021-03-29,41.47,87.04
2021-03-30,40.65,88.79
2021-03-31,43.29,89.21
2021-04-01,43.0,89.51
2021-04-05,43.0,90.47
2021-04-06,43.0,90.8
2021-04-07,41.8,90.06
2021-04-08,42.66,90.79
2021-04-09,43.08,92.21
2021-04-12,43.0,92.67
2021-04-13,42.24,91.97
2021-04-14,41.97,92.2
2021-04-15,41.94,92.5
2021-04-16,42.67,92.74
2021-04-19,39.66,91.61
2021-04-20,38.7,89.55
2021-04-21,38.8,91.11
2021-04-22,39.37,91.08
2021-04-23,41.22,93.28
2021-04-26,40.6,92.6
2021-04-27,40.83,93.8
2021-04-28,39.67,94.19
2021-04-29,40.43,94.06
2021-04-30,40.43,92.82
2021-05-03,42.86,94.78
2021-05-04,42.47,93.9
2021-05-05,46.2,93.92
2021-05-06,44.47,94.16
2021-05-07,44.36,95.19
2021-05-10,43.12,93.6
2021-05-11,42.89,92.74
2021-05-12,40.26,88.15
2021-05-13,41.21,89.56
2021-05-14,44.0,93.42
2021-05-17,44.44,94.49
2021-05-18,43.4,93.52
2021-05-19,41.46,91.33
2021-05-20,41.45,90.94
2021-05-21,42.7,91.03
2021-05-24,42.02,91.4
2021-05-25,41.01,91.03
2021-05-26,43.61,93.66
2021-05-27,43.38,94.55
2021-05-28,43.74,93.36
2021-06-01,44.39,94.88
2021-06-02,44.63,95.83
2021-06-03,44.57,94.21
2021-06-04,49.56,93.92
2021-06-07,49.56,94.97
2021-06-08,49.84,96.63
2021-06-09,49.97,95.89
2021-06-10,49.01,94.86
2021-06-11,50.07,96.5
2021-06-14,48.32,95.83
2021-06-15,47.85,94.37
2021-06-16,49.09,94.58
2021-06-17,47.49,93.5
2021-06-18,44.93,91.8
2021-06-21,45.86,93.6
2021-06-22,46.93,95.38
2021-06-23,46.8,96.3
2021-06-24,47.72,97.07
2021-06-25,48.46,97.54
2021-06-28,49.44,96.9
2021-06-29,48.9,96.52
2021-06-30,48.01,97.23
2021-07-01,49.4,98.18
2021-07-02,48.32,97.66
2021-07-06,46.2,95.99
2021-07-07,45.18,94.74
2021-07-08,45.18,94.29
2021-07-09,47.43,97.86
2021-07-12,47.74,98.07
2021-07-13,46.77,96.47
2021-07-14,46.46,95.25
2021-07-15,45.36,93.75
2021-07-16,44.5,92.35
2021-07-19,44.28,91.46
2021-07-20,46.56,94.59
2021-07-21,47.05,96.33
2021-07-22,46.1,95.27
2021-07-23,47.38,96.11
2021-07-26,47.9,96.49
2021-07-27,47.72,95.21
2021-07-28,47.39,95.27
2021-07-29,48.43,96.08
2021-07-30,47.33,95.27
2021-08-02,47.13,95.25
2021-08-03,47.88,96.17
2021-08-04,47.03,93.52
2021-08-05,45.51,94.65
2021-08-06,44.78,94.99
2021-08-09,44.46,94.91
2021-08-10,45.47,97.14
2021-08-11,45.96,97.52
2021-08-12,45.99,96.75
2021-08-13,45.91,95.66
2021-08-16,45.95,95.71
2021-08-17,43.97,92.97
2021-08-18,43.32,92.56
2021-08-19,42.95,92.77
2021-08-20,44.11,94.29
2021-08-23,44.72,95.25
2021-08-24,45.03,97.27
2021-08-25,44.75,97.16
2021-08-26,44.78,95.42
2021-08-27,46.55,96.19
2021-08-30,46.96,96.36
2021-08-31,47.17,95.97
2021-09-01,46.53,96.68
2021-09-02,45.94,95.97
2021-09-03,45.56,95.64
2021-09-07,42.96,94.4
2021-09-08,43.25,93.34
2021-09-09,44.07,94.25
2021-09-10,42.71,92.85
2021-09-13,42.47,92.5
2021-09-14,41.66,91.65
2021-09-15,41.98,92.94
2021-09-16,41.98,94.25
2021-09-17,43.12,94.38
2021-09-20,41.84,92.55
2021-09-21,40.97,92.35
2021-09-22,41.56,94.21
2021-09-23,41.32,95.3
2021-09-24,42.01,94.96
2021-09-27,43.63,96.62
2021-09-28,42.24,94.76
2021-09-29,42.59,94.82
2021-09-30,40.16,90.32
2021-10-01,41.58,91.18
2021-10-04,41.89,90.37
2021-10-05,42.24,90.26
2021-10-06,41.73,89.63
2021-10-07,42.51,91.59
2021-10-08,42.24,90.84
2021-10-11,42.12,89.03
2021-10-12,42.91,89.8
2021-10-13,43.77,90.36
2021-10-14,44.42,91.75
2021-10-15,44.38,91.67
2021-10-18,45.79,93.43
2021-10-19,45.03,92.98
2021-10-20,44.35,93.35
2021-10-21,45.24,94.98
2021-10-22,44.13,94.48
2021-10-25,45.4,95.98
2021-10-26,43.34,94.07
2021-10-27,42.6,91.91
2021-10-28,42.99,93.54
2021-10-29,43.3,94.29
2021-11-01,43.56,96.39
2021-11-02,44.37,97.03
2021-11-03,44.58,100.75
2021-11-04,43.8,100.65
2021-11-05,45.65,101.69
2021-11-08,44.74,101.54
2021-11-09,44.28,102.47
2021-11-10,43.1,100.43
2021-11-11,39.77,101.64
2021-11-12,39.88,102.46
2021-11-15,40.09,103.07
2021-11-16,39.64,104.16
2021-11-17,42.22,101.77
2021-11-18,41.96,103.67
2021-11-19,40.96,101.05
2021-11-22,40.03,102.5
2021-11-23,40.73,100.97
2021-11-24,40.06,99.58
2021-11-26,38.58,97.18
2021-11-29,38.88,96.62
2021-11-30,37.76,93.93
2021-12-01,36.67,90.8
2021-12-02,38.03,92.56
2021-12-03,37.45,90.96
2021-12-06,39.3,92.63
2021-12-07,39.55,94.66
2021-12-08,38.9,94.05
2021-12-09,38.17,92.43
2021-12-10,38.76,92.43
2021-12-13,37.77,89.44
2021-12-14,37.41,89.37
2021-12-15,37.85,90.08
2021-12-16,35.94,87.54
2021-12-17,36.69,87.99
2021-12-20,37.29,85.15
2021-12-21,38.23,87.77
2021-12-22,38.86,87.92
2021-12-23,38.99,88.78
2021-12-27,39.2,89.76
2021-12-28,39.57,89.33
2021-12-29,39.59,89.85
2021-12-30,38.92,90.86
2021-12-31,39.28,90.29
2022-01-03,41.71,91.58
2022-01-04,43.27,90.79
2022-01-05,42.49,87.73
2022-01-06,42.06,88.29
2022-01-07,41.25,87.18
2022-01-10,41.73,85.74
2022-01-11,41.64,87.18
2022-01-12,40.9,86.17
2022-01-13,41.25,85.42
2022-01-14,42.54,83.63
2022-01-18,42.29,81.86
2022-01-19,42.69,81.26
2022-01-20,43.0,78.54
2022-01-21,42.25,77.38
2022-01-24,44.23,82.03
2022-01-25,42.91,80.68
2022-01-26,42.2,78.53
2022-01-27,41.94,77.84
2022-01-28,43.14,78.58
2022-01-31,44.23,81.73
2022-02-01,44.11,82.72
2022-02-02,43.59,80.43
2022-02-03,43.45,78.32
2022-02-04,42.47,78.49
2022-02-07,43.53,78.89
2022-02-08,43.57,81.14
2022-02-09,44.33,82.81
2022-02-10,43.46,81.02
2022-02-11,43.5,79.44
2022-02-14,43.51,78.99
2022-02-15,44.59,81.66
2022-02-16,44.72,80.65
2022-02-17,44.08,78.53
2022-02-18,44.37,77.92
2022-02-22,42.98,74.85
2022-02-23,42.76,73.06
2022-02-24,44.57,75.93
2022-02-25,44.41,77.26
2022-02-28,44.0,77.24
2022-03-01,42.65,75.27
2022-03-02,44.73,77.98
2022-03-03,44.17,77.0
2022-03-04,43.38,75.48
2022-03-07,42.51,72.15
2022-03-08,43.26,73.76
2022-03-09,44.33,75.21
2022-03-10,42.87,75.24
2022-03-11,42.5,73.23
2022-03-14,43.61,72.4
2022-03-15,43.7,74.53
2022-03-16,46.43,77.42
2022-03-17,46.3,78.57
2022-03-18,46.98,79.6
2022-03-21,45.42,77.68
2022-03-22,46.37,79.44
2022-03-23,45.36,77.72
2022-03-24,45.61,78.53
2022-03-25,46.09,77.5
2022-03-28,46.56,78.22
2022-03-29,47.4,81.49
2022-03-30,46.65,77.88
2022-03-31,45.83,75.54
2022-04-01,46.31,75.35
2022-04-04,46.07,77.32
2022-04-05,44.79,75.84
2022-04-06,44.88,74.59
2022-04-07,45.63,74.99
2022-04-08,45.5,75.88
2022-04-11,44.94,76.09
2022-04-12,45.46,75.49
2022-04-13,46.36,77.16
2022-04-14,45.92,76.48
2022-04-18,45.93,75.82
2022-04-19,45.57,78.66
2022-04-20,46.04,77.61
2022-04-21,46.27,76.03
2022-04-22,44.69,73.04
2022-04-25,46.27,74.14
2022-04-26,44.04,71.71
2022-04-27,43.44,71.46
2022-04-28,44.09,72.85
2022-04-29,43.03,70.27
2022-05-02,44.2,72.39
2022-05-03,43.5,72.73
2022-05-04,45.49,74.64
2022-05-05,45.17,71.18
2022-05-06,45.05,69.45
2022-05-09,42.58,67.1
2022-05-10,42.44,65.99
2022-05-11,41.58,63.41
2022-05-12,41.37,65.54
2022-05-13,41.25,67.72
2022-05-16,41.24,66.92
2022-05-17,41.74,68.4
2022-05-18,40.55,62.73
2022-05-19,40.75,62.69
2022-05-20,39.93,61.33
2022-05-23,38.94,61.18
2022-05-24,37.38,59.17
2022-05-25,38.1,63.24
2022-05-26,39.06,66.26
2022-05-27,38.81,67.51
2022-05-31,38.19,66.16
2022-06-01,37.29,64.92
2022-06-02,37.9,66.96
2022-06-03,37.36,65.83
2022-06-06,38.32,66.26
2022-06-07,40.33,66.68
2022-06-08,39.09,66.62
2022-06-09,39.06,65.85
2022-06-10,38.21,63.57
2022-06-13,36.61,60.87
2022-06-14,37.0,61.35
2022-06-15,36.62,62.58
2022-06-16,34.87,59.36
2022-06-17,35.0,60.49
2022-06-21,30.25,61.01
2022-06-22,28.96,60.72
2022-06-23,29.98,62.26
2022-06-24,30.9,64.57
2022-06-27,31.01,63.51
2022-06-28,30.44,61.19
2022-06-29,30.51,59.78
2022-06-30,30.24,58.16
2022-07-01,30.35,58.73
2022-07-05,31.49,60.9
2022-07-06,30.48,59.47
2022-07-07,31.28,61.67
2022-07-08,31.18,61.23
2022-07-11,31.26,59.85
2022-07-12,31.12,59.84
2022-07-13,30.29,59.83
2022-07-14,30.19,59.07
2022-07-15,31.51,60.49
2022-07-18,35.32,61.51
2022-07-19,35.9,63.57
2022-07-20,36.04,64.76
2022-07-21,36.74,64.87
2022-07-22,36.18,63.76
2022-07-25,36.23,62.94
2022-07-26,35.97,60.32
2022-07-27,36.28,61.88
2022-07-28,36.16,63.11
2022-07-29,36.3,63.61
2022-08-01,36.84,65.09
2022-08-02,36.57,64.46
2022-08-03,36.4,66.31
2022-08-04,36.75,66.21
2022-08-05,37.13,66.91
2022-08-08,37.39,69.32
2022-08-09,37.11,66.66
2022-08-10,37.0,68.89
2022-08-11,37.48,70.23
2022-08-12,38.67,71.42
2022-08-15,37.35,71.48
2022-08-16,37.81,74.35
2022-08-17,36.78,72.23
2022-08-18,37.2,71.72
2022-08-19,37.48,69.42
2022-08-22,36.26,67.23
2022-08-23,35.84,67.35
2022-08-24,36.05,66.63
2022-08-25,36.97,67.91
2022-08-26,35.88,65.55
2022-08-29,35.99,65.28
2022-08-30,35.52,64.57
2022-08-31,35.75,63.42
2022-09-01,35.87,63.27
2022-09-02,35.69,62.7
2022-09-06,35.53,62.37
2022-09-07,35.7,64.39
2022-09-08,36.1,64.25
2022-09-09,36.59,66.01
2022-09-12,37.9,67.15
2022-09-13,36.63,63.27
2022-09-14,36.74,63.17
2022-09-15,36.5,63.41
2022-09-16,36.37,62.49
2022-09-19,37.83,62.93
2022-09-20,36.99,61.29
2022-09-21,37.35,60.62
2022-09-22,35.5,59.07
2022-09-23,35.12,58.38
2022-09-26,34.93,57.47
2022-09-27,35.51,58.1
2022-09-28,36.01,60.1
2022-09-29,35.66,57.32
2022-09-30,35.15,56.44
2022-10-03,35.03,57.81
2022-10-04,36.3,60.47
2022-10-05,36.19,60.01
2022-10-06,36.22,59.62
2022-10-07,35.33,58.26
2022-10-10,35.2,57.99
2022-10-11,36.52,58.63
2022-10-12,36.8,58.48
2022-10-13,37.0,59.23
2022-10-14,36.84,57.33
2022-10-17,38.04,58.96
2022-10-18,38.91,59.84
2022-10-19,38.27,58.18
2022-10-20,39.01,57.43
2022-10-21,40.44,58.84
2022-10-24,40.11,59.58
2022-10-25,40.16,61.96
2022-10-26,40.11,61.84
2022-10-27,39.8,62.24
2022-10-28,39.69,63.17
2022-10-31,39.57,62.75
2022-11-01,39.38,63.02
2022-11-02,41.16,60.38
2022-11-03,39.85,60.93
2022-11-04,39.8,60.82
2022-11-07,40.53,61.4
2022-11-08,41.63,61.58
2022-11-09,41.21,59.41
2022-11-10,44.47,64.06
2022-11-11,45.06,65.56
2022-11-14,45.42,64.76
2022-11-15,46.03,66.43
2022-11-16,45.14,63.96
2022-11-17,45.85,64.33
2022-11-18,46.34,64.95
2022-11-21,45.6,64.67
2022-11-22,47.16,66.42
2022-11-23,46.75,66.64
2022-11-25,46.37,66.6
2022-11-28,45.73,65.98
2022-11-29,46.16,66.0
2022-11-30,48.13,67.28
2022-12-01,48.0,66.37
2022-12-02,47.77,67.02
2022-12-05,47.47,65.4
2022-12-06,47.55,64.93
2022-12-07,47.48,64.87
2022-12-08,47.37,65.47
2022-12-09,46.29,64.21
2022-12-12,46.46,64.55
2022-12-13,46.11,64.18
2022-12-14,45.56,64.19
2022-12-15,44.06,62.32
2022-12-16,43.81,61.55
2022-12-19,44.5,59.88
2022-12-20,44.96,59.09
2022-12-21,46.59,60.38
2022-12-22,45.26,59.29
2022-12-23,45.74,60.39
2022-12-27,45.49,59.7
2022-12-28,44.82,58.82
2022-12-29,45.73,60.28
2022-12-30,45.54,60.45
2023-01-03,47.24,60.03
2023-01-04,47.56,61.62
2023-01-05,47.84,61.15
2023-01-06,49.81,62.75
2023-01-09,48.24,62.46
2023-01-10,48.74,63.92
2023-01-11,49.09,65.43
2023-01-12,50.3,66.01
2023-01-13,50.98,65.99
2023-01-17,51.56,65.73
2023-01-18,49.86,64.74
2023-01-19,49.18,63.53
2023-01-20,50.5,65.17
2023-01-23,50.57,67.15
2023-01-24,50.28,66.34
2023-01-25,51.19,66.91
2023-01-26,51.47,67.57
2023-01-27,51.75,68.78
2023-01-30,51.09,68.25
2023-01-31,51.6,70.19
2023-02-01,51.99,72.29
2023-02-02,53.0,74.47
2023-02-03,52.59,73.56
2023-02-06,51.82,72.12
2023-02-07,51.75,71.79
2023-02-08,51.57,70.81
2023-02-09,50.76,69.51
2023-02-10,50.22,68.86
2023-02-13,51.2,70.46
2023-02-14,51.25,70.32
2023-02-15,51.77,72.1
2023-02-16,51.06,70.97
2023-02-17,52.19,71.23
2023-02-21,49.1,67.72
2023-02-22,48.16,68.23
2023-02-23,47.47,67.74
2023-02-24,46.02,66.45
2023-02-27,45.76,66.51
2023-02-28,45.28,66.45
2023-03-01,49.26,65.32
2023-03-02,51.41,66.03
2023-03-03,49.99,67.0
2023-03-06,48.75,65.55
2023-03-07,48.97,65.65
2023-03-08,48.77,65.6
2023-03-09,47.67,64.4
2023-03-10,47.67,62.93
2023-03-13,46.41,61.47
2023-03-14,48.01,61.56
2023-03-15,45.29,61.32
2023-03-16,46.0,61.98
2023-03-17,44.71,60.6
2023-03-20,46.16,60.61
2023-03-21,45.89,61.74
2023-03-22,45.24,60.66
2023-03-23,44.76,59.94
2023-03-24,45.12,60.21
2023-03-27,44.93,60.41
2023-03-28,44.79,60.94
2023-03-29,44.43,61.21
2023-03-30,44.83,61.79
2023-03-31,44.98,63.42
2023-04-03,45.08,63.8
2023-04-04,43.86,62.96
2023-04-05,42.78,61.62
2023-04-06,43.07,61.51
2023-04-10,43.89,62.62
2023-04-11,43.72,63.66
2023-04-12,42.67,62.01
2023-04-13,44.01,62.19
2023-04-14,43.55,62.23
2023-04-17,43.48,62.5
2023-04-18,43.21,62.52
2023-04-19,44.28,62.44
2023-04-20,44.54,62.19
2023-04-21,44.37,62.25
2023-04-24,45.1,62.62
2023-04-25,43.18,60.57
2023-04-26,42.76,60.7
2023-04-27,43.4,61.38
2023-04-28,43.21,61.43
2023-05-01,43.67,61.08
2023-05-02,43.07,60.77
2023-05-03,42.27,60.33
2023-05-04,41.52,59.42
2023-05-05,42.5,61.17
2023-05-08,42.04,61.53
2023-05-09,41.96,61.36
2023-05-10,42.6,61.34
2023-05-11,41.86,61.15
2023-05-12,41.61,60.75
2023-05-15,42.29,61.29
2023-05-16,40.48,59.85
2023-05-17,41.21,61.53
2023-05-18,41.52,61.69
2023-05-19,41.62,59.48
2023-05-22,41.16,59.65
2023-05-23,41.01,59.38
2023-05-24,41.0,59.25
2023-05-25,41.01,58.07
2023-05-26,41.28,58.55
2023-05-30,41.11,58.57
2023-05-31,40.06,56.84
2023-06-01,40.41,56.99
2023-06-02,42.9,59.48
2023-06-05,42.43,58.6
2023-06-06,43.37,60.43
2023-06-07,44.27,61.65
2023-06-08,43.12,62.43
2023-06-09,43.8,61.36
2023-06-12,43.77,62.28
2023-06-13,43.92,63.55
2023-06-14,42.41,62.65
2023-06-15,42.53,63.71
2023-06-16,41.75,62.66
2023-06-20,41.73,62.07
2023-06-21,40.89,62.23
2023-06-22,40.8,62.3
2023-06-23,45.43,61.83
2023-06-26,45.22,61.96
2023-06-27,46.51,63.02
2023-06-28,46.26,63.08
2023-06-29,46.49,63.44
2023-06-30,46.82,63.75
2023-07-03,47.95,64.32
2023-07-05,48.19,64.07
2023-07-06,47.43,63.26
2023-07-07,48.19,63.87
2023-07-10,47.78,65.05
2023-07-11,48.13,66.39
2023-07-12,47.92,66.31
2023-07-13,47.97,65.82
2023-07-14,47.32,65.21
2023-07-17,47.77,65.58
2023-07-18,48.51,66.28
2023-07-19,48.3,67.62
2023-07-20,48.76,66.69
2023-07-21,48.11,66.04
2023-07-24,48.81,66.45
2023-07-25,48.89,66.16
2023-07-26,49.52,67.16
2023-07-27,49.75,66.42
2023-07-28,49.72,67.2
2023-07-31,49.88,67.78
2023-08-01,49.96,67.44
2023-08-02,48.93,66.81
2023-08-03,48.63,66.95
2023-08-04,47.64,66.73
2023-08-07,48.72,66.78
2023-08-08,48.22,66.24
2023-08-09,49.88,65.99
2023-08-10,51.0,65.93
2023-08-11,48.1,65.96
2023-08-14,48.31,66.12
2023-08-15,48.03,65.42
2023-08-16,47.26,64.83
2023-08-17,47.56,64.0
2023-08-18,48.85,64.83
2023-08-21,48.9,64.35
2023-08-22,48.78,62.56
2023-08-23,48.96,63.07
2023-08-24,48.26,61.75
2023-08-25,48.22,62.0
2023-08-28,49.23,62.77
2023-08-29,49.25,63.76
2023-08-30,49.43,64.18
2023-08-31,49.32,64.27
2023-09-01,49.65,64.61
2023-09-05,48.62,63.2
2023-09-06,47.54,62.71
2023-09-07,47.5,62.31
2023-09-08,47.95,61.98
2023-09-11,47.78,62.0
2023-09-12,47.32,61.91
2023-09-13,46.98,61.6
2023-09-14,48.47,63.04
2023-09-15,47.13,62.23
2023-09-18,46.89,61.07
2023-09-19,46.81,60.91
2023-09-20,46.09,60.62
2023-09-21,45.22,59.87
2023-09-22,45.48,59.59
2023-09-25,46.18,59.88
2023-09-26,45.55,58.99
2023-09-27,45.16,59.34
2023-09-28,46.38,60.44
2023-09-29,46.15,60.86
2023-10-02,47.14,60.35
2023-10-03,46.35,59.22
2023-10-04,46.84,59.42
2023-10-05,45.83,58.5
2023-10-06,46.5,58.82
2023-10-09,46.02,59.19
2023-10-10,45.45,60.26
2023-10-11,45.75,60.01
2023-10-12,43.99,58.96
2023-10-13,43.45,58.63
2023-10-16,44.48,60.22
2023-10-17,45.27,61.26
2023-10-18,44.59,60.54
2023-10-19,44.29,59.55
2023-10-20,43.79,59.24
2023-10-23,44.24,58.48
2023-10-24,43.13,58.55
2023-10-25,43.2,58.39
2023-10-26,43.74,58.6
2023-10-27,43.99,57.91
2023-10-30,44.69,58.25
2023-10-31,44.92,58.69
2023-11-01,45.87,58.53
2023-11-02,46.88,60.33
2023-11-03,48.45,62.08
2023-11-06,47.95,61.55
2023-11-07,47.45,61.52
2023-11-08,44.84,60.41
2023-11-09,44.11,59.35
2023-11-10,44.75,59.84
2023-11-13,46.81,59.42
2023-11-14,48.0,62.36
2023-11-15,48.42,63.72
2023-11-16,47.24,61.54
2023-11-17,48.08,63.25
2023-11-20,49.13,63.64
2023-11-21,48.35,63.46
2023-11-22,48.61,63.43
2023-11-24,48.01,63.89
2023-11-27,46.09,63.51
2023-11-28,44.91,64.11
2023-11-29,44.5,64.54
2023-11-30,45.55,64.6
2023-12-01,45.99,67.05
2023-12-04,46.05,67.79
2023-12-05,46.21,65.98
2023-12-06,45.8,66.35
2023-12-07,46.57,67.07
2023-12-08,46.94,67.08
2023-12-11,47.35,68.19
2023-12-12,47.67,67.53
2023-12-13,48.03,69.75
2023-12-14,49.74,71.43
2023-12-15,51.21,70.85
2023-12-18,53.29,70.76
2023-12-19,54.06,72.2
2023-12-20,53.75,70.84
2023-12-21,56.14,72.24
2023-12-22,56.67,72.04
2023-12-26,58.3,72.71
2023-12-27,58.55,73.12
2023-12-28,57.14,73.11
2023-12-29,56.3,72.32
