date,URBN,XRT
2010-01-04,34.91,35.94
2010-01-05,35.56,36.17
2010-01-06,35.28,36.5
2010-01-07,34.08,36.6
2010-01-08,34.01,36.52
2010-01-11,33.82,36.41
2010-01-12,33.59,36.16
2010-01-13,34.16,36.56
2010-01-14,33.78,36.26
2010-01-15,32.45,35.83
2010-01-19,32.72,36.14
2010-01-20,31.62,35.84
2010-01-21,31.45,35.26
2010-01-22,31.05,34.72
2010-01-25,31.12,35.01
2010-01-26,31.38,34.95
2010-01-27,31.54,35.14
2010-01-28,30.52,34.68
2010-01-29,31.57,34.62
2010-02-01,32.49,35.23
2010-02-02,32.67,35.94
2010-02-03,31.99,35.63
2010-02-04,30.85,34.69
2010-02-05,30.83,34.75
2010-02-08,30.91,34.51
2010-02-09,31.85,35.23
2010-02-10,31.39,35.07
2010-02-11,31.14,35.44
2010-02-12,30.84,35.45
2010-02-16,31.2,35.99
2010-02-17,31.56,36.47
2010-02-18,32.1,36.68
2010-02-19,31.96,36.77
2010-02-22,32.04,36.79
2010-02-23,31.66,36.4
2010-02-24,31.79,37.0
2010-02-25,31.88,37.31
2010-02-26,32.2,37.3
2010-03-01,33.18,38.16
2010-03-02,33.11,37.92
2010-03-03,33.4,38.05
2010-03-04,34.34,38.79
2010-03-05,34.98,39.34
2010-03-08,35.32,39.61
2010-03-09,35.84,39.48
2010-03-10,36.31,39.69
2010-03-11,36.46,39.87
2010-03-12,36.49,40.191
2010-03-15,36.75,40.32
2010-03-16,36.42,40.68
2010-03-17,36.04,40.79
2010-03-18,36.14,40.83
2010-03-19,35.6,40.49
2010-03-22,36.44,41.32
2010-03-23,36.39,41.7
2010-03-24,36.29,41.12
2010-03-25,36.85,41.26
2010-03-26,37.98,41.62
2010-03-29,37.51,41.59
2010-03-30,38.13,41.59
2010-03-31,38.07,41.3
2010-04-01,37.84,41.8
2010-04-05,38.91,42.31
2010-04-06,39.15,42.48
2010-04-07,38.29,42.24
2010-04-08,38.29,42.34
2010-04-09,38.56,42.8
2010-04-12,38.05,42.68
2010-04-13,38.32,42.87
2010-04-14,39.18,43.81
2010-04-15,39.4,43.94
2010-04-16,38.41,43.37
2010-04-19,37.97,43.03
2010-04-20,38.2,43.26
2010-04-21,38.42,43.77
2010-04-22,40.3,44.78
2010-04-23,39.87,45.12
2010-04-26,40.56,45.4
2010-04-27,39.16,43.83
2010-04-28,38.12,43.42
2010-04-29,38.15,44.23
2010-04-30,37.56,42.76
2010-05-03,38.48,43.57
2010-05-04,37.54,42.51
2010-05-05,38.05,42.5
2010-05-06,35.92,40.8401
2010-05-07,34.89,39.79
2010-05-10,38.55,42.11
2010-05-11,38.78,42.27
2010-05-12,39.41,43.07
2010-05-13,36.78,41.58
2010-05-14,35.88,40.81
2010-05-17,36.0,41.14
2010-05-18,35.06,40.21
2010-05-19,35.35,39.97
2010-05-20,34.41,38.92
2010-05-21,35.55,39.75
2010-05-24,35.74,39.56
2010-05-25,36.5,39.99
2010-05-26,35.33,39.26
2010-05-27,36.49,40.78
2010-05-28,36.3,40.64
2010-06-01,36.35,39.67
2010-06-02,37.79,40.39
2010-06-03,39.15,40.66
2010-06-04,36.88,38.72
2010-06-07,36.08,37.76
2010-06-08,36.0,38.24
2010-06-09,36.02,38.43
2010-06-10,37.29,39.49
2010-06-11,37.12,39.75
2010-06-14,37.575,40.17
2010-06-15,38.06,40.72
2010-06-16,36.93,40.23
2010-06-17,36.54,39.86
2010-06-18,36.53,39.41
2010-06-21,35.77,38.57
2010-06-22,34.7,37.82
2010-06-23,35.07,38.09
2010-06-24,34.66,37.18
2010-06-25,36.06,37.44
2010-06-28,35.8,37.12
2010-06-29,34.62,35.82
2010-06-30,34.39,35.65
2010-07-01,35.25,36.33
2010-07-02,34.69,35.8
2010-07-06,33.68,35.31
2010-07-07,34.43,36.4225
2010-07-08,33.97,36.42
2010-07-09,34.12,36.95
2010-07-12,33.66,36.57
2010-07-13,33.91,37.57
2010-07-14,33.26,37.4
2010-07-15,33.32,37.62
2010-07-16,31.96,36.28
2010-07-19,32.21,36.42
2010-07-20,33.64,37.3
2010-07-21,32.94,36.6
2010-07-22,33.87,37.64
2010-07-23,34.19,38.45
2010-07-26,34.62,39.11
2010-07-27,32.97,38.46
2010-07-28,32.56,37.94
2010-07-29,32.02,37.84
2010-07-30,32.16,38.12
2010-08-02,32.39,38.97
2010-08-03,31.56,37.8
2010-08-04,32.21,38.52
2010-08-05,33.22,38.43
2010-08-06,33.11,38.18
2010-08-09,33.58,38.75
2010-08-10,32.89,38.11
2010-08-11,31.88,37.28
2010-08-12,31.61,37.51
2010-08-13,30.9,36.88
2010-08-16,31.36,36.97
2010-08-17,32.95,37.44
2010-08-18,33.43,37.91
2010-08-19,33.16,37.34
2010-08-20,32.95,37.43
2010-08-23,32.65,37.05
2010-08-24,31.75,36.37
2010-08-25,32.34,36.98
2010-08-26,31.52,36.52
2010-08-27,31.05,36.97
2010-08-30,30.7,36.04
2010-08-31,30.32,35.92
2010-09-01,31.19,37.36
2010-09-02,32.58,38.18
2010-09-03,33.1,38.77
2010-09-07,32.29,38.19
2010-09-08,33.34,38.59
2010-09-09,33.32,38.38
2010-09-10,33.18,38.7
2010-09-13,33.71,39.54
2010-09-14,34.76,40.32
2010-09-15,34.97,40.3
2010-09-16,34.82,40.29
2010-09-17,34.11,40.33
2010-09-20,34.13,41.11
2010-09-21,33.61,40.69
2010-09-22,33.4,40.6
2010-09-23,33.43,40.65
2010-09-24,34.67,41.84
2010-09-27,34.37,41.65
2010-09-28,34.87,42.2
2010-09-29,31.96,42.02
2010-09-30,31.44,41.82
2010-10-01,31.47,41.97
2010-10-04,31.49,41.57
2010-10-05,32.15,42.22
2010-10-06,32.06,42.02
2010-10-07,31.46,42.4
2010-10-08,31.28,42.83
2010-10-11,30.82,43.33
2010-10-12,31.21,43.8
2010-10-13,31.79,43.71
2010-10-14,31.27,43.55
2010-10-15,31.0,44.03
2010-10-18,31.18,44.12
2010-10-19,29.28,42.83
2010-10-20,29.4,43.23
2010-10-21,29.36,42.98
2010-10-22,30.28,43.34
2010-10-25,31.16,43.63
2010-10-26,31.81,44.05
2010-10-27,31.05,43.49
2010-10-28,30.34,43.45
2010-10-29,30.79,43.61
2010-11-01,30.31,43.2
2010-11-02,30.31,43.75
2010-11-03,31.54,43.79
2010-11-04,31.72,44.93
2010-11-05,32.44,45.3
2010-11-08,33.33,45.45
2010-11-09,33.27,44.96
2010-11-10,33.43,45.32
2010-11-11,33.1,45.34
2010-11-12,32.9,44.6
2010-11-15,32.735,44.5
2010-11-16,36.635,44.27
2010-11-17,37.28,45.12
2010-11-18,36.66,45.38
2010-11-19,37.26,46.0
2010-11-22,37.35,46.43
2010-11-23,37.74,46.58
2010-11-24,38.4,47.33
2010-11-26,38.46,47.37
2010-11-29,38.23,46.96
2010-11-30,37.79,47.11
2010-12-01,38.12,47.6825
2010-12-02,38.32,47.85
2010-12-03,38.26,48.08
2010-12-06,37.88,48.0425
2010-12-07,38.1,47.78
2010-12-08,38.32,47.57
2010-12-09,37.63,47.86
2010-12-10,37.2,48.14
2010-12-13,36.15,47.45
2010-12-14,36.34,47.26
2010-12-15,36.62,47.32
2010-12-16,36.67,48.06
2010-12-17,36.36,47.96
2010-12-20,36.79,47.9
2010-12-21,36.79,48.06
2010-12-22,36.06,48.03
2010-12-23,35.87,48.45
2010-12-27,35.72,48.23
2010-12-28,36.07,48.1
2010-12-29,36.2,48.47
2010-12-30,36.39,48.73
2010-12-31,35.81,48.36
2011-01-03,35.45,48.71
2011-01-04,35.89,47.8
2011-01-05,35.75,47.76
2011-01-06,36.07,47.08
2011-01-07,36.01,46.935
2011-01-10,36.09,47.36
2011-01-11,35.89,46.76
2011-01-12,36.21,47.2
2011-01-13,36.31,47.03
2011-01-14,35.94,47.02
2011-01-18,35.63,46.97
2011-01-19,35.04,46.52
2011-01-20,35.0,46.9575
2011-01-21,35.03,46.65
2011-01-24,34.23,46.83
2011-01-25,34.14,46.75
2011-01-26,34.27,46.79
2011-01-27,34.41,47.38
2011-01-28,33.82,46.27
2011-01-31,33.82,46.43
2011-02-01,34.01,47.06
2011-02-02,33.5975,46.13
2011-02-03,33.86,47.45
2011-02-04,34.76,48.11
2011-02-07,35.11,48.38
2011-02-08,37.06,48.91
2011-02-09,37.31,48.9775
2011-02-10,37.32,49.17
2011-02-11,37.61,49.68
2011-02-14,37.78,49.43
2011-02-15,37.72,49.25
2011-02-16,37.68,50.04
2011-02-17,37.86,50.02
2011-02-18,37.78,50.12
2011-02-22,37.55,49.2
2011-02-23,36.79,48.36
2011-02-24,37.07,48.5
2011-02-25,37.49,49.21
2011-02-28,38.38,49.22
2011-03-01,38.0,48.3
2011-03-02,37.93,48.75
2011-03-03,38.32,49.34
2011-03-04,38.5,49.11
2011-03-07,37.99,48.38
2011-03-08,31.66,48.65
2011-03-09,31.17,48.99
2011-03-10,31.67,48.61
2011-03-11,32.12,49.23
2011-03-14,31.73,48.771
2011-03-15,31.32,48.71
2011-03-16,31.19,48.17
2011-03-17,31.15,47.99
2011-03-18,31.25,47.87
2011-03-21,31.79,48.77
2011-03-22,30.4,48.33
2011-03-23,30.4,48.68
2011-03-24,30.19,49.46
2011-03-25,30.06,49.93
2011-03-28,29.62,49.6
2011-03-29,29.9,50.19
2011-03-30,30.55,51.13
2011-03-31,29.83,50.8
2011-04-01,30.35,51.06
2011-04-04,30.19,50.88
2011-04-05,30.68,51.97
2011-04-06,31.28,52.109
2011-04-07,31.0,52.55
2011-04-08,30.91,51.97
2011-04-11,31.3,51.96
2011-04-12,31.56,51.66
2011-04-13,31.69,51.72
2011-04-14,31.31,51.75
2011-04-15,30.64,52.15
2011-04-18,30.4,51.68
2011-04-19,31.43,51.69
2011-04-20,31.2,52.79
2011-04-21,31.76,52.8
2011-04-25,31.9,52.78
2011-04-26,32.65,52.95
2011-04-27,33.1,53.68
2011-04-28,31.83,53.62
2011-04-29,31.47,53.31
2011-05-02,31.85,52.93
2011-05-03,32.19,52.69
2011-05-04,32.12,52.62
2011-05-05,31.55,52.6
2011-05-06,31.38,52.72
2011-05-09,31.43,52.97
2011-05-10,32.9,53.78
2011-05-11,32.87,53.54
2011-05-12,32.99,54.4
2011-05-13,32.62,54.1
2011-05-16,32.29,53.21
2011-05-17,33.06,53.05
2011-05-18,32.43,53.6
2011-05-19,32.54,53.32
2011-05-20,31.51,52.41
2011-05-23,31.36,52.26
2011-05-24,30.97,52.38
2011-05-25,30.18,52.36
2011-05-26,30.24,53.23
2011-05-27,30.46,53.69
2011-05-31,30.46,54.14
2011-06-01,30.02,52.57
2011-06-02,29.8,52.0
2011-06-03,29.19,51.23
2011-06-06,28.9,50.34
2011-06-07,29.28,50.3
2011-06-08,28.49,49.67
2011-06-09,29.19,50.35
2011-06-10,29.03,49.48
2011-06-13,28.96,49.64
2011-06-14,29.15,50.9
2011-06-15,28.71,50.13
2011-06-16,28.27,50.18
2011-06-17,28.81,50.59
2011-06-20,28.97,51.71
2011-06-21,29.28,52.74
2011-06-22,28.63,51.93
2011-06-23,29.26,52.65
2011-06-24,28.43,51.96
2011-06-27,28.45,52.36
2011-06-28,28.68,53.47
2011-06-29,28.34,53.2
2011-06-30,28.15,53.38
2011-07-01,28.92,54.44
2011-07-05,29.11,54.5
2011-07-06,30.75,54.66
2011-07-07,32.58,56.34
2011-07-08,32.03,55.91
2011-07-11,31.3,54.64
2011-07-12,31.7,54.32
2011-07-13,31.85,54.79
2011-07-14,31.3,54.1
2011-07-15,31.41,54.3
2011-07-18,31.02,53.74
2011-07-19,31.59,54.88
2011-07-20,31.5,54.52
2011-07-21,32.17,54.93
2011-07-22,32.56,54.95
2011-07-25,32.49,54.34
2011-07-26,33.59,55.0
2011-07-27,32.16,53.28
2011-07-28,32.58,53.25
2011-07-29,32.54,53.26
2011-08-01,32.21,53.03
2011-08-02,30.76,50.84
2011-08-03,31.32,51.93
2011-08-04,29.2,48.46
2011-08-05,29.39,48.69
2011-08-08,27.41,44.69
2011-08-09,28.365,47.33
2011-08-10,27.38,45.0
2011-08-11,28.24,47.21
2011-08-12,29.68,47.15
2011-08-15,29.69,47.77
2011-08-16,27.835,47.23
2011-08-17,27.0,46.68
2011-08-18,26.02,44.33
2011-08-19,25.95,43.83
2011-08-22,27.03,44.12
2011-08-23,26.41,46.26
2011-08-24,25.64,46.74
2011-08-25,24.21,45.73
2011-08-26,24.77,47.12
2011-08-29,25.46,49.04
2011-08-30,25.73,49.25
2011-08-31,26.175,49.6
2011-09-01,26.0,48.5
2011-09-02,25.96,46.86
2011-09-06,25.78,47.1
2011-09-07,25.26,49.13
2011-09-08,24.96,48.07
2011-09-09,24.56,47.22
2011-09-12,24.85,47.85
2011-09-13,24.66,48.68
2011-09-14,25.13,49.5
2011-09-15,25.35,49.85
2011-09-16,24.83,50.06
2011-09-19,24.58,49.85
2011-09-20,24.34,48.99
2011-09-21,23.7925,47.26
2011-09-22,22.87,46.04
2011-09-23,23.41,46.91
2011-09-26,24.2,48.53
2011-09-27,23.84,48.87
2011-09-28,23.11,47.67
2011-09-29,23.31,47.6
2011-09-30,22.31,46.22
2011-10-03,21.9,44.44
2011-10-04,22.49,46.85
2011-10-05,23.49,47.49
2011-10-06,24.06,48.63
2011-10-07,23.29,48.23
2011-10-10,23.66,49.84
2011-10-11,23.54,50.17
2011-10-12,24.15,50.52
2011-10-13,23.89,50.07
2011-10-14,23.84,50.94
2011-10-17,23.12,49.82
2011-10-18,23.59,50.99
2011-10-19,23.48,50.58
2011-10-20,23.67,51.11
2011-10-21,25.07,52.16
2011-10-24,26.37,53.76
2011-10-25,26.19,52.42
2011-10-26,26.23,52.45
2011-10-27,27.89,54.49
2011-10-28,28.1,53.65
2011-10-31,27.25,52.58
2011-11-01,26.54,51.93
2011-11-02,26.62,53.07
2011-11-03,26.76,53.26
2011-11-04,26.72,53.07
2011-11-07,27.21,53.06
2011-11-08,26.34,53.64
2011-11-09,26.05,51.41
2011-11-10,26.17,52.12
2011-11-11,26.82,53.57
2011-11-14,26.83,53.14
2011-11-15,26.85,53.37
2011-11-16,26.7,52.12
2011-11-17,26.18,51.43
2011-11-18,25.96,51.34
2011-11-21,26.12,50.65
2011-11-22,25.68,50.28
2011-11-23,25.26,48.98
2011-11-25,25.19,48.5
2011-11-28,26.04,50.17
2011-11-29,26.1,50.12
2011-11-30,26.98,51.88
2011-12-01,27.4,52.0
2011-12-02,27.09,52.56
2011-12-05,27.7,53.35
2011-12-06,27.16,53.17
2011-12-07,26.91,53.32
2011-12-08,26.03,52.29
2011-12-09,26.34,53.51
2011-12-12,26.46,53.23
2011-12-13,27.87,51.64
2011-12-14,27.11,51.0
2011-12-15,26.86,51.33
2011-12-16,26.58,51.49
2011-12-19,26.14,50.84
2011-12-20,27.08,52.535
2011-12-21,27.06,52.76
2011-12-22,27.2,52.59
2011-12-23,27.55,53.05
2011-12-27,27.68,53.14
2011-12-28,27.22,52.51
2011-12-29,27.49,52.82
2011-12-30,27.56,52.55
2012-01-03,27.75,52.53
2012-01-04,28.41,52.38
2012-01-05,27.98,52.67
2012-01-06,27.67,52.07
2012-01-09,28.78,52.665
2012-01-10,29.41,52.81
2012-01-11,23.93,52.78
2012-01-12,24.55,52.84
2012-01-13,25.13,52.74
2012-01-17,24.81,52.99
2012-01-18,25.1,54.36
2012-01-19,25.91,55.09
2012-01-20,25.4,54.77
2012-01-23,25.71,54.88
2012-01-24,26.615,55.36
2012-01-25,27.54,55.85
2012-01-26,26.83,55.45
2012-01-27,26.99,55.8133
2012-01-30,26.51,55.7
2012-01-31,26.5,55.15
2012-02-01,26.39,55.7
2012-02-02,26.44,55.78
2012-02-03,27.685,56.9
2012-02-06,27.48,57.09
2012-02-07,26.9,57.33
2012-02-08,27.14,57.37
2012-02-09,27.405,57.56
2012-02-10,27.0,57.28
2012-02-13,27.02,57.61
2012-02-14,27.175,58.09
2012-02-15,27.28,57.5
2012-02-16,27.47,58.35
2012-02-17,28.48,58.84
2012-02-21,28.49,57.96
2012-02-22,29.33,57.87
2012-02-23,29.14,58.55
2012-02-24,29.62,58.37
2012-02-27,29.66,58.7
2012-02-28,29.19,59.72
2012-02-29,28.39,58.88
2012-03-01,28.4,59.5601
2012-03-02,28.11,59.51
2012-03-05,28.52,59.66
2012-03-06,27.93,58.91
2012-03-07,28.24,59.39
2012-03-08,28.68,60.11
2012-03-09,29.5,60.82
2012-03-12,29.51,60.67
2012-03-13,27.95,61.45
2012-03-14,28.21,61.32
2012-03-15,27.98,61.72
2012-03-16,27.98,61.0
2012-03-19,27.81,61.08
2012-03-20,28.51,61.47
2012-03-21,28.51,61.61
2012-03-22,29.05,61.49
2012-03-23,29.37,61.59
2012-03-26,29.49,62.835
2012-03-27,29.72,62.55
2012-03-28,29.23,61.89
2012-03-29,29.19,61.76
2012-03-30,29.11,61.25
2012-04-02,29.54,61.78
2012-04-03,30.22,61.87
2012-04-04,30.16,61.27
2012-04-05,30.03,60.96
2012-04-09,29.48,60.415
2012-04-10,28.51,58.77
2012-04-11,28.8,59.78
2012-04-12,29.0,60.55
2012-04-13,28.67,59.87
2012-04-16,28.48,60.15
2012-04-17,28.94,61.35
2012-04-18,29.17,61.25
2012-04-19,29.06,60.71
2012-04-20,28.94,60.94
2012-04-23,28.14,60.24
2012-04-24,27.87,59.33
2012-04-25,28.34,60.54
2012-04-26,28.92,61.4
2012-04-27,29.21,62.44
2012-04-30,28.96,61.74
2012-05-01,28.83,61.43
2012-05-02,30.1,62.43
2012-05-03,28.97,61.72
2012-05-04,28.31,60.64
2012-05-07,28.2,60.37
2012-05-08,27.65,59.68
2012-05-09,27.84,59.88
2012-05-10,27.69,60.21
2012-05-11,27.45,59.92
2012-05-14,27.02,59.2
2012-05-15,26.74,59.34
2012-05-16,26.33,59.05
2012-05-17,25.56,57.0
2012-05-18,25.62,57.17
2012-05-21,26.16,58.34
2012-05-22,28.1,58.39
2012-05-23,28.18,59.07
2012-05-24,28.03,59.1
2012-05-25,28.42,59.41
2012-05-29,28.72,59.9
2012-05-30,28.19,58.74
2012-05-31,27.97,58.41
2012-06-01,26.69,56.53
2012-06-04,26.64,56.67
2012-06-05,26.7,57.13
2012-06-06,27.59,58.48
2012-06-07,27.33,57.56
2012-06-08,27.64,58.28
2012-06-11,27.13,57.09
2012-06-12,27.75,58.04
2012-06-13,26.4,56.5
2012-06-14,26.62,57.45
2012-06-15,27.51,57.97
2012-06-18,27.63,58.09
2012-06-19,28.27,58.85
2012-06-20,28.46,58.92
2012-06-21,27.685,57.56
2012-06-22,27.55,57.83
2012-06-25,26.895,56.86
2012-06-26,27.11,57.43
2012-06-27,26.75,57.15
2012-06-28,26.39,57.12
2012-06-29,27.59,59.09
2012-07-02,27.56,59.49
2012-07-03,27.63,59.89
2012-07-05,28.03,60.52
2012-07-06,27.41,60.01
2012-07-09,27.52,59.72
2012-07-10,27.93,59.62
2012-07-11,27.86,59.03
2012-07-12,28.39,58.32
2012-07-13,29.18,59.22
2012-07-16,29.49,58.87
2012-07-17,30.59,58.99
2012-07-18,31.07,59.56
2012-07-19,31.56,59.84
2012-07-20,31.01,59.05
2012-07-23,30.3,58.34
2012-07-24,29.96,57.81
2012-07-25,30.09,57.46
2012-07-26,30.495,58.16
2012-07-27,30.97,59.6
2012-07-30,30.95,59.49
2012-07-31,30.55,59.11
2012-08-01,30.42,58.44
2012-08-02,29.69,58.03
2012-08-03,30.16,59.39
2012-08-06,30.4,59.74
2012-08-07,30.96,60.54
2012-08-08,30.91,60.56
2012-08-09,30.87,60.39
2012-08-10,30.66,60.1
2012-08-13,30.49,59.96
2012-08-14,30.32,60.08
2012-08-15,31.24,60.34
2012-08-16,30.98,61.05
2012-08-17,31.4,61.46
2012-08-20,31.28,61.09
2012-08-21,36.98,61.15
2012-08-22,37.19,61.27
2012-08-23,36.834,60.48
2012-08-24,36.94,60.69
2012-08-27,36.92,60.73
2012-08-28,37.02,61.02
2012-08-29,37.77,61.4
2012-08-30,37.85,61.22
2012-08-31,37.54,61.22
2012-09-04,38.1,61.71
2012-09-05,38.25,61.84
2012-09-06,39.03,63.37
2012-09-07,38.73,63.52
2012-09-10,39.48,63.44
2012-09-11,38.9,63.2
2012-09-12,39.24,63.79
2012-09-13,39.5,64.6
2012-09-14,39.71,65.13
2012-09-17,39.82,64.76
2012-09-18,39.35,64.03
2012-09-19,39.09,64.66
2012-09-20,38.87,64.48
2012-09-21,38.75,64.02
2012-09-24,38.43,63.555
2012-09-25,37.94,62.6632
2012-09-26,37.51,62.47
2012-09-27,37.455,63.04
2012-09-28,37.56,62.75
2012-10-01,37.33,62.56
2012-10-02,36.86,62.21
2012-10-03,37.0,62.57
2012-10-04,37.57,63.55
2012-10-05,37.73,63.68
2012-10-08,37.3,64.03
2012-10-09,36.7,62.92
2012-10-10,36.85,62.67
2012-10-11,36.97,62.61
2012-10-12,36.61,62.23
2012-10-15,37.48,62.57
2012-10-16,38.24,63.04
2012-10-17,37.99,63.18
2012-10-18,37.9085,63.31
2012-10-19,37.09,62.21
2012-10-22,36.39,62.14
2012-10-23,35.94,61.82
2012-10-24,36.06,61.58
2012-10-25,35.8,61.39
2012-10-26,35.74,61.62
2012-10-31,35.75,62.31
2012-11-01,36.69,63.47
2012-11-02,36.56,62.7998
2012-11-05,37.08,63.01
2012-11-06,36.95,63.77
2012-11-07,36.21,62.6
2012-11-08,35.25,61.24
2012-11-09,35.31,60.92
2012-11-12,35.38,60.71
2012-11-13,35.95,60.91
2012-11-14,36.21,60.16
2012-11-15,34.82,60.2
2012-11-16,35.05,60.35
2012-11-19,37.07,61.85
2012-11-20,36.81,61.85
2012-11-21,37.35,62.26
2012-11-23,37.86,63.2
2012-11-26,38.34,62.59
2012-11-27,37.65,62.74
2012-11-28,38.16,63.82
2012-11-29,37.82,63.36
2012-11-30,37.7,63.27
2012-12-03,37.37,63.0398
2012-12-04,36.54,62.79
2012-12-05,36.35,62.55
2012-12-06,36.97,62.74
2012-12-07,37.37,62.77
2012-12-10,37.0,62.43
2012-12-11,38.65,62.64
2012-12-12,38.18,62.32
2012-12-13,38.23,62.33
2012-12-14,38.6,62.07
2012-12-17,39.58,63.09
2012-12-18,39.69,63.7
2012-12-19,40.18,63.55
2012-12-20,40.42,63.4311
2012-12-21,39.425,62.28
2012-12-24,39.3,62.17
2012-12-26,38.24,61.09
2012-12-27,38.61,61.22
2012-12-28,38.22,60.91
2012-12-31,39.36,62.3758
2013-01-02,40.98,62.85
2013-01-03,40.74,63.42
2013-01-04,41.39,63.92
2013-01-07,40.84,63.23
2013-01-08,41.1768,62.98
2013-01-09,40.75,63.02
2013-01-10,42.64,63.05
2013-01-11,42.75,63.04
2013-01-14,42.25,63.22
2013-01-15,42.1,64.54
2013-01-16,41.9,64.75
2013-01-17,43.18,65.18
2013-01-18,43.39,65.51
2013-01-22,42.82,65.58
2013-01-23,42.5,65.63
2013-01-24,42.72,66.19
2013-01-25,43.62,67.13
2013-01-28,43.13,66.99
2013-01-29,42.93,67.08
2013-01-30,42.8,66.45
2013-01-31,42.8,67.05
2013-02-01,43.35,67.14
2013-02-04,42.57,66.37
2013-02-05,42.72,67.57
2013-02-06,43.15,67.78
2013-02-07,43.17,67.47
2013-02-08,42.58,68.0
2013-02-11,42.37,67.78
2013-02-12,42.25,67.82
2013-02-13,41.53,67.73
2013-02-14,41.43,67.73
2013-02-15,41.29,67.47
2013-02-19,41.69,68.69
2013-02-20,41.26,67.56
2013-02-21,40.26,67.31
2013-02-22,39.54,67.31
2013-02-25,39.06,65.92
2013-02-26,39.56,66.19
2013-02-27,40.18,67.26
2013-02-28,40.52,67.09
2013-03-01,40.81,67.43
2013-03-04,41.01,67.92
2013-03-05,41.71,68.68
2013-03-06,40.74,68.44
2013-03-07,40.49,68.86
2013-03-08,41.31,69.51
2013-03-11,41.5,69.46
2013-03-12,41.81,69.27
2013-03-13,41.51,70.19
2013-03-14,41.17,70.64
2013-03-15,40.65,70.34
2013-03-18,40.08,70.05
2013-03-19,39.4,69.35
2013-03-20,40.32,70.38
2013-03-21,39.52,69.74
2013-03-22,38.75,70.26
2013-03-25,39.36,70.27
2013-03-26,39.41,70.29
2013-03-27,39.14,70.16
2013-03-28,38.74,70.39
2013-04-01,38.41,69.63
2013-04-02,39.87,69.81
2013-04-03,39.06,68.99
2013-04-04,39.52,70.17
2013-04-05,39.97,70.13
2013-04-08,40.68,70.73
2013-04-09,40.47,70.3
2013-04-10,40.81,71.54
2013-04-11,41.55,72.97
2013-04-12,41.38,73.02
2013-04-15,40.06,70.68
2013-04-16,40.54,71.42
2013-04-17,39.61,70.37
2013-04-18,39.255,69.65
2013-04-19,39.455,70.47
2013-04-22,39.5,70.725
2013-04-23,39.6,71.56
2013-04-24,39.73,72.14
2013-04-25,41.04,73.31
2013-04-26,41.16,73.02
2013-04-29,41.35,73.02
2013-04-30,41.44,73.47
2013-05-01,40.9,72.52
2013-05-02,40.97,73.37
2013-05-03,41.54,74.54
2013-05-06,41.65,74.51
2013-05-07,43.66,75.25
2013-05-08,43.39,75.39
2013-05-09,43.39,75.37
2013-05-10,43.83,76.45
2013-05-13,43.75,76.17
2013-05-14,44.11,77.34
2013-05-15,44.43,77.77
2013-05-16,43.64,76.93
2013-05-17,44.54,77.75
2013-05-20,44.49,78.11
2013-05-21,43.27,78.68
2013-05-22,42.81,77.93
2013-05-23,42.3,78.33
2013-05-24,41.84,77.59
2013-05-28,41.1,77.99
2013-05-29,40.91,77.52
2013-05-30,41.87,77.79
2013-05-31,41.93,77.6
2013-06-03,41.86,77.71
2013-06-04,42.31,77.42
2013-06-05,41.57,76.55
2013-06-06,41.77,77.09
2013-06-07,42.58,78.32
2013-06-10,42.27,78.55
2013-06-11,42.04,77.73
2013-06-12,41.18,76.81
2013-06-13,41.41,78.07
2013-06-14,40.88,77.62
2013-06-17,40.79,78.06
2013-06-18,40.645,78.79
2013-06-19,39.9,77.87
2013-06-20,39.16,75.89
2013-06-21,39.535,75.5
2013-06-24,38.74,74.59
2013-06-25,39.04,75.28
2013-06-26,39.52,75.79
2013-06-27,40.34,76.57
2013-06-28,40.22,76.61
2013-07-01,40.41,77.34
2013-07-02,40.66,77.45
2013-07-03,40.37,77.59
2013-07-05,41.04,78.59
2013-07-08,41.77,79.59
2013-07-09,41.95,80.23
2013-07-10,42.34,80.34
2013-07-11,43.17,81.01
2013-07-12,42.98,80.81
2013-07-15,43.09,81.22
2013-07-16,42.63,80.66
2013-07-17,42.5,80.64
2013-07-18,42.72,81.17
2013-07-19,42.85,80.88
2013-07-22,42.76,80.99
2013-07-23,42.34,80.88
2013-07-24,42.04,80.35
2013-07-25,42.29,81.26
2013-07-26,41.95,81.28
2013-07-29,41.98,81.15
2013-07-30,42.5,81.44
2013-07-31,42.56,81.68
2013-08-01,43.79,82.97
2013-08-02,43.83,83.1
2013-08-05,43.67,82.99
2013-08-06,42.47,81.97
2013-08-07,41.27,80.78
2013-08-08,41.64,81.53
2013-08-09,41.46,81.42
2013-08-12,42.1,81.79
2013-08-13,41.77,82.23
2013-08-14,40.77,81.648
2013-08-15,40.28,80.03
2013-08-16,39.74,79.41
2013-08-19,39.92,78.93
2013-08-20,43.19,80.14
2013-08-21,42.3,79.02
2013-08-22,42.7,79.14
2013-08-23,42.8,78.89
2013-08-26,42.06,78.84
2013-08-27,41.45,77.36
2013-08-28,41.95,77.79
2013-08-29,42.49,78.47
2013-08-30,41.93,77.88
2013-09-03,41.76,78.09
2013-09-04,41.82,78.69
2013-09-05,41.96,79.15
2013-09-06,42.56,78.75
2013-09-09,42.71,80.05
2013-09-10,38.35,80.89
2013-09-11,38.2,81.09
2013-09-12,38.3,80.36
2013-09-13,38.38,80.76
