date,MSFT,XLK
2023-02-24,249.22,136.09
2023-02-27,250.16,136.82001
2023-02-28,249.42,136.52
2023-03-01,246.27,135.52
2023-03-02,251.11,137.19
2023-03-03,255.28999,140.14
2023-03-06,256.87,140.81
2023-03-07,254.14999,139.06
2023-03-08,253.7,140.21001
2023-03-09,252.32001,138.2
2023-03-10,248.59,135.77
2023-03-13,253.92,136.50999
2023-03-14,260.79001,139.66
2023-03-15,265.44,139.74001
2023-03-16,276.20001,143.66
2023-03-17,279.42999,143.46001
2023-03-20,272.23001,143.53
2023-03-21,273.78,144.69
2023-03-22,272.29001,143.25
2023-03-23,277.66,145.58
2023-03-24,280.57001,145.96001
2023-03-27,276.38,144.83
2023-03-28,275.23001,144.14999
2023-03-29,280.51001,147.17
2023-03-30,284.04999,148.88
2023-03-31,288.29999,151.00999
2023-04-03,287.23001,150.77
2023-04-04,287.17999,149.94
2023-04-05,284.34,148.23
2023-04-06,291.60001,149.07001
2023-04-10,289.39001,148.99001
2023-04-11,282.82999,147.59
2023-04-12,283.48999,146.75
2023-04-13,289.84,149.48
2023-04-14,286.14001,148.64999
2023-04-17,288.79999,149.19
2023-04-18,288.37,149.64999
2023-04-19,288.45001,149.22
2023-04-20,286.10999,148.24001
2023-04-21,285.76001,147.75999
2023-04-24,281.76999,147.11
2023-04-25,275.42001,143.97
2023-04-26,295.37,146.11
2023-04-27,304.82999,149.21001
2023-04-28,307.26001,150.83
2023-05-01,305.56,150.92
2023-05-02,305.41,149.50999
2023-05-03,304.39999,148.25
2023-05-04,305.41,147.53999
2023-05-05,310.64999,151.24001
2023-05-08,308.64999,151.16
2023-05-09,307.0,150.0
2023-05-10,312.31,151.83
2023-05-11,310.10999,151.14999
2023-05-12,308.97,150.95
2023-05-15,309.45999,152.2
2023-05-16,311.73999,152.36
2023-05-17,314.0,154.39
2023-05-18,318.51999,157.55
2023-05-19,318.34,157.48
2023-05-22,321.17999,157.78
2023-05-23,315.26001,155.45
2023-05-24,313.85001,154.31
2023-05-25,325.92001,160.23
2023-05-26,332.89001,164.78
2023-05-30,331.20999,165.66
2023-05-31,328.39001,164.28
2023-06-01,332.57999,165.95
2023-06-02,335.39999,166.89999
2023-06-05,335.94,165.94
2023-06-06,333.67999,165.89999
2023-06-07,323.38,163.42
2023-06-08,325.26001,165.19
2023-06-09,326.79001,166.00999
2023-06-12,331.85001,169.62
2023-06-13,334.29001,170.64999
2023-06-14,337.34,172.41
2023-06-15,348.10001,174.63
2023-06-16,342.32999,173.19
2023-06-20,338.04999,171.66
2023-06-21,333.56,169.12
2023-06-22,339.70999,170.5
2023-06-23,335.01999,168.64999
2023-06-26,328.60001,167.44
2023-06-27,334.57001,170.74001
2023-06-28,335.85001,170.84
2023-06-29,335.04999,171.14
2023-06-30,340.54001,173.86
2023-07-03,337.98999,173.49001
2023-07-05,338.14999,172.42
2023-07-06,341.26999,171.96001
2023-07-07,337.22,171.21001
2023-07-10,331.82999,171.66
2023-07-11,332.47,172.03
2023-07-12,337.20001,173.98
2023-07-13,342.66,176.25
2023-07-14,345.23999,175.99001
2023-07-17,345.73001,178.24001
2023-07-18,359.48999,180.25999
2023-07-19,355.07999,179.81
2023-07-20,346.87,176.22
2023-07-21,343.76999,176.13
2023-07-24,345.10999,176.44
2023-07-25,350.98001,178.46001
2023-07-26,337.76999,176.06
2023-07-27,330.72,175.55
2023-07-28,338.37,177.94
2023-07-31,335.92001,178.35001
2023-08-01,336.34,178.64999
2023-08-02,327.5,174.23
2023-08-03,326.66,173.52
2023-08-04,327.78,171.16
2023-08-07,330.10999,171.64
2023-08-08,326.04999,170.32001
2023-08-09,322.23001,168.12
2023-08-10,322.92999,168.14
2023-08-11,321.01001,166.89999
2023-08-14,324.04001,169.56
2023-08-15,321.85999,167.89
2023-08-16,320.39999,166.28999
2023-08-17,316.88,164.71001
2023-08-18,316.48001,164.96001
2023-08-21,321.88,168.11
2023-08-22,322.45999,167.92
2023-08-23,327.0,170.95
2023-08-24,319.97,167.00999
2023-08-25,322.98001,168.71001
2023-08-28,323.70001,170.09
2023-08-29,328.41,173.5
2023-08-30,328.79001,174.81
2023-08-31,327.76001,175.66
2023-09-01,328.66,176.2
2023-09-05,333.54999,176.83
2023-09-06,332.88,174.96001
2023-09-07,329.91,172.42999
2023-09-08,334.26999,172.78999
2023-09-11,337.94,173.69
2023-09-12,331.76999,170.53999
2023-09-13,336.06,170.97
2023-09-14,338.70001,172.21001
2023-09-15,330.22,168.89999
2023-09-18,329.06,169.35001
2023-09-19,328.64999,169.25999
2023-09-20,320.76999,166.60001
2023-09-21,319.53,164.06
2023-09-22,317.01001,164.41
2023-09-25,317.54001,164.94
2023-09-26,312.14001,161.97
2023-09-27,312.79001,162.22
2023-09-28,313.64001,163.37
2023-09-29,315.75,163.92999
2023-10-02,321.79999,165.69
2023-10-03,313.39001,162.88
2023-10-04,318.95499,164.91
2023-10-05,319.35999,165.13
2023-10-06,327.26001,168.22
2023-10-09,329.82001,169.09
2023-10-10,328.39001,169.35001
2023-10-11,332.42001,170.92
2023-10-12,331.16,171.08
2023-10-13,327.73001,168.63
2023-10-16,332.64001,170.25
2023-10-17,332.06,169.46001
2023-10-18,330.10999,167.72
2023-10-19,331.32001,166.75999
2023-10-20,326.67001,163.94
2023-10-23,329.32001,164.13
2023-10-24,330.53,165.25999
2023-10-25,340.67001,163.31
2023-10-26,327.89001,160.19
2023-10-27,329.81,161.12
2023-10-30,337.31,162.85001
2023-10-31,338.10999,164.00999
2023-11-01,346.07001,167.17999
2023-11-02,348.32001,170.00999
2023-11-03,352.79999,171.75999
2023-11-06,356.53,172.89
2023-11-07,360.53,174.78
2023-11-08,363.20001,175.77
2023-11-09,360.69,174.95
2023-11-10,369.67001,179.52
2023-11-13,366.67999,178.47
2023-11-14,370.26999,182.03999
2023-11-15,369.67001,182.27
2023-11-16,376.17001,183.17999
2023-11-17,369.85001,182.8
2023-11-20,377.44,185.45
2023-11-21,373.07001,183.95
2023-11-22,377.85001,184.77
2023-11-24,377.42999,184.41
2023-11-27,378.60999,184.39999
2023-11-28,382.70001,184.75
2023-11-29,378.85001,184.89
2023-11-30,378.91,185.16
2023-12-01,374.51001,185.58
2023-12-04,369.14001,183.32001
2023-12-05,372.51999,184.42
2023-12-06,368.79999,182.86
2023-12-07,370.95001,185.08
2023-12-08,374.23001,186.66
2023-12-11,371.29999,188.28999
2023-12-12,374.38,189.53999
2023-12-13,374.37,191.21001
2023-12-14,365.92999,190.74001
2023-12-15,370.73001,191.7
2023-12-18,372.64999,191.85001
2023-12-19,373.26001,192.58
2023-12-20,370.62,189.67
2023-12-21,373.54001,191.8
2023-12-22,374.57999,192.05
2023-12-26,374.66,192.85001
2023-12-27,374.07001,192.84
2023-12-28,375.28,193.07001
2023-12-29,376.04001,192.48
