date,PNC,KBE,beta,value,price
2021-11-02,210.10001,56.76,3.7142180425594447,-0.7190060956740751,29.280993904325925
2021-11-03,212.7,57.89,3.7144099309844414,-2.3271909046893313,27.67280909531067
2021-11-04,207.71001,57.03,3.7141288422914407,-4.106757875880845,25.893242124119155
2021-11-05,207.10001,57.56,3.7135532990333124,-6.652117892357467,23.347882107642533
2021-11-08,208.17,57.6,3.7120320435046197,-5.643045705866115,24.356954294133885
2021-11-09,207.03999,57.3,3.711281663790853,-5.61644933521589,24.38355066478411
2021-11-10,205.41,57.3,3.7104637546163315,-7.199573139515792,22.800426860484208
2021-11-11,205.60001,57.66,3.708821014172702,-8.250609677197986,21.749390322802014
2021-11-12,203.61,57.44,3.706930916964698,-9.316111870452232,20.683888129547768
2021-11-15,204.82001,57.6,3.704272225808644,-8.546070206577895,21.453929793422105
2021-11-16,205.53,57.56,3.7022922513810643,-7.573941989494074,22.426058010505926
2021-11-17,202.46001,56.99,3.700682155155909,-8.441866022335262,21.55813397766474
2021-11-18,200.91,56.75,3.698860437907881,-9.000329851272255,20.999670148727745
2021-11-19,199.36,56.35,3.696366847114713,-8.930271834914066,21.069728165085934
2021-11-22,204.14999,57.06,3.693475950141097,-6.5997477150510235,23.400252284948976
2021-11-23,209.09,57.89,3.691558035334637,-4.614294665522152,25.385705334477848
2021-11-24,208.63,57.72,3.6902033522743323,-4.368537493274459,25.63146250672554
2021-11-26,200.10001,55.06,3.6891623895412455,-3.025271168140989,26.97472883185901
2021-11-29,200.88,55.08,3.688635612813847,-2.290049553786673,27.709950446213327
2021-11-30,197.0,53.67,3.687726484757667,-0.9202804369439832,29.079719563056017
2021-12-01,195.45,53.01,3.687086405978775,-0.0024503809348743744,29.997549619065126
2021-12-02,201.85001,54.83,3.686263314526663,-0.26780753549692804,29.732192464503072
2021-12-03,197.73,53.47,3.684924683452966,0.6970771757699197,30.69707717576992
2021-12-06,199.96001,54.82,3.6838611963903727,-1.9892607861202123,28.010739213879788
2021-12-07,203.3,55.03,3.681608010096745,0.701111204376133,30.701111204376133
2021-12-08,202.09,54.93,3.680056628208119,-0.05551058747195725,29.944489412528043
2021-12-09,200.73,54.46,3.678873892612388,0.37852780832935196,30.378527808329352
2021-12-10,201.56,54.58,3.6780184426900715,0.8137533979759155,30.813753397975916
2021-12-13,196.21001,53.29,3.6771013007035296,0.2572816855089286,30.25728168550893
2021-12-14,198.81,53.7,3.6763054059483875,1.3923997005715876,31.392399700571588
2021-12-15,198.08,53.99,3.6756079935487795,-0.36607557169861593,29.633924428301384
2021-12-16,201.78999,54.17,3.6744131711410564,2.7470285192889605,32.74702851928896
2021-12-17,197.24001,52.91,3.6738873881753995,2.854628291639642,32.85462829163964
2021-12-20,192.55,51.57,3.6733965264677977,3.112941130055674,33.112941130055674
2021-12-21,196.87,53.17,3.673122719575526,1.5700650001692793,31.57006500016928
2021-12-22,197.12,53.61,3.672662831740588,0.22854559038708544,30.228545590387085
2021-12-23,197.92999,54.07,3.6720246947024435,-0.6163852425611083,29.38361475743889
2021-12-27,201.07001,54.76,3.6716854144907374,0.008516702487213479,30.008516702487213
2021-12-28,201.17,54.78,3.6712952164598,0.05644804233213563,30.056448042332136
2021-12-29,201.24001,54.84,3.6714341569917615,-0.10143916942820397,29.898560830571796
