date,TOL,XHB,beta,value,price
2019-04-04,37.23,39.75,0.9640266437910557,-1.0900590906944672,28.909940909305533
2019-04-05,37.66,40.33,0.962859436139859,-1.1721210595205136,28.827878940479486
2019-04-08,37.86,40.39,0.9613788160515826,-0.9700903803234198,29.02990961967658
2019-04-09,37.25,39.81,0.9600189051264897,-0.9683526130855569,29.031647386914443
2019-04-10,37.45,40.2,0.9587698466440772,-1.0925478350918993,28.9074521649081
2019-04-11,37.64,40.47,0.9574349795079369,-1.107393620686203,28.892606379313797
2019-04-12,37.49,40.59,0.9558844918339956,-1.3093515235418849,28.690648476458115
2019-04-15,37.61,40.63,0.9542363811335962,-1.1606241654580174,28.839375834541983
2019-04-16,38.34,40.83,0.9529599548956731,-0.5693549583903277,29.430645041609672
2019-04-17,38.72,40.88,0.9521580589324689,-0.20422144915932705,29.795778550840673
2019-04-18,39.22,41.08,0.9514802715503972,0.13319044470968322,30.133190444709683
2019-04-22,38.2,40.77,0.9507709573205091,-0.5629319299571591,29.43706807004284
2019-04-23,38.61,41.23,0.9496794157022654,-0.5452823094043993,29.4547176905956
2019-04-24,38.38,40.87,0.9488237447217247,-0.398426446776881,29.60157355322312
2019-04-25,37.56,40.26,0.9481228790921484,-0.611427112249892,29.388572887750108
2019-04-26,37.43,40.48,0.9473443512980213,-0.918499340543903,29.081500659456097
2019-04-29,37.58,40.73,0.946301033076119,-0.9628410771903262,29.037158922809674
2019-04-30,38.1,40.66,0.9449678708425238,-0.32239362845701436,29.677606371542986
2019-05-01,38.16,40.6,0.9438623073010143,-0.16080967642118793,29.839190323578812
2019-05-02,38.3,41.02,0.942949838618364,-0.3798023801252981,29.620197619874702
2019-05-03,38.94,41.54,0.9418100099757425,-0.18278781439234137,29.81721218560766
2019-05-06,38.71,41.22,0.9410063620998278,-0.07828224575489884,29.9217177542451
2019-05-07,38.0,40.52,0.9402192596019322,-0.09768439907029602,29.902315600929704
2019-05-08,37.63,40.23,0.9395565243068026,-0.16835897286266288,29.831641027137337
2019-05-09,38.17,40.28,0.9390838114742528,0.34370407381710066,30.3437040738171
2019-05-10,38.21,40.42,0.9386962526610383,0.2678974674408323,30.267897467440832
2019-05-13,37.95,39.52,0.9385607145116109,0.8580805625011365,30.858080562501137
2019-05-14,38.37,40.09,0.9386071435897482,0.7412396134869894,30.74123961348699
2019-05-15,38.65,40.2,0.9386997242028747,0.9142710870444333,30.914271087044433
2019-05-16,39.03,40.5,0.9388422111236131,1.0068904494936675,31.006890449493667
2019-05-17,38.42,40.04,0.9391213266972431,0.8175820790423884,30.81758207904239
2019-05-20,37.51,39.65,0.9391441411366988,0.27293480392989267,30.272934803929893
2019-05-21,38.35,40.38,0.9389015866045765,0.4371539329072007,30.4371539329072
2019-05-22,36.6,39.8,0.9388209629478804,-0.7650743253256351,29.234925674674365
2019-05-23,35.66,39.26,0.9381636815441584,-1.1723061374236607,28.82769386257634
2019-05-24,36.31,39.77,0.9377226786267514,-0.983230928985904,29.016769071014096
2019-05-28,36.01,39.18,0.9374622714973255,-0.7197717972652171,29.280228202734783
2019-05-29,35.54,38.67,0.9374682538022352,-0.711897374532434,29.288102625467566
2019-05-30,35.47,38.94,0.9374187895950391,-1.0330876668308235,28.966912333169176
2019-05-31,34.77,38.36,0.9373780254129883,-1.1878210548422246,28.812178945157775
2019-06-03,35.62,38.91,0.9372481805689429,-0.8483267059375663,29.151673294062434
2019-06-04,36.16,40.08,0.9369708893220081,-1.3937932440260852,28.606206755973915
2019-06-05,36.49,40.32,0.9364154776247344,-1.2662720578292905,28.73372794217071
2019-06-06,36.47,40.43,0.9357344782548083,-1.3617449558418997,28.6382550441581
2019-06-07,37.17,40.68,0.9351303592920378,-0.8711030160000988,29.1288969839999
2019-06-10,37.15,40.86,0.9348141807577928,-1.0465074257634157,28.953492574236584
2019-06-11,36.39,40.69,0.9341693283331913,-1.6213499698775493,28.37865003012245
2019-06-12,37.0,40.65,0.9332941900926106,-0.9384088272646167,29.061591172735383
2019-06-13,37.64,41.34,0.9327592880120952,-0.9202689664200179,29.079731033579982
2019-06-14,38.28,41.47,0.9323457102687865,-0.38437660484657243,29.615623395153428
2019-06-17,37.55,41.17,0.9322377973920603,-0.8302301186311283,29.16976988136887
2019-06-18,37.65,41.36,0.9318763595502481,-0.8924062309982617,29.10759376900174
2019-06-19,37.15,41.13,0.9313590867559436,-1.1567992382719652,28.843200761728035
2019-06-20,37.44,41.6,0.9305092450170867,-1.2691845927108076,28.730815407289192
2019-06-21,36.45,41.1,0.9296099188599583,-1.7569676651442805,28.24303233485572
2019-06-24,36.49,40.97,0.9283508945143066,-1.5445361482511402,28.45546385174886
2019-06-25,35.79,40.48,0.927459736679032,-1.7535701407672164,28.246429859232784
