date,ADI,XSD,beta,value,price
2011-04-14,37.67,28.484993,1.3234548507692243,-0.028602159977396013,29.971397840022604
2011-04-15,38.16,28.6199955,1.323563628872773,0.279614897697563,30.279614897697563
2011-04-18,37.02,28.149994,1.3236104812620626,-0.23962710586417302,29.760372894135827
2011-04-19,37.34,28.2849965,1.3233453912534756,-0.09081975989568036,29.90918024010432
2011-04-20,38.98,29.434998,1.3233715294862742,0.026561676314571514,30.02656167631457
2011-04-21,39.1,29.729996,1.3235588174105684,-0.24939834738092514,29.750601652619075
2011-04-25,39.16,29.739998,1.3235083170379285,-0.20113470169135894,29.79886529830864
2011-04-26,39.98,30.2999955,1.3237603799629936,-0.1299335559570025,29.870066444042997
2011-04-27,40.55,30.314995,1.3239719140190171,0.41379804637305995,30.41379804637306
2011-04-28,40.54,30.32,1.3244136768341563,0.3837773183883755,30.383777318388375
2011-04-29,40.31,30.8799975,1.3249239800984132,-0.6036491931290513,29.39635080687095
2011-05-02,40.39,30.5499955,1.324934910003929,-0.08675553841293748,29.913244461587063
2011-05-03,40.18,29.9149935,1.3254989303425697,0.5277081145450708,30.52770811454507
2011-05-04,40.4,29.809998,1.3263440888802411,0.8616853631681849,30.861685363168185
2011-05-05,40.34,29.9199985,1.3274972122731583,0.6212854000329244,30.621285400032924
2011-05-06,40.53,30.2449955,1.3285575740363145,0.34778215178074845,30.34778215178075
2011-05-09,40.82,30.3381425,1.3293557558664881,0.48981564532726907,30.48981564532727
2011-05-10,41.37,30.559998,1.3301979835985804,0.7191522816233444,30.719152281623344
2011-05-11,40.75,30.25,1.3311348872090025,0.4831696619276755,30.483169661927676
2011-05-12,41.47,30.654999,1.3320200805313467,0.6369257633316465,30.636925763331647
2011-05-13,40.79,30.1649935,1.3327736616115824,0.5868911605154139,30.586891160515414
2011-05-16,40.55,29.5399935,1.333813403727772,1.1491607236687358,31.149160723668736
2011-05-17,40.23,29.1749955,1.3352769791793628,1.2733001411884928,31.273300141188493
2011-05-18,42.6,29.875,1.3367222164037333,2.6654237849384685,32.66542378493847
2011-05-19,42.31,29.774994,1.3386204825518093,2.452583163742773,32.45258316374277
2011-05-20,41.8,29.609993,1.3404247260399114,2.1100332449313015,32.1100332449313
2011-05-23,41.03,28.984993,1.3423572303111782,2.1217850759311148,32.121785075931115
2011-05-24,40.45,28.6199955,1.3444544451538485,1.9717198297418577,31.971719829741858
2011-05-25,39.96,28.864998,1.3461815398680526,1.1024725440717447,31.102472544071745
2011-05-26,40.38,29.219994,1.3473531264184235,1.010349730172429,31.01034973017243
2011-05-27,40.55,29.484993,1.3483777152793344,0.7930925036328347,30.793092503632835
2011-05-31,41.17,29.9249955,1.3490575577447124,0.7994586552484932,30.799458655248493
2011-06-01,39.86,28.945,1.3496578867538909,0.7941524679086314,30.79415246790863
2011-06-02,39.84,28.9249955,1.3502579635973588,0.783794479107236,30.783794479107236
2011-06-03,39.08,28.2649995,1.3506964019922505,0.9025668730372445,30.902566873037244
2011-06-06,39.0,28.009995,1.351227869487137,1.1521141318046446,31.152114131804645
2011-06-07,39.44,28.2049945,1.3518005063792817,1.31247415247514,31.31247415247514
2011-06-08,38.54,27.625,1.3525862308657954,1.1748053723324006,31.1748053723324
2011-06-09,38.44,27.695,1.3532282975269967,0.962342299989821,30.96234229998982
2011-06-10,37.87,27.2449955,1.3538788184735793,0.9835776831420091,30.98357768314201
2011-06-13,37.48,26.854996,1.3547752648552154,1.0975156814142508,31.09751568141425
2011-06-14,37.89,27.3699955,1.355384243411926,0.793139357044673,30.793139357044673
2011-06-15,36.96,26.75,1.3556051697500393,0.6975617091864521,30.697561709186452
2011-06-16,36.73,26.2999955,1.356095163330574,1.064703306834133,31.064703306834133
2011-06-17,36.58,26.0399935,1.3566945530048182,1.2516826582691252,31.251682658269125
2011-06-20,36.74,26.019997,1.3573941817081907,1.420607464135422,31.420607464135422
2011-06-21,37.55,26.769997,1.3583000768126987,1.1883110186242831,31.188311018624283
2011-06-22,37.32,26.6699985,1.3591989356743301,1.070166424364018,31.070166424364018
2011-06-23,37.98,27.179993,1.3601089025056057,1.012249550659952,31.012249550659952
2011-06-24,37.32,26.7549975,1.3609101590316257,0.9088520973842478,30.908852097384248
2011-06-27,37.84,26.945,1.3617001242067985,1.1489901532478157,31.148990153247816
2011-06-28,38.28,27.434998,1.362612178558072,0.8967376064836543,30.896737606483654
2011-06-29,38.3,27.4199985,1.3632291840527642,0.9202578181169798,30.92025781811698
2011-06-30,39.14,28.0,1.3639298504617376,0.9499641870713447,30.949964187071345
2011-07-01,39.97,28.529999,1.3653440673749306,1.0167351231372947,31.016735123137295
2011-07-05,39.46,28.359993,1.366487892736067,0.7064129274203879,30.706412927420388
2011-07-06,39.63,28.239998,1.3674508404857462,1.0131909995842108,31.01319099958421
2011-07-07,40.19,28.8499985,1.368594929590601,0.7060383342035479,30.706038334203548
2011-07-08,39.62,28.4549945,1.3696595156570461,0.6463460151060829,30.646346015106083
2011-07-11,38.54,27.8299945,1.3706127011263933,0.3958560660223256,30.395856066022326
2011-07-12,36.56,26.774994,1.3715457023754432,-0.16312795182827244,29.836872048171728
2011-07-13,36.26,26.8349995,1.3722637048852173,-0.5646958344629525,29.435304165537048
2011-07-14,35.89,26.524994,1.3726031509642815,-0.5182903437086637,29.481709656291336
2011-07-15,35.77,26.6299975,1.3732497845128617,-0.7996383284530424,29.200361671546958
2011-07-18,35.46,26.0899965,1.3736813904689718,-0.3793426694506081,29.620657330549392
2011-07-19,36.09,26.9599995,1.3743539506021132,-0.9625818210559913,29.03741817894401
2011-07-20,36.11,26.8799975,1.3748943748661677,-0.8471573591666512,29.15284264083335
2011-07-21,36.49,26.9599995,1.3754839026617336,-0.593045328018384,29.406954671981616
2011-07-22,37.06,27.7999955,1.3762156894916517,-1.1987899748973163,28.801210025102684
2011-07-25,36.4,27.1749955,1.376260044742374,-0.9998605227038198,29.00013947729618
2011-07-26,36.79,27.32,1.3764441588491454,-0.8144544197586541,29.185545580241346
2011-07-27,34.85,26.304993,1.3773946540278268,-1.3823567324394048,28.617643267560595
2011-07-28,34.69,26.149994,1.3777146770667463,-1.3372305390073578,28.662769460992642
2011-07-29,34.4,25.894997,1.3776297902149017,-1.2737192847255088,28.72628071527449
2011-08-01,34.08,25.6699985,1.3773524512961712,-1.2766353587440378,28.723364641255962
2011-08-02,32.98,24.945,1.3772092187149532,-1.3744839608445076,28.625516039155492
2011-08-03,33.5,25.304993,1.3772027803245062,-1.3501067156921636,28.649893284307836
2011-08-04,31.63,23.57,1.377095345441264,-0.8281372920505952,29.171862707949405
2011-08-05,31.5,22.824997,1.377145346178178,0.0666616049191262,30.066661604919126
2011-08-08,30.18,21.3799975,1.3777809727241739,0.7230462476095916,30.72304624760959
2011-08-09,31.0,22.279999,1.378643271651502,0.2838292862478049,30.283829286247805
2011-08-10,30.67,21.809998,1.379321803954272,0.586994214400935,30.586994214400935
