date,LAZ,KCE,beta,value,price
2018-01-25,59.39,60.765,0.9006675101240084,4.660938747314631,34.66093874731463
2018-01-26,59.14,61.56,0.9024605842901449,3.5845264310986806,33.58452643109868
2018-01-29,58.04,60.98,0.9037854374021405,2.9271640272174793,32.92716402721748
2018-01-30,57.69,60.09,0.9048849982700763,3.315460453951111,33.31546045395111
2018-01-31,58.57,59.94,0.9061269596430735,4.256750038994177,34.25675003899418
2018-02-01,59.4,60.82,0.907943412765902,4.178881635577838,34.17888163557784
2018-02-02,58.12,59.25,0.9095911526575875,4.226724205037939,34.22672420503794
2018-02-05,56.66,56.85,0.9112718855835664,4.854193304574245,34.854193304574245
2018-02-06,56.8,57.7789,0.9131746391742016,4.037773840617717,34.03777384061772
2018-02-07,57.14,57.88,0.9146792808573417,4.198363223977061,34.19836322397706
2018-02-08,54.23,55.93,0.9160131491937971,2.9973845655909273,32.99738456559093
2018-02-09,53.82,56.3339,0.9172402431154413,2.1482798683590403,32.14827986835904
2018-02-12,54.19,57.5802,0.9181685110445594,1.3216735003520554,31.321673500352055
2018-02-13,54.51,57.68,0.9192087463074109,1.4900395129885382,31.490039512988538
2018-02-14,56.48,59.04,0.9204501452566105,2.1366234240497164,32.136623424049716
2018-02-15,55.83,59.14,0.9219697100985662,1.3047113447707943,31.304711344770794
2018-02-16,55.4,59.6021,0.9232512609581329,0.37228601924726235,30.372286019247262
2018-02-20,54.69,59.34,0.9241672242817882,-0.15008308888131694,29.849916911118683
2018-02-21,53.59,59.33,0.9249787511209617,-1.2889893040066553,28.711010695993345
2018-02-22,53.18,58.69,0.9254064126862952,-1.1321023605586618,28.86789763944134
2018-02-23,53.27,59.67,0.9258848853150823,-1.9775511067509584,28.02244889324904
2018-02-26,54.41,60.35,0.9261102549548713,-1.480753886526486,28.519246113473514
2018-02-27,54.21,60.17,0.9266178664346706,-1.5445970233741306,28.45540297662587
2018-02-28,53.97,60.3002,0.927093459931343,-1.9339210525519661,28.066078947448034
2018-03-01,53.47,58.51,0.9274216681898767,-0.7934418057896835,29.206558194210317
2018-03-02,52.65,58.7286,0.9281334214345575,-1.85797645406155,28.14202354593845
2018-03-05,53.97,59.85,0.9283706244231901,-1.592981871727929,28.40701812827207
2018-03-06,54.46,60.45,0.928671285752195,-1.6781792237201927,28.321820776279807
2018-03-07,54.38,60.41,0.9289951502799376,-1.740597028411024,28.259402971588976
2018-03-08,55.19,60.81,0.9292574116254531,-1.3181432009438012,28.6818567990562
2018-03-09,56.07,62.39,0.9295379699779462,-1.9238739469240684,28.07612605307593
2018-03-12,56.82,62.28,0.9297004851677007,-1.0817462162443974,28.918253783755603
2018-03-13,55.68,61.62,0.9301869665616928,-1.638120879531506,28.361879120468494
2018-03-14,55.94,61.07,0.9304035655051018,-0.8797457453965691,29.12025425460343
2018-03-15,55.39,60.791,0.930626449550302,-1.1837124946124078,28.816287505387592
2018-03-16,56.11,61.1586,0.9307827764771539,-0.8153715134556663,29.184628486544334
2018-03-19,54.52,60.26,0.9311555676656115,-1.5914345075297405,28.40856549247026
2018-03-20,54.69,60.696,0.9313997699159708,-1.8422404348197645,28.157759565180235
2018-03-21,54.33,61.0865,0.9318051748359125,-2.5907168126139695,27.40928318738603
2018-03-22,52.03,58.5494,0.9318860037910455,-2.531366390363438,27.468633609636562
2018-03-23,50.77,56.92,0.9319474059223504,-2.276446345100183,27.723553654899817
2018-03-26,52.54,58.801,0.9320192728232233,-2.263665261278355,27.736334738721645
2018-03-27,51.77,57.4211,0.9319739119772547,-1.744967197037134,28.255032802962866
2018-03-28,51.53,57.5594,0.9320121329263614,-2.1160591639616015,27.8839408360384
2018-03-29,52.56,58.309,0.931848687555834,-1.7751651226931244,28.224834877306876
2018-04-02,51.65,57.16,0.9316151510087434,-1.60112203165977,28.39887796834023
