date,PEP,XLP,beta,value,price
2010-03-31,66.16,27.93,2.323967164197882,1.251597103953145,31.251597103953145
2010-04-01,66.68,28.11,2.3252139825890863,1.3182349494207983,31.3182349494208
2010-04-05,65.98,28.11,2.3260915645260636,0.5935661211723584,30.59356612117236
2010-04-06,66.39,28.02,2.3268663001914147,1.191206268636563,31.191206268636563
2010-04-07,65.99,27.84,2.3282664630919396,1.1710616675203909,31.17106166752039
2010-04-08,65.97,27.89,2.3296614292666264,0.9957427377537869,30.995742737753787
2010-04-09,66.36,28.04,2.331109443013232,0.9956912179089699,30.99569121790897
2010-04-12,66.32,28.13,2.332283974918868,0.7128517855322372,30.712851785532237
2010-04-13,66.39,28.04,2.3332679500457463,0.9651666807172745,30.965166680717275
2010-04-14,66.29,28.08,2.333855768534009,0.7553300195650365,30.755330019565037
2010-04-15,66.27,28.03,2.3344449949776735,0.8355067907758098,30.83550679077581
2010-04-16,66.14,27.91,2.335294734398356,0.9619239629418814,30.96192396294188
2010-04-19,66.12,28.02,2.3361792147383085,0.6602584030326,30.6602584030326
2010-04-20,65.9,28.099,2.3369572062233375,0.23383946233045094,30.23383946233045
2010-04-21,65.98,28.1,2.3377188814170506,0.29009943218088097,30.29009943218088
2010-04-22,64.76,28.1,2.3386894174634327,-0.9571726307224537,29.042827369277546
2010-04-23,64.71,28.03,2.3388405814860587,-0.8477014990542386,29.15229850094576
2010-04-26,65.02,27.97,2.3391236473992976,-0.40528841775835645,29.594711582241644
2010-04-27,64.23,27.48,2.339908048058056,-0.07067316063537987,29.92932683936462
2010-04-28,64.75,27.7,2.3408408248802077,-0.09129084918174613,29.908709150818254
2010-04-29,65.2,27.79,2.3414245807884684,0.13181089988846395,30.131810899888464
2010-04-30,65.22,27.63,2.3424217868514954,0.4988860292931889,30.49888602929319
2010-05-03,65.69,27.79,2.343307279060783,0.5694907149008372,30.569490714900837
2010-05-04,65.43,27.51,2.3444574745463047,0.9339748752311579,30.933974875231158
2010-05-05,65.2,27.61,2.345817386143009,0.43198196859152915,30.43198196859153
2010-05-06,64.7,26.92,2.347164906446726,1.5143207184541367,31.514320718454137
2010-05-07,64.57,26.74,2.3489668360933824,1.758626802862949,31.75862680286295
2010-05-10,66.41,27.52,2.3507010545670797,1.7187069783139606,31.71870697831396
2010-05-11,66.55,27.51,2.352289791961844,1.8385078231296603,31.83850782312966
2010-05-12,66.94,27.7,2.3541263781899144,1.7306993241393656,31.730699324139366
2010-05-13,66.48,27.53,2.3560819334139795,1.6170643731131378,31.617064373113138
2010-05-14,66.07,27.27,2.357792476239494,1.7729991729489996,31.772999172949
2010-05-17,66.75,27.56,2.359592252793803,1.7196375130027945,31.719637513002795
2010-05-18,66.53,27.4,2.3614074877722295,1.8274348350409184,31.82743483504092
2010-05-19,66.04,27.33,2.3634566299194923,1.4467303043002886,31.44673030430029
2010-05-20,63.86,26.52,2.3654647520088092,1.1278747767263795,31.12787477672638
2010-05-21,63.58,26.62,2.3673645163867922,0.5607565737835856,30.560756573783586
2010-05-24,63.32,26.43,2.3688690256323715,0.7107916525364217,30.71079165253642
2010-05-25,62.89,26.12,2.370195801704208,0.980485659486078,30.980485659486078
2010-05-26,61.23,25.95,2.371398409613734,-0.3077887294763997,29.6922112705236
2010-05-27,62.9,26.48,2.371812355160071,0.09440883536132105,30.09440883536132
2010-05-28,62.89,26.35,2.3723694767298484,0.37806428816848836,30.37806428816849
2010-06-01,62.76,26.29,2.373151402625432,0.36984962497739104,30.36984962497739
2010-06-02,63.46,26.74,2.3740324580372816,-0.021627927916902934,29.978372072083097
2010-06-03,63.37,26.78,2.374690152922479,-0.22420229526399282,29.775797704736007
2010-06-04,61.44,26.07,2.3750555030622253,-0.47769696483221935,29.52230303516778
2010-06-07,61.73,25.87,2.375185587824557,0.2839488429787025,30.283948842978702
2010-06-08,62.65,26.29,2.3755000799459247,0.1981028982216415,30.19810289822164
2010-06-09,62.49,26.24,2.3757232368947014,0.15102226388304274,30.151022263883043
2010-06-10,63.84,26.69,2.3755853267247424,0.4356276297166275,30.435627629716627
