date,PHM,XHB,beta,value,price
2018-10-15,22.94,34.85,0.6945002038169859,-1.2633321030219555,28.736667896978044
2018-10-16,23.62,35.63,0.6928542335165443,-1.0663963401944727,28.933603659805527
2018-10-17,22.82,34.95,0.6912406534194252,-1.3388608370089123,28.661139162991088
2018-10-18,22.44,34.2,0.6896022724751548,-1.1443977186502963,28.855602281349704
2018-10-19,21.58,33.63,0.6883126572223636,-1.5679546623880896,28.43204533761191
2018-10-22,20.88,33.27,0.6869174613436925,-1.9737439389046507,28.02625606109535
2018-10-23,22.4,33.81,0.6856616301769303,-0.7822197162820146,29.217780283717985
2018-10-24,22.14,32.64,0.6848016028830933,-0.2119243181041668,29.788075681895833
2018-10-25,23.16,33.59,0.6841235061037511,0.18029142997500003,30.180291429975
2018-10-26,23.93,32.59,0.6833832831390251,1.6585388024991694,31.65853880249917
2018-10-29,23.42,32.18,0.6832579134883954,1.432760343943439,31.43276034394344
2018-10-30,24.9,33.8,0.6830380590026369,1.8133136057108743,31.813313605710874
2018-10-31,24.57,33.99,0.6829791886008542,1.3555373794569654,31.355537379456965
2018-11-01,24.66,35.11,0.6825629764368977,0.6952138973005226,30.695213897300523
2018-11-02,24.27,34.96,0.6817915856367888,0.4345661661378628,30.434566166137863
2018-11-05,24.74,35.33,0.680969367191315,0.6813522571308432,30.681352257130843
2018-11-06,24.89,35.23,0.680355820207754,0.921064454080831,30.92106445408083
2018-11-07,25.1,35.45,0.6801186969865949,0.9897921918252095,30.98979219182521
2018-11-08,24.23,35.05,0.6799397578264852,0.39811148818169784,30.398111488181698
2018-11-09,24.44,34.65,0.6795598952181126,0.8932496306924023,30.893249630692402
2018-11-12,24.01,34.21,0.6792853648902689,0.7716476671039025,30.771647667103903
2018-11-13,24.39,34.63,0.6790012110188464,0.8761880624173486,30.87618806241735
2018-11-14,24.54,34.27,0.6787780131726735,1.2782774885724777,31.278277488572478
2018-11-15,24.11,33.97,0.6782841342958387,1.0686879579703614,31.06868795797036
2018-11-16,24.97,34.21,0.6777889272673054,1.7828407981854788,31.78284079818548
2018-11-19,25.22,34.09,0.6778803011513789,2.111060533749491,32.111060533749495
2018-11-20,25.33,33.96,0.6781798433978309,2.2990125182096612,32.299012518209665
2018-11-21,25.66,34.42,0.678430770627843,2.3084128749896458,32.30841287498964
2018-11-23,25.92,34.53,0.6789106972229867,2.477213624890272,32.47721362489027
2018-11-26,26.19,34.88,0.6794935724996275,2.4892641912129925,32.489264191212996
2018-11-27,26.4,34.83,0.6802045033054681,2.7084771498705464,32.708477149870546
2018-11-28,26.74,35.69,0.681016558380078,2.4345190314150145,32.434519031415014
2018-11-29,26.73,35.42,0.6817733694507335,2.5815872540550195,32.58158725405502
2018-11-30,26.52,35.51,0.6824536771472766,2.286069924500211,32.28606992450021
2018-12-03,26.82,36.07,0.6832106053879964,2.176593463654971,32.17659346365497
2018-12-04,25.63,34.39,0.6844229750269297,2.0926938888238844,32.09269388882389
2018-12-06,26.65,34.69,0.6856995575587964,2.863082348285353,32.86308234828535
2018-12-07,26.23,34.26,0.6872974610894014,2.683188983077109,32.68318898307711
2018-12-10,25.56,33.68,0.6887213465935323,2.363865046729831,32.36386504672983
2018-12-11,25.75,33.43,0.6902073384943057,2.676368674135361,32.67636867413536
2018-12-12,26.15,33.85,0.6918211813303663,2.7318530119670967,32.7318530119671
2018-12-13,25.81,33.52,0.6936083878609192,2.5602468389019855,32.56024683890199
2018-12-14,25.61,33.14,0.6952605850393536,2.569064211795819,32.56906421179582
2018-12-17,25.64,32.72,0.6970770045229521,2.8316404120090084,32.83164041200901
2018-12-18,26.47,33.17,0.699160981166938,3.2788302546926644,33.278830254692664
2018-12-19,25.8,32.76,0.7015158862669194,2.818339565895723,32.81833956589573
2018-12-20,25.8,32.41,0.7038113452119701,2.989474301680051,32.98947430168005
2018-12-21,25.13,31.44,0.7060880054004991,2.9305931102083065,32.93059311020831
2018-12-24,24.68,30.74,0.7084213225268831,2.9031285455236144,32.903128545523614
2018-12-26,25.85,32.2,0.7109582119269776,2.957145575951319,32.957145575951316
