date,PTEN,XES,beta,value,price
2021-11-05,9.36,59.119996,0.15401176025929603,0.25482534951745883,30.25482534951746
2021-11-08,9.38,60.179993,0.1541378474542244,0.10398541916970849,30.10398541916971
2021-11-09,9.65,60.509995,0.15422900173078488,0.31760387641521604,30.317603876415216
2021-11-10,9.08,57.210007,0.15440559991069958,0.2464545482696785,30.24645454826968
2021-11-11,9.01,57.100007,0.15455728502166188,0.18477794336211062,30.18477794336211
2021-11-12,8.65,56.179993,0.15469985123180324,-0.04103655930374828,29.95896344069625
2021-11-15,8.48,55.559998,0.15480028726074657,-0.12070365060650445,29.879296349393496
2021-11-16,8.71,56.089997,0.15489120329442368,0.022152871889387526,30.02215287188939
2021-11-17,8.33,54.089997,0.15501524390647117,-0.05477407785529387,29.945225922144708
2021-11-18,8.03,52.630005,0.15513144746862448,-0.1345688559309437,29.865431144069056
2021-11-19,7.36,49.809998,0.1552208337927484,-0.3715494207751302,29.628450579224868
2021-11-22,7.25,50.429993,0.1552621941296837,-0.5798713631245906,29.42012863687541
2021-11-23,7.63,52.229996,0.15519205306630532,-0.4756803108849139,29.524319689115085
2021-11-24,7.54,51.970002,0.15514319998870013,-0.522792413699146,29.477207586300853
2021-11-26,7.16,49.270005,0.15506273571241633,-0.47994176386443055,29.52005823613557
2021-11-29,7.18,49.809998,0.15503238968982,-0.5421630203851553,29.457836979614846
2021-11-30,7.06,48.190003,0.15494369818043438,-0.4067372801462277,29.593262719853772
2021-12-01,6.94,46.75,0.15491567930577643,-0.30230800754504816,29.697691992454953
2021-12-02,7.29,48.300004,0.15491585303446892,-0.1924363212282607,29.80756367877174
2021-12-03,7.48,47.899994,0.15491118810462084,0.05975501925579074,30.05975501925579
2021-12-06,7.68,49.630005,0.15492981039384057,-0.00916726449535954,29.99083273550464
2021-12-07,8.06,51.399994,0.1549439191497141,0.09588348536821112,30.095883485368212
2021-12-08,8.47,52.25,0.15489500821851085,0.37673582058280886,30.37673582058281
2021-12-09,8.45,51.880005,0.1549836380521758,0.4094480829349294,30.40944808293493
2021-12-10,9.06,52.89,0.15510565388819922,0.8564619658531445,30.856461965853143
2021-12-13,8.49,50.350007,0.15538074960451523,0.6665781697474111,30.66657816974741
2021-12-14,8.19,49.149994,0.15559311323832767,0.5425994178948743,30.542599417894873
2021-12-15,8.29,49.589997,0.15576631364557694,0.5655489736147796,30.56554897361478
2021-12-16,8.28,49.160004,0.155905342111901,0.6156927581575777,30.61569275815758
2021-12-17,8.01,48.539994,0.15601865494318265,0.43685542516984377,30.436855425169846
2021-12-20,7.74,47.399994,0.15602515315430382,0.34440867663691854,30.344408676636917
2021-12-21,8.72,50.149994,0.15599597451076785,0.8968028142608402,30.89680281426084
2021-12-22,8.8,50.649994,0.15608888825850695,0.8940987462399539,30.894098746239955
2021-12-23,8.75,50.539994,0.15620078853975294,0.8556130844056176,30.85561308440562
2021-12-27,8.94,51.300004,0.15627586770737056,0.9230473615084183,30.923047361508416
2021-12-28,8.78,50.690003,0.15638710039143935,0.852737411996638,30.85273741199664
2021-12-29,8.53,49.830002,0.15645367612061983,0.7339130060021608,30.73391300600216
2021-12-30,8.5,49.399994,0.15643411999513346,0.7721554108451274,30.772155410845127
2021-12-31,8.45,49.429993,0.1564661815357523,0.7158777419510329,30.715877741951033
2022-01-03,9.07,52.990006,0.1565601294865459,0.7738777991471562,30.773877799147158
2022-01-04,9.57,55.320008,0.1567531753590246,0.898413085113356,30.898413085113354
2022-01-05,9.02,54.229996,0.1571053011931524,0.5001801447165484,30.50018014471655
2022-01-06,9.69,56.0,0.1573722581899257,0.8771535413641605,30.87715354136416
2022-01-07,9.64,56.550004,0.15783053376584547,0.714682684219305,30.714682684219305
2022-01-10,9.98,56.589997,0.15823489697201193,1.0254876550585372,31.025487655058537
2022-01-11,10.26,58.850007,0.15877212243495412,0.9162594832980933,30.91625948329809
2022-01-12,9.98,58.520005,0.1593034015756351,0.6575641432768258,30.657564143276826
2022-01-13,9.92,58.270005,0.15965408738285422,0.6169555299306477,30.61695552993065
2022-01-14,10.31,60.559998,0.16006296450090315,0.6165871899512343,30.616587189951233
2022-01-18,10.2,59.429993,0.16045767315800305,0.6640016074235895,30.66400160742359
2022-01-19,10.1,58.380005,0.16084543280464414,0.7098428286377114,30.70984282863771
2022-01-20,9.8,57.089997,0.1612871440634302,0.5921174292802025,30.5921174292802
2022-01-21,9.4,55.380005,0.16164227868353492,0.44824979829444267,30.44824979829444
2022-01-24,9.81,56.759995,0.16182153819680334,0.6250103010571326,30.62501030105713
2022-01-25,10.32,59.740006,0.1621389163989327,0.6338201614942633,30.633820161494263
2022-01-26,10.14,59.570008,0.16251069691880196,0.45923648446139254,30.459236484461393
2022-01-27,9.9,58.169999,0.16290811580693415,0.4236350664187576,30.423635066418758
2022-01-28,10.08,58.320008,0.16330396261500132,0.5561115938614218,30.556111593861424
2022-01-31,9.96,58.179993,0.1636740070350017,0.43744741642164975,30.437447416421648
2022-02-01,10.58,61.149994,0.16397626755729186,0.552852222729209,30.552852222729207
2022-02-02,10.5,60.229996,0.16431301184697356,0.603427953708831,30.60342795370883
2022-02-03,10.44,59.14,0.16464073574841728,0.7031468878386011,30.7031468878386
2022-02-04,10.85,60.630005,0.16506075235426942,0.8423657594568823,30.842365759456882
2022-02-07,10.78,60.190003,0.16547014680152686,0.8203513676056584,30.82035136760566
2022-02-08,10.63,58.880005,0.16587859117299747,0.8630677223409542,30.863067722340954
2022-02-09,10.97,60.009995,0.16631900898194116,0.989197102588756,30.989197102588754
2022-02-10,11.4,60.005005,0.16687875827896317,1.3864392750770236,31.386439275077024
